,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.0,2.323529258888253e-07,9.110904779288606e-08,2.8797169774617997e-08,3.0599116265279603e-09,1.5990606253937216e-08,6.176290308672921e-08,1.460482967243481e-07,2.684488708845822e-07,4.299508468069892e-07,6.298618377721627e-07,8.718529118581842e-07,1.154911021556682e-06,1.481497024500216e-06,1.849533056827034e-06
0,2.0,1.0368743868924018e-05,9.90410943354137e-06,9.487448630656276e-06,9.099305919423764e-06,8.743278488749323e-06,8.419097801075447e-06,8.09728085943247e-06,7.81326167156939e-06,7.551677409411432e-06,7.311641942565468e-06,7.091143210174615e-06,6.890002401371335e-06,6.70713890118478e-06,6.541386120695934e-06
0,3.0,3.7803897289730544e-05,3.609982810651457e-05,3.453097563604415e-05,3.305798141853526e-05,3.167087462938412e-05,3.0371179908061414e-05,2.914871179484313e-05,2.8004768957515147e-05,2.6932932243868018e-05,2.5930219014264577e-05,2.4994333359070337e-05,2.4125216596209742e-05,2.3307134158182978e-05,2.255315490345701e-05
0,4.0,3.0036806728528918e-06,3.810918633673062e-06,4.744173986086202e-06,5.790577038489203e-06,6.9552650727907735e-06,8.246024584604536e-06,9.669138787853445e-06,1.1227380903611472e-05,1.2931009727784383e-05,1.4783980398436344e-05,1.679862054953564e-05,1.8982232195088435e-05,2.1341799916040918e-05,2.387919991743753e-05
0,5.0,1.5942511359417718e-05,1.5136092648724034e-05,1.4398355873897052e-05,1.3704660249515672e-05,1.305221063171849e-05,1.2439492146734851e-05,1.1863333688262073e-05,1.1322788459750688e-05,1.0817245068744823e-05,1.0344762490360003e-05,9.902581094417182e-06,9.487944339330945e-06,9.100093081336983e-06,8.738668941499095e-06
0,6.0,4.38642762826291e-05,4.2553494290867125e-05,4.137975735586071e-05,4.032363161153302e-05,3.9375615931714596e-05,3.85331728757984e-05,3.779019386812846e-05,3.714366974514779e-05,3.6587874858349183e-05,3.611759586915342e-05,3.5732680894623374e-05,3.542835890867993e-05,3.5203218759375626e-05,3.50537129781129e-05
0,7.0,1.041136671786021e-06,1.135762813256408e-06,1.2755087535952107e-06,1.427275527869172e-06,1.5917160592438208e-06,1.7704310476303097e-06,1.9633541150414e-06,2.1718870380988057e-06,2.396681202392614e-06,2.638918088922152e-06,2.899231368700181e-06,3.1786613975688222e-06,3.4800187815873013e-06,3.7988609710598795e-06
0,8.0,2.180239864728673e-05,2.139782518166851e-05,2.108133343110312e-05,2.0818900775181553e-05,2.0608010002562197e-05,2.0448648192951318e-05,2.0339192133224745e-05,2.0278895709386793e-05,2.026920662466122e-05,2.031056943611257e-05,2.040277336361702e-05,2.054684192771707e-05,2.0743415933330256e-05,2.0993324982966828e-05
0,9.0,1.271490316648362e-05,1.2696621724040433e-05,1.27383687034041e-05,1.2804368095443965e-05,1.2895254265310374e-05,1.3011410243322328e-05,1.3153714183528788e-05,1.3322663274620966e-05,1.3518923535165004e-05,1.3743217484015874e-05,1.3996586193379815e-05,1.4280194868149654e-05,1.4594960618986134e-05,1.4940174041813604e-05
0,10.0,3.335525650300833e-07,4.258017789627109e-07,5.949937017597241e-07,7.923716219377932e-07,1.0186550748093787e-06,1.273782409453058e-06,1.5597228684172743e-06,1.8774669514258504e-06,2.2250890256043686e-06,2.6076538126728552e-06,3.0238822460477084e-06,3.476236087626597e-06,3.968040202371009e-06,4.496050349976854e-06
0,11.0,1.956031374819146e-05,1.889896536298135e-05,1.831601355552598e-05,1.7779863218034413e-05,1.72877268663979e-05,1.683755674934849e-05,1.6426850300159495e-05,1.6054684304495873e-05,1.5717936703329782e-05,1.541569971535902e-05,1.5147765965277719e-05,1.4912976602966858e-05,1.4706887261047183e-05,1.4531083478759253e-05
0,12.0,8.607849095146989e-06,8.721982768495205e-06,8.883495288166462e-06,9.069460275301326e-06,9.280601342529981e-06,9.517505537920218e-06,9.780736962962326e-06,1.0071974131136082e-05,1.0391412407761088e-05,1.073957439358569e-05,1.1118338754405802e-05,1.1529628673738635e-05,1.1974102263987989e-05,1.2449725286507275e-05
0,13.0,4.4133563072720895e-07,5.92048641626493e-07,8.069504713509274e-07,1.057565470408207e-06,1.3435196355759935e-06,1.667290856918417e-06,2.02939759090649e-06,2.433919590504933e-06,2.8795041476069538e-06,3.3678938495654695e-06,3.904430340678082e-06,4.4874701396713465e-06,5.121661283382292e-06,5.80521626373429e-06
0,14.0,1.4188016414223083e-05,1.377305405942238e-05,1.3414044570615411e-05,1.3080765524386323e-05,1.277246847590798e-05,1.2503635397798928e-05,1.2230811204965614e-05,1.1993117651897576e-05,1.1777642306750594e-05,1.1583646850369989e-05,1.141114212859667e-05,1.126025924168169e-05,1.1128506785991775e-05,1.101846774347829e-05
0,15.0,9.523138477783401e-05,8.05926222566424e-05,6.728985817156337e-05,5.526730724909555e-05,4.448692618007476e-05,3.4913446196357175e-05,2.654074622902027e-05,1.933867182916995e-05,1.3295233715853427e-05,8.392984805269014e-06,4.629723889253681e-06,1.9907537309996185e-06,4.820191293601191e-07,7.475673812948876e-08
0,16.0,8.503804551247972e-06,8.355861772829794e-06,8.249522686161754e-06,8.161605526743637e-06,8.090835217866869e-06,8.037169256945903e-06,8.000423695362762e-06,7.981334768860662e-06,7.977477480065938e-06,7.989970499020707e-06,8.017282429126818e-06,8.059638539700885e-06,8.117583140071072e-06,8.187004844503689e-06
0,17.0,1.7138249348081785e-05,1.5200093632367629e-05,1.3404666215683565e-05,1.1741913937441213e-05,1.0205337883825714e-05,8.794751408972247e-06,7.499168393666127e-06,6.31906623286543e-06,5.247173927068459e-06,4.285353390177966e-06,3.4222220136994406e-06,2.6674896586770612e-06,2.007724815843454e-06,1.4529952699043055e-06
0,18.0,1.00337887351959e-05,9.743771289593445e-06,9.503484692572116e-06,9.285226323904823e-06,9.08782999410048e-06,8.910117021314379e-06,8.751478506692323e-06,8.611739493320876e-06,8.489736347233895e-06,8.385247727465967e-06,8.298496136612222e-06,8.226688699735552e-06,8.172455130081539e-06,8.134646077419612e-06
0,19.0,8.208694126636005e-06,8.2644563572463e-06,8.353017784586569e-06,8.453814976514868e-06,8.568485023566488e-06,8.696759450338447e-06,8.848686086262583e-06,8.997156603202007e-06,9.171515863779073e-06,9.363443663253408e-06,9.573047856126747e-06,9.80195917824916e-06,1.0050656884512757e-05,1.0319965240678815e-05
0,20.0,1.4759188236795856e-05,1.4121030014881467e-05,1.3540336793869634e-05,1.3004593380439893e-05,1.2510252150434652e-05,1.205372446085333e-05,1.1633771370183624e-05,1.1247980591607882e-05,1.0895200176639014e-05,1.0573134999516091e-05,1.0278490199992772e-05,1.00115636928636e-05,9.770664418206303e-06,9.556402934568e-06
0,21.0,3.35399847564139e-05,3.0786670428142946e-05,2.82208277789481e-05,2.581542113252953e-05,2.355960922994691e-05,2.1446313708448373e-05,1.946904209793574e-05,1.7617890685379486e-05,1.5892570954366857e-05,1.4281584628881135e-05,1.2781623816928918e-05,1.1387641064713698e-05,1.0092520682443627e-05,8.898289607897568e-06
0,22.0,4.711483273854946e-06,4.565366199792925e-06,4.4629697260421254e-06,4.370254556969555e-06,4.2873136056664935e-06,4.212645898181292e-06,4.146547406704687e-06,4.0893905864863686e-06,4.040706129508754e-06,3.998812517344424e-06,3.965115508876537e-06,3.939756037126776e-06,3.922257646495148e-06,3.91300213863051e-06
0,23.0,0.0004707291015024949,0.00042118366591517993,0.0003746883387977188,0.00033130351624094596,0.00029093540675818836,0.00025350210797196797,0.00021887568714312148,0.00018705479836086762,0.0001579663997494551,0.0001314732644852155,0.00010755765935544573,8.615439229248265e-05,6.722094298476305e-05,5.0732853578751404e-05
0,24.0,5.726322274688133e-06,5.594167400425835e-06,5.497905216890028e-06,5.413454832105505e-06,5.3403654563279294e-06,5.278369906492423e-06,5.227435961462451e-06,5.187212253338085e-06,5.157925459386945e-06,5.139322864148733e-06,5.131307104353939e-06,5.134093293627733e-06,5.147004550024123e-06,5.171095652331707e-06
0,25.0,1.9828266896658327e-06,1.6426788592411014e-06,1.358576103377205e-06,1.1073727787826573e-06,8.845844970903074e-07,6.929078726125502e-07,5.246556550259599e-07,3.847949905481064e-07,2.684721203628137e-07,1.7400719819676124e-07,1.0127214930758566e-07,4.896462523128167e-08,1.6219192371426723e-08,2.624359019538846e-09
0,26.0,4.724716070648417e-07,7.125843524341893e-07,1.0559465932159073e-06,1.4714246316587734e-06,1.960954263251996e-06,2.527892828898086e-06,3.1747318663526584e-06,3.904938969239494e-06,4.721349784150713e-06,5.629527773308822e-06,6.629528177460703e-06,7.728493190115115e-06,8.929461187782061e-06,1.023383384066861e-05
0,27.0,2.3589379026979894e-05,2.2623514293228918e-05,2.175286787650914e-05,2.0942607922460842e-05,2.019016748730502e-05,1.9490516318234347e-05,1.884109876579529e-05,1.8239624290534374e-05,1.7683880186741438e-05,1.7172262579162394e-05,1.6700941601796174e-05,1.6268813951500294e-05,1.5874219592916588e-05,1.551917753729437e-05
0,28.0,7.8112208581212e-08,3.3860251904896368e-09,1.512460906280158e-08,6.503101475762041e-08,1.502519624562877e-07,2.747527667475434e-07,4.375250819141267e-07,6.410892499329315e-07,8.816626533251317e-07,1.1638916819323738e-06,1.4936167213930654e-06,1.860192059861798e-06,2.274880610031843e-06,2.7338580787588373e-06
0,29.0,5.352124749045677e-06,5.248725631768468e-06,5.1901563962603336e-06,5.142462546893224e-06,5.103602661255843e-06,5.075291832914335e-06,5.057223207098522e-06,5.049270048140568e-06,5.051353870151021e-06,5.062713839381716e-06,5.084504104595243e-06,5.1173129888042605e-06,5.159989711877244e-06,5.213134170433611e-06
0,30.0,2.83584433092292e-05,2.666479130077246e-05,2.5100294788092954e-05,2.3629184790759416e-05,2.2244102749697347e-05,2.0942148485030373e-05,1.9720085224269754e-05,1.8574546097531963e-05,1.750051070851944e-05,1.6495094574675565e-05,1.5551891864539937e-05,1.4666761583377986e-05,1.3836293313107529e-05,1.3060233492227203e-05
0,31.0,1.9007970418400543e-05,1.796895695703113e-05,1.7016960828312642e-05,1.6131039446359324e-05,1.53077995758812e-05,1.4539627264973427e-05,1.3823971321171635e-05,1.3157551444151186e-05,1.2537894240878367e-05,1.1959656761456495e-05,1.1420162944886971e-05,1.0919737456327407e-05,1.0451958443225756e-05,1.001803143233246e-05
0,32.0,8.388030739805939e-06,7.666962591834831e-06,7.008351742681727e-06,6.38861699995538e-06,5.815701045763302e-06,5.277999072742554e-06,4.781769867079168e-06,4.3145674644385605e-06,3.88485734560555e-06,3.4869903162636e-06,3.117429286500698e-06,2.7754547765626834e-06,2.4570045677537133e-06,2.1631948868797705e-06
0,33.0,8.958121948213766e-06,8.945396815578272e-06,8.98118997859103e-06,9.03875776220544e-06,9.11736486044512e-06,9.217779202997591e-06,9.340097585298858e-06,9.484790229555158e-06,9.652103378889188e-06,9.842288107553953e-06,1.0056144941873208e-05,1.0294849436545896e-05,1.0558550628847683e-05,1.084758140801206e-05
0,34.0,1.3179375965124271e-06,9.985965960493157e-07,7.450938295238405e-07,5.298780870347008e-07,3.5194501711738977e-07,2.1078153992429263e-07,1.062915794025089e-07,3.766042785889508e-08,5.009597166940344e-09,8.666414494632593e-09,4.871734706014802e-08,1.4067462870740556e-07,2.404317161452396e-07,3.945019892793191e-07
0,35.0,4.065060986777184e-05,3.9240932425164386e-05,3.795191122621656e-05,3.675965667141843e-05,3.566057875220943e-05,3.4650335134649356e-05,3.372412443030056e-05,3.2877549621105956e-05,3.210483563211298e-05,3.1406461951346584e-05,3.077493921467037e-05,3.0210791718918242e-05,2.9711566376867644e-05,2.927714388866803e-05
0,36.0,5.4371823931713104e-05,5.28253773101127e-05,5.143146029994476e-05,5.0157472367541215e-05,4.8999506642185436e-05,4.7954009620134776e-05,4.7014798782780366e-05,4.6177894861728245e-05,4.5440957855976975e-05,4.479967409987469e-05,4.425184108576308e-05,4.379457716858335e-05,4.342673693589414e-05,4.314603709898451e-05
