,0,1,2,3
0,1.0,23.009165277058354,12.727454389550774,18.590512173072124
1,2.0,30.941765578952623,48.04246487611297,49.958217836625884
2,3.0,27.745784750635032,28.88561558767249,26.20981773028087
3,4.0,36.15517558125635,35.5065045365885,35.958309192730404
4,5.0,96.6010595484457,81.50074903351046,105.98279549613923
5,6.0,23.73088556243666,28.02328224576998,30.047961661317395
6,7.0,25.165315484775387,23.08426592580612,45.73435884482658
7,8.0,55.04427969619302,50.314798492773676,92.6819531756018
8,9.0,44.39679895640853,41.919991821155136,35.31095632185053
9,10.0,23.662292990939005,26.256745165131694,13.222940438728212
10,11.0,25.791633010209598,26.15034569006966,43.83367774152456
11,12.0,93.6478256781079,81.18645663373135,65.16779960427664
12,13.0,62.56716391207132,42.36143913305742,64.65495462758238
13,14.0,55.39019344082276,37.16506994803621,33.07435628214495
14,15.0,34.18450884774111,28.112020814692677,33.756833523359525
15,16.0,30.032274306152708,25.573113361187115,25.29193187919456
16,17.0,31.537675881396208,34.279707709601865,38.99067487583059
17,18.0,11.5,10.64445150423858,13.161207820878287
18,19.0,34.42721128282581,28.99000327449227,35.52035546238119
19,20.0,22.200953874578822,33.42248494651467,18.951884155499638
20,21.0,63.72802263969295,65.54089330831687,45.50750853796913
21,22.0,29.618654693999066,32.952729066667246,60.81551048695944
22,23.0,30.269338887929628,24.365560850420735,36.53163013061421
23,24.0,51.947248884485376,45.24161003643134,52.392747589718944
24,25.0,44.052840745833606,28.485948735513777,55.88529919993868
25,26.0,37.87355009899982,39.83735590338714,43.75202852440101
26,27.0,28.073348628651456,17.99831641958197,21.41539277293432
27,28.0,53.235952763772964,51.75939028580823,77.38080817414749
28,29.0,94.7182515136936,68.38367152041666,76.84367247861077
29,30.0,15.982309298919095,19.57073104187765,27.74310725207254
30,31.0,27.35424181830937,39.83290571071223,57.85553696833809
31,32.0,41.87605250718966,50.297588984235794,21.893410619897224
32,33.0,32.88114188293077,20.64920895599816,31.247399891830998
33,34.0,49.783323616898336,44.66886714824647,45.66301688578086
34,35.0,112.74373124999107,119.0158812932123,59.29165202623385
35,36.0,16.324424709779613,16.231245587857185,16.529288892881866
36,37.0,31.829794257411336,32.10669712069431,25.946690910996132
37,38.0,46.838152183876765,33.78967202391688,29.397278785629123
38,39.0,14.605198662017209,22.252461504533667,21.33375335608023
39,40.0,25.518340743193203,26.286319412106636,28.157296271718515
40,41.0,23.86485386504598,25.521768272157495,32.81550156339444
41,42.0,50.66306112654331,39.657963870585384,45.35731158573791
42,43.0,26.891495725840194,23.06063970162744,21.99401832556441
43,44.0,33.29194585085986,44.61443004702686,33.750783466689846
44,45.0,48.82192791319583,26.317165887287008,22.669467614056618
45,46.0,82.48617007697868,45.34086071959431,42.22122190258553
46,47.0,58.56240735792506,80.96556723029289,70.02142529254886
47,48.0,29.09878228439779,33.823730960959985,33.726170038332924
48,49.0,25.06391828904651,22.511478553543892,14.961617559608987
49,50.0,17.046835324909857,18.977226750374648,15.398701243936125
50,51.0,52.40931070961155,58.99315475283812,42.17358309547708
51,52.0,33.18360310682846,33.126936764420876,33.499253723030904
52,53.0,21.849356196400457,25.82503499382784,19.784415000779703
53,54.0,47.436609112140076,51.746800319281405,116.03185469666434
54,55.0,24.63563041032816,41.72606518866873,65.15097850377997
55,56.0,44.293864457410216,30.033314835362415,34.707507993388276
56,57.0,21.220767838471843,20.798916719600104,15.938632312717424
57,58.0,24.843919557570832,34.14620969249202,48.79279498148535
58,59.0,19.373387029634234,16.97373536696305,16.691042780213255
59,60.0,22.444048077778817,19.43988402509364,35.8511415135709
60,61.0,18.802944573594882,17.326199326412922,18.969449122207003
61,62.0,37.737731299541096,35.12032887089755,32.670322924636054
62,63.0,118.9278025619839,75.15910659625902,123.77178412487454
63,64.0,12.448498555210174,20.722873835450525,14.351455874380331
64,65.0,28.947017541733096,25.03247890241795,29.644383509936745
65,66.0,20.196180685607718,22.568634951677726,17.29664456024573
66,67.0,17.20537706648709,14.964871146156009,29.246715548423044
67,68.0,99.04807334488306,89.4837909188547,138.5194674301878
68,69.0,41.38701784257522,25.250810843928598,25.666125535421198
69,70.0,283.45538522669267,305.6308487150381,315.7786469129188
70,71.0,43.457450454438764,42.76958367970857,33.17342596832878
71,72.0,34.08915040652372,32.72854861946741,36.246379129507545
72,73.0,38.482821313306594,35.67577881462226,47.41643366827773
73,74.0,43.59669568900836,47.97472011895226,51.14000391083286
74,75.0,27.94710254284942,28.64743750627053,28.49831304049147
75,76.0,78.80249573035954,101.61258606618976,81.62720134857008
76,77.0,57.69857017292543,46.60207984794076,51.523604475830474
77,78.0,33.90599750290008,41.25057780797167,42.790770032800296
78,79.0,39.97882504042488,45.803929962395145,62.30358610951109
79,80.0,42.42346049062947,39.39126648128999,48.97541127025794
80,81.0,17.915023079752142,27.739111978095718,32.085173107423515
81,82.0,22.562379653080836,32.99813195210855,34.70710782150154
82,83.0,56.66060120413089,75.65747531756905,60.55880135085758
83,84.0,76.89874294594591,67.74495782229721,61.997177355102224
84,85.0,37.80570629642341,46.909644060495204,24.579802006254376
85,86.0,12.721111062586736,11.357213627024148,12.568213874691981
86,87.0,37.84691386214849,34.85977199729945,45.299006611624485
87,88.0,75.53886416937972,52.287457969092024,68.78183754793548
88,89.0,58.90079431916493,46.47138136223503,37.95495945681434
89,90.0,21.32179747626939,21.951511393501278,25.934900185253223
90,91.0,26.73689470491176,34.204791213154394,35.099179206248984
91,92.0,52.13711430952608,56.47558344473945,62.605700093605904
92,93.0,19.77243415825105,20.937406716210106,18.606450494385005
93,94.0,31.77792258213812,40.1281600720645,29.608557321603275
94,95.0,94.78204663139725,143.9302229933279,122.95618008958404
95,96.0,60.45087007072514,46.67483261887504,53.85820162568503
96,97.0,41.62748440186025,29.473871325448417,33.478980051118015
97,98.0,40.0900908531695,34.23111495071743,34.219877264537345
98,99.0,82.3397617414355,65.36864691884021,289.87371858668513
99,100.0,68.7058332707182,70.25507712663168,57.868899452205966
100,101.0,45.6240911395251,44.19830953823614,52.923424765304915
101,102.0,31.442407668624863,52.318044475857256,54.491971885774156
102,103.0,18.779870721168383,10.386506538403042,12.612163441165304
103,104.0,20.720250170383746,21.120403134680657,20.100787712591433
104,105.0,15.131226750944741,16.136526887778547,22.818382314015413
105,106.0,88.67094064171032,60.310358030062176,46.90640176261434
106,107.0,46.555309314801306,63.69238022122908,74.6947119948929
107,108.0,25.576413766915614,27.76359258400706,17.555015563324673
108,109.0,21.882708725760406,25.657121404940945,35.01558094749977
109,110.0,23.257871171467336,29.560008755869116,17.165857586111645
110,111.0,21.849485119791723,76.9332044615194,105.82034040979289
111,112.0,15.430679905724865,20.290834106018135,28.409153454476606
112,113.0,26.852159345915958,29.08877554564816,31.343083589348534
113,114.0,27.93301511354142,39.07978671550972,50.18009233417837
114,115.0,62.641053945030826,61.32381404879776,66.47856797494964
115,116.0,13.785908822100994,22.904915086835295,9.689627902499089
116,117.0,20.840140964250605,17.740466113691447,40.68353475301771
117,118.0,44.23799272118933,18.694354047129753,28.576651308367115
118,119.0,98.82307422864359,84.88423489278402,33.12745947742705
119,120.0,18.690586619178493,19.650999076532532,22.330521129455164
120,121.0,26.71848036439303,28.722168493394832,29.809580861043845
121,122.0,24.928707872460542,33.68405237817125,23.40447031592962
122,123.0,38.28227080600779,38.74033504400851,30.344843446778956
123,124.0,17.046917686121517,15.677347377002935,31.829988189569725
124,125.0,25.991451586157236,36.858129891930695,51.22304169023936
125,126.0,40.114091674587286,56.10233237676672,31.747265849028462
126,127.0,38.251914399463466,35.44824572528237,22.494443758403985
127,128.0,13.194431524541478,14.729303478181885,13.391539617733779
128,129.0,9.246330280490417,25.341446069411447,59.04918671423768
129,130.0,44.96213684868636,53.0637532102838,70.28513356322232
130,131.0,18.30994178729054,21.611699927828255,16.777252172992767
131,132.0,30.749609128222453,41.74616072747135,54.750081539404384
132,133.0,30.056911192731718,29.256712458521328,45.105191063441524
133,134.0,13.67966861197059,18.882310946138627,19.46894963782073
134,135.0,44.1033750670818,24.052026941611388,27.564642638886575
135,136.0,47.329518625624466,48.51803788283282,77.46450800205214
136,137.0,72.0246289113059,66.4729431717375,67.32409177503499
137,138.0,34.15371415345906,33.52274143843828,36.541816427568115
138,139.0,28.134570443745076,30.270179777857013,16.559914529693962
139,140.0,24.713107957479423,24.38954694126154,21.643705782513308
140,141.0,88.04455942557975,85.10134623162423,51.84317009707533
141,142.0,45.24395677877875,41.70556133363806,58.72522604395017
142,143.0,55.08689533578607,43.53636519439379,50.43547206188578
143,144.0,56.63982852585798,51.668307840374624,53.598900224381076
144,145.0,68.4727526622295,58.7252958899186,36.7993271160014
145,146.0,28.832851633741214,29.882598564544164,33.49355433241121
146,147.0,92.17613574022292,89.51501983192655,121.48739646564165
147,148.0,13.298764711699462,11.234676173257007,11.44216224859082
148,149.0,40.95513492741877,36.665287174411844,48.126321874239025
149,150.0,69.73240167337747,28.0961959420683,41.8606711541237
150,151.0,21.93289648112962,31.00148553316692,32.49387406653525
151,152.0,55.8413902904039,18.06684695524124,16.96565157408737
