,0,1,2,3,4,5,6
0,10.0,259.1875709884259,262.375102277421,264.83683185636187,265.1464352594614,274.72697954554263,284.6323587700932
1,12.0,514.6853354327397,517.5486762782839,525.7614723460059,540.9588053756223,559.0464286938576,568.8847325199883
2,15.0,547.1970469934597,563.1759691732718,576.0986360959296,584.8760717951365,592.9284098339623,597.3872070098995
3,16.0,641.283431049064,643.5276085074512,646.8800985509846,648.8158357075528,650.1390201016412,651.4496376463857
4,18.0,127.92733970889459,128.33649859450134,124.26050918639059,122.52380221264387,123.66993856092293,122.96824924219759
5,22.0,32.4364920703294,35.00672034929491,35.73895560365561,37.21599891974513,39.150031159569686,39.79430075130193
6,26.0,464.9328534629068,468.682609620958,480.00114406376474,492.12658274917936,499.88009377117163,505.2890615445606
7,27.0,452.0993743921766,458.35051765026554,463.23687115711584,470.0087540196758,468.6483718309906,463.6387329613076
8,29.0,257.1639253334917,289.1797201339001,304.0539785963038,305.5397144055808,316.8502625608885,332.9936988014763
9,31.0,223.48097926085902,244.9695706685441,265.8442844312664,283.5509771761263,283.3400574015676,277.8088812718701
10,32.0,377.6633868402369,394.31293147875346,402.8477326117344,405.9506450750281,415.00674923041106,419.68510452847346
11,33.0,217.8609607559335,227.68190633669923,245.10834683258065,245.0290445382322,220.90545242468522,200.0880767083268
12,35.0,225.77251947202384,243.43945611888932,264.3435798598795,278.17587467761757,285.8744867517291,290.48217604640917
13,4.0,79.2322860294698,86.08088886333623,91.87185981582743,94.03605789632728,96.74602204195614,100.9161401753491
14,42.0,420.95630032641765,441.2910669035713,467.0264481702035,486.8729111292087,502.71034537825466,508.05164840403313
15,45.0,431.7668425646615,452.9078761655327,465.0608559092576,475.28061636130764,486.8222458001495,493.6121305449844
16,47.0,69.60981642664603,70.17816452624184,85.71614107985798,108.57338197093537,102.78386067996264,82.30241982501225
17,48.0,451.1078305851534,483.03580606388346,517.0896314994194,548.5349080132492,577.7530966382365,595.4832345296309
18,49.0,134.29360290270077,159.25557510509734,176.43545541476598,187.7741851151027,199.95360864202155,207.58305282060067
19,54.0,296.42977046276667,301.9037532889674,313.813423074926,336.17380766974355,328.81610754178314,321.27361588527594
20,55.0,446.47301937806606,475.07977075702905,487.4058251043074,501.89634606350285,510.59177706853524,514.8003082518802
21,6.0,559.0391646136286,560.4709661870153,558.4573552174896,559.7054730191533,557.4080707280718,554.5866787328272
22,66.0,132.5328431533142,126.74630323849371,108.27306898818456,125.24652164654606,175.19472199021857,192.0334228022994
23,69.0,563.3254836088429,566.4476158510304,568.0048704410846,579.784037856871,592.5834715293091,595.7471109082246
24,7.0,537.282366907207,538.5283204760589,536.5668255550679,532.8651677649452,531.6533865070561,532.2760656580491
25,8.0,155.66214853280056,158.47591460748413,158.9812647557393,158.01400893484436,154.98902698269484,152.93464810338557
