,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,10.0,,0.3748125937031484,,,0.3714710252600297,0.3001200480192077,,,,,0.13333333333333333,0.24228160044302924,,,,0.26666666666666666,,,,0.6024096385542168,0.3681885125184094,0.24679170779861795,0.2768549280177187,,,,,,,,0.6561679790026247,,,,,,,,,,,,,,,,,,8.620689655172413,,,,,,,,,
1,12.0,0.4591368227731864,0.23148148148148145,0.2577319587628866,0.38167938931297707,0.274323335771763,0.1414827391058291,0.21204410517387615,0.415973377703827,0.22768670309653916,0.544069640914037,0.25,0.6281407035175879,0.3401360544217687,0.2182453077258839,0.25125628140703515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15.0,0.16666666666666666,,,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16.0,0.26666666666666666,0.1,0.361794500723589,0.23333333333333334,0.11091393078970718,0.16666666666666666,0.23333333333333334,0.13333333333333333,0.3,0.3,0.2,0.1984126984126984,0.2307337332718043,0.15006002400960386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,18.0,0.291970802919708,0.22799817601459188,0.40733197556008144,0.14723203769140164,0.2502502502502503,0.35842293906810035,0.17056114617090226,0.12431626056688214,0.13494062612450522,0.3168567807351077,0.10883761427949498,0.08570449091532395,0.18867924528301888,0.10233319688907082,0.14740566037735847,0.23415547923821417,0.2315243563622893,0.395987328405491,0.18712574850299402,0.16666666666666666,0.10535187526337968,0.3205950243652218,0.17439832577607256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,22.0,0.2522704339051463,0.18545994065281898,0.5186721991701245,0.13333333333333333,0.26881720430107525,0.5122950819672131,0.21815008726003488,0.6313131313131313,0.23584905660377356,0.2824858757062147,0.1,0.350140056022409,0.2034725990233315,0.3765060240963855,0.37537537537537535,0.21331058020477817,0.3828483920367534,0.49603174603174605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,26.0,0.16666666666666666,0.10290889132821074,0.16666666666666666,0.29940119760479045,0.18129079042784627,0.16666666666666666,0.23191094619666047,0.18136970400464306,0.16666666666666666,0.13333333333333333,0.13333333333333333,,0.13333333333333333,0.13333333333333333,0.16666666666666666,0.13333333333333333,0.16666666666666666,0.2,0.16666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.30229746070133007,0.0,0.13333333333333333,0.0,0.16666666666666666,0.13333333333333333,0.13333333333333333,0.2,0.13333333333333333,0.13333333333333333,0.10857763300760043,0.17205781142463866,0.27502750275027504,,,,,,,,,,,,,,,,,,,,,,,
7,27.0,0.13333333333333333,0.26666666666666666,0.2,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,29.0,0.40950040950040945,0.3863987635239567,0.9124087591240875,0.39123630672926446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,31.0,0.1295336787564767,0.2770850651149903,0.12222946544980443,0.2669514148424987,0.3260869565217391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
