,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,14.0,-8.733334,-8.516666,-8.183333,-7.8166666,-7.483333,-7.1,-6.866667,-6.5333333,-6.2,-5.85,-5.4666667,-5.05,-4.7,-4.45,-4.133333,-3.8333333,-3.6333334,-3.5333333,-3.05,-2.55,-2.2807016
1,21.0,-23.933332,-23.966667,-24.25,-24.416666,-24.583334,-24.75,-24.95,-25.0,-25.016666,-24.983334,-25.016666,-25.083334,-25.083334,-25.083334,-24.85,-24.683332,-24.516666,-24.333334,-24.083334,-23.95,-23.894737
2,23.0,-32.533333,-32.6,-32.666668,-32.7,-32.816666,-32.866665,-32.866665,-32.9,-32.933334,-32.983334,-32.983334,-32.983334,-32.983334,-32.983334,-32.983334,-32.983334,-32.983334,-33.0,-33.0,-32.983334,-32.982456
3,25.0,-14.383333,-14.4,-14.4,-14.35,-14.516666,-14.666667,-14.733334,-14.816667,-14.9,-14.916667,-14.916667,-14.9,-14.816667,-14.733334,-14.683333,-14.716666,-14.783334,-14.833333,-14.9,-14.916667,-14.912281
4,34.0,-28.466667,-28.616667,-28.783333,-28.95,-29.05,-29.15,-29.216667,-29.35,-29.5,-29.666666,-29.816668,-29.966667,-30.016666,-30.083334,-30.166666,-30.316668,-30.483334,-30.633333,-30.733334,-30.766666,-30.77193
5,39.0,-21.416666,-21.516666,-21.633333,-21.716667,-22.1,-22.683332,-23.1,-23.333334,-23.383333,-23.35,-23.316668,-23.216667,-23.016666,-23.0,-23.0,-23.0,-22.983334,-22.966667,-22.966667,-22.95,-22.929825
6,43.0,-22.783333,-22.983334,-22.7,-22.4,-21.9,-21.4,-20.9,-20.4,-19.9,-19.416666,-19.016666,-18.833334,-18.833334,-18.85,-18.95,-18.916666,-19.116667,-19.3,-19.55,-19.666666,-19.754387
7,46.0,-13.233334,-13.233334,-13.383333,-13.516666,-13.616667,-13.716666,-13.916667,-14.133333,-14.316667,-14.483334,-14.65,-14.783334,-14.883333,-14.9,-14.866667,-14.75,-14.233334,-14.016666,-13.85,-13.683333,-13.5438595
8,51.0,-34.116665,-34.4,-34.716667,-34.816666,-34.983334,-35.116665,-35.116665,-35.133335,-35.166668,-35.2,-35.233334,-35.316666,-35.4,-35.483334,-35.566666,-35.65,-35.733334,-35.816666,-35.85,-35.833332,-35.842106
9,57.0,-27.8,-27.85,-27.85,-27.85,-27.95,-28.05,-28.883333,-30.183332,-31.633333,-33.1,-34.783333,-35.866665,-36.883335,-38.116665,-39.416668,-40.65,-41.833332,-42.95,-43.266666,-42.933334,-42.614037
10,71.0,-13.183333,-12.983334,-12.75,-12.633333,-12.533334,-12.45,-12.366667,-12.283334,-12.2,-12.116667,-12.05,-12.016666,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0
11,72.0,-31.383333,-31.566668,-31.533333,-31.483334,-31.433332,-31.383333,-31.416666,-31.45,-31.483334,-31.483334,-31.483334,-31.416666,-31.35,-31.316668,-31.3,-31.266666,-31.25,-31.233334,-31.15,-31.066668,-31.017544
12,77.0,-28.7,-28.55,-28.416666,-28.35,-28.266666,-28.183332,-28.1,-28.183332,-28.316668,-28.583334,-28.816668,-29.066668,-29.85,-30.016666,-30.15,-30.35,-30.6,-30.783333,-30.933332,-31.083334,-31.210526
13,78.0,-19.733334,-18.983334,-18.15,-17.666666,-17.5,-17.75,-18.1,-18.583334,-18.966667,-19.383333,-19.783333,-20.4,-21.0,-21.583334,-22.166666,-22.75,-23.35,-23.583334,-23.7,-23.716667,-23.736841
14,79.0,-28.5,-28.65,-28.55,-28.616667,-29.016666,-29.05,-29.05,-29.05,-29.05,-29.05,-28.983334,-28.916666,-28.916666,-28.9,-28.916666,-28.75,-28.75,-28.383333,-27.733334,-27.483334,-27.245613
15,80.0,-20.883333,-21.583334,-22.25,-22.933332,-23.566668,-24.116667,-24.2,-24.233334,-24.25,-24.25,-24.25,-24.216667,-24.283333,-24.35,-24.45,-24.45,-24.516666,-24.7,-24.866667,-25.0,-25.105263
16,82.0,-24.083334,-24.216667,-24.266666,-24.3,-24.366667,-24.466667,-24.55,-24.7,-24.866667,-25.033333,-25.2,-25.333334,-25.25,-25.116667,-25.066668,-25.166666,-25.266666,-25.333334,-25.416666,-25.433332,-25.421053
17,83.0,-9.283334,-8.866667,-8.466666,-8.233334,-8.016666,-7.866667,-7.616667,-7.4166665,-7.2833333,-7.366667,-7.55,-7.6666665,-7.766667,-7.8333335,-7.983333,-8.05,-8.1,-8.1,-8.283334,-8.65,-8.842105
18,84.0,-36.316666,-36.183334,-36.083332,-35.983334,-35.883335,-35.8,-35.8,-35.816666,-35.866665,-35.766666,-35.7,-35.633335,-35.616665,-35.583332,-35.483334,-35.416668,-35.566666,-35.716667,-35.783333,-35.816666,-35.789474
19,85.0,1.8333334,0.5833333,-0.6666667,-0.85,-0.76666665,-0.68333334,-0.6166667,-0.53333336,-0.23333333,1.0666667,2.4,3.7333333,5.0666666,6.4,7.733333,8.0,8.0,8.0,8.0,8.016666,8.052631
20,87.0,-18.666666,-18.183332,-17.716667,-17.383333,-17.05,-16.716667,-16.4,-16.116667,-15.85,-15.6,-15.4,-15.2,-15.066667,-15.05,-15.016666,-15.0,-15.0,-15.0,-15.016666,-15.083333,-15.122807
21,88.0,-17.55,-17.466667,-17.383333,-17.3,-17.216667,-17.116667,-16.933332,-16.75,-16.583334,-16.4,-16.15,-15.7,-14.966666,-14.216666,-13.466666,-12.716666,-11.966666,-11.216666,-10.566667,-10.183333,-9.719298
22,89.0,-37.35,-37.733334,-36.766666,-35.483334,-33.6,-32.116665,-32.05,-32.05,-32.15,-32.233334,-32.3,-32.366665,-32.383335,-33.95,-35.583332,-37.183334,-39.566666,-41.366665,-41.65,-41.9,-42.0
23,91.0,-17.433332,-18.783333,-19.9,-20.433332,-20.616667,-20.95,-21.333334,-22.433332,-23.033333,-23.0,-23.05,-23.716667,-23.866667,-23.85,-23.85,-23.8,-23.816668,-24.15,-24.883333,-24.266666,-24.087719
24,92.0,-52.95,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.016666,-53.016666,-53.016666,-53.016666,-53.033333,-53.033333,-53.033333,-53.033333,-53.033333,-53.05,-53.05,-53.05,-53.05,-53.05263
25,93.0,-15.95,-15.916667,-15.95,-16.133333,-16.2,-16.333334,-16.5,-16.5,-16.45,-16.383333,-16.4,-16.483334,-16.55,-16.65,-16.633333,-16.516666,-16.416666,-16.183332,-15.933333,-15.833333,-15.807017
