,0,1,2,3,4,5
0,14,3,0,27,27,17
1,21,14,12,6,6,6
2,23,12,12,9,11,12
3,25,8,9,8,7,6
4,34,7,17,22,33,26
5,39,16,9,12,12,5
6,43,5,6,9,9,5
7,46,12,11,9,10,10
8,51,8,9,14,4,4
9,57,17,8,7,9,8
10,71,5,16,18,25,19
11,72,22,1,3,22,16
12,77,11,10,8,12,6
13,78,8,8,11,10,8
14,79,16,7,2,2,0
15,80,11,13,11,13,7
16,82,8,8,9,4,4
17,83,18,18,15,16,13
18,84,2,23,1,2,1
19,85,12,9,12,12,8
20,87,3,11,0,13,4
21,88,5,7,6,0,4
22,89,5,7,7,5,4
23,91,10,7,6,10,8
24,92,4,6,34,28,16
25,93,3,15,6,5,4
