,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,10.0,5.1478815,5.065721,4.988186,4.8952107,4.788933,4.672254,4.6379933,4.554064,4.460935,3.8989294,3.750142,3.7618358,3.7713192,3.775625,3.7711194,3.7776911,3.7854884,3.7745745,3.7694025,3.7650316,3.7660916
1,12.0,4.676536,4.6430764,4.726355,4.750795,4.773476,4.6907535,4.6814885,4.6762953,4.6724105,4.662514,4.657208,4.6512465,4.641751,4.5115027,4.248696,4.2490463,4.2484956,4.2451057,4.2412734,4.244479,4.2572937
2,15.0,4.7190356,4.6107965,4.6486087,4.6366315,4.625273,4.6174417,4.5999093,4.5857353,4.5714755,4.556267,4.540398,4.5241604,4.5062466,4.4874463,4.424628,4.4317646,4.4355545,4.4308753,4.443794,4.4566746,4.463825
3,16.0,5.450478,5.464151,5.473495,5.489048,5.508037,5.4963474,5.4922833,5.4917865,5.4790287,5.4478397,5.414539,5.3554883,5.335018,5.296538,5.2458177,5.1641393,5.1185756,5.113601,5.106828,5.155267,5.182483
4,18.0,5.1524186,5.1554904,5.161794,5.1735063,5.179914,5.188686,5.1911254,5.204842,5.218237,5.229906,5.243067,5.255299,5.268463,5.281468,5.2954535,5.30525,5.3179307,5.3289647,5.340242,5.3441353,5.3469205
5,22.0,5.4139824,5.4587,5.4724107,5.4866786,5.4988265,5.5172234,5.552877,5.547026,5.5314355,5.5101457,5.481854,5.4457603,5.3995957,5.3393173,5.153945,4.762952,4.7552266,4.706322,4.5739856,4.5583906,4.5620575
6,26.0,5.1022,5.1083045,5.1136684,5.1123033,5.110398,5.1077695,5.1058607,5.104467,5.1110396,5.1143336,5.1054997,5.0845065,5.052932,5.0087914,4.9507337,4.876863,4.784445,4.667278,4.5135612,4.2961864,4.1390066
7,27.0,5.5427895,5.480414,5.4241424,5.431847,5.4373565,5.444348,5.445087,5.4346833,5.428416,5.421867,5.4173226,5.414371,5.412222,5.4141045,5.4185815,5.4230275,5.4269023,5.430102,5.4333687,5.435108,5.437668
8,29.0,5.655628,5.639072,5.62692,5.621198,5.6034846,5.5765514,5.561086,5.5355315,5.4814987,5.45896,5.4987855,5.542732,5.5995917,5.6077046,5.6030946,5.6096053,5.6115203,5.608149,5.604273,5.591001,5.580805
9,31.0,5.409825,5.3084755,5.2978044,5.2998886,5.3027253,5.2230453,5.147923,5.150851,5.1390433,5.1303897,5.1754117,5.2994,5.382271,5.44896,5.4984384,5.53462,5.559382,5.575395,5.5834584,5.584327,5.5792565
10,32.0,5.038694,5.046414,5.0435243,5.019995,5.0231385,5.026439,5.030951,5.0358496,5.0418453,5.0489864,5.0557065,5.059754,5.062823,5.066362,5.0710406,5.0759487,5.0797734,5.0849857,5.0903754,5.095175,5.0981297
11,33.0,4.935091,5.3717976,5.3054833,5.295955,5.2420497,5.236276,5.237715,5.242981,5.246878,5.2330346,5.2185473,5.2046385,5.192126,4.61915,4.5847096,4.558061,4.5344033,4.5018034,4.453047,4.399567,4.350099
12,35.0,5.2744946,5.2727704,5.266222,5.260687,5.25322,5.2469335,5.240621,5.232989,5.225945,5.2228084,5.2210155,5.2188764,5.2193546,5.227713,5.2358594,5.2401814,5.2447963,5.2478185,5.250653,5.2527843,5.255689
13,4.0,5.6066875,5.612183,5.621872,5.6029077,5.5615706,5.519924,5.44908,5.4344273,5.3741493,5.3095913,5.1859612,5.018249,4.921002,4.8932357,4.8641257,4.8338428,4.8021536,4.768909,4.73431,4.6975036,4.655599
14,42.0,5.0343914,4.7544665,4.6318235,4.48683,4.3227506,4.3976903,4.4870057,4.5615,4.576991,4.5548844,4.5315223,4.506918,4.482022,4.4561906,4.4288006,4.3997836,4.3513174,4.2532325,4.099812,3.8672626,3.6985586
15,45.0,5.3211207,5.3140035,5.323464,5.332506,5.3364105,5.3376527,5.335577,5.3295608,5.319603,5.3044987,5.2831917,5.25866,5.256374,5.254845,5.253875,5.2522254,5.2513905,5.2511315,5.2509685,5.2515635,5.251701
16,47.0,4.913237,4.8905106,4.8851643,4.8773313,4.8640313,4.8675885,5.0772815,4.9656506,5.0617623,5.077272,5.053858,5.029488,5.00667,4.9769073,4.935431,4.890791,4.901982,5.0039763,4.880562,4.787448,4.6383524
17,48.0,5.238626,5.0138354,4.928961,4.755333,4.7597003,4.7627826,4.766014,4.7685676,4.7704067,5.405974,5.4064536,5.406832,5.4071426,5.4074874,5.407803,5.408678,5.409733,5.410839,5.411856,5.412781,5.425734
18,49.0,5.7727127,5.7121677,5.5357723,4.6723614,4.672319,4.65578,4.6502385,4.6533184,4.654932,4.656923,4.6861534,4.793347,4.853926,4.8920665,4.9124017,4.9189014,4.911606,4.89041,4.8560543,4.801759,4.722556
19,54.0,5.7493787,5.747577,5.7417297,5.733435,5.6999497,5.6475143,5.6027045,5.544689,5.5256705,5.5419946,5.5407424,5.4676394,5.423863,5.389704,5.404558,5.4023795,5.402701,5.589192,5.5588183,5.5194526,5.4735456
20,55.0,4.7029204,4.6377316,4.6231174,4.610232,4.5986733,4.585101,4.569132,4.5519023,4.5301976,4.5200524,4.510276,4.36228,4.356928,4.352554,4.348639,4.344769,4.3375306,4.3345847,4.335115,4.3366003,4.3358397
21,6.0,5.1859503,5.1942215,5.20513,5.2201242,5.2450194,5.2795153,4.9582996,4.9621806,4.964712,4.9596887,4.9474607,4.9310994,4.902064,4.9067774,4.9467683,4.9109807,4.8738246,4.859836,4.853041,4.8539433,4.85831
22,66.0,5.793165,5.797773,5.775566,5.7771926,5.777233,5.7791667,5.780754,5.5181594,5.5188255,5.5192547,5.5189195,5.51848,5.5132976,5.4915066,5.45478,5.401817,5.333515,5.265475,5.179264,5.078073,4.9726577
