,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,10.0,4.448343,4.2938266,4.2489343,4.248767,4.2485075,4.2481046,4.246868,4.2464304,4.244187,4.243384,4.2421603,4.241231,4.2403164,4.2393985,4.237124,4.2365184,4.236221,4.235819,4.235518,4.235224,4.2347684,
1,12.0,4.981291,4.9747415,4.971502,5.319404,5.312479,5.3088202,5.3175244,5.308588,5.3058376,5.3023047,5.3008275,5.307871,4.5812354,4.59223,4.585181,3.9947665,3.9992955,4.0403314,4.0072684,4.0062943,4.0624866,
2,15.0,4.315698,4.313869,4.308242,4.3022346,4.296107,4.27498,4.25217,4.2526145,4.252943,4.2531676,4.253391,4.25367,4.2538924,4.2540126,4.2540846,4.2542553,4.254393,4.276131,4.311709,4.505279,4.527373,
3,16.0,4.9120646,4.911673,4.906654,4.913005,4.88521,4.864834,4.8563285,4.857861,4.863767,4.874083,4.8890624,4.9033475,4.916947,4.9279456,4.940867,4.947899,4.9562345,4.9682407,4.9801707,4.9898505,4.9960303,
4,18.0,3.7076128,3.6838405,3.664589,3.7064755,3.7007456,3.7169697,3.7295387,3.74417,3.7566593,3.7623427,3.7759998,3.7850647,3.7945623,3.817072,3.8422832,3.8228025,3.8449643,3.8500547,3.857795,3.8722236,3.8849618,
5,22.0,4.449697,4.4509583,4.452099,4.4537225,4.462463,4.471618,4.479898,4.4825253,3.7668028,3.7815514,3.7951958,3.8078563,3.8198245,3.8308656,3.8412075,3.849558,3.8407571,3.8300426,3.8204377,3.8218257,3.8219922,
6,26.0,4.3486533,4.3359094,4.334394,4.3339086,4.33375,4.333474,4.3331075,4.333021,4.3340116,4.338451,4.3424516,4.346366,4.350142,4.35388,4.357447,4.3610487,4.364553,4.368131,4.3716927,4.375133,4.377695,
7,27.0,4.1085525,4.03714,4.0352902,4.023435,4.0246844,4.0241694,4.025892,4.0260253,4.025761,4.0251584,4.023071,4.0227685,4.0095334,4.006683,4.002952,3.999382,3.9961193,3.991954,3.9870288,3.9864624,3.9855988,
8,29.0,4.53988,5.228445,5.18315,5.178814,5.177642,5.1365905,5.093148,5.0823703,5.091192,5.0943875,5.11385,5.116979,5.106544,4.4280663,4.456284,4.4951153,4.5413747,4.6124344,4.603,4.6708884,4.698129,
9,31.0,4.2633433,4.2432632,4.2362695,4.2382264,4.2403274,4.2421,4.2427897,4.2430754,4.2425303,4.2428384,4.244039,4.254248,4.2630935,4.271807,4.626217,4.633557,4.6406264,4.6475735,4.6543446,4.660917,4.674642,
10,32.0,5.063688,5.074492,5.0771575,5.0766444,5.075627,5.07575,5.0756917,5.0756283,5.0756574,5.075528,5.07543,5.0749536,5.0740886,5.0732102,5.0721774,5.0711455,5.0701947,5.069308,5.0685086,5.067743,5.0664444,
11,33.0,4.8346915,4.8429418,4.843653,4.8335238,4.833206,4.8174825,4.8150005,4.8147087,4.8137527,4.814785,4.814739,4.8149543,4.295451,4.2935677,4.286746,4.284537,4.2847366,4.2851095,4.285283,4.285499,4.286075,
12,35.0,3.6656096,3.3981915,3.4019222,3.4043043,3.4059956,3.4074004,3.4080617,3.4082258,3.408625,3.4100988,3.4119718,3.41347,3.4146035,3.4159925,3.4172933,3.4189653,3.4207191,3.4223263,3.4238605,3.4253528,3.4267454,
13,4.0,4.380528,4.341085,4.3186936,4.2931786,4.2688723,4.245041,4.160286,4.043628,4.0278683,4.014111,3.9963515,3.9918344,3.9907773,3.9990482,4.0077853,4.015695,4.023439,4.029719,4.0297136,4.028733,4.0367365,
14,42.0,5.4565144,5.462216,5.441008,5.3797297,5.2900276,5.2851634,5.2815523,5.2791514,5.5977836,5.595946,5.5941215,5.5926533,5.5913033,5.5901237,5.5889697,5.58786,5.585785,5.5835266,5.5825305,5.5814767,5.254789,
15,45.0,5.070738,5.041098,5.035869,5.0354137,5.028626,5.0240574,5.010264,5.0037284,4.9975753,4.9857254,4.98797,4.9896836,4.989677,4.9897423,4.989761,4.9900217,4.990132,4.990248,4.9904,4.99067,4.99081,
16,47.0,5.6024246,5.5949073,5.591787,5.5827346,5.578169,5.5735717,4.858747,4.8410997,4.8188615,4.857077,4.898912,4.93532,4.9681125,4.9902916,4.9982686,5.0090375,5.0196853,5.030564,5.044744,5.059262,5.073261,
