,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,14.0,10.771586,10.524936,9.375699,9.759603,10.9939575,10.948614,16.660685,7.1134825,11.848319,10.457787,9.808263,10.069548,10.397987,9.341889,12.086252,10.136761,10.70584,11.287874,11.7006855,9.896174,12.607821,9.874421,9.315275,9.623465,10.0720825,9.352665,9.708912,9.164174,9.378368,13.319856,12.983162,11.267213821411133,9.900909423828125,10.304388999938965,11.778255462646484,10.957623481750488,10.87621021270752,11.448259353637695,9.783324241638184,10.009469985961914,10.79050064086914,10.192981719970703,10.083915710449219,9.895471572875977,12.583147048950195,11.829797744750977,,,,,,,,,,
1,21.0,6.968116,6.9323177,7.389473,7.3003674,7.4258127,7.3152065,7.407944,7.1430717,7.9129257,12.255181,8.709422,8.594397,8.5790205,8.973351,9.079813,9.26452,10.72119,11.250943,9.1951,8.889302,8.746529,9.034528,8.858456,8.809848,8.784516,8.753887,8.708729,8.720626,8.686093,8.745911,8.660907,,,,,,,,,,,,,,,,,,,,,,,,,
2,23.0,9.714211,9.720905,9.765044,11.506987,23.810146,12.632293,12.667581,10.133719,9.830562,10.3700695,10.183694,19.49434,10.808745,10.0565195,10.064935,10.039805,10.051094,12.755242,17.116999,10.315253,11.380888,10.160848,10.119837,10.103515,10.129972,10.31817,10.444589,13.9591675,11.791686,12.530176,14.462417,10.160273551940918,10.186097145080566,10.137470245361328,10.081052780151367,10.31093978881836,10.345690727233887,10.104719161987305,10.086919784545898,13.682673454284668,21.256275177001953,117.34656524658203,12.928256034851074,15.959478378295898,10.205845832824707,10.089354515075684,,,,,,,,,,
3,25.0,5.539064,5.9281964,4.8679175,4.7477455,4.492138,9.814784,9.152443,6.0005727,6.0207934,5.245239,5.46637,4.8704925,9.6715,9.657591,11.763956,12.087547,10.215288,11.0590925,11.257553,9.338905,9.780313,9.69572,10.317766,154.93793,9.72088,10.906114,9.655488,15.501473,13.4466915,9.798781,10.435448,10.14354419708252,13.532623291015625,12.211603164672852,7.5027360916137695,7.449228286743164,8.22387409210205,9.1611967086792,10.239724159240723,12.50184154510498,10.297778129577637,9.775151252746582,13.661705017089844,7.803185939788818,5.063355445861816,5.595683574676514,,,,,,,,,,
4,34.0,10.722599,8.16906,8.099544,8.050114,8.014924,10.147818,8.415034,8.245113,8.148583,8.196502,8.189148,8.173934,13.12093,11.860109,8.470442,8.341043,9.240646,8.008981,7.614122,9.477417,9.887141,106.95657,10.669427,9.672732,8.992556,11.0577545,9.943003,9.455897,9.409374,9.436742,9.439484,9.832418441772461,9.821595191955566,9.898605346679688,9.717342376708984,9.982521057128906,10.043951034545898,9.869178771972656,9.819313049316406,9.806751251220703,9.9469633102417,9.781502723693848,9.787210464477539,9.833179473876953,9.800789833068848,9.77564811706543,,,,,,,,,,
5,39.0,8.273568,9.908787,10.716362,8.538654,7.1211257,7.072236,7.0938745,7.088033,11.756556,12.558739,13.180503,10.21941,7.16883,10.335328,11.125756,9.326722,10.794562,10.849754,12.47724,12.497894,10.107774,7.7959127,8.076064,8.300419,7.4124956,16.453503,12.345296,14.395739,11.264518,13.00483,12.273061,11.158623695373535,8.432586669921875,12.03032398223877,11.893462181091309,121.99405670166016,12.928570747375488,16.575685501098633,13.407332420349121,10.854680061340332,12.735394477844238,12.35885238647461,12.777066230773926,10.30368709564209,12.001779556274414,10.082365036010742,,,,,,,,,,
6,43.0,6.247957,6.3298426,8.558108,9.049635,8.726428,6.3200626,8.615174,6.8557262,7.756886,7.0731745,10.294281,10.930211,9.766082,12.995896,8.494484,10.068908,10.353471,10.136837,9.288887,10.308556,10.223165,10.127349,9.829733,8.339982,10.040029,10.518488,10.443274,9.734555,10.102625,9.650735,9.636229,9.924383163452148,10.531285285949707,9.528458595275879,9.562875747680664,9.180081367492676,9.125629425048828,9.08174991607666,9.000544548034668,9.280945777893066,9.094944953918457,8.957967758178711,8.979811668395996,9.213160514831543,9.0241060256958,8.79500961303711,,,,,,,,,,
7,46.0,3.1654341,8.2215185,16.146112,8.414189,169.98233,8.481246,8.081448,3.8258333,12.3941765,11.365346,11.304854,10.402376,10.329733,9.681934,10.154238,11.419512,12.762274,11.483229,9.74629,11.173602,10.565958,12.339849,12.86186,10.297093,9.364775,10.112791,11.048536,9.660634,10.570211,8.682178,12.001861,10.205168724060059,10.633344650268555,12.285557746887207,11.237133026123047,11.884897232055664,6.284337043762207,9.18002700805664,8.982962608337402,9.86879825592041,10.473670959472656,12.371408462524414,6.959943771362305,5.752325057983398,5.875306606292725,5.803455352783203,,,,,,,,,,
8,51.0,7.3154073,6.6751146,6.6262097,6.980664,6.7382493,7.322798,7.0590057,7.1168804,7.522363,9.205427,9.248786,7.780358,6.847992,6.9720826,7.478613,8.128911,8.95117,9.965477,6.0924983,6.2159085,6.159708,6.16201,6.4319406,6.3488207,6.119699,7.1694484,176.22066,7.436578,5.890768,6.0099983,5.848303,5.7183756828308105,5.799424171447754,6.105388641357422,6.495424270629883,6.74977970123291,6.22781229019165,6.499547958374023,6.1119842529296875,7.047566890716553,7.228774547576904,6.784253120422363,7.0120320320129395,6.908746719360352,6.433165550231934,6.284236907958984,7.107825756072998,7.417979717254639,7.351137161254883,7.398195266723633,11.476239204406738,9.935954093933105,8.83956241607666,6.908605575561523,6.901625156402588,6.537975788116455
9,57.0,10.223912,9.312285,9.383635,9.840534,13.794523,9.961449,7.7693973,11.972507,8.317341,7.8075275,8.104164,9.003316,8.573568,12.340785,9.151934,10.349943,11.25015,11.738886,12.27137,11.717475,12.467635,10.238771,9.857464,10.3092,9.926132,9.795218,9.780575,10.402957,10.353474,9.841089,134.75922,11.416068077087402,10.091177940368652,10.088812828063965,9.830739974975586,9.83707332611084,18.038928985595703,16.074628829956055,12.87746810913086,14.395597457885742,12.08474349975586,7.053865432739258,6.9612250328063965,6.856307029724121,9.698070526123047,12.824602127075195,8.546374320983887,7.427328586578369,11.119410514831543,11.532942771911621,13.511733055114746,11.527552604675293,10.025158882141113,9.95317268371582,10.978154182434082,9.978216171264648
10,71.0,10.123465,9.8988,10.023395,10.525283,10.849363,10.62043,10.832639,10.812375,9.905015,11.161386,12.75593,9.892097,9.456497,8.125524,7.9204063,8.5642,11.075441,12.560011,8.207875,10.6314,10.363674,10.212706,10.21109,10.076491,10.758943,9.580511,10.340367,8.513946,8.298771,9.112221,8.794582,11.4846830368042,11.539822578430176,10.7354736328125,12.385538101196289,9.504609107971191,9.411118507385254,9.570771217346191,9.598966598510742,9.504457473754883,9.518022537231445,9.52429485321045,9.553162574768066,153.17723083496094,9.651917457580566,9.989657402038574,,,,,,,,,,
11,72.0,8.326505,7.7442694,7.872571,7.5240245,7.836362,7.612137,9.788547,13.324097,10.773354,10.95075,10.621267,10.281281,10.147063,9.742713,10.3179035,9.566141,11.398409,15.472444,12.007408,10.653478,9.368559,9.409264,20.925858,12.38094,11.342466,11.553553,10.015589,9.83757,9.734491,9.542309,10.472416,10.377583503723145,10.36380386352539,10.993430137634277,11.495969772338867,15.45242691040039,7.054503440856934,14.079139709472656,6.511381149291992,9.536734580993652,9.671866416931152,12.797526359558105,10.894775390625,9.711803436279297,7.752403736114502,7.112181186676025,7.512862682342529,13.497699737548828,10.918334007263184,9.741028785705566,10.236105918884277,9.146260261535645,17.743701934814453,9.639981269836426,9.288904190063477,8.806077003479004
12,77.0,12.672468,8.828418,8.859618,15.012381,10.227044,9.055766,9.705094,10.100799,10.118598,7.9455514,8.263716,9.770892,8.894166,8.486048,9.157564,2.7653275,2.2127972,11.861822,8.121594,10.828318,15.934778,10.247946,10.873439,10.4181595,11.433376,10.133594,10.565733,28.659168,8.103772,12.193368,9.975569,11.911115646362305,17.777313232421875,7.3446455001831055,7.931954860687256,7.825010776519775,10.087149620056152,7.981813907623291,6.855447769165039,6.926541805267334,6.892640113830566,7.050640106201172,7.20652961730957,7.828155517578125,6.8883137702941895,6.522212028503418,,,,,,,,,,
13,78.0,10.8096895,11.63846,12.561131,10.323896,11.014605,12.02414,10.865661,11.095541,18.337866,11.047997,10.23066,10.305622,13.021272,13.004842,10.957088,9.705289,24.55629,18.460123,11.107205,9.110098,11.587038,13.534389,15.786921,9.504214,11.75566,11.568707,9.101184,13.259623,12.9780655,12.30339,17.935207,15.570332527160645,16.606916427612305,14.049220085144043,19.536762237548828,22.07753562927246,15.350855827331543,18.97048568725586,14.302457809448242,11.7117919921875,12.965376853942871,10.931057929992676,11.672039985656738,9.896134376525879,9.832844734191895,10.194049835205078,,,,,,,,,,
14,79.0,9.111925,9.242625,9.045981,9.022375,9.401127,9.020858,9.2234745,25.524456,3.3139064,8.867074,5.6510267,6.590399,6.9521227,9.243016,7.0686088,9.291972,18.553516,9.911196,11.326402,10.955163,9.98042,10.789748,10.234425,12.407279,14.81974,6.6207266,7.5725684,7.0374813,6.5910087,6.9912424,6.5653195,6.448800086975098,6.408583641052246,14.468647003173828,8.94955825805664,13.516958236694336,11.457955360412598,14.53284740447998,16.876304626464844,16.235586166381836,10.306851387023926,8.745009422302246,9.014275550842285,134.6552734375,8.616105079650879,8.4569091796875,,,,,,,,,,
15,80.0,11.005066,13.903419,9.061335,10.473337,14.280905,24.098444,10.544761,11.162327,14.822808,14.133883,10.541499,17.355816,13.068847,10.287745,8.780371,10.85466,11.252425,11.242101,10.650801,9.974603,7.837335,7.7746787,7.4370685,7.359206,18.48985,12.1926775,11.632226,6.210272,6.2146287,6.107644,6.6809077,6.238144397735596,14.626669883728027,7.2784552574157715,7.724428176879883,7.7103495597839355,7.6233320236206055,26.449007034301758,15.121664047241211,9.54881477355957,9.3137845993042,9.351297378540039,17.18433952331543,10.056035995483398,9.704527854919434,9.697340965270996,,,,,,,,,,
16,82.0,15.1592245,16.518799,8.124977,9.33349,7.218029,10.852647,14.842408,10.809901,6.825723,7.895561,8.5743,5.303993,10.977532,10.953444,10.170198,10.533878,10.07083,9.6333475,9.96716,10.918724,11.166232,12.066325,6.941527,8.775474,8.947337,10.524761,8.004847,12.1725235,10.312881,9.556724,7.077298,8.094522476196289,8.447178840637207,10.135191917419434,9.40636920928955,8.617323875427246,11.476337432861328,10.001582145690918,10.370002746582031,11.032276153564453,9.852078437805176,9.889413833618164,9.94638729095459,12.781194686889648,5.287326812744141,5.482972621917725,,,,,,,,,,
