,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,10.0,-20.533333,-20.933332,-20.983334,-21.483334,-21.95,-22.333334,-22.266666,-22.133333,-22.066668,-22.166666,-22.166666,-21.733334,-21.566668,-21.7,-21.933332,-21.916666,-21.816668,-21.7,-21.7,-21.733334,-21.45,-21.416666,-21.533333,-21.783333,-22.066668,-21.933332,-21.75,-21.666666,-21.6,-21.516666,-21.40351
1,12.0,-18.966667,-18.883333,-18.833334,-18.816668,-18.783333,-18.766666,-18.716667,-18.65,-18.7,-18.833334,-18.966667,-18.9,-19.166666,-19.416666,-19.583334,-19.533333,-19.533333,-19.566668,-19.5,-19.466667,-19.45,-19.4,-19.25,-19.183332,-18.85,-18.566668,-18.266666,-18.183332,-18.233334,-18.183332,-18.245613
2,15.0,-23.466667,-23.666666,-23.783333,-24.133333,-24.466667,-24.566668,-24.666666,-24.566668,-24.55,-24.55,-24.75,-24.816668,-24.85,-24.916666,-25.083334,-25.083334,-25.116667,-25.216667,-25.0,-24.95,-24.966667,-24.983334,-24.883333,-24.816668,-24.816668,-24.716667,-24.583334,-24.516666,-24.516666,-24.516666,-24.719297
3,16.0,-30.933332,-30.85,-30.95,-30.866667,-30.916666,-31.0,-31.0,-31.05,-31.033333,-31.016666,-31.083334,-31.016666,-30.916666,-30.883333,-30.766666,-30.683332,-30.666666,-30.716667,-30.783333,-30.733334,-30.75,-30.766666,-30.7,-30.766666,-30.85,-30.883333,-30.8,-30.8,-30.75,-30.65,-30.526316
4,18.0,-31.45,-30.983334,-30.633333,-30.383333,-30.1,-29.766666,-29.533333,-29.35,-29.25,-29.216667,-29.233334,-29.316668,-29.366667,-29.383333,-29.366667,-29.283333,-29.233334,-29.2,-29.316668,-29.383333,-29.55,-29.683332,-29.866667,-30.033333,-30.266666,-30.466667,-30.683332,-30.916666,-31.166666,-31.666666,-32.017544
5,22.0,-27.2,-27.016666,-26.866667,-26.733334,-26.566668,-26.483334,-26.383333,-26.3,-26.15,-26.05,-25.966667,-25.933332,-25.85,-25.633333,-25.466667,-25.366667,-25.266666,-25.016666,-24.816668,-24.933332,-25.166666,-25.233334,-25.233334,-25.066668,-25.1,-25.2,-25.15,-25.25,-25.4,-25.666666,-25.912281
6,26.0,-36.566666,-36.6,-36.633335,-36.566666,-36.433334,-36.3,-36.15,-36.083332,-35.816666,-35.783333,-35.783333,-35.716667,-35.716667,-35.783333,-35.716667,-35.633335,-35.666668,-35.766666,-35.95,-36.05,-36.216667,-36.216667,-36.3,-36.366665,-36.366665,-36.4,-36.466667,-36.616665,-36.783333,-36.816666,-36.80702
7,27.0,-11.55,-11.716666,-11.783334,-11.85,-11.933333,-12.016666,-12.116667,-12.166667,-12.166667,-12.166667,-12.15,-12.133333,-12.183333,-12.2,-12.166667,-12.116667,-12.116667,-12.116667,-12.1,-12.083333,-12.183333,-12.216666,-12.266666,-12.333333,-12.266666,-12.233334,-12.2,-12.216666,-12.216666,-12.216666,-12.263158
8,29.0,-6.133333,-6.383333,-7.133333,-7.983333,-9.033334,-10.066667,-11.033334,-11.783334,-12.15,-12.4,-12.716666,-13.033334,-13.383333,-13.466666,-13.233334,-12.983334,-12.733334,-12.45,-12.15,-12.033334,-12.066667,-11.933333,-11.9,-11.833333,-11.766666,-11.766666,-11.766666,-11.816667,-11.833333,-11.833333,-11.824561
9,31.0,-18.0,-17.983334,-17.95,-17.866667,-17.783333,-17.716667,-17.883333,-17.9,-17.966667,-18.05,-18.1,-18.1,-18.15,-18.233334,-18.3,-18.35,-18.45,-18.516666,-18.566668,-18.566668,-18.583334,-18.6,-18.55,-18.6,-18.766666,-18.883333,-18.966667,-19.133333,-19.15,-19.2,-19.22807
10,32.0,-30.45,-29.85,-29.25,-28.733334,-28.433332,-28.216667,-28.2,-28.2,-28.066668,-28.166666,-28.216667,-28.316668,-28.483334,-28.583334,-28.683332,-28.75,-28.583334,-28.416666,-28.25,-28.15,-28.283333,-28.3,-28.55,-28.75,-28.75,-28.75,-28.7,-28.7,-28.866667,-29.066668,-29.280703
11,33.0,-12.316667,-12.233334,-12.15,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-11.966666,-11.933333,-11.933333,-11.933333,-11.933333,-11.933333,-11.933333,-11.933333,-11.933333,-11.933333,-11.933333,-11.933333,-11.966666,-12.0,-12.033334,-12.316667,-12.45,-12.5,-12.4,-12.233334,-12.017544
12,35.0,-12.9,-12.933333,-12.85,-12.95,-13.0,-13.15,-13.066667,-12.95,-12.8,-12.816667,-13.0,-13.083333,-12.983334,-12.833333,-12.883333,-12.8,-12.683333,-12.533334,-12.533334,-12.533334,-12.616667,-12.566667,-12.416667,-12.516666,-12.683333,-12.683333,-12.583333,-12.45,-12.483334,-12.583333,-12.614035
13,4.0,-27.8,-27.583334,-27.3,-27.0,-26.8,-26.683332,-26.616667,-26.583334,-26.566668,-26.5,-26.416666,-26.35,-26.283333,-26.333334,-26.25,-26.216667,-26.183332,-26.25,-26.366667,-26.383333,-26.333334,-26.316668,-26.316668,-26.316668,-26.383333,-26.316668,-26.4,-26.5,-26.783333,-27.033333,-27.245613
14,42.0,-6.35,-6.633333,-6.65,-6.7833333,-6.9,-6.9666667,-7.0666666,-7.1833334,-7.3333335,-7.45,-7.5833335,-7.616667,-7.616667,-7.55,-7.5,-7.4333334,-7.366667,-7.383333,-7.366667,-7.3,-7.1833334,-7.05,-6.9333334,-6.866667,-6.866667,-6.8,-6.766667,-6.7,-6.5833335,-6.383333,-6.3333335
15,45.0,-17.916666,-18.05,-18.116667,-18.066668,-17.766666,-17.466667,-17.25,-17.033333,-16.866667,-16.783333,-16.55,-16.466667,-16.216667,-15.816667,-15.6,-15.483334,-15.7,-15.766666,-15.583333,-15.433333,-15.333333,-15.183333,-15.083333,-14.883333,-14.816667,-14.916667,-14.9,-14.883333,-14.65,-14.483334,-14.614035
16,47.0,-18.783333,-18.55,-18.283333,-17.733334,-16.45,-15.666667,-15.666667,-15.666667,-15.666667,-15.666667,-15.616667,-15.516666,-15.45,-15.383333,-15.3,-14.75,-14.183333,-13.516666,-13.333333,-14.033334,-15.416667,-16.983334,-18.183332,-18.4,-18.633333,-18.883333,-19.1,-17.283333,-14.533334,-13.416667,-13.596491
17,48.0,-15.533334,-15.55,-15.65,-15.7,-15.833333,-15.983334,-16.1,-16.316668,-16.616667,-16.9,-17.166666,-17.066668,-16.983334,-17.083334,-17.283333,-17.616667,-17.733334,-17.866667,-18.033333,-18.133333,-18.233334,-18.25,-18.15,-18.333334,-18.466667,-18.416666,-18.3,-18.15,-18.166666,-18.133333,-18.0
18,49.0,-18.133333,-17.966667,-17.85,-17.75,-18.133333,-18.583334,-19.066668,-19.5,-19.75,-19.9,-20.166666,-20.433332,-20.7,-20.95,-20.966667,-21.1,-21.266666,-21.35,-21.466667,-21.516666,-21.75,-21.866667,-21.933332,-21.983334,-21.916666,-21.833334,-21.833334,-21.85,-21.766666,-21.6,-21.59649
19,54.0,8.4,8.416667,8.466666,8.516666,8.533334,8.533334,8.533334,8.55,8.516666,8.433333,8.35,8.3,8.25,8.183333,8.1,8.05,8.05,8.116667,8.2,8.216666,8.3,8.35,8.416667,8.416667,8.416667,8.366667,8.366667,8.366667,8.383333,8.433333,8.403509
20,55.0,-18.983334,-19.1,-19.233334,-19.7,-20.166666,-20.483334,-20.533333,-20.65,-20.683332,-20.6,-21.016666,-21.516666,-21.866667,-22.266666,-22.566668,-22.333334,-22.166666,-22.166666,-22.166666,-21.966667,-21.6,-21.483334,-21.15,-20.866667,-20.833334,-20.6,-20.483334,-20.633333,-20.716667,-20.716667,-20.701754
21,6.0,-30.083334,-30.116667,-30.116667,-30.083334,-30.05,-30.016666,-30.016666,-29.983334,-29.933332,-29.866667,-29.8,-29.733334,-29.633333,-29.533333,-29.45,-29.366667,-29.283333,-29.216667,-29.133333,-29.133333,-29.1,-29.083334,-29.083334,-29.066668,-29.083334,-29.15,-29.15,-29.15,-29.15,-29.15,-29.157894
22,66.0,-51.683334,-51.533333,-51.55,-51.633335,-51.75,-51.666668,-51.433334,-51.366665,-51.216667,-50.966667,-50.816666,-50.666668,-50.65,-50.583332,-50.65,-50.583332,-50.45,-50.533333,-50.666668,-50.75,-50.9,-50.983334,-51.116665,-51.283333,-51.3,-51.366665,-51.216667,-51.216667,-51.233334,-51.15,-51.070175
23,69.0,-15.883333,-16.05,-16.216667,-16.383333,-16.5,-16.616667,-16.783333,-16.816668,-16.833334,-16.816668,-16.75,-16.683332,-16.566668,-16.416666,-16.333334,-16.216667,-16.183332,-16.216667,-16.216667,-16.233334,-16.283333,-16.2,-16.116667,-16.116667,-16.216667,-16.35,-16.333334,-16.3,-16.216667,-16.133333,-16.14035
24,7.0,-22.05,-22.783333,-23.966667,-25.05,-26.016666,-27.05,-28.316668,-29.55,-30.783333,-31.983334,-33.133335,-34.633335,-36.1,-36.633335,-36.65,-36.666668,-36.716667,-36.733334,-36.716667,-36.8,-36.883335,-36.966667,-37.083332,-37.016666,-36.9,-36.833332,-36.816666,-36.7,-36.616665,-36.733334,-36.68421
25,8.0,-13.383333,-13.3,-13.3,-14.116667,-15.116667,-16.116667,-16.616667,-16.733334,-16.766666,-16.766666,-16.816668,-16.883333,-17.083334,-17.283333,-17.233334,-16.65,-16.05,-15.35,-15.083333,-15.283334,-15.516666,-15.55,-15.466666,-15.366667,-15.1,-14.9,-14.85,-14.65,-14.483334,-14.433333,-14.438597
