,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,14.0,0.06966667,0.06716666,0.067666665,0.07966666,0.080666676,0.07200001,0.06850001,0.07666666,0.079833314,0.06883334,0.066,0.067,0.06716667,0.066,0.06383333,0.038999997,0.035666663,0.036166664,0.036166668,0.025333332,0.014333332,0.012666664,0.013833332,0.013333332,0.012999998,0.012999998,0.013333332,0.013571427
1,21.0,0.022666665,0.018999998,0.01533333,0.016166663,0.015833331,0.015499997,0.014999998,0.014666664,0.014499998,0.014833332,0.018,0.018333333,0.0175,0.0175,0.017499996,0.016833331,0.016499998,0.016333332,0.016333332,0.017833332,0.018166665,0.018166665,0.014833331,0.014666664,0.014499998,0.014833331,0.015333331,0.015535714
2,23.0,0.012166665,0.011833332,0.011833332,0.011499999,0.011499999,0.011333332,0.0113333315,0.011166665,0.010999997,0.010999997,0.011999998,0.012333332,0.011999998,0.012333332,0.012666666,0.012999998,0.012999998,0.013166665,0.013166664,0.0134999985,0.0134999985,0.013499997,0.012833331,0.012833332,0.0129999975,0.0129999975,0.012833331,0.012678571
3,25.0,0.023833333,0.016333332,0.013666665,0.013666665,0.018,0.023666661,0.024666665,0.024666667,0.024999999,0.036833335,0.038333334,0.038666666,0.038666666,0.038999993,0.038999997,0.038333334,0.033999998,0.028333332,0.027166666,0.027166666,0.0265,0.012499998,0.010999997,0.010666665,0.010666665,0.010333331,0.010666665,0.0103571415
4,34.0,0.033666667,0.031999998,0.027999999,0.026833331,0.023833329,0.02183333,0.021833332,0.021833332,0.022666665,0.022999998,0.023499997,0.025833333,0.027666664,0.03033333,0.03266667,0.030499998,0.028333334,0.027833333,0.028666666,0.028333334,0.027499998,0.026499998,0.025666665,0.023333332,0.021166665,0.018,0.014999998,0.014464284
5,39.0,0.017833332,0.018166665,0.018666664,0.015999999,0.012999998,0.012833331,0.011499999,0.011499999,0.011666666,0.011666666,0.011666666,0.011833331,0.011999998,0.013666664,0.013333332,0.012833333,0.013999998,0.014166665,0.014499999,0.014499998,0.014333332,0.014499998,0.014833331,0.014999998,0.014999998,0.013166664,0.013166665,0.013392856
6,43.0,0.016999997,0.016499998,0.015166665,0.011166664,0.011333332,0.011166665,0.011499998,0.011833332,0.011999998,0.012166665,0.011833332,0.011833332,0.011833332,0.011999998,0.012499998,0.012499998,0.012333332,0.012166665,0.011999998,0.011666665,0.0113333315,0.011499999,0.011499998,0.011833332,0.011666666,0.011666665,0.0113333315,0.011428571
7,46.0,0.036666665,0.03633333,0.030333333,0.029666666,0.024166664,0.02433333,0.030833332,0.0335,0.03533333,0.03533333,0.042333327,0.03983333,0.042,0.039166667,0.038333334,0.0385,0.03883333,0.037,0.029833334,0.026999999,0.025166666,0.024333334,0.017333332,0.017166667,0.013499999,0.011666665,0.0134999985,0.015535713
8,51.0,0.025333334,0.022999998,0.012666664,0.012666664,0.012166665,0.012333333,0.012333332,0.012333332,0.012166665,0.011999998,0.011666666,0.011499998,0.011499998,0.011166665,0.011333331,0.010499998,0.010333331,0.010166665,0.010166665,0.010166665,0.010166665,0.010166665,0.010166665,0.010166665,0.010166665,0.010166665,0.009999999,0.009999999
9,57.0,0.04,0.028833332,0.024833333,0.024166666,0.023666667,0.023000002,0.020666664,0.019833332,0.018166665,0.015166665,0.014499998,0.012333332,0.0113333315,0.011166666,0.011499998,0.0134999985,0.016166665,0.016999997,0.016833331,0.02,0.041,0.05333333,0.06716667,0.06750001,0.06783334,0.06816668,0.06833334,0.07053571
10,71.0,0.033333335,0.032833334,0.03133333,0.027833335,0.026166666,0.015999999,0.011333332,0.0113333315,0.010999997,0.010833331,0.010999997,0.011666666,0.011333332,0.011333332,0.011499999,0.011833332,0.011999998,0.011999998,0.011999998,0.011833332,0.011999998,0.011999998,0.011666666,0.010999998,0.010833332,0.010833331,0.010666665,0.0103571415
11,72.0,0.04883333,0.052333336,0.047666665,0.047166664,0.04866666,0.059833333,0.074,0.074666664,0.07566667,0.07383334,0.07200001,0.069500014,0.06866667,0.05966666,0.05683333,0.052833334,0.04566667,0.033166666,0.017166667,0.015499999,0.014666665,0.015499999,0.015333331,0.016499998,0.015999999,0.015,0.014666665,0.014999999
