,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,14.0,5.017826557159424,5.071376800537109,5.133337020874023,5.217144012451172,5.259165287017822,5.314496040344238,5.365537166595459,5.359045505523682,5.352100372314453,5.346436977386475,5.404360294342041,5.430757999420166,5.394290447235107,5.371105670928955,5.33634614944458,5.280401229858398,5.267244815826416,5.274778842926025,5.30120325088501,5.329662799835205,5.341543197631836,5.336780071258545,5.351481914520264,5.347747325897217,5.3663330078125,5.435953140258789,5.494047164916992,5.4910569190979,5.521082401275635,5.482029438018799,5.451290130615234
1,21.0,4.650596618652344,4.6591620445251465,4.673773765563965,4.59266471862793,4.553764820098877,4.560152530670166,4.625349044799805,4.7477192878723145,4.800907135009766,4.828983783721924,4.815445423126221,4.854037761688232,4.932152271270752,5.015761852264404,5.062159538269043,5.063297748565674,5.10695219039917,5.113506317138672,5.0904107093811035,5.031425476074219,5.020976543426514,4.964277744293213,4.918671131134033,4.856872081756592,4.769296646118164,4.790064811706543,4.771687984466553,4.842276096343994,4.828999042510986,4.854530334472656,4.824887752532959
2,23.0,4.610737323760986,4.608575344085693,4.608317852020264,4.656442642211914,4.65656852722168,4.656935691833496,4.658356666564941,4.65967321395874,4.659224987030029,4.6591410636901855,4.657936096191406,4.654383182525635,4.650781154632568,4.645340442657471,4.639612674713135,4.5728278160095215,4.5679168701171875,4.562406539916992,4.555930137634277,4.546316146850586,4.53696870803833,4.526109218597412,4.5244245529174805,4.5288825035095215,4.523374080657959,4.514423847198486,4.503829479217529,4.497888565063477,4.490787029266357,4.4855194091796875,4.481661319732666
3,25.0,5.2900543212890625,5.221347332000732,5.138336181640625,5.053966999053955,4.942362308502197,4.914342403411865,4.808655261993408,4.703408718109131,4.698802947998047,4.725508213043213,4.705114841461182,4.698758602142334,4.5950446128845215,4.581228733062744,4.601100444793701,4.621337413787842,4.593983173370361,4.499469757080078,5.1022515296936035,5.14178466796875,5.211761474609375,5.223819255828857,5.23524808883667,5.224292755126953,5.331211566925049,5.383416652679443,5.397818088531494,5.402881145477295,5.442497253417969,5.476362228393555,5.041069030761719
4,34.0,5.670385837554932,5.700685024261475,5.721433162689209,5.886569499969482,5.891549587249756,5.893245220184326,5.890841960906982,5.885759353637695,5.8787665367126465,5.8710174560546875,5.862636566162109,5.853429317474365,5.844014644622803,5.8374342918396,5.832380771636963,5.665346622467041,5.666456699371338,5.670466899871826,5.674648761749268,5.67933464050293,5.683522701263428,5.686312198638916,5.687788009643555,5.687982559204102,5.686551570892334,5.6859211921691895,5.685815334320068,5.6860527992248535,5.685232639312744,5.6841912269592285,5.6845269203186035
5,39.0,5.298701763153076,5.30848503112793,5.3153791427612305,5.323888778686523,5.334024906158447,5.344149112701416,5.353970050811768,5.359358310699463,5.364872455596924,5.368381500244141,5.373368740081787,5.378149032592773,5.381879806518555,5.38494348526001,5.397719860076904,5.43060302734375,5.416482448577881,5.402501583099365,5.389762878417969,5.381536483764648,5.369529724121094,5.361020565032959,5.356262683868408,5.353309154510498,5.345296382904053,5.336238861083984,5.317984104156494,5.2599287033081055,5.294450283050537,5.324469089508057,5.344379425048828
6,43.0,5.305593013763428,5.1865763664245605,5.139363765716553,5.132884502410889,5.124159336090088,5.118869781494141,5.114506721496582,5.097971439361572,5.079838275909424,5.070803642272949,5.0621466636657715,5.052928447723389,5.054779052734375,5.069495677947998,5.092062473297119,5.112407684326172,5.133489608764648,5.146982192993164,5.1563191413879395,5.167167663574219,5.1737060546875,5.178908348083496,5.195266246795654,5.1975297927856445,5.193848133087158,5.182657718658447,5.162113666534424,5.147010326385498,5.130731105804443,5.120538234710693,5.123330593109131
7,46.0,5.275711536407471,4.903051853179932,4.9478840827941895,4.967257499694824,5.078432559967041,5.143514633178711,5.236044406890869,5.258124351501465,5.322636127471924,5.321164608001709,5.388031482696533,5.436150074005127,5.42543363571167,5.366031646728516,5.37634801864624,5.356466770172119,5.332818508148193,5.304344177246094,5.294816493988037,5.221940517425537,5.1342692375183105,5.020512104034424,4.976595401763916,4.955514907836914,4.9311370849609375,5.036147594451904,5.12483024597168,5.251606464385986,5.321444988250732,5.373048305511475,5.382158279418945
8,51.0,4.903655529022217,4.901122093200684,4.895495891571045,4.886210918426514,4.883028507232666,5.006519794464111,5.038768291473389,4.975005149841309,4.835562229156494,4.939983367919922,5.108503818511963,5.176689147949219,5.183893203735352,5.191226959228516,5.196873188018799,5.2023491859436035,5.19956636428833,5.093499660491943,5.044459819793701,5.0355753898620605,5.025209903717041,4.8366522789001465,4.595839023590088,4.49810266494751,4.507933616638184,4.511852741241455,4.511880397796631,4.514289379119873,4.5192389488220215,4.523494720458984,4.523776054382324
9,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,71.0,5.130662441253662,5.170185565948486,5.2192816734313965,5.248216152191162,5.300980091094971,5.318035125732422,5.326675891876221,5.3459296226501465,5.34379243850708,5.341519832611084,5.376699924468994,5.4084601402282715,5.40986442565918,5.4043707847595215,5.383810520172119,5.376201629638672,5.401024341583252,5.409265518188477,5.41717529296875,5.411600589752197,5.435704708099365,5.40631103515625,5.410105228424072,5.455692768096924,5.435186862945557,5.505725383758545,5.531394958496094,5.53447151184082,5.516019344329834,5.512376308441162,5.537149429321289
11,72.0,5.451140880584717,5.457916259765625,5.456340789794922,5.450906753540039,5.429435729980469,5.427985668182373,5.393431186676025,5.321923732757568,5.318274021148682,5.261269569396973,5.135481357574463,5.059686660766602,4.993211269378662,5.01646089553833,5.071216106414795,5.148240089416504,5.276267051696777,5.302803039550781,5.30042028427124,5.285255432128906,5.280448913574219,5.365854740142822,5.446496486663818,5.457276821136475,5.463573455810547,5.519935131072998,5.565998077392578,5.580854415893555,5.538827419281006,5.5497870445251465,5.572114944458008
