,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,14.0,164.29353778751369,151.0989010989011,171.91977077363896,173.21016166281757,156.99333967649858,150.64562410329987,160.91954022988506,166.7756703727927,194.5137157107232,127.24550898203593,142.10526315789474,134.24821002386633,148.20042342978124,189.53068592057764,138.46153846153848,177.9197080291971,165.51724137931035,174.41860465116278,120.04801920768307,171.10266159695817,101.01010101010101,,93.94572025052193,,,96.7741935483871,,,,,60.97560975609756,96.15384615384616,93.75,93.16770186335404,,,,,,,,,,,,,,
1,21.0,92.18612818261633,91.85115402731982,93.31259720062208,93.36099585062242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23.0,90.92925260589931,81.2829525483304,83.08714918759232,90.42869901756475,81.29485864948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,25.0,94.19354838709678,91.62413187180988,93.14392650561416,95.76701066993178,94.88929582154154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,34.0,59.180576631259484,58.36139169472503,59.24877030854076,60.75557846675012,58.71491875923191,58.55490903734256,59.7609561752988,56.446150372544594,57.41626794258373,59.02004454342985,58.557868952847514,57.26451802363997,57.157800358637175,58.86348200135839,57.81203676252594,57.730737917252604,54.675295692925694,56.8942436412316,55.34221820646036,59.85995030494691,58.86708626434654,53.32543326914531,55.762081784386616,67.27497680173214,61.183625037080986,58.8768115942029,64.65036783829977,63.78217083177918,115.08951406649615,,,95.54140127388536,,95.94882729211086,,94.33962264150944,,95.84664536741214,103.92609699769052,93.45794392523365,98.6842105263158,,,,,,,
5,39.0,83.5117773019272,83.56927573294364,82.31116849580374,83.21273516642546,78.00891530460625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,43.0,131.57894736842104,127.0954810495627,133.04093567251462,131.96105227195082,131.57894736842104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,46.0,104.98983969293293,104.51045104510452,101.91206444724837,100.68259385665529,100.01932740626208,96.5918014763625,95.60512858519232,94.12502941407169,92.43409791167409,92.2479365593138,97.65471801709938,96.0796419200494,93.54625342530474,91.52907394113424,513.413506012951,,,,,,,98.03921568627452,,,,,,,,,,,,,,,,,,,,,,,,,,
8,51.0,83.14588688946016,73.53532106405208,77.73222987083301,75.14365699130691,74.89917418859228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,57.0,145.00734214390602,135.93940213715678,146.82327816337428,145.0642764476943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,71.0,76.59073055773763,77.38748627881449,80.59286706808707,78.94020506306143,243.3628318584071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,72.0,73.20319432120674,73.8585496866607,74.52754857599149,74.22826172335245,74.51506071597541,76.67119239677342,75.62277580071175,74.96977025392987,75.20203531876683,74.31782888412334,70.35961581416126,68.77680816447271,71.04269962258566,70.83139804923363,71.51664611590628,72.655717853629,71.64869029275809,71.6947504860661,73.35817419655334,72.55139056831922,69.84079303094022,70.4225352112676,68.35499775885253,135.65891472868216,172.86537454164485,69.44980322555753,197.60479041916167,218.44660194174756,195.65217391304347,94.9367088607595,,93.75,,,,,,,,,,,,,,,,
12,77.0,101.22556624263109,102.95542635658916,101.67029774872913,105.46378653113088,101.7422529591701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,78.0,93.61275907234764,90.43452687302404,94.49344104350403,90.69533087000336,85.29650690495532,92.03206806282722,84.88084801147684,83.91291200483823,87.56345177664974,84.97914863482572,78.67132867132868,88.36858006042296,86.01177003168854,85.35705698485212,85.21323892639552,85.87561759861971,85.06836544437539,84.21480878763222,88.07641117983246,87.77704630239192,82.06195099398983,78.20927723840344,84.79755538579067,84.19637916040793,85.20384791571232,78.54026180087267,82.09724756087888,80.09325411747011,77.11107365582336,83.62369337979094,79.89669921717375,79.29720904921092,91.01069774868273,88.08724832214766,81.05987971759784,84.63419221365432,92.1041252270172,208.93076607947563,287.97289666854886,221.51898734177217,,,59.07062221055395,,,,,59.152152481104174
14,79.0,77.45533409067438,78.51201046826807,86.31512868801005,82.00040494027131,81.97455653108761,81.52173913043478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,80.0,76.48183556405354,162.09476309226935,86.28437893223081,129.20426579163248,105.71216617210683,144.3123938879457,101.69491525423729,116.16650532429816,96.0,167.5977653631285,122.86324786324786,141.06583072100315,93.37860780984721,100.79051383399211,99.26470588235294,147.7832512315271,152.28426395939087,94.71191791633781,148.28303850156087,184.51519536903038,869.0176322418137,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,82.0,167.49379652605458,152.3545706371191,157.1594877764843,166.26506024096386,164.01978651392866,113.15827651240387,80.9325053445994,82.23872073101084,168.70658286470393,139.78494623655914,104.8951048951049,182.67929634641408,76.60347961568424,142.7633738103052,145.0573065902579,138.77715205148834,196.39934533551556,505.1449953227316,102.73972602739725,93.16770186335404,97.40259740259741,93.16770186335404,,95.54140127388536,,,,,,,,,,,,,,,,,,,,,,,,
17,83.0,129.43432406519656,133.5113484646195,113.30049261083744,113.66825708672467,117.10794297352342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,84.0,215.8273381294964,483.8709677419355,494.50549450549454,483.8709677419355,1136.3636363636365,242.914979757085,192.92604501607718,124.17218543046359,259.3659942363112,223.61359570661898,517.2413793103449,191.89765458422173,75.70295602018746,211.69354838709677,131.19533527696794,325.2032520325203,,276.49769585253455,117.1875,247.25274725274727,305.4662379421222,158.89830508474574,165.0943396226415,142.6307448494453,139.3188854489164,59.03962214641827,,94.33962264150944,,58.97551112109638,,,,,,,,,,,,,,,,,,
19,85.0,81.22077282795964,84.22530268468152,83.80668591116492,84.8382615598333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,87.0,182.87107589149647,115.38461538461539,114.72275334608031,104.25183973834832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
