,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,10.0,4.0696254,4.098569,4.125691,4.1488547,4.1712174,4.167478,4.1854978,4.1933045,4.237063,4.291035,4.335577,4.371183,4.399517,4.422682,4.4462857,4.473999,4.50164,4.510945,4.512345,4.5135064,4.4926677,4.4674854
1,12.0,4.237061,4.2382603,4.2361183,4.236085,4.2319407,4.2280145,4.223186,4.2191,4.236277,4.241472,4.24589,4.551307,4.741806,4.8816204,4.9935503,5.0850406,5.1567254,5.205358,5.216744,5.231995,5.236315,5.2574964
2,15.0,4.742213,4.7473035,4.7516036,4.756338,4.549957,4.533508,4.5315313,4.5320907,4.5362988,4.538161,4.541041,4.539626,4.5371394,4.533695,4.5343575,4.5339093,4.5359607,4.5422354,4.5452914,4.548755,4.5556507,4.5610867
3,16.0,5.1004987,5.0511394,5.015288,4.978169,4.9655,4.9529605,4.942003,4.9289412,4.9141736,4.8967075,4.8823867,4.8727145,4.861107,4.8445106,4.8356814,4.822803,4.8085237,4.798045,4.791986,4.788594,4.785605,4.7850437
4,18.0,5.3514056,5.3465734,5.3429303,5.3389335,5.3323827,5.329304,5.326893,5.329127,5.330363,5.3306227,5.330254,5.330902,5.333999,5.3356614,5.33586,5.336029,5.3410683,5.342973,5.3436875,5.33794,5.330269,5.328156
5,22.0,4.6920056,4.698537,4.7027063,4.70719,4.708861,4.7091393,4.7098184,4.710348,4.710573,4.7105947,4.710532,4.7110996,4.713574,4.7144456,4.715224,4.7154713,4.72194,4.7267766,4.7321625,4.736288,4.7404947,4.744004
6,26.0,5.0635552,5.075625,5.0989323,5.117829,5.079686,4.8913417,4.695095,4.6045794,4.6067777,4.610002,4.613487,4.6165414,4.6174607,4.617965,4.595014,4.586437,4.585006,4.5874476,4.594839,4.601689,4.611266,4.6176963
7,27.0,5.4638023,5.4681716,5.473887,5.4790072,5.485641,5.4906673,5.4959145,5.498831,5.500356,5.501859,5.5030365,5.504128,5.506166,5.5090275,5.5100465,5.5118713,5.511947,5.5130057,5.5147247,5.517338,5.519735,5.521118
8,29.0,5.408503,5.415872,5.424188,5.4414735,5.458723,5.4645767,5.4803786,5.5138373,5.492296,5.461844,5.4296837,5.401069,5.3786054,5.3610215,5.3479557,5.3286886,5.3146024,5.3002524,5.29126,5.2729187,5.3456407,5.3905616
9,31.0,5.5387177,5.536718,5.533912,5.531578,5.529556,5.5277557,5.5257974,5.5205417,5.5172086,5.5191607,5.518028,5.517168,5.51766,5.5173287,5.5203385,5.523552,5.525888,5.5280843,5.5272584,5.531339,5.5346775,5.532637
