,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,10.0,9.929060935974121,9.196199417114258,9.163684844970703,9.223355293273926,9.300307273864746,10.15681266784668,9.788848876953125,9.814972877502441,9.518024444580078,9.49835205078125,9.562294006347656,9.50224781036377,9.486227035522461,9.496204376220703,9.264628410339355,9.314718246459961,9.220966339111328,10.609827041625977,10.044594764709473,9.525728225708008,9.529221534729004,9.691518783569336,9.6265230178833,9.675573348999023,9.564860343933105,11.490160942077637,9.716087341308594,9.783228874206543,9.804859161376953,9.996696472167969,9.804505348205566,9.789546012878418,10.060994148254395,9.898520469665527,11.529871940612793,9.814752578735352,9.460567474365234,9.520163536071777,9.957782745361328,9.565875053405762,10.327884674072266,10.725668907165527,
1,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,18.0,9.97677993774414,9.852612495422363,9.840333938598633,9.839962005615234,9.840744018554688,12.683781623840332,13.030107498168945,9.864241600036621,9.828301429748535,9.825109481811523,10.409491539001465,9.364217758178711,9.336256980895996,9.305742263793945,9.272998809814453,9.28892993927002,9.29525375366211,9.29525375366211,9.409716606140137,9.409663200378418,9.391291618347168,9.354677200317383,9.414993286132812,9.417912483215332,9.427249908447266,9.392281532287598,9.975369453430176,9.898697853088379,12.398929595947266,9.910284996032715,10.035431861877441,11.944149017333984,11.753623962402344,10.909421920776367,9.762296676635742,10.423542976379395,13.212610244750977,9.863738059997559,9.94063949584961,12.00575065612793,11.402996063232422,9.111717224121094,
5,22.0,9.672467231750488,9.671085357666016,9.675820350646973,9.675132751464844,9.671056747436523,9.693437576293945,9.78865909576416,9.783802032470703,9.80252742767334,9.772625923156738,9.78364086151123,9.785907745361328,9.776748657226562,9.78061580657959,11.88293743133545,11.471104621887207,9.387818336486816,9.367612838745117,9.387297630310059,9.374434471130371,9.364663124084473,9.46871280670166,9.503774642944336,9.4522066116333,11.858899116516113,12.087721824645996,9.82564640045166,9.983671188354492,9.827789306640625,9.837761878967285,10.331338882446289,9.841293334960938,9.826984405517578,10.098979949951172,9.810552597045898,9.803135871887207,9.859894752502441,10.225297927856445,9.377423286437988,9.646500587463379,9.639376640319824,9.472804069519043,
6,26.0,9.995118141174316,10.212401390075684,9.86354923248291,9.860139846801758,9.877486228942871,10.282904624938965,9.968364715576172,9.865846633911133,9.869307518005371,9.872310638427734,9.915679931640625,9.940266609191895,9.89621353149414,9.93982982635498,9.987869262695312,9.901747703552246,10.031477928161621,10.099578857421875,9.93050479888916,10.119080543518066,10.061249732971191,10.372806549072266,9.869016647338867,9.975650787353516,10.303547859191895,10.715529441833496,10.0112886428833,9.99953556060791,9.946678161621094,9.949079513549805,10.062359809875488,11.285921096801758,17.140865325927734,22.733760833740234,16.011682510375977,15.379258155822754,28.370290756225586,10.27636432647705,11.726677894592285,22.8107852935791,8.340521812438965,7.789824485778809,
7,27.0,9.983172416687012,10.042414665222168,9.980084419250488,9.981616973876953,9.977648735046387,9.977648735046387,10.000959396362305,10.004631042480469,10.037028312683105,9.9961576461792,9.98253059387207,9.98668098449707,9.979643821716309,9.977895736694336,9.976150512695312,10.134451866149902,10.122641563415527,10.096503257751465,14.445696830749512,8.931072235107422,8.492931365966797,8.374160766601562,7.6441969871521,7.6441969871521,7.9261155128479,7.590085983276367,7.597966194152832,7.590085983276367,7.583399295806885,7.794207572937012,7.579790115356445,7.590085983276367,7.774487495422363,7.61361837387085,7.613478183746338,7.618569374084473,7.613670825958252,7.61361837387085,11.35688591003418,9.495392799377441,10.026630401611328,9.432936668395996,
8,29.0,10.192280769348145,11.238701820373535,12.500678062438965,10.080963134765625,11.104157447814941,10.231825828552246,13.351348876953125,10.09648609161377,10.082859992980957,13.360036849975586,10.129852294921875,10.069544792175293,11.76574420928955,34.36127853393555,36.0111083984375,14.716720581054688,9.85045051574707,9.994213104248047,12.095929145812988,13.446562767028809,9.863256454467773,16.778459548950195,9.160804748535156,25.964067459106445,7.897496700286865,7.909914970397949,7.6218767166137695,22.093088150024414,19.907825469970703,14.568670272827148,46.84640121459961,13.325244903564453,9.952790260314941,20.81376075744629,31.904991149902344,50.4510612487793,10.012011528015137,10.166593551635742,57.27034378051758,9.883212089538574,9.954345703125,9.968021392822266,
9,31.0,9.840799331665039,9.844985008239746,9.839668273925781,9.839106559753418,9.842512130737305,9.837188720703125,9.890510559082031,10.560791969299316,11.900399208068848,9.887927055358887,10.219922065734863,11.955052375793457,9.912840843200684,9.885947227478027,9.814384460449219,9.807255744934082,9.742579460144043,9.729018211364746,10.227853775024414,9.800565719604492,9.800094604492188,9.783555030822754,10.35549545288086,9.398935317993164,20.24437713623047,10.596622467041016,10.086724281311035,33.33289337158203,10.663872718811035,10.357934951782227,10.15148639678955,9.849671363830566,10.09337329864502,10.386540412902832,12.050179481506348,9.021608352661133,12.564155578613281,9.814366340637207,8.89844799041748,9.233920097351074,9.161056518554688,13.195113182067871,
