,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,14.0,9.216666,9.9,9.916667,10.066667,10.383333,10.783334,11.15,10.9,9.35,8.383333,6.8333335,5.5333333,4.4333334,3.6333334,3.9,3.6166666,3.1666667,2.4,0.98333335,-0.4833333194255829,-0.5,-0.15000000596046448,0.23333333432674408,0.4166666567325592,0.44999998807907104,0.5833333134651184,1.0,1.7666666507720947,2.9833333492279053,4.800000190734863,6.7166666984558105,8.733333587646484,10.066666603088379,11.316666603088379,,,,,,,,,,
1,21.0,-16.966667,-16.983334,-18.4,-19.35,-19.383333,-19.266666,-19.183332,-19.05,-19.733334,-20.883333,-21.75,-22.6,-23.233334,-23.6,-23.533333,-23.75,-23.883333,-23.933332,-23.898306,,,,,,,,,,,,,,,,,,,,,,,,,
2,23.0,-17.766666,-16.9,-16.5,-16.7,-17.25,-17.483334,-17.683332,-17.8,-17.9,-17.983334,-18.083334,-18.183332,-18.216667,-18.216667,-18.3,-18.466667,-18.3,-18.3,-18.233334,-18.116666793823242,-18.066667556762695,-17.96666717529297,-17.899999618530273,-17.883333206176758,-17.933332443237305,-18.03333282470703,-18.28333282470703,-18.450000762939453,-18.516666412353516,-18.383333206176758,-18.41666603088379,-18.5,-18.53333282470703,-18.58333396911621,,,,,,,,,,
3,25.0,-13.883333,-13.916667,-13.916667,-14.15,-13.783334,-12.233334,-10.983334,-10.45,-10.416667,-10.583333,-11.116667,-11.916667,-12.25,-12.133333,-12.066667,-12.033334,-12.45,-14.2,-15.75,-16.58333396911621,-17.0,-17.483333587646484,-17.5,-17.266666412353516,-17.21666717529297,-17.149999618530273,-17.100000381469727,-17.100000381469727,-17.049999237060547,-16.766666412353516,-16.383333206176758,-16.149999618530273,-15.899999618530273,-15.666666984558105,,,,,,,,,,
4,34.0,-24.816668,-25.15,-25.483334,-25.65,-25.566668,-25.2,-24.183332,-23.033333,-22.233334,-21.45,-20.833334,-20.7,-20.116667,-19.65,-19.9,-20.083334,-20.533333,-21.483334,-22.533333,-23.633333206176758,-24.53333282470703,-25.633333206176758,-26.616666793823242,-26.983333587646484,-27.899999618530273,-28.71666717529297,-28.799999237060547,-29.08333396911621,-29.350000381469727,-29.566667556762695,-29.883333206176758,-30.149999618530273,-30.450000762939453,-30.549999237060547,,,,,,,,,,
5,39.0,-17.6,-16.55,-14.65,-14.616667,-14.066667,-13.866667,-13.716666,-13.766666,-13.966666,-14.266666,-14.433333,-14.583333,-14.65,-15.0,-15.9,-14.9,-13.916667,-13.45,-11.266666,-8.866666793823242,-6.483333110809326,-4.449999809265137,-3.3499999046325684,-1.850000023841858,0.11666666716337204,0.6833333373069763,0.6666666865348816,0.05000000074505806,-0.15000000596046448,1.8833333253860474,1.5833333730697632,0.15000000596046448,-0.13333334028720856,0.18333333730697632,,,,,,,,,,
6,43.0,-17.116667,-17.4,-17.633333,-17.55,-17.566668,-17.616667,-17.883333,-17.85,-17.883333,-17.5,-17.283333,-17.566668,-17.883333,-18.1,-19.066668,-19.7,-19.833334,-19.633333,-19.116667,-18.816667556762695,-18.483333587646484,-18.683332443237305,-18.866666793823242,-18.816667556762695,-18.600000381469727,-18.183332443237305,-17.049999237060547,-16.450000762939453,-16.16666603088379,-16.21666717529297,-16.299999237060547,-16.33333396911621,-16.33333396911621,-16.133333206176758,,,,,,,,,,
7,46.0,13.95,14.65,16.966667,16.983334,16.1,15.0,14.15,13.9,13.833333,13.933333,13.75,13.566667,13.366667,13.016666,12.7,11.983334,11.716666,11.633333,11.75,11.633333206176758,11.633333206176758,11.566666603088379,11.366666793823242,11.316666603088379,11.199999809265137,11.25,11.350000381469727,11.383333206176758,11.433333396911621,11.533333778381348,11.350000381469727,11.350000381469727,11.300000190734863,11.266666412353516,,,,,,,,,,
8,51.0,-19.9,-19.566668,-19.283333,-19.266666,-20.0,-22.35,-24.283333,-26.6,-29.666666,-31.75,-32.75,-33.483334,-34.066666,-34.6,-35.1,-35.283333,-35.316666,-35.166668,-35.166668,-35.11666488647461,-35.06666564941406,-34.95000076293945,-35.099998474121094,-35.266666412353516,-35.43333435058594,-35.58333206176758,-35.75,-35.91666793823242,-36.08333206176758,-36.13333511352539,-36.28333282470703,-36.38333511352539,-36.38333511352539,-35.56666564941406,-32.28333282470703,-28.616666793823242,-25.16666603088379,-24.03333282470703,-23.316667556762695,-21.850000381469727,-20.616666793823242,-20.016666412353516,-19.41666603088379,-18.96666717529297
9,57.0,-25.383333,-24.833334,-23.833334,-22.466667,-21.55,-20.883333,-20.4,-20.2,-20.5,-20.666666,-20.516666,-20.133333,-19.683332,-19.3,-19.25,-19.233334,-19.2,-19.183332,-19.25,-19.5,-20.08333396911621,-20.633333206176758,-19.91666603088379,-19.266666412353516,-19.46666717529297,-20.28333282470703,-21.200000762939453,-22.066667556762695,-22.850000381469727,-23.549999237060547,-24.116666793823242,-24.25,-24.299999237060547,-24.366666793823242,-25.78333282470703,-27.350000381469727,-27.883333206176758,-27.75,-27.5,-27.266666412353516,-27.149999618530273,-27.16666603088379,-27.25,-27.266666412353516
