,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,10.0,-15.833333,-15.733334,-15.733334,-15.733334,-15.733334,-15.55,-15.533334,-15.533334,-15.25,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-14.983334,-14.983334,-14.982456
1,12.0,-19.05,-19.4,-19.816668,-20.25,-20.65,-20.883333,-21.133333,-21.433332,-21.766666,-22.016666,-22.216667,-22.216667,-22.4,-22.35,-22.133333,-21.883333,-21.633333,-21.533333,-21.683332,-21.766666,-21.666666
2,15.0,-25.7,-25.866667,-25.966667,-26.0,-26.066668,-26.066668,-26.066668,-26.116667,-26.166666,-26.166666,-26.2,-26.25,-26.25,-26.25,-26.25,-26.25,-26.183332,-26.183332,-26.216667,-26.25,-26.22807
3,16.0,-29.95,-29.95,-30.15,-30.516666,-30.666666,-31.1,-31.283333,-31.5,-31.616667,-31.7,-31.733334,-31.583334,-31.75,-31.933332,-31.933332,-31.9,-31.883333,-31.6,-31.466667,-31.05,-30.842106
4,18.0,-23.383333,-23.366667,-23.366667,-23.483334,-23.683332,-23.933332,-24.183332,-24.5,-24.783333,-25.066668,-25.35,-25.683332,-26.05,-26.316668,-26.55,-26.65,-26.616667,-26.533333,-26.45,-26.366667,-26.368422
5,22.0,-29.566668,-29.566668,-29.583334,-29.6,-29.55,-29.916666,-30.233334,-30.416666,-30.566668,-30.733334,-30.866667,-30.983334,-31.066668,-31.116667,-31.2,-31.266666,-31.466667,-31.2,-30.85,-30.683332,-30.561403
6,26.0,-30.55,-30.766666,-30.883333,-30.983334,-30.866667,-30.95,-31.066668,-31.25,-31.15,-30.95,-30.683332,-30.583334,-30.416666,-30.233334,-29.966667,-29.716667,-29.433332,-29.1,-28.7,-28.2,-27.929825
7,27.0,-10.833333,-10.783334,-10.783334,-10.783334,-10.783334,-10.783334,-10.783334,-10.716666,-10.583333,-10.483334,-10.45,-10.366667,-10.416667,-10.4,-10.383333,-10.35,-10.3,-10.25,-10.2,-10.25,-10.385965
8,29.0,-22.416666,-22.316668,-22.283333,-22.933332,-23.383333,-23.816668,-24.316668,-24.316668,-20.933332,-16.333334,-11.666667,-7.4166665,-3.25,0.35,4.35,8.783334,13.166667,17.55,21.95,25.866667,26.421053
9,31.0,-15.366667,-15.55,-15.666667,-15.8,-16.083334,-16.283333,-16.4,-16.433332,-16.566668,-16.616667,-16.333334,-16.083334,-15.8,-15.483334,-15.216666,-14.983334,-14.716666,-14.433333,-14.133333,-13.883333,-13.631579
