,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0,14.0,5.880482,5.898498,5.9033165,5.518503,5.517118,5.5158925,5.515124,5.514828,5.5146785,5.5145035,5.5161786,5.503805,5.489651,5.4736595,5.455915,5.436273,5.4142003,5.390167,5.36379,5.3350334,5.3036437,5.269423,5.2454104,5.2456894,5.245684,5.2457767,5.2456965,5.2512956,5.2532296,5.2686887,5.275357,5.280611,5.2832246,5.2853527,5.3061156,,,,,,,,,,,
1,21.0,4.739969,4.7349744,4.7342653,4.7335534,4.733052,4.732496,4.7310843,4.728755,4.727194,4.7268395,4.7372966,4.756417,4.7727466,4.7874837,4.802151,4.8157077,4.828241,4.840306,4.8512187,4.8752875,4.988442,5.101356,5.1946244,5.2754517,5.3477244,5.4115653,5.466429,5.5158944,5.560166,5.600018,5.636041,5.663458,5.6703706,5.67331,5.6758785,,,,,,,,,,,
2,23.0,5.0624533,5.061298,5.060364,5.059072,5.057469,5.055926,5.0541186,5.052358,5.0506964,5.0493107,5.0480413,5.046922,5.045699,5.044546,5.043249,5.042254,5.041402,5.0406265,5.0398164,5.0390654,5.0385866,5.037977,5.037561,5.0371222,5.0369563,5.036616,5.0364494,5.0362926,5.0358653,5.0355105,5.035168,5.0344586,5.0336294,5.0328517,5.0319724,,,,,,,,,,,
3,25.0,5.1802864,5.3665013,5.365831,5.3835893,5.4022965,5.4198475,5.4368114,5.453013,5.4619336,5.458286,5.4548492,5.4512734,5.447449,5.2705173,5.2804666,5.271109,5.256516,5.230879,5.204428,5.1769395,5.158474,5.1564665,5.1459446,5.0960655,5.040931,4.9780755,4.887936,4.8021293,4.799707,4.8045917,4.804292,4.7992105,4.787896,4.771369,4.7819457,,,,,,,,,,,
4,34.0,5.31539,5.319965,5.3216,5.3436513,5.360742,5.376419,5.3879447,5.3999114,5.4312673,5.4596863,5.4886327,5.5133843,5.5320015,5.5479565,5.5679893,5.5781612,5.5930963,5.604154,5.6137815,5.6225524,5.6204886,5.618164,5.6136246,5.6120915,5.617319,5.620619,5.6183076,5.619284,5.6218395,5.6259365,5.6329637,5.632439,5.632089,5.629308,5.6119323,5.578135013580322,5.530649185180664,5.474628448486328,5.408815383911133,5.324767589569092,5.226457118988037,5.111960411071777,4.973337173461914,4.84691858291626,4.692553997039795,4.506260395050049
5,39.0,4.1536508,4.1606793,4.162454,4.165072,4.167244,4.170425,4.1698627,4.169808,4.171837,4.173779,4.1753654,4.1765227,4.178328,4.1803207,4.1817145,4.182902,4.1822696,4.182802,4.1833076,4.183738,4.182825,4.182522,4.182753,4.1828065,4.1824317,4.1837525,4.1858845,4.1883326,4.189438,4.1897364,4.190949,4.1752744,4.162094,4.199337,4.4876266,4.66835355758667,4.807779312133789,4.9204912185668945,5.014772891998291,5.095103740692139,5.16377067565918,5.2193603515625,5.265480995178223,5.3083930015563965,5.341386318206787,
6,43.0,3.5719678,3.5754154,3.578645,3.5082247,3.5024798,3.5098135,3.5105011,3.5150602,3.5249984,3.5144222,3.5320141,3.5381632,3.5439475,3.5489361,3.5575597,3.6454096,3.670847,3.6828969,3.6947172,3.7177098,3.7329376,3.7482631,3.7571125,3.7814214,3.800638,3.814758,3.829737,3.8054664,3.7936904,3.78992,3.8207934,3.8519118,3.862178,3.8517268,3.9003751,,,,,,,,,,,
7,46.0,5.7602277,5.75103,5.7476406,5.7507415,5.752832,5.7530766,5.753659,5.7543893,5.7550526,5.7560825,5.7565923,5.756758,5.7569976,5.765041,5.7600765,5.7454305,5.722763,5.6927795,5.6545258,5.6068306,5.54817,5.475401,5.3843136,5.2663274,5.093195,4.9090743,4.873107,4.866038,4.8675337,4.865788,4.867193,4.8652673,4.861605,4.8592644,4.8580246,,,,,,,,,,,
8,51.0,5.2292247,5.150126,5.078691,4.994806,4.900962,4.8421116,4.807528,4.8072286,4.860056,4.921906,5.0037656,5.052037,5.088785,5.1211143,5.125221,5.0907226,5.7398987,5.712391,5.6837764,5.64899,5.606025,5.5419145,5.4392357,5.336393,5.223982,5.0881333,4.98949,4.9898014,3.9629128,3.9587505,3.9397936,3.9467,3.9483576,3.9441128,3.954878,3.9541046619415283,3.9467275142669678,3.941823959350586,3.942500352859497,3.9482905864715576,3.954040765762329,3.9603090286254883,3.968024253845215,3.9609556198120117,3.9514942169189453,3.9477226734161377
9,57.0,4.540833,4.5360184,4.5325947,4.5292997,4.5280747,4.528885,4.528529,4.5293736,4.5315747,4.533506,4.5351586,4.536205,4.536468,4.5359197,4.5354705,4.5353403,4.535298,4.5353513,4.5350437,4.534308,4.5331492,4.5318637,4.5307946,4.530145,4.530112,4.5439925,4.5517635,4.5583,4.5639954,4.5692477,4.5745463,4.5795503,4.5835557,4.5872827,4.5907817,4.594165802001953,4.596935272216797,4.593344688415527,4.592183589935303,4.590907573699951,4.589597702026367,4.588547229766846,4.587170124053955,4.586398601531982,4.585923671722412,4.585660457611084
10,71.0,5.2341847,5.2639832,5.2901235,5.3190384,4.824911,4.854509,4.8796287,4.8981276,4.8766713,4.8545623,4.8410034,4.825351,4.8083253,4.7924514,4.778073,4.771939,4.7787533,4.783363,4.7890973,4.794992,4.8004603,4.808056,4.816026,4.825002,4.832363,4.839574,4.846369,4.851742,4.8569145,4.857453,4.858366,4.8595343,4.858331,4.8564873,4.8537927,4.8486409187316895,4.846419811248779,4.844439506530762,4.843823432922363,4.848286151885986,4.851508140563965,4.854536533355713,4.857137680053711,4.859780788421631,4.86229133605957,
11,72.0,4.7517867,4.751636,4.751531,4.751524,4.7519917,4.753118,4.7547193,4.7566986,4.7580943,4.7595515,4.761087,4.7628746,4.764538,4.766232,4.767889,4.7701783,4.7719927,4.7730947,4.7738023,4.773849,4.7738233,4.774178,4.77454,4.774853,4.774731,4.774348,4.7740397,4.773047,4.772617,4.772041,4.7714133,4.7709517,4.770666,4.770036,4.769373,,,,,,,,,,,
12,77.0,3.9243765,3.9302075,3.9334033,3.98147,3.9656265,3.9646816,3.9456728,3.9140987,3.9060614,3.8660173,3.817419,3.84497,3.8260334,3.802726,3.775282,3.6579292,3.6513135,3.6059663,3.6278322,3.669953,3.6795914,3.6935053,3.7036135,3.641239,3.6371887,3.6984837,3.7518313,3.7963064,3.8373902,3.878609,3.9011824,3.9116251,3.9402142,3.9736245,3.998169,,,,,,,,,,,
13,78.0,4.2335978,4.235586,4.2332864,4.232981,4.2295527,4.2284966,4.1479726,4.0874705,4.105962,4.1031966,4.100615,4.091351,4.107852,4.0821204,4.053617,4.0343647,4.0220013,4.006164,4.043939,4.057332,4.032264,4.055654,4.070429,4.146809,4.177938,4.28239,4.369979,4.429486,4.493472,4.546493,4.5684223,4.6101856,4.613478,4.588599,4.5848126,,,,,,,,,,,
14,79.0,4.3820086,4.3469977,4.3193803,4.4036975,4.4782777,4.583865,4.6976266,4.7736273,4.7940803,4.8126664,4.8286467,4.845099,4.85878,4.8696136,4.873358,4.9104457,4.9166565,4.8852534,4.84004,4.8340287,4.927956,4.9608655,4.9885144,5.017534,5.0331035,5.0492268,5.061928,4.9772058,4.977825,4.948524,4.9085164,4.8722324,4.7460938,4.7526793,4.7879577,,,,,,,,,,,
15,80.0,4.2452035,4.2632117,4.2805114,4.2969356,4.3124638,4.3206906,4.323777,4.325824,4.327763,4.327582,4.326941,4.326284,4.325748,4.3257375,4.326142,4.326794,4.3363633,4.3528676,4.373566,4.395598,4.414316,4.433319,4.452532,4.472977,4.4921255,4.509596,4.5260725,4.549119,4.571291,4.589,4.601497,4.611721,4.6238484,5.1747136,5.1923423,,,,,,,,,,,
16,82.0,4.5034385,4.4565644,4.4083576,4.3623157,4.3027344,4.2292056,4.217978,4.2372146,4.2516327,4.265156,4.277931,4.290477,4.3022847,4.3135886,4.32426,4.3256173,4.3379264,4.344849,4.3283334,4.325968,4.324046,4.32242,4.321254,4.3198705,4.318811,4.318052,4.31836,4.3190846,4.319333,4.3186073,4.317815,4.401612,4.407353,4.412089,4.415441,4.418618679046631,4.421347141265869,4.423090934753418,4.4238739013671875,4.4240336418151855,4.424808025360107,4.426405906677246,4.427803039550781,4.360974311828613,4.357176303863525,4.354391574859619
17,83.0,4.708971,4.7087183,4.698968,4.6786685,4.6486816,4.645685,4.648273,4.6424956,4.630197,4.619372,4.60831,4.597238,4.5853877,4.5574994,4.512062,4.4729486,4.4442024,4.400309,4.3546543,4.312834,4.2907953,4.2621183,4.2274756,4.183398,4.1122613,4.0566015,4.0720873,4.0746207,4.0700126,4.0636973,4.056696,4.0549283,4.0413256,4.0265684,4.0085964,,,,,,,,,,,
18,84.0,3.9198778,3.9232178,3.9365683,3.9362113,3.9411347,3.9468262,3.9547825,3.9576342,3.960015,3.9619122,3.9636066,3.9653914,3.9669607,3.9683917,3.954838,4.0140104,4.0611444,4.10465,4.1437087,4.180258,4.2135057,4.245195,4.6201425,4.6428804,4.6630325,4.6846743,4.705169,4.7078676,4.705641,4.6914353,4.677387,4.663084,4.6490865,4.6332793,4.2713094,,,,,,,,,,,
19,85.0,5.276524,5.31237,5.3297963,5.331904,5.323933,5.308695,5.307691,5.3343654,5.3515077,5.369265,5.383629,5.3950295,5.399445,5.4047923,5.41148,5.417106,5.4225183,5.427095,5.431151,5.4339447,5.436554,5.438141,5.4389763,5.439737,5.440352,5.441053,5.44027,5.4394155,5.4381185,5.4399886,5.4312224,5.417979,5.4022813,5.3830395,5.3635716,,,,,,,,,,,
20,87.0,5.015434,5.029926,5.0329475,5.035228,5.037061,5.038612,5.0397377,5.0317845,5.0256367,5.0244617,5.022604,5.0200667,5.0188065,5.017292,5.0163727,5.0153127,5.0138984,5.012775,5.011683,5.0108223,5.0109553,5.010627,5.010792,5.0123057,5.0131803,5.0144706,5.015259,5.0162253,5.017262,5.01802,5.1044674,5.161737,5.181538,5.2155895,5.23058,,,,,,,,,,,
