,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
13,78.0,158.20409333323929,111.82446091607864,166.6945302152467,197.7739381522371,182.16711935747352,164.16105528110472,175.61329016239316,170.78771748707354,173.70826276729963,193.7564450540936,160.62123164576238,162.31431699021502,166.58947872470432,183.36726958635654,175.8473701192448,191.72258870672533,176.11856801598177,200.43860996234324,186.04558361776145,171.28341892897865,192.44154956765445,168.445651472515,204.62962962034496,197.32226335202708,152.40652873154747,165.28434160635697,168.68347742311798,166.04743298226563,136.21591504007188,159.66109231460547,162.70906551265054,158.92441240455,182.6250759543906,195.20409831763266,136.0379395156157,189.4444421879414,201.3921831367132,214.68523470420595,132.50275314813928,88.16206245738431,,,,,,,,1.7320508075688772
14,79.0,102.11703525312947,164.9018356011096,62.63133323456642,83.56518710484508,149.1603711665086,108.1011119994261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,80.0,111.48094007497426,36.13780331456751,168.01190434013895,136.2116000933841,67.91042846185478,161.12183246835042,180.8287096183076,160.27164440411784,43.393547907494266,158.1799256823978,165.66304626548188,129.00990487383345,157.0063692975543,176.26162373018127,134.36724137808127,153.6261294647528,0.0,187.1618310992072,215.82548505679304,172.77324895815195,81.19630229371805,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,82.0,138.71928488858353,198.64625174750552,192.56126297882446,209.0637373111449,170.73763159589396,214.75498243193064,132.50871669441221,129.6909788690023,154.5956166600582,193.19182263338675,181.45706562894338,182.5342856345042,200.56267787178658,166.7688220261809,201.31994190408577,215.16163833788983,155.1773179301666,52.659239982699674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,83.0,196.5585154604094,138.40289014323366,153.50425256505292,168.53647441986124,180.34677707128563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,84.0,,143.90120067447512,,0.0,0.0,192.28682279922933,108.19785353787793,144.27751037497146,70.60984350641205,154.65517198665626,47.37087712930804,174.95104391970642,147.7531925785692,176.7738091229488,162.67956233036773,178.44025784512505,54.38954147832304,58.0,,24.944382578492945,92.62589030911151,27.9045993819418,168.07161008243622,195.23943728105365,58.83232325291693,,,,,0.0,,,,,,,,,,,,,,,,,,
19,85.0,10.0,39.93336286099325,193.72929566795003,148.0124734868393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,87.0,185.39278404242168,247.13456763785305,199.51942261343882,183.25064802068232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,88.0,39.9936871675506,28.129555323743904,30.404462520018814,62.607641987357525,72.58314418055092,26.23816606784601,18.060885806401707,54.083015237346125,33.71411991966529,37.691859857180546,34.95330996559583,12.72427810407792,103.25495900697703,37.866722025232875,32.79711315879278,27.490165217282154,50.60953905922264,25.316990342455796,63.13824831273037,46.08460023620032,24.755144405057212,22.54368397300738,44.986001206044065,90.96948065142284,44.171496394734014,95.20264309668696,,,,,,,,,,,,,,,,,,,,,,
22,89.0,66.29372687564323,11.469767022723502,,267.756038958773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,91.0,187.56871991714934,198.0715895090387,166.7873304703993,183.76426626402522,172.12269525609406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,92.0,26.40613471557857,18.784357082581167,21.857492994394395,22.528993664954402,37.019864937625044,33.109039623660145,22.13131297167919,24.083112898988325,33.22021960189013,21.2397949351892,15.116401688232553,31.406160841075597,23.19944826930158,24.541787979046028,174.49915002878433,115.09711959373922,149.70721054407795,145.02202044324326,95.64982430140104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,93.0,27.94438922017958,58.59128640826387,46.786294319044124,53.96857161539726,45.515992793742285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
