,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,10.0,0.06461971376413031,2.0423951113379774e-06,1.4992759055456796e-05,1.1882877284924703e-06,4.2781348748876565e-06,1.163913608876965e-05,0.00012284099045070266,0.0018554825597309143,0.005307479165044999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12.0,0.000620429365133968,0.00033831501156852105,0.0007854263981451165,2.5632476106919244e-05,1.7775822272751884e-05,2.569773631788666e-05,0.004029038186865648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15.0,0.012765638473361922,9.858692088101805e-06,0.0015058052617190718,4.961893509052227e-05,0.00047759004760436686,0.0002451080293120193,0.0003225329761954117,0.0005538095836989938,0.0016736492554528365,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16.0,0.0009990604157224115,0.0019306624446987272,0.00023851475764093228,0.0007690801094207725,2.5257799719525372e-05,0.00022735553707442998,0.0010323582212342988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,18.0,0.008007788960011749,2.6097297663521984e-06,6.72199675584018e-05,9.531577299542367e-05,7.429532737930642e-08,0.00016944328141967266,0.0084298878968701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,22.0,0.0015146762669939978,0.0018110846649419038,7.91271275421429e-07,0.0021730452635782085,1.1181683966348028e-05,7.601643576869673e-06,0.000505334690674484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,26.0,0.026544069536430032,0.001577657446816979,0.00028687989883331385,0.002693668968546138,5.784189357336809e-06,0.00011621372105149873,0.0003983428738760328,0.00040371287658134763,0.007709949279487717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,27.0,0.02931559955218982,8.033745392055155e-06,0.011863263356742803,2.192868301432931e-05,0.0006966202391850821,7.292447382583738e-05,0.0010334025823187838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,29.0,0.00953840563518625,0.00015902037293839366,6.019780245599332e-06,8.174201558100029e-07,1.2809056043838304e-05,1.5442705616067975e-06,0.0001598700148610383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,31.0,0.01751012363931258,3.093329080871091e-05,0.00021936789747999125,0.0001966018841506973,0.00026709182082408606,3.6000155258353017e-07,0.0065145369420195965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,32.0,1.8629346563646637e-05,6.2135201126981635e-06,3.4359939027317825e-05,4.208879221274009e-06,1.3248384239099071e-05,7.802669500059713e-05,1.4137960899134433e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,33.0,0.0022204575040980713,3.065580285946206e-07,0.01124995118492988,1.1280319404654754e-06,0.00024167549689511672,0.00022372581286235404,0.0005864524387356264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,35.0,0.04615674929345849,0.0024582400321886775,0.0013030019013071403,0.0028023100212202163,0.0004850039878651429,0.01722296056141532,8.365988907971537e-07,0.007778780447960922,0.002846780768540774,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,4.0,0.0013741114498718777,8.137715829282292e-06,0.00041909804330309133,0.00015499743461714168,6.993188282763718e-05,1.7494694568547302e-06,0.00012104361359023321,0.00012002263664726636,0.0008101232463478994,2.958597430203257e-05,0.0008184196868382761,1.9131044610737617e-05,1.3811991188214581e-05,9.424393668575772e-05,4.155615460896982e-05,2.1987383645407834e-07,1.5448067111661045e-06,0.0009054459253769371,8.576899277934807e-07,4.272491985100122e-06,0.00019542733332740493,0.0009272144414551247,0.00047604937879654175,6.339621667105177e-05,1.8622171808949902e-05,2.453920312552587e-05,3.135117916206284e-06,3.464308931010067e-05,0.0008867601367242937,5.619509172945709e-05,0.0005798409695611584,7.534526571067038e-05,4.277934289592229e-05,0.00012040974126507495,1.733110395423489e-06,0.00030313886601315284,0.0002710374164920155
14,42.0,0.0024594966563842805,1.675755588788064e-05,0.0024153853848326743,7.916940199123018e-07,0.0016981016120395454,0.0013761214730637814,0.09409272065632765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,45.0,7.697297534972904e-05,0.0005132534200622691,0.012356739369841179,9.079177276550635e-05,0.00040228816852481844,0.00010451361198377191,0.00010147954761358079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,47.0,0.0013819007944055356,0.00011587582181066112,0.0005670394659519725,6.404044165182262e-06,9.40480759637996e-05,0.00023203850978492882,7.132279049529648e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,48.0,0.000303002809328423,0.000650876448987719,4.4805431718203655e-05,0.00014791754308284642,6.0218764873536955e-05,1.118889415478256e-05,0.0008684643798930751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,49.0,0.00031580526336598516,0.0006372589960164166,0.0005648446549800689,0.0027892177624756504,1.1266353312399653e-05,0.0002799717234367444,0.0019168503578453739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,54.0,0.005715234604208714,0.005980588532790737,0.00341619895506922,0.0009379017309759948,0.002133808925894116,0.0009084331652815142,0.00015923108683132573,2.6894216707205935e-05,0.00015128852383298344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,55.0,0.010669018430629007,0.0007340204381261711,4.853887766291264e-05,0.0001379087487011781,0.0004507901833723326,0.000525194020803916,0.0016288315580989113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,6.0,0.0077749732348902055,1.4593538504312887e-06,0.013589312276642104,5.5660434572161316e-05,0.011035185091435652,9.23335780902061e-07,0.007929348547443283,0.00037426569741039,0.007744222972646965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,66.0,0.017446056046081175,2.8870966560622677e-05,0.011962655543017613,0.002684427779505122,0.008089709365697247,0.0003337159699245845,0.012585338381010764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,69.0,0.0035794852759632604,0.0026062666781290966,7.87958707350811e-05,6.361488943272531e-05,0.00011096977053198843,3.7061006529507556e-05,0.0007062456955285274,7.169128716132739e-06,0.12129651583325218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,7.0,0.02196986934997783,0.0008407532169963238,0.00472988564683038,0.0010618136267430325,0.002688205723795768,0.00726933440829534,0.006701000345284927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,8.0,0.050494126658903744,0.00034294278429006366,8.368300379218108e-05,0.0025700559993553336,5.3234468163235296e-05,0.005440132276801851,0.004141454165143204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
