,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,10.0,5.342095,5.320887,5.3064933,5.2870827,5.2616353,5.2140317,5.1569443,5.071344,4.972815,4.863728,4.7419534,4.681569,4.691527,4.659027,4.586403,4.512916,4.4128094,4.563747,4.502539,4.5262494,4.5743117,4.5882006,4.5978713,4.5318184,4.4941626,4.48892,4.4775696,4.4844775,
1,12.0,4.868692,4.874776,4.8776846,4.8883634,4.883965,4.8850026,4.8883944,4.892121,4.8960724,4.8963275,4.899813,4.9032435,4.906755,4.9068046,4.908836,4.9139853,4.927039,4.9328923,4.9372635,4.941103,4.941771,5.0520864,5.1389427,5.188434,5.2592845,5.3122745,5.338249,5.3372536,
2,15.0,4.6841874,4.4069433,4.410396,4.374987,4.349932,4.314815,4.3213325,4.307944,4.308023,4.312589,4.300309,4.295513,4.286365,4.290819,4.293346,4.3031144,4.3108354,4.3159776,4.310288,4.314247,4.3545246,4.384374,4.3966823,5.0841618,5.0766835,5.069677,5.0666537,5.0891175,
3,16.0,5.1920905,5.1976914,5.202244,5.215323,5.230663,5.232244,5.21518,5.2220416,5.234118,5.2489944,5.262381,5.274592,5.276369,5.2703495,5.265759,5.2614064,5.25716,5.2548833,5.2667065,5.264275,5.2519875,5.2328506,5.2108207,5.194548,5.1937027,5.188811,5.1845775,5.1828065,
4,18.0,4.2894845,4.3060803,4.2873054,4.2940054,4.31379,4.284908,4.2726135,4.3179226,4.4912963,4.493605,4.3871403,4.393455,4.394827,4.388208,4.3962007,4.404452,4.42306,4.4474483,4.479407,4.4521465,4.2909274,4.286272,4.287033,4.2803597,4.275048,4.263957,4.2679024,4.2680435,
5,22.0,3.681784,3.6738732,3.643802,3.6379557,3.6385543,3.6389792,3.63921,3.63863,3.6379106,3.6374407,3.6370795,3.6367185,3.6363661,3.6359322,3.6355774,3.6352797,3.6347816,3.6343222,3.6340048,3.6341133,3.634086,3.6339939,3.6339312,3.6339066,3.6339455,3.633932,3.633766,3.633569,
6,26.0,5.5616994,5.561022,5.2951474,5.2952356,5.2955165,5.295795,5.2959194,5.29641,5.2968955,5.2973447,5.2978196,5.2982545,5.2986856,5.298596,5.2980704,5.297732,5.297472,5.2970953,5.2966695,5.295963,5.295255,5.2944813,5.2938056,5.293068,5.292433,5.2919507,5.291948,5.291943,
7,27.0,4.7814045,4.725923,4.663072,4.5919366,4.5766015,4.58023,4.583244,4.586903,4.59056,4.113715,4.1148834,4.1162033,4.1167593,4.1177907,4.1189437,4.1200156,4.1208673,4.121729,4.122207,4.123348,4.1231375,4.1229215,4.121312,4.119411,4.118277,4.1164203,4.1139245,4.1118937,
8,29.0,4.846037,4.8973703,4.986376,5.0909543,5.181214,5.2102885,5.2632747,5.3199105,5.36541,5.4067783,5.441382,5.4776387,5.494007,5.506916,5.491424,5.4745173,5.4565825,5.443895,5.431296,5.418012,5.8190956,5.805224,5.7931924,5.782425,5.7886944,5.79525,5.801681,5.822172,
9,31.0,5.2102656,5.2239075,5.239744,5.170013,5.037683,5.011418,5.0023007,4.9805245,4.9640822,4.937197,4.9141707,4.8326497,4.8294506,4.8231573,4.813864,4.812008,4.8158197,4.9046435,5.008594,5.0366287,5.0605874,5.0802155,5.095884,5.108206,5.1176143,5.124134,5.127935,5.1307764,
