,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,14.0,0.058833327,0.0605,0.06483333,0.06566666,0.066,0.06616666,0.057499997,0.055333328,0.045166664,0.045166664,0.041499995,0.039166667,0.039499998,0.036000002,0.03416666,0.031999998,0.031666663,0.030499997,0.027166665,0.024333331733942032,0.025166666135191917,0.023333333432674408,0.02383333258330822,0.023999998345971107,0.023166663944721222,0.024333331733942032,0.020666664466261864,0.0208333320915699,0.022999998182058334,0.023166663944721222,0.022499999031424522,0.02199999801814556,0.019999997690320015,0.020499998703598976,,,,,,,,,,
1,21.0,0.04133333,0.040499993,0.038999997,0.039166667,0.038,0.037666664,0.037666667,0.036,0.03,0.029000001,0.027833333,0.026666667,0.024666663,0.021833332,0.021166664,0.018,0.016499998,0.0165,0.019491525,,,,,,,,,,,,,,,,,,,,,,,,,
2,23.0,0.030833332,0.030166665,0.018333333,0.014166665,0.017666666,0.017833332,0.018,0.0175,0.0175,0.016666666,0.016333332,0.016333332,0.016499998,0.016999999,0.017166665,0.018499998,0.015499997,0.014499999,0.014499999,0.01433333195745945,0.014333332888782024,0.01433333195745945,0.014333332888782024,0.01433333195745945,0.014166665263473988,0.014499997720122337,0.01616666465997696,0.014499997720122337,0.014499998651444912,0.0146666644141078,0.014499998651444912,0.014499997720122337,0.014499997720122337,0.014499997720122337,,,,,,,,,,
3,25.0,0.034166668,0.036833335,0.038166665,0.033499997,0.039499998,0.04083333,0.044166666,0.04916667,0.049000002,0.05,0.05166667,0.048833333,0.045333333,0.042833332,0.042833332,0.0405,0.03483333,0.035166666,0.033666667,0.028333330526947975,0.02266666479408741,0.02133333310484886,0.019833330065011978,0.026333333924412727,0.02916666306555271,0.029500000178813934,0.027833331376314163,0.027833333238959312,0.027666663751006126,0.02749999798834324,0.025833331048488617,0.02616666629910469,0.025166666135191917,0.024500001221895218,,,,,,,,,,
4,34.0,0.02433333,0.023999998,0.025666663,0.025333332,0.026333332,0.029333333,0.027166665,0.02483333,0.026166668,0.027666666,0.031166665,0.035166666,0.037499998,0.042,0.043666665,0.0465,0.04383333,0.039333332,0.039166667,0.039666663855314255,0.04099999740719795,0.040333330631256104,0.04066665843129158,0.038499996066093445,0.036666665226221085,0.03166666254401207,0.027666663751006126,0.025499997660517693,0.025999998673796654,0.025833331048488617,0.025833332911133766,0.025999998673796654,0.022999998182058334,0.02199999801814556,,,,,,,,,,
5,39.0,0.018499998,0.023999998,0.036000002,0.040166665,0.04466666,0.053,0.05466666,0.055666666,0.055833332,0.056666665,0.058000002,0.058166664,0.058833335,0.054166663,0.045499995,0.041666664,0.040166665,0.03816666,0.038,0.03750000149011612,0.03683333471417427,0.04249999672174454,0.050333328545093536,0.05299999564886093,0.054499998688697815,0.05883333459496498,0.05533333495259285,0.05250000208616257,0.05533333122730255,0.04983333498239517,0.0508333295583725,0.052833329886198044,0.05366666242480278,0.047999992966651917,,,,,,,,,,
6,43.0,0.023833333,0.026166664,0.026833331,0.026666665,0.026666665,0.027166665,0.028166663,0.02833333,0.029333329,0.026833331,0.024166666,0.022333331,0.023666663,0.022333331,0.029833335,0.034333333,0.035,0.0345,0.032666665,0.03133333474397659,0.029666665941476822,0.029333332553505898,0.03033333271741867,0.029666665941476822,0.02783333510160446,0.02666666731238365,0.018666666001081467,0.013999998569488525,0.012833330780267715,0.012666665948927402,0.012833330780267715,0.012999998405575752,0.012833330780267715,0.012666664086282253,,,,,,,,,,
7,46.0,0.056999996,0.050166663,0.044999998,0.043999992,0.04033333,0.04033333,0.033833332,0.0335,0.032333333,0.0345,0.0315,0.0315,0.030666666,0.030499998,0.029666666,0.023333333,0.021666666,0.019666666,0.020833332,0.018833331763744354,0.018833331763744354,0.016833331435918808,0.014666665345430374,0.014999997802078724,0.015666665509343147,0.015833331272006035,0.016999999061226845,0.01733333244919777,0.019333330914378166,0.022833336144685745,0.02083333395421505,0.02083333395421505,0.020499998703598976,0.020000001415610313,,,,,,,,,,
8,51.0,0.050666668,0.050166663,0.05083333,0.052166663,0.0465,0.042,0.04033333,0.037999995,0.03633333,0.026999999,0.020666663,0.020166665,0.019666664,0.019666666,0.018833332,0.016999997,0.015666666,0.016166665,0.015666666,0.015833331272006035,0.015333331190049648,0.015333331190049648,0.01599999889731407,0.015833331272006035,0.01516666542738676,0.01516666542738676,0.014833331108093262,0.014499997720122337,0.013999998569488525,0.013666664250195026,0.014333331026136875,0.014499997720122337,0.014499997720122337,0.024666665121912956,0.028499998152256012,0.028999995440244675,0.033666666597127914,0.042666662484407425,0.04583333060145378,0.048499997705221176,0.05249999836087227,0.05299999937415123,0.05299999564886093,0.052833329886198044
9,57.0,0.029666662,0.031333335,0.034333333,0.0345,0.032666665,0.031666663,0.031666663,0.029499998,0.028833332,0.02733333,0.028833333,0.028666666,0.027833331,0.026666665,0.022499999,0.021166665,0.020999996,0.020833332,0.021166662,0.022499997168779373,0.022333331406116486,0.021833332255482674,0.03983332961797714,0.052166663110256195,0.058666665107011795,0.05999999865889549,0.05999999865889549,0.06016666442155838,0.06066666543483734,0.06083333119750023,0.05999999865889549,0.059333328157663345,0.06033333018422127,0.06083333119750023,0.0403333343565464,0.027666665613651276,0.021666666492819786,0.019499996677041054,0.01849999837577343,0.018166664987802505,0.016999999061226845,0.017166664823889732,0.016333332285284996,0.014999997802078724
