,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
10,71.0,0.030999998,0.030999998,0.033666663,0.036666665,0.033999998,0.033333335,0.033666667,0.031833332,0.032999996,0.027833331,0.024166666,0.028166668,0.032333333,0.032666665,0.030666666,0.026499998,0.025333334,0.024333334,0.024333332,0.026333332061767578,0.026333332061767578,0.028999997302889824,0.028999997302889824,0.02500000037252903,0.020666666328907013,0.02033333294093609,0.019499998539686203,0.019499998539686203,0.019499998539686203,0.019499998539686203,0.01716666668653488,0.014499997720122337,0.012666664086282253,0.009999998845160007,,,,,,,,,,
11,72.0,0.04033333,0.040333334,0.04083333,0.046166666,0.050499994,0.06183333,0.074,0.076666676,0.08083334,0.080666676,0.08216667,0.08466666,0.09200001,0.10766666,0.11883333,0.11399999,0.11016667,0.097166665,0.08483333,0.08349999785423279,0.08016668260097504,0.08350000530481339,0.08000000566244125,0.0768333300948143,0.06933332979679108,0.05366666615009308,0.041999999433755875,0.03933333605527878,0.04133332893252373,0.04566666856408119,0.04999999701976776,0.05283333361148834,0.05183333531022072,0.04766666516661644,0.04583333432674408,0.04149999842047691,0.040833327919244766,0.04366666078567505,0.0494999960064888,0.04899999871850014,0.046833332628011703,0.04650000110268593,0.04749999940395355,0.0429999977350235
12,77.0,0.049666665,0.04933333,0.050166667,0.044666667,0.043333333,0.046166662,0.041333333,0.032666665,0.027,0.027666664,0.028666666,0.029166665,0.029833334,0.030499998,0.030666668,0.034666665,0.03733333,0.033999998,0.036833335,0.040333326905965805,0.04233333095908165,0.041333332657814026,0.04050000011920929,0.03866666555404663,0.038999997079372406,0.03883333131670952,0.03566666319966316,0.03033333271741867,0.027333330363035202,0.02683333121240139,0.024166665971279144,0.021833332255482674,0.01666666381061077,0.01616666465997696,,,,,,,,,,
13,78.0,0.114999995,0.107666664,0.105000004,0.10433333,0.110666655,0.097166665,0.08433334,0.069333345,0.07216667,0.06816666,0.066,0.06516667,0.06649999,0.0645,0.061166666,0.061166663,0.059833333,0.083500005,0.11133333,0.12166667729616165,0.11183333396911621,0.10499999672174454,0.11516667157411575,0.12449999898672104,0.1288333386182785,0.13316667079925537,0.1368333250284195,0.1381666660308838,0.132999986410141,0.10816667973995209,0.08400000631809235,0.07333334535360336,0.07200000435113907,0.07200001180171967,,,,,,,,,,
14,79.0,0.027666666,0.0315,0.032166664,0.035666663,0.04216666,0.0435,0.049000002,0.047333334,0.047666665,0.047333334,0.049,0.053999998,0.048,0.043999996,0.04583333,0.042666666,0.036666665,0.03483333,0.028833333,0.02683333307504654,0.025999998673796654,0.028166664764285088,0.027666663751006126,0.02916666679084301,0.03283333405852318,0.04149999842047691,0.04116666316986084,0.04366666451096535,0.0429999977350235,0.0429999977350235,0.043166663497686386,0.04366666451096535,0.04416666552424431,0.041333332657814026,,,,,,,,,,
15,80.0,0.04866666,0.051499996,0.05449999,0.047833335,0.039666664,0.037166663,0.039333332,0.038,0.035,0.03516667,0.031499997,0.03466667,0.032166667,0.0325,0.027833331,0.0275,0.026833331,0.026999999,0.023999998,0.026499997824430466,0.026333332061767578,0.026499997824430466,0.025999998673796654,0.020999999716877937,0.030666666105389595,0.028999995440244675,0.02866666577756405,0.02916666492819786,0.030166665092110634,0.03266666457056999,0.03266666829586029,0.029666665941476822,0.029333332553505898,0.02916666679084301,,,,,,,,,,
16,82.0,0.064333335,0.06683334,0.059833333,0.05566667,0.052333333,0.05,0.047999997,0.051166665,0.055999998,0.054499995,0.055999998,0.0485,0.045499995,0.04433333,0.04683333,0.055333328,0.060499992,0.061333332,0.06016666,0.04999999701976776,0.04349999874830246,0.041999999433755875,0.044833336025476456,0.04500000178813934,0.044333335012197495,0.04383333399891853,0.04416666552424431,0.03750000149011612,0.035999998450279236,0.0351666659116745,0.032999999821186066,0.03199999779462814,0.030499998480081558,0.031333331018686295,,,,,,,,,,
17,83.0,0.031833332,0.030333333,0.031,0.029666664,0.023999996,0.022499999,0.020333331,0.019,0.017166667,0.015666666,0.014166665,0.013666664,0.015333331,0.01583333,0.014999998,0.014333331,0.014499998,0.014499998,0.014499998,0.014999998733401299,0.015333331190049648,0.016499998047947884,0.01783333159983158,0.018333332613110542,0.01783333159983158,0.017999999225139618,0.01783333159983158,0.016833333298563957,0.016333332285284996,0.017833329737186432,0.01849999837577343,0.01849999837577343,0.018333332613110542,0.019999999552965164,,,,,,,,,,
18,84.0,0.0325,0.032166664,0.031666663,0.031499997,0.031666663,0.022166666,0.021499999,0.021833332,0.027833333,0.030666666,0.032499995,0.043166663,0.044999998,0.045499995,0.045833334,0.045833334,0.046166662,0.046666663,0.046833333,0.04216666519641876,0.0338333323597908,0.030833331868052483,0.02916666679084301,0.018666664138436317,0.018666664138436317,0.018333332613110542,0.018333332613110542,0.017999999225139618,0.017500000074505806,0.017499996349215508,0.016833331435918808,0.01599999889731407,0.014999997802078724,0.0146666644141078,,,,,,,,,,
19,85.0,0.0445,0.040666666,0.03483333,0.03316666,0.032666665,0.027166665,0.023999998,0.02633333,0.026166666,0.030833334,0.030499998,0.03266667,0.032666665,0.03783333,0.04,0.04083333,0.039666664,0.040499996,0.0405,0.0351666659116745,0.03933333232998848,0.03616666793823242,0.03583333641290665,0.03433333337306976,0.03833333030343056,0.03633332997560501,0.035499997437000275,0.03399999812245369,0.0338333323597908,0.034166667610406876,0.034833330661058426,0.034833330661058426,0.03166666626930237,0.030166665092110634,,,,,,,,,,
20,87.0,0.019499997,0.019666664,0.020166665,0.018499998,0.015833331,0.015333331,0.015333331,0.014833332,0.013499999,0.016999999,0.016833333,0.02,0.025833333,0.026833331,0.026333332,0.025999999,0.028833332,0.028833332,0.028666666,0.03149999678134918,0.03683333098888397,0.04083333536982536,0.04083333536982536,0.03683333471417427,0.030833331868052483,0.029666665941476822,0.02983333356678486,0.02983333356678486,0.026666665449738503,0.02666666731238365,0.02666666731238365,0.02366666868329048,0.01833333447575569,0.010333331301808357,,,,,,,,,,
21,88.0,0.020333333,0.019666666,0.018333333,0.021499997,0.020166665,0.019166665,0.017833332,0.017166667,0.018166663,0.017666666,0.018,0.018166665,0.018333333,0.018166665,0.017166665,0.013666665,0.013999999,0.013999999,0.014499998,0.014499997720122337,0.013333331793546677,0.012333331629633904,0.011999998241662979,0.012166664004325867,0.011999997310340405,0.012166664935648441,0.012833330780267715,0.012666664086282253,0.012499998323619366,0.012499998323619366,0.011999998241662979,0.012333331629633904,0.012333331629633904,0.01316666416823864,,,,,,,,,,
22,89.0,0.06533333,0.065,0.06616666,0.06799999,0.0695,0.07283333,0.073333345,0.057333335,0.055833336,0.055499993,0.054833334,0.057499994,0.05733333,0.062499993,0.065000005,0.058666665,0.052666664,0.05433333,0.053999998,0.0559999942779541,0.04899999871850014,0.049166664481163025,0.052166663110256195,0.050833333283662796,0.051500000059604645,0.046833336353302,0.04283333197236061,0.044499997049570084,0.04766666144132614,0.04600000008940697,0.039666663855314255,0.03633333370089531,0.035999998450279236,0.034833330661058426,,,,,,,,,,
23,91.0,0.087166674,0.07866667,0.083500005,0.09300001,0.1,0.11,0.114,0.10783334,0.10683334,0.094833344,0.079166666,0.068833336,0.075166665,0.08233334,0.072833344,0.06333333,0.057000004,0.059333332,0.07266666,0.0754999965429306,0.08650000393390656,0.0885000079870224,0.10433332622051239,0.11749999970197678,0.10916667431592941,0.1081666648387909,0.11349999904632568,0.11950000375509262,0.12116668373346329,0.10966668277978897,0.09433332830667496,0.09733332693576813,0.09099999070167542,0.09700000286102295,,,,,,,,,,
24,92.0,0.05516667,0.060166664,0.06616666,0.06283333,0.069000006,0.06933333,0.07249999,0.07133334,0.07216668,0.07233334,0.06816668,0.06183333,0.047833327,0.046666663,0.040833335,0.0415,0.036000002,0.032499995,0.028666664,0.02916666679084301,0.03699999675154686,0.050166670233011246,0.05066666752099991,0.05549999698996544,0.05616666376590729,0.05766667053103447,0.06016666069626808,0.059333328157663345,0.0663333311676979,0.0651666671037674,0.061666663736104965,0.062166664749383926,0.053833331912755966,0.0429999977350235,,,,,,,,,,
25,93.0,0.03283333,0.032166664,0.0315,0.031666666,0.030499998,0.029166665,0.032666665,0.02733333,0.026333332,0.025666665,0.019666664,0.019499997,0.0225,0.022166666,0.022666665,0.023499997,0.024499996,0.024500001,0.021999998,0.0208333320915699,0.02083333395421505,0.021166665479540825,0.01966666616499424,0.018333332613110542,0.015666665509343147,0.01599999889731407,0.015499998815357685,0.014499997720122337,0.013499998487532139,0.013999996706843376,0.013666663318872452,0.012999997474253178,0.012666664086282253,0.012333331629633904,,,,,,,,,,
