,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,10.0,12.864517,9.482089,9.752151,9.596023,9.473401,9.216932,10.563226,14.635656,18.515419,14.494204,8.938692,9.07294,9.166684,9.186926,8.975106,8.727592,8.617907,8.960221,9.715689,9.070134,9.683691,8.722599,8.628942,8.571315,8.457636,8.7030525,8.722662,8.642276,8.620601,8.601109,8.670832,8.619225,8.840997,8.361736,8.409377,8.435458,8.434213,8.451838,
1,12.0,12.523793,10.51056,17.084162,24.117418,10.314464,10.9208,10.780005,10.996857,10.4767885,10.017894,11.575816,11.884564,11.519898,11.48952,10.998754,11.553007,11.166505,12.139912,10.8781805,12.065387,11.174644,11.111378,10.615424,11.87645,12.413697,11.592161,9.418921,10.189651,12.754179,12.508072,9.357834,9.363268,12.429199,12.626791,11.656642,12.126648,10.360363,9.532091,
2,15.0,6.508745,13.130051,10.7160845,8.335782,4.9478817,17.88893,5.8151956,5.8189464,8.54042,7.1561193,6.4168963,6.3500824,6.5226755,7.449371,12.477178,11.608685,15.365825,16.650513,14.466193,14.942973,9.618127,6.3172054,6.735858,6.6886916,6.3687987,6.9345565,7.176602,7.040233,6.9631505,6.937866,10.912481,16.78293,16.453154,15.751677,13.213275,5.9651423,6.4456124,9.043495,
3,16.0,9.262542,11.613804,11.057216,11.213036,9.711558,9.939738,9.648541,10.403512,9.766064,9.434437,9.472092,9.658248,9.697713,9.621711,9.747693,9.615619,12.444639,12.016861,10.887575,13.172145,9.804767,9.605778,9.719717,9.286464,9.242961,9.292907,9.463951,9.352319,10.841363,10.423263,9.728741,9.660951,9.405297,9.448167,9.479744,9.755037,9.818847,9.949209,
4,18.0,9.120198,8.018981,10.801123,10.346249,7.896124,7.762758,11.326566,11.965908,8.803419,8.862184,8.784197,8.854626,8.78509,8.797989,8.643759,8.877095,8.444363,8.451266,8.55933,8.601651,8.648016,8.719927,8.882663,8.882809,8.756241,8.694822,8.832113,8.66709,8.63551,8.637478,8.599513,8.750531,8.952253,7.8852406,7.96817,8.07683,8.165698,8.138427,
5,22.0,8.176051,8.212182,8.22277,11.068981,10.736937,10.028858,10.02063,10.004581,10.038013,9.994418,9.998376,9.979368,9.980625,9.979852,9.973033,9.973443,10.007267,9.97177,10.005784,9.943657,9.917378,9.910208,9.90693,9.908288,9.908288,9.906371,9.905825,9.901987,9.912128,9.901987,9.894335,9.901443,9.951894,9.899522,9.885842,9.897603,9.888297,9.893566,
6,26.0,10.305685,11.200987,10.57618,7.089948,6.6128573,6.620978,6.5558944,6.550963,6.5590124,6.640142,7.0356526,6.993818,7.0619636,7.073416,7.116156,7.0694313,6.779533,6.7985773,6.811517,6.841289,6.8327894,6.7997203,6.8465686,6.9063535,6.879564,6.9642587,7.051509,7.031168,6.9521537,6.9084544,6.9891677,6.889256,6.905009,6.951488,7.0112615,6.913519,6.906101,6.905564,
7,27.0,14.184695,11.950988,10.5190935,9.718421,11.1320305,9.964679,9.846091,9.942118,9.787375,9.7871685,10.390843,9.768698,9.732933,9.746688,9.725021,9.739533,9.763217,10.360341,9.876063,9.733965,9.733965,9.72154,9.751921,9.757817,10.974094,9.514827,9.547039,9.527654,9.653028,10.640022,9.576782,9.489925,9.6193905,9.5614805,9.534343,9.74914,9.476438,9.59451,
8,29.0,10.331621,11.949878,29.05566,12.707719,11.48678,12.042805,12.695681,10.683698,10.723924,10.391404,13.596343,12.342995,10.790604,11.9661,13.494165,10.984002,14.0540695,11.844172,12.215323,11.100797,10.997494,10.634543,11.25254,10.70639,12.883952,11.720008,11.191908,9.476074,9.553493,9.712339,10.348939,9.894107,12.178704,11.063232,9.659486,9.622331,9.697699,10.949903,
9,31.0,9.756094,13.377782,12.136901,10.167765,15.3976345,12.483775,10.580612,9.995462,10.2928095,10.038323,11.155473,10.459587,10.87554,11.327185,9.899756,12.046809,11.290946,9.625969,9.666145,10.235477,9.668405,9.670039,9.673935,12.5927725,15.344308,9.481049,9.611455,9.661657,9.56683,9.5738,12.183009,14.462958,16.47954,11.586573,12.279576,10.460252,10.090833,10.406258,
10,32.0,9.738851,9.878405,9.97695,10.253585,9.552942,9.654318,9.534129,9.493831,9.20955,9.625386,8.739673,13.156786,7.879294,7.8436437,7.8463407,7.86512,8.569362,8.602513,9.165543,8.602729,8.807059,8.6842985,8.598638,8.689137,8.679494,8.698738,8.726353,8.648017,8.764703,8.62828,8.647937,8.6224985,10.183753,8.983604,8.756603,164.63814,8.616665,8.64945,
11,33.0,13.160419,13.017856,26.507946,11.226251,10.675272,11.974511,11.623437,11.705319,27.293238,17.951729,19.287668,15.701264,9.723748,9.908103,10.628676,10.205761,10.752978,10.427102,10.913457,12.931636,10.927798,14.160133,8.958226,10.367015,11.529349,9.882131,11.135068,10.47755,10.3938,10.212281,9.757009,12.139806,12.004801,159.90376,8.680463,14.965821,13.101106,10.283519,
12,35.0,15.759235,14.521429,16.956402,9.26184,8.507374,8.811484,10.343542,10.136272,9.696556,9.252849,9.33739,10.62785,11.572187,6.2390747,5.8653603,5.781936,6.5910296,7.751192,5.887238,5.4831543,5.498178,5.626247,5.582194,6.059665,5.789596,5.579478,5.583726,5.8753552,5.9360824,6.3731565,6.0674615,5.8895245,5.899479,5.8895245,5.9084764,5.8100963,5.8382845,5.7850304,
13,4.0,178.18735,9.669224,9.630536,9.6388035,9.66833,9.789214,10.130026,10.21564,9.60747,9.639244,10.189813,9.732749,9.666423,9.6044035,9.58923,9.598648,9.62279,9.663629,9.826699,9.7726965,9.753038,9.717248,9.623434,9.996397,9.950098,9.839559,9.764234,9.686675,9.541061,9.546862,9.641097,9.686614,9.666894,9.697926,9.575217,10.022749,109.13161,9.565762,8.972785949707031
14,42.0,11.540325,11.162679,18.085644,9.982924,9.562202,9.588653,11.9760685,11.185248,8.398674,8.405159,8.399715,8.427148,8.414044,8.381645,8.5445795,8.362291,139.41809,8.368211,8.376229,8.3757305,8.461285,8.3839245,8.376229,8.377299,8.381183,8.395804,8.387926,8.398435,9.318448,11.301729,8.162356,8.195689,8.22515,8.204275,8.194541,8.194896,11.504871,14.729004,
15,45.0,8.618311,7.7695374,7.8265686,7.73237,7.834493,8.178136,7.8011446,7.8224425,7.9843497,7.880763,7.8670907,7.8663225,7.908762,7.938703,7.9341445,7.9010334,7.9218373,7.895006,7.9254727,7.8903804,7.985739,7.923186,8.37228,8.041962,7.425061,7.420739,7.47996,7.429993,7.466279,7.428907,7.424189,7.466434,7.4093704,7.402354,7.4418473,7.455224,7.443467,7.424666,
16,47.0,10.411124,11.085943,10.309466,10.054123,10.157055,10.32389,10.417457,13.852663,12.046899,9.694876,9.971881,10.086111,9.622844,15.034523,11.004038,15.948026,10.023769,11.704539,11.018511,14.910308,9.813404,9.825845,9.844242,9.618526,9.799645,9.771781,10.144867,9.635481,9.726038,10.460427,10.25525,9.794303,10.454099,9.804189,9.780116,10.321894,10.486115,9.598622,
17,48.0,11.610798,8.375682,9.874404,8.320319,8.32239,8.338803,8.387627,8.293438,8.319858,8.338803,8.346505,8.387588,8.362343,8.369391,8.371432,8.43395,8.397949,8.417841,8.419942,8.418814,8.432967,8.430571,8.4340925,8.450453,8.446922,8.449335,8.48191,8.636067,9.074307,8.642806,8.724301,8.684452,8.705306,8.640711,8.6708355,8.686113,8.667202,8.699415,
18,49.0,9.465273,9.421881,16.38224,9.920738,9.223151,9.323003,11.118105,11.272988,9.135449,9.201854,9.345415,9.457725,9.123959,9.125157,9.129051,9.276317,9.3861265,9.383361,9.320037,9.419863,9.228097,9.400728,9.202224,9.34261,9.481437,9.322646,9.111101,9.109788,9.109131,9.107069,9.124897,9.104511,9.099073,9.0955305,9.076049,9.213131,9.107389,9.515515,
19,54.0,3.2559323,3.215657,3.1657126,3.7708793,3.5568907,7.9310236,7.6258817,9.102051,8.626831,6.4937105,10.141881,6.2353835,6.271458,6.321264,6.328996,6.399042,6.439007,6.490904,6.498709,6.500245,6.5173845,6.581837,6.5888705,6.7156734,6.728103,6.5539002,6.5337453,6.6817813,6.769672,6.9319677,6.82681,6.961138,6.9938703,6.9775143,7.0505376,7.0113664,7.089698,7.0460024,
20,55.0,5.892488,6.1368556,11.7007475,5.2069626,10.1696205,8.271193,5.948719,9.997721,12.262377,5.2397547,6.521262,4.179154,4.388969,4.3190985,4.302305,8.479345,7.16952,4.770328,6.8226414,4.9068856,4.848216,4.882445,11.891753,8.700171,5.2852263,4.9627976,10.495388,5.2244725,7.082962,5.3306727,5.25569,10.584961,10.000319,5.895192,6.180535,6.211144,7.0438294,10.924764,
21,6.0,9.733125,10.503995,9.791989,10.958012,9.7234955,9.890028,9.979248,10.312332,9.8335705,9.651893,9.7389965,10.54173,6.317539,6.228652,6.022187,8.585016,7.3892393,4.6547937,4.6789775,4.3021216,4.7398076,8.266642,10.034663,6.7270513,5.7985606,6.014095,6.1945305,6.5750933,6.3103004,5.5594373,5.756121,6.1779203,6.773336,6.4128113,6.39097,7.329599,5.9968414,7.1921535,
22,66.0,9.117557,9.089133,14.233479,9.596815,9.382081,9.26249,10.549034,9.032962,15.308923,11.3583765,10.738021,9.667259,9.430994,9.429349,9.602656,9.797563,9.751728,9.744408,9.782339,9.5183735,9.529131,9.522902,9.520283,9.307664,9.290734,10.586013,9.824657,9.549629,9.443029,9.476863,9.589362,9.667724,9.730825,9.740756,9.541798,9.65076,9.716967,9.538018,
23,69.0,8.382048,8.377004,7.793991,7.5033526,8.343951,18.045214,7.279508,7.0672936,7.1224427,7.048821,9.127976,12.778303,12.377792,10.089129,8.748504,9.263944,7.267548,7.5309453,7.3708944,7.3848,10.663605,9.279711,8.543973,7.4850993,7.510232,10.749127,6.682013,6.7149296,6.601659,6.78968,8.604794,9.469103,27.268854,13.521369,11.18441,9.95882,10.9088545,11.483471,
24,7.0,13.579043,10.184483,9.683156,9.677817,9.677282,10.325193,9.693779,9.709761,9.681035,9.663113,9.668623,9.668072,9.676936,9.681233,9.676874,9.676651,9.737635,9.665415,9.665008,9.665211,9.665008,112.083984,9.669002,9.669391,9.673783,9.669002,9.823305,9.642807,9.517619,9.666264,9.662757,9.67138,9.677082,9.664026,9.663706,9.663386,9.663386,9.664026,9.67739486694336
25,8.0,9.752712,10.062864,11.643342,9.545084,9.346126,9.65874,9.288904,20.85913,11.114024,9.613837,9.638432,9.962905,9.531864,9.580625,9.4733925,9.185606,9.428317,9.4024315,10.50546,9.666406,9.671927,9.350095,9.281486,10.057284,10.995291,13.568099,9.895084,10.547771,9.740972,9.564632,9.751046,9.702472,9.598591,9.590354,9.68382,9.940994,9.694099,9.690461,
