,0,1,2,3,4,5,6,7,8,9
0,14.0,14589291.965099648,18590589.44079376,12626349.05465179,6464442.144333518,4985046.265028919,8667879.037480235,1625437.254035065,,
1,21.0,16543281.136665968,2956086.9123035762,1989941.572580205,2319984.1218188014,,,,,
2,23.0,770915.3775566177,2573777.1808176497,438955.89665190247,582061.480359557,557234.4040621014,445391.85812032013,1478992.5418462884,,
3,25.0,5017056.155253634,3592430.0306973765,3511760.6521891486,4563273.383078741,4817115.213759318,3595527.0568711106,2033954.8020129506,,
4,34.0,329778.792674302,245063.3645457392,419324.6925629424,423014.19081849675,1897721.703109997,435715.00653033116,1128178.8533189709,,
5,39.0,4492874.034709983,9125630.549994435,9322688.544092964,4920226.560403388,9276066.977231998,10868416.834082719,2353054.478720904,,
6,43.0,60392299.204420686,65521129.487087436,17573525.83151733,18343158.08334791,2220190.0100113824,2797699.2535717716,912821.1085448493,,
7,46.0,3951773.223196092,4147315.361059658,3832581.7563361498,2628028.994932988,1499933.3823173796,2226233.3830673546,4442221.350678785,,
8,51.0,142399368.71606702,90058335.03869028,23248824.94570712,3953158.3635603175,7083979.351018261,5638029.775728343,4775340.700466032,8363197.923369798,3079821.680647326
9,57.0,5567488.627542486,6385946.776050162,7330332.342991373,9033106.336606637,15169235.200397242,16565143.754551463,9035083.712166358,2122366.9834307493,517765.581982412
10,71.0,14216324.040361587,21425993.2448655,14124857.238000093,14577021.142211048,11218235.206152234,5241125.917207246,1014288.5993227544,,
11,72.0,11328138.41512546,10380863.981403187,90094784.39614658,129938402.19245747,561121974.7066661,511148197.3608158,44348822.45490387,9087534.009608433,2390606.31166643
12,77.0,1097690.1133031282,3010457.799578727,1084600.1158009288,1445079.815813814,1861502.0748948692,1955392.986534303,898800.6048170181,,
13,78.0,58056808.069775194,1150948444.3295798,1154416967.794355,6540234.179036385,11590922.346421009,1087859206.2983994,819795221.2355311,,
14,79.0,1670800.1283625388,4642443.9648864325,4255266.012632392,1823565.536631132,2266694.642657938,3474473.8484640103,1746488.9735942676,,
15,80.0,6954194.578028712,4701645.147957131,5017931.87511687,1622369.6548110908,3952623.3715239284,2143189.3979619634,4020038.353607479,,
16,82.0,4560347.391517276,6564237.585246655,6393341.981050824,7194357.887242471,8572773.993639726,5602954.924573133,3241411.1324615916,,
17,83.0,7722416.003365296,4396176.553257038,3045427.863034935,3309679.8843423026,2637768.086911533,13413993.806862216,9550698.062698884,,
18,84.0,1515831440.4055882,179987205.52012935,461251788.2540176,468329263.12725854,26984914.417365626,8676444.935053162,3110127.950014893,,
19,85.0,977090.0487531624,756896.2162609173,1387346.5742116664,1447041.7749331084,945522.2901979906,503928.6874771304,278944.8040859793,,
20,87.0,36806704.57256803,15954944.346370492,13880089.147092208,10397114.170906827,12532756.388747567,11854194.692625042,2060980.3105243281,,
21,88.0,1067806499.5046871,118276150.80203581,83335530.56612208,31075040.55423446,3742772.2897640383,5863844.426715067,3851623.108065618,,
22,89.0,317376316.14299667,85856350.71992332,22596543.031540997,5592093.417877667,19525158.79476343,43008672.842905104,19728548.83178623,,
23,91.0,2063086.4518543957,3061195.326236586,2048977.287078824,5389311.3097019065,4378541.504541912,12001948.762252644,15289511.79823758,,
24,92.0,538437.5891448979,1071244.2411167878,2339469.548079172,1966627.5705656842,32497217.620576583,33927999.29210539,1475810.6403008786,,
25,93.0,1806404.758071151,1067394.0694313748,230696.76839760997,466086.68324852025,2016026.7327007242,1586102.0565617369,983720.1680944824,,
