,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0,14.0,0.017333332,0.012333332,0.012666664,0.0129999975,0.013166665,0.012833331,0.012666666,0.012999998,0.013166665,0.013833331,0.013999998,0.013833332,0.013833332,0.013999999,0.013666664,0.0134999985,0.013333333,0.012999998,0.012666664,0.012166665,0.011833332,0.011499997,0.011833331,0.011833332,0.011833332,0.012666666,0.013166665,0.012999998,0.013333332,0.013499999,0.013666665,0.013666664,0.014333333,0.016499998,0.016666664,,,,,,,,,,,
1,21.0,0.021999998,0.02283333,0.023333332,0.02433333,0.023666663,0.021499997,0.021666666,0.021499997,0.021999996,0.020999998,0.021166662,0.020999996,0.021499997,0.023999998,0.024166666,0.022999998,0.022166666,0.022499999,0.023666663,0.02283333,0.023833333,0.023333332,0.02283333,0.022999998,0.022999998,0.020666663,0.020499997,0.02183333,0.022999998,0.023666663,0.021666666,0.023,0.0205,0.020166665,0.022666665,,,,,,,,,,,
2,23.0,0.019999998,0.020166663,0.020499997,0.019499997,0.018999998,0.019166665,0.019166665,0.019499997,0.01933333,0.019499997,0.019666664,0.020166663,0.020166663,0.020166663,0.019999998,0.01983333,0.019666664,0.019666664,0.019499997,0.01983333,0.019666664,0.01933333,0.018833332,0.017833332,0.016999999,0.016666664,0.016166665,0.016166665,0.016166665,0.015333331,0.014666664,0.013666665,0.0134999985,0.013166664,0.012833331,,,,,,,,,,,
3,25.0,0.012166665,0.012166665,0.012333332,0.012333332,0.011833332,0.012999999,0.0129999975,0.012166665,0.011999998,0.011999998,0.012833332,0.012499998,0.012333332,0.012666664,0.012499998,0.012499998,0.012499998,0.011333332,0.011499999,0.011833332,0.011666666,0.012999998,0.012166666,0.012166665,0.01933333,0.020166665,0.020666664,0.020666664,0.021333331,0.022166666,0.021999998,0.022499999,0.022666665,0.021333333,0.021333333,,,,,,,,,,,
4,34.0,0.020999996,0.021999996,0.023499997,0.025999999,0.02733333,0.027166665,0.025333332,0.02433333,0.024166664,0.024166664,0.023666663,0.023333332,0.022666665,0.022166664,0.021499997,0.020166663,0.019666664,0.019499997,0.01933333,0.01933333,0.019499997,0.01983333,0.02033333,0.02083333,0.020999996,0.020999996,0.02083333,0.02083333,0.02033333,0.020166663,0.022499997,0.023499997,0.02383333,0.023666663,0.023999996,0.02383333072066307,0.023666663095355034,0.02383333258330822,0.023999996483325958,0.02333333157002926,0.023666663095355034,0.023666663095355034,0.02149999886751175,0.021166663616895676,0.020499996840953827,0.021228067576885223
5,39.0,0.020166663,0.02083333,0.021333331,0.020666663,0.01983333,0.019499997,0.019166665,0.018499998,0.018333333,0.017833332,0.017333332,0.01733333,0.016999997,0.016333332,0.015666666,0.01533333,0.014999998,0.0151666645,0.01533333,0.015666666,0.0151666645,0.014999999,0.015166665,0.014833331,0.0151666645,0.01533333,0.015333331,0.0151666645,0.0151666645,0.015999999,0.015833331,0.015833331,0.018166665,0.018999998,0.019166665,0.019499996677041054,0.019166667014360428,0.018833331763744354,0.01849999837577343,0.018833331763744354,0.01849999837577343,0.017666665837168694,0.017166664823889732,0.016499998047947884,0.014499997720122337,
6,43.0,0.020499999,0.020333331,0.018166665,0.017833332,0.018499998,0.0175,0.016166665,0.01583333,0.016666664,0.016999997,0.016333332,0.01633333,0.016666664,0.016833331,0.017499996,0.017499996,0.017499996,0.017666666,0.018333333,0.018499998,0.018333333,0.018333333,0.018666664,0.018666664,0.018833332,0.018666664,0.018499998,0.018,0.017833332,0.0175,0.018166665,0.018833332,0.020499997,0.020333331,0.02083333,,,,,,,,,,,
7,46.0,0.014333332,0.013499999,0.013666665,0.011833331,0.011499998,0.0113333315,0.0113333315,0.010999998,0.010999997,0.010333331,0.010166665,0.010333331,0.013333333,0.013666664,0.013833332,0.013833332,0.013833332,0.013833332,0.013833332,0.013833332,0.013833332,0.013833332,0.013833332,0.013666665,0.010666665,0.010333331,0.009999999,0.009999999,0.009833332,0.009833332,0.009833332,0.009833332,0.009833332,0.009833332,0.009833332,,,,,,,,,,,
8,51.0,0.020166665,0.02083333,0.021333331,0.02383333,0.024499996,0.02033333,0.019666664,0.021666665,0.023166664,0.022999998,0.022999998,0.024166664,0.02633333,0.02833333,0.028499996,0.026999999,0.027666664,0.02733333,0.025999997,0.023499997,0.021499999,0.020833334,0.020333331,0.018999998,0.016499998,0.014166665,0.013499997,0.013166665,0.011833332,0.011999998,0.011999998,0.012333332,0.013166664,0.015999999,0.018666664,0.01966666430234909,0.020499996840953827,0.021166661754250526,0.022833330556750298,0.022999998182058334,0.02383333072066307,0.024666663259267807,0.02566666342318058,0.02616666443645954,0.02983332797884941,0.02799999713897705
9,57.0,0.024333332,0.023833333,0.02283333,0.019999998,0.018,0.018,0.019166665,0.019666664,0.019999998,0.019499997,0.01933333,0.019499997,0.01983333,0.020166663,0.020499999,0.020499997,0.021999996,0.02283333,0.022333331,0.021499997,0.021333333,0.021999996,0.025166666,0.024999997,0.023999998,0.023333332,0.022666665,0.021833332,0.020166665,0.01983333,0.018999998,0.019499997,0.02433333,0.02583333,0.022999998,0.023166663944721222,0.023666666820645332,0.024333329871296883,0.024833330884575844,0.02566666528582573,0.025999998673796654,0.02566666342318058,0.027666665613651276,0.02799999713897705,0.02333333157002926,0.021607141941785812
10,71.0,0.013333333,0.013333332,0.013833332,0.013833332,0.013833332,0.013499999,0.010499999,0.010499998,0.010499998,0.010499998,0.010499998,0.010499998,0.010499998,0.010499998,0.009999999,0.009999999,0.009999999,0.009999999,0.009833332,0.009833332,0.009833332,0.009833332,0.009833332,0.009833332,0.009833332,0.009833332,0.009833332,0.009833332,0.009833332,0.009833332,0.009999999,0.009999999,0.010333331,0.010333331,0.010333331,0.01049999799579382,0.010499998927116394,0.01049999799579382,0.01049999799579382,0.01049999799579382,0.010666664689779282,0.010666664689779282,0.010666664689779282,0.010666664689779282,0.010333331301808357,
11,72.0,0.010833331,0.010666665,0.010666665,0.010666665,0.010666666,0.010833331,0.010666665,0.010666665,0.010666665,0.010666665,0.010499998,0.010499998,0.010499998,0.010333331,0.010666665,0.010666665,0.010999997,0.010833331,0.010833332,0.010666666,0.010833332,0.010999998,0.010999997,0.011166665,0.011166665,0.011166665,0.010833332,0.010833331,0.010499998,0.010499998,0.010499998,0.010499998,0.010333331,0.010166665,0.010166665,,,,,,,,,,,
12,77.0,0.033666667,0.033333335,0.030833332,0.031333335,0.030499998,0.03,0.023166666,0.024166666,0.023666663,0.021499999,0.0235,0.024999997,0.025999999,0.027666664,0.026666665,0.026999999,0.025999999,0.026333332,0.029333333,0.026666665,0.026499998,0.031666674,0.031166665,0.029333333,0.030333333,0.031999998,0.032999996,0.03483333,0.0435,0.046666667,0.04433333,0.046666663,0.045999996,0.042333327,0.04033333,,,,,,,,,,,
13,78.0,0.03666667,0.03733333,0.038,0.037499998,0.02933333,0.023333332,0.021666666,0.022499999,0.021166664,0.021999998,0.020666663,0.020833332,0.020333331,0.019166665,0.018833332,0.018666664,0.018333333,0.02033333,0.02083333,0.018999998,0.018499998,0.016833333,0.019166665,0.019666664,0.022666663,0.026499998,0.026499998,0.027666664,0.027833333,0.025833333,0.025666665,0.0255,0.025666665,0.026499998,0.025833333,,,,,,,,,,,
14,79.0,0.023666663,0.0285,0.036666665,0.039333332,0.035000004,0.034333333,0.03483333,0.034666665,0.034166668,0.032666665,0.03233333,0.032499995,0.0325,0.029166663,0.025166664,0.02283333,0.027833333,0.032,0.035499997,0.038999997,0.042666662,0.04533333,0.04983333,0.051999997,0.054499995,0.058833327,0.055,0.05783333,0.052333333,0.0475,0.04433333,0.064333335,0.07183334,0.07716666,0.07350001,,,,,,,,,,,
15,80.0,0.026833331,0.026166666,0.025666665,0.023499997,0.02383333,0.023666667,0.023999996,0.024833329,0.023499997,0.021,0.019666668,0.018,0.017666666,0.020166663,0.022166664,0.021999996,0.02233333,0.023333332,0.022999998,0.021999998,0.022499999,0.023666663,0.024833329,0.026333332,0.028166663,0.028166665,0.027499998,0.025999999,0.025,0.023166668,0.024166668,0.0235,0.022499999,0.021333333,0.020166667,,,,,,,,,,,
16,82.0,0.024333332,0.025499998,0.025999997,0.027999997,0.018166665,0.017333332,0.018666664,0.018833332,0.018999998,0.01983333,0.019833332,0.02033333,0.020333333,0.021166665,0.020499997,0.018333333,0.016833331,0.017833332,0.017499996,0.017999997,0.0175,0.016833331,0.016999999,0.017333332,0.018166665,0.016333332,0.016499998,0.016999997,0.018166665,0.017666666,0.016833331,0.016333332,0.016666664,0.016333332,0.016666664,0.016333332285284996,0.015833331272006035,0.015499998815357685,0.015333333052694798,0.015333331190049648,0.015833331272006035,0.015333333052694798,0.01599999889731407,0.015833331272006035,0.015333331190049648,0.015084745362401009
17,83.0,0.019833332,0.020833332,0.02033333,0.021166662,0.020666664,0.022499997,0.023666663,0.024499996,0.025166664,0.025499998,0.02733333,0.029833334,0.031166665,0.03,0.029499996,0.028666666,0.027666664,0.028499996,0.028499998,0.028166663,0.02733333,0.02833333,0.028999995,0.026666665,0.025999997,0.025666663,0.025499996,0.025333328,0.024999997,0.023666663,0.024833329,0.025333332,0.025333332,0.025666663,0.023666663,,,,,,,,,,,
18,84.0,0.014166665,0.013833331,0.014999997,0.015333331,0.0151666645,0.015833331,0.016333332,0.016833331,0.017166667,0.017499996,0.018333333,0.018833332,0.019999998,0.020666663,0.020166663,0.02033333,0.021166664,0.02133333,0.021166665,0.02083333,0.020999998,0.02133333,0.021166662,0.020999996,0.019499997,0.020666663,0.019999998,0.021333331,0.020666664,0.02,0.020166663,0.02033333,0.019999998,0.019499997,0.01933333,,,,,,,,,,,
19,85.0,0.023833334,0.023833334,0.023833334,0.0195,0.018666664,0.016999997,0.016166665,0.014833332,0.011333332,0.011166665,0.011499998,0.011666665,0.012166665,0.012833331,0.012999998,0.013166666,0.012999998,0.013333333,0.013999998,0.014499999,0.014499998,0.014499998,0.014333332,0.013999999,0.013499999,0.012833331,0.014833331,0.018999998,0.019499999,0.019166667,0.018333333,0.0175,0.0175,0.017833332,0.017666666,,,,,,,,,,,
20,87.0,0.027,0.027,0.02383333,0.015999999,0.016166665,0.013999998,0.014666664,0.014833332,0.015499997,0.015666666,0.015999997,0.016499998,0.016499998,0.016333332,0.016166665,0.015666666,0.015666666,0.015499998,0.014333332,0.014833332,0.013999999,0.013666665,0.013499999,0.012833331,0.012666666,0.012833332,0.013166664,0.02183333,0.021833332,0.021999998,0.022499999,0.021666665,0.021333333,0.021166664,0.021666666,,,,,,,,,,,
21,88.0,0.0175,0.019,0.016666664,0.015999999,0.015999999,0.015999999,0.015999999,0.015999999,0.015833331,0.015833331,0.015833333,0.015833333,0.015833333,0.010666666,0.010166665,0.010333331,0.010333331,0.010333331,0.010333331,0.010333331,0.010333331,0.010333331,0.010333331,0.010333331,0.010166665,0.011999999,0.014666664,0.0151666645,0.015333333,0.015833331,0.016333332,0.016999999,0.016999997,0.017333332,0.017333332,,,,,,,,,,,
22,89.0,0.016833333,0.016999999,0.016833333,0.016833333,0.016833331,0.016833333,0.013666665,0.011166666,0.0113333315,0.012166665,0.012166665,0.010499998,0.010166665,0.009833332,0.011499999,0.020833332,0.023166664,0.023166664,0.025499998,0.0255,0.025333334,0.02833333,0.029666666,0.030333335,0.030666666,0.030833332,0.029166667,0.019833332,0.0175,0.0175,0.015166665,0.018833334,0.020499999,0.018333333,0.017333332,,,,,,,,,,,
23,91.0,0.08216667,0.076833345,0.0655,0.063666664,0.061333332,0.042833332,0.030333333,0.018499998,0.017999997,0.017833332,0.0175,0.017166667,0.017999997,0.018499998,0.015,0.014166665,0.014666664,0.014833331,0.014833332,0.014999999,0.014499998,0.025,0.026499998,0.026999999,0.037666664,0.038,0.03816666,0.03833333,0.037999995,0.040000003,0.044666663,0.058333334,0.074833326,0.06616666,0.06916666,,,,,,,,,,,
24,92.0,0.022333331,0.023166664,0.024166664,0.023666663,0.024666663,0.022333331,0.020166663,0.019999998,0.021499997,0.020666663,0.019499997,0.018499998,0.019499999,0.01933333,0.01933333,0.019666664,0.019666664,0.020166663,0.022666663,0.022666665,0.020833332,0.020999998,0.021499999,0.021999998,0.02283333,0.025833335,0.025166664,0.023999998,0.023,0.021999998,0.018999998,0.018499998,0.018666664,0.018499998,0.018,,,,,,,,,,,
25,93.0,0.02183333,0.02183333,0.022333331,0.023666663,0.022666663,0.023166664,0.02383333,0.02383333,0.024666663,0.023166664,0.02283333,0.027833333,0.028999995,0.02933333,0.02933333,0.028666666,0.028833332,0.02983333,0.029999997,0.029499996,0.029666666,0.031166665,0.03983333,0.03733333,0.045166664,0.047833327,0.047999997,0.050666668,0.050999995,0.050166663,0.049000002,0.0565,0.058999997,0.05833333,0.05033333,,,,,,,,,,,
