,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,14.0,5.2833333,2.1166666,-0.71666664,-0.6166667,-1.6333333,-2.7,-3.2666667,-2.5166667,-2.7833333,-4.516667,-4.85,-4.9,-5.0,-5.0666666,-5.4166665,-7.8333335,-8.55,-8.983334,-9.483334,-11.216666,-11.983334,-12.033334,-12.1,-12.3,-12.45,-12.533334,-12.6,-12.660714
1,21.0,-23.533333,-24.0,-24.166666,-24.3,-24.466667,-24.6,-24.683332,-24.683332,-24.683332,-24.683332,-24.85,-24.95,-24.9,-24.916666,-24.916666,-24.916666,-24.9,-24.816668,-24.85,-25.033333,-25.216667,-25.383333,-25.4,-25.483334,-25.666666,-25.683332,-25.533333,-25.482143
2,23.0,-33.416668,-33.533333,-33.7,-33.8,-33.95,-34.05,-34.2,-34.366665,-34.533333,-34.533333,-34.333332,-34.166668,-34.1,-34.0,-33.833332,-33.733334,-33.583332,-33.483334,-33.333332,-33.216667,-33.133335,-33.033333,-33.166668,-33.2,-33.233334,-33.233334,-33.233334,-33.25
3,25.0,-17.15,-17.7,-17.733334,-17.816668,-18.283333,-19.25,-19.55,-19.733334,-19.85,-19.366667,-18.983334,-18.65,-18.3,-17.983334,-17.65,-17.35,-16.666666,-15.516666,-14.966666,-14.533334,-14.15,-14.333333,-14.383333,-14.3,-14.233334,-14.166667,-14.116667,-14.053572
4,34.0,-27.116667,-27.333334,-28.033333,-29.216667,-30.3,-30.616667,-30.833334,-31.133333,-31.4,-31.766666,-31.983334,-32.2,-32.65,-33.016666,-33.15,-33.016666,-32.783333,-32.516666,-32.483334,-32.5,-32.483334,-32.366665,-32.383335,-32.25,-31.966667,-31.616667,-31.35,-31.464285
5,39.0,-14.916667,-14.95,-15.05,-15.183333,-15.633333,-15.8,-15.966666,-16.133333,-16.3,-16.416666,-16.533333,-16.65,-16.8,-16.966667,-17.033333,-16.95,-16.983334,-17.066668,-17.15,-17.233334,-17.316668,-17.45,-17.583334,-17.733334,-17.8,-17.85,-17.866667,-17.946428
6,43.0,-24.533333,-25.2,-25.833334,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0
7,46.0,-10.633333,-13.533334,-14.4,-14.883333,-15.316667,-15.6,-14.8,-12.783334,-11.45,-10.733334,-10.716666,-10.933333,-10.783334,-10.816667,-10.8,-10.8,-10.766666,-10.733334,-11.783334,-14.016666,-15.566667,-16.466667,-16.666666,-16.666666,-16.9,-16.983334,-16.966667,-16.857143
8,51.0,-35.283333,-36.016666,-36.733334,-36.733334,-36.733334,-36.733334,-36.733334,-36.733334,-36.733334,-36.733334,-36.783333,-36.9,-37.016666,-37.116665,-37.216667,-37.4,-37.55,-37.65,-37.7,-37.75,-37.75,-37.75,-37.75,-37.716667,-37.683334,-37.6,-37.5,-37.392857
9,57.0,-30.216667,-31.516666,-32.433334,-33.516666,-34.6,-35.616665,-36.483334,-37.016666,-37.35,-37.95,-38.433334,-38.866665,-38.883335,-38.883335,-38.9,-39.05,-39.883335,-41.116665,-42.383335,-43.416668,-40.45,-36.133335,-35.333332,-35.3,-35.35,-35.433334,-35.533333,-35.142857
