,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,14.0,5.2604427,5.2560086,5.253946,5.2549496,5.267998,5.2797356,5.292309,5.30352,5.314141,5.3217707,5.3298807,5.3375626,5.3439584,5.3504186,5.3552012,5.358684,5.3541203,5.3769507,5.392481,5.409632,5.418308,5.4226336
1,21.0,5.3563614,5.344916,5.3455772,5.3473663,5.317387,5.2878556,5.272754,4.895693,4.8713384,4.860755,4.832428,4.853132,4.876549,4.875538,4.8604913,4.8500857,4.878472,4.8993344,4.9012046,4.8968015,4.8937974,4.8918233
2,23.0,4.8786163,4.8784933,4.8781676,4.879663,4.883104,4.8866887,4.8900566,4.8934016,4.896943,4.9002843,4.9037075,4.907084,4.910322,4.9133563,4.9164376,4.9178886,4.9175496,4.9172425,4.9172254,4.9172015,4.9169784,4.916907
3,25.0,4.986798,4.9986506,5.010075,5.021017,5.032003,5.0371375,5.033303,5.0250473,5.023989,5.0212436,5.01967,5.017605,5.014702,5.0127006,5.0105534,5.0081763,5.005291,5.002216,4.9993663,5.009766,5.0089545,5.0061855
4,34.0,5.274132,5.264398,5.258534,5.2567725,5.257218,5.25832,5.2610955,5.264251,5.2722316,5.286679,5.2993674,5.3118567,5.324448,5.3365917,5.3450584,5.34967,5.3516917,5.353283,5.3535686,5.3534718,5.352165,5.3512216
5,39.0,4.090656,4.0892053,4.087793,4.08561,4.0858245,4.0910125,4.0958896,4.1008997,4.0999565,4.0995903,4.1030736,4.106627,4.1106906,4.113046,4.114948,4.1172853,4.121107,4.1291986,4.1370263,4.143328,4.151886,4.158349
6,43.0,4.9619555,4.9547,4.9520965,4.9354606,4.920027,4.906124,4.893952,4.889294,4.881226,4.8610826,4.8567996,4.843221,4.840524,4.8381467,4.824781,4.828462,4.8320794,4.848048,4.8506966,4.8511043,5.586496,5.6179276
7,46.0,5.5589194,5.552962,5.545302,5.5342813,5.5283256,5.5375237,5.541031,5.542307,5.5447383,5.544146,5.5472074,5.555406,5.5531616,5.5472274,5.542473,5.542022,5.5426,5.5431447,5.5437284,5.54303,5.5438895,5.5474267
8,51.0,4.029553,4.0393596,4.0503106,4.0568347,4.060538,4.0624757,4.063907,4.069938,4.080514,4.0971675,4.103019,4.1063704,4.10062,4.103181,4.108962,4.1124725,4.1165094,4.121312,4.1233754,4.1212106,4.1197634,4.111591
9,57.0,4.8631725,4.8657775,4.8682437,4.8707056,4.873297,4.87528,4.8757024,4.8759465,4.876194,4.8766007,4.876815,4.87692,4.876989,4.876719,4.876299,4.8753023,4.8737574,4.8723416,4.8695397,4.866698,4.8637238,4.8617344
10,71.0,4.310262,4.3069005,4.3044453,4.305715,4.307339,4.310949,4.3733807,4.757749,4.944409,5.061791,5.139617,5.1911435,5.222252,5.2343655,5.228761,5.206405,5.167624,5.1111035,5.0467606,5.053164,5.0552235,5.056358
11,72.0,3.936488,3.9419003,3.947013,3.9423172,3.8868434,3.8871338,3.8880403,3.888942,3.889783,3.890578,3.892215,3.8924935,3.892635,3.8927288,3.893071,3.89348,3.8938828,3.8942928,3.8946702,3.8949308,3.895025,3.8952358
12,77.0,3.8165586,3.818133,3.8187463,3.8188412,3.8188722,3.819661,3.8196228,3.8190491,3.818629,3.818118,3.8121006,3.8111439,3.8105881,3.8097947,3.8096466,3.8098094,3.8098476,3.8091543,3.8092632,3.8092537,3.8093884,3.8095922
13,78.0,3.9815438,3.9559562,3.9556005,3.9623652,3.9740274,3.986863,4.0018954,4.010038,3.998882,3.997833,4.014362,4.034897,4.0567207,4.0760703,4.0961165,4.1120954,4.1237993,4.132262,4.138105,4.140948,4.139637,4.1394
14,79.0,5.1197553,5.1079288,5.1064095,5.128496,5.161255,5.190311,5.204184,5.2185154,5.201828,5.1974397,5.20136,5.208792,5.1973805,5.211176,5.2208714,5.212667,5.2234097,5.2118335,5.201655,5.1860495,5.1976438,5.194209
15,80.0,4.8275642,4.8280177,4.827148,4.825688,4.824564,4.8210826,4.8166375,4.8134665,4.8098283,4.806089,4.8029857,4.7996583,4.795319,4.791427,4.7875876,4.7821746,4.7815,4.7847815,4.788902,4.792812,4.7966332,4.79855
16,82.0,4.170694,4.1756506,4.196165,4.192457,4.1824775,4.1688976,4.1613135,4.1323886,4.1057973,4.0934014,4.092169,4.0916038,4.0916123,4.091841,4.091669,4.0921693,4.103316,4.125039,4.139373,4.1589127,4.173385,4.1815825
17,83.0,5.260715,5.1906967,5.1295357,5.0827622,5.116342,5.1118865,5.1090736,5.1341166,5.1275344,5.1347337,5.128682,5.1321244,4.5926785,4.636822,4.6187797,4.608559,4.568788,4.5546956,4.5735774,4.5522027,4.5580616,4.549064
18,84.0,4.3568416,4.255889,4.254054,4.252988,4.249658,4.2474475,4.3291535,4.4391923,4.5346313,4.618717,4.6945333,4.765161,4.8304257,4.892566,4.9490194,5.0005927,5.0423007,5.0816503,5.092355,5.0890155,5.085567,5.0838637
19,85.0,4.300815,4.304217,4.316104,4.33337,4.3410497,4.3471255,4.352301,3.9850605,3.9870198,3.9938881,3.997387,3.9984639,3.9967327,3.998417,3.992328,3.9816854,3.9765959,3.974246,3.9688246,3.967511,3.9656246,3.9620187
20,87.0,4.9245777,4.928435,4.932401,4.936399,4.9396725,4.9396935,4.933825,4.9296684,4.9257617,4.9220257,4.9181747,4.914142,4.9101863,4.906072,4.9018917,4.8978634,4.8955007,4.893567,4.898286,4.901399,4.9042697,4.905819
21,88.0,4.3615994,4.3435407,4.340982,4.3305764,4.327938,4.326185,4.3215127,4.3209357,4.325134,4.3303275,4.3377223,4.3407893,4.3493643,4.3591046,4.3647275,4.3588786,4.355865,4.355815,4.355549,4.3583646,4.3599143,4.3611026
22,89.0,4.2172856,4.2092614,4.2003884,4.191943,4.1891794,4.1838555,4.1812444,4.1848464,4.1864023,4.189359,4.1985106,4.195477,4.197272,4.1982136,4.2050476,4.2063575,4.202356,4.1975107,4.195217,4.202315,4.2051044,4.206758
23,91.0,4.717564,4.708442,4.6815,4.64284,4.619725,4.6289825,4.6534963,4.6530437,4.632233,4.609177,4.6046586,4.5829654,4.5727887,4.544548,4.5336585,4.5136743,4.5277877,4.507939,4.5082254,4.4782453,4.5049357,4.5321755
24,92.0,4.8828526,4.90268,4.917572,4.9266667,4.934151,4.9416866,4.9422874,4.9422092,4.940985,4.9114614,4.8787236,4.8261666,4.7807107,4.720239,4.660336,4.600292,4.5398145,4.474452,4.4242773,4.3540673,4.2856536,4.292134
25,93.0,4.060138,4.0531225,4.0448437,4.050545,4.059493,4.05327,4.052275,4.0686183,4.0910006,4.090917,4.0831,4.078545,4.0756865,4.070534,4.0664697,4.0555687,4.0615335,4.06576,4.0504823,4.017293,4.266544,4.5458574
