,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
10,71.0,4.827099323272705,4.80690336227417,4.7851786613464355,4.761308670043945,4.734290599822998,4.7019524574279785,4.67324686050415,4.665197372436523,4.646078586578369,4.6393303871154785,4.773130416870117,4.850752353668213,4.893016338348389,4.920785427093506,4.947944641113281,4.973068714141846,4.996519088745117,5.018026828765869,5.038156032562256,5.056331634521484,5.075277328491211,5.091726779937744,5.082277297973633,5.079229831695557,5.089888095855713,5.099023818969727,5.107310771942139,5.113496780395508,5.116421222686768,5.11957311630249,5.124540328979492,5.627771377563477,5.634034633636475,5.63942289352417,5.664927959442139,,,,,,,,,,
11,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,77.0,4.711437225341797,4.699538707733154,4.690512180328369,4.681853771209717,4.672304153442383,4.6613545417785645,4.650979995727539,4.642824649810791,4.632483005523682,4.62047815322876,4.625576496124268,4.630796432495117,4.63325309753418,4.634890079498291,4.6365838050842285,4.638753890991211,4.641980171203613,4.64448881149292,4.646928787231445,4.648094177246094,4.642568111419678,4.6353020668029785,4.628897666931152,4.622147560119629,4.613216400146484,4.624452114105225,4.632508277893066,4.640285015106201,4.64907693862915,4.658454418182373,4.6671366691589355,4.675985813140869,4.690738201141357,4.706694602966309,4.718649387359619,,,,,,,,,,
13,78.0,4.9291815757751465,4.984285831451416,5.024338245391846,5.0666351318359375,5.111752986907959,5.135504245758057,5.089195728302002,5.037013530731201,5.021845817565918,4.9511847496032715,4.894118785858154,4.8610358238220215,5.360432147979736,5.326371669769287,5.272773265838623,5.173231601715088,5.059157848358154,4.913489818572998,4.909921169281006,4.926898002624512,4.91705322265625,4.927490234375,4.9286932945251465,4.9276227951049805,4.308928489685059,4.255890846252441,4.259667873382568,4.298367500305176,4.333868026733398,4.355833053588867,4.347405433654785,4.331884384155273,4.341886520385742,4.314426898956299,4.336680889129639,,,,,,,,,,
14,79.0,4.602488040924072,4.651856899261475,4.725243091583252,4.800265789031982,4.86492919921875,4.926075458526611,4.98956298828125,5.0513153076171875,5.079931735992432,5.101065158843994,5.119915962219238,5.138071537017822,5.138242244720459,5.119977951049805,5.079429626464844,5.026265621185303,4.966994762420654,4.895746231079102,4.80409049987793,4.689731121063232,4.575919151306152,4.43605899810791,4.260716915130615,4.03966760635376,3.918107271194458,4.0021796226501465,4.08381986618042,4.2250776290893555,4.3741230964660645,4.595017910003662,4.762125492095947,4.900131702423096,5.010328769683838,5.097458362579346,5.1654438972473145,,,,,,,,,,
15,80.0,4.132357597351074,4.159801959991455,4.18332576751709,4.234891414642334,4.27686071395874,4.317113399505615,4.345325946807861,4.4007110595703125,4.444900989532471,4.478923320770264,4.477795124053955,4.480105876922607,4.483919620513916,4.486507892608643,4.487188816070557,4.4812140464782715,4.482545375823975,4.481482028961182,4.481553554534912,4.4792375564575195,4.4837822914123535,4.459266662597656,5.045003414154053,5.012389659881592,4.97821569442749,4.942046642303467,4.918598651885986,4.904710292816162,4.891425609588623,4.878084182739258,4.872310638427734,4.8735432624816895,4.872416019439697,4.901689052581787,4.200934886932373,,,,,,,,,,
16,82.0,4.994653224945068,5.011857032775879,5.027721405029297,5.043391227722168,5.053508281707764,5.0529937744140625,5.053832530975342,5.05228328704834,4.680243968963623,4.677476406097412,4.675680160522461,4.67238712310791,4.667454719543457,4.6631951332092285,4.661900997161865,4.661376953125,4.659281253814697,4.657188892364502,4.652174472808838,4.6506123542785645,4.64745569229126,4.643741130828857,4.639162540435791,4.6362481117248535,4.6337127685546875,4.631589412689209,4.629947662353516,4.627333164215088,4.626492023468018,4.620730876922607,4.608903884887695,4.589999675750732,4.572177886962891,4.552613258361816,4.540848731994629,,,,,,,,,,
17,83.0,4.529236316680908,4.54517936706543,4.567185878753662,4.588459491729736,4.608988285064697,4.6268157958984375,4.6601715087890625,4.690165042877197,4.717373371124268,4.741908550262451,4.764106273651123,4.784425735473633,4.804403305053711,4.8126397132873535,5.4778571128845215,5.478157043457031,5.477283954620361,5.478199005126953,5.4770050048828125,5.477880954742432,5.478654861450195,5.479734897613525,5.480733394622803,5.481758117675781,5.481692790985107,5.480349063873291,4.807162761688232,4.805685043334961,4.815408706665039,4.832231521606445,4.847171306610107,4.8609938621521,4.8736090660095215,4.88512659072876,4.892858505249023,,,,,,,,,,
18,84.0,4.243759632110596,4.204200744628906,4.17769718170166,4.166027545928955,4.153360843658447,4.142659664154053,4.134276390075684,4.138392925262451,4.148910045623779,4.158047199249268,4.15106201171875,4.136443614959717,4.123873710632324,4.112710952758789,4.14035177230835,4.19394063949585,4.231868743896484,4.265879154205322,4.297985553741455,4.320310115814209,4.340199947357178,4.36129903793335,4.390847206115723,4.418127536773682,4.452444076538086,4.479541301727295,4.4732561111450195,4.461182594299316,4.459375858306885,4.458181858062744,4.929219722747803,4.928049087524414,4.925580024719238,4.921816349029541,4.939167499542236,,,,,,,,,,
19,85.0,5.506798267364502,5.501920223236084,5.493998050689697,5.485718250274658,5.476905822753906,5.473548412322998,5.469083309173584,5.468286514282227,5.4679436683654785,5.45175313949585,5.4405837059021,5.430749416351318,5.4229559898376465,5.4561686515808105,5.485883712768555,5.51024866104126,5.528500080108643,5.52033805847168,5.508247375488281,5.491735935211182,5.47435188293457,5.467884540557861,5.462243556976318,5.4604878425598145,5.451451778411865,5.395624160766602,5.327665328979492,5.248112201690674,5.159641742706299,5.173865795135498,5.188147068023682,5.2038893699646,5.537387371063232,5.5254807472229,5.527337551116943,,,,,,,,,,
20,87.0,4.95146369934082,4.919992923736572,4.889970302581787,4.858733177185059,4.8260979652404785,4.792237281799316,4.761608600616455,4.711976528167725,4.136892795562744,4.050405979156494,3.949373245239258,3.886625289916992,3.8832404613494873,3.8757829666137695,3.8683595657348633,3.86403751373291,3.862475633621216,3.85978102684021,3.8554141521453857,3.8929262161254883,3.8991756439208984,3.903517961502075,3.9075212478637695,3.9063217639923096,3.9080045223236084,3.912104606628418,3.915416955947876,3.914088249206543,3.909026861190796,3.9048140048980713,3.903247117996216,3.8639333248138428,3.852409601211548,3.8417043685913086,3.830413579940796,,,,,,,,,,
21,88.0,3.9680263996124268,4.014770030975342,4.053401470184326,4.007978439331055,3.990661382675171,3.986802816390991,4.007333278656006,4.084266185760498,4.158849239349365,4.290322780609131,4.379095554351807,4.448163032531738,4.467355251312256,4.457759857177734,4.446313858032227,4.444448471069336,4.43895149230957,4.4286322593688965,4.423759460449219,4.385940074920654,4.344613552093506,4.2850823402404785,4.221263408660889,4.155581951141357,4.151058673858643,4.151136875152588,4.150172710418701,4.14841890335083,4.146373271942139,4.144336223602295,4.145155429840088,4.1442084312438965,4.14923620223999,4.155836582183838,4.158533573150635,,,,,,,,,,
22,89.0,4.184413433074951,4.157691478729248,4.1280903816223145,4.165002822875977,4.167998790740967,4.14719820022583,4.134505748748779,4.119925022125244,4.137302398681641,4.141016960144043,4.152388572692871,4.163812637329102,4.176642894744873,4.188246726989746,4.198678016662598,4.170466899871826,4.14689826965332,4.177483081817627,4.18732213973999,4.224641799926758,4.245173931121826,4.247413635253906,4.232564449310303,4.211925506591797,4.1871113777160645,4.159622669219971,4.1308817863464355,4.091604709625244,4.066321849822998,4.040940284729004,4.012561798095703,3.936917543411255,3.855266571044922,3.8740310668945312,3.9090683460235596,,,,,,,,,,
23,91.0,4.1447672843933105,4.396111011505127,4.412283897399902,4.463063716888428,4.480645656585693,4.476775646209717,4.502699375152588,4.530773639678955,4.56378173828125,4.711973667144775,4.808032512664795,4.870119094848633,4.93229341506958,4.734719276428223,4.733397483825684,4.70845365524292,4.655483722686768,4.629908561706543,4.664010524749756,4.71812105178833,4.71316385269165,4.629415988922119,4.554309844970703,4.46241569519043,4.353692531585693,4.269999980926514,4.358825206756592,4.40133810043335,4.442951679229736,4.480957508087158,4.444682598114014,4.3534255027771,4.424022197723389,4.523181438446045,4.5650248527526855,,,,,,,,,,
24,92.0,4.2480902671813965,4.2924418449401855,4.361692905426025,4.381887912750244,4.361955642700195,4.3630218505859375,4.441884517669678,4.689734935760498,4.693752765655518,4.67487096786499,4.656106948852539,4.6292219161987305,4.594628810882568,4.543729305267334,4.502299785614014,4.444971561431885,4.4310221672058105,4.406764507293701,4.28986120223999,3.9334022998809814,3.969482183456421,4.1216721534729,4.269285678863525,4.318265438079834,4.336537837982178,4.421435356140137,4.465188026428223,4.500730037689209,4.546563148498535,4.606073379516602,4.616663932800293,4.614928722381592,4.597288131713867,4.53178071975708,4.454040050506592,,,,,,,,,,
25,93.0,4.202523708343506,4.187222957611084,4.16765832901001,4.14253568649292,4.259408473968506,4.240800857543945,4.219501972198486,4.209165573120117,4.21005392074585,4.19983434677124,4.191372871398926,4.176946640014648,4.1828694343566895,4.191976070404053,4.2027506828308105,4.213708877563477,4.1082024574279785,4.125027179718018,4.142614841461182,4.156866073608398,4.104461193084717,4.101633548736572,4.112558841705322,4.122972011566162,4.13305139541626,4.142698764801025,4.149933815002441,4.156680107116699,4.161251068115234,4.163952350616455,4.1651930809021,4.166584491729736,4.169127941131592,4.172079563140869,4.173679828643799,,,,,,,,,,
