,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,14.0,5.256334,5.2497582,5.258984,5.2152267,5.129434,5.1209483,5.1048245,5.0734186,5.0958953,5.1440334,5.169809,5.1837597,5.1758766,5.1816297,5.1495647,5.166844,5.2051373,5.215729,5.2344456,5.245888,5.2055583,5.144535,5.084169,5.009559,4.966226,4.9413037,4.9152627,4.907211780548096
1,21.0,4.3506155,4.3535094,4.3594885,4.354949,4.3511906,4.3697433,4.3633866,4.3634343,4.3470726,4.3515167,4.3399324,4.328708,4.3766913,4.427304,4.4731565,4.7209086,4.873573,4.9670596,5.059787,5.133983,5.195922,5.216902,5.1915417,5.161366,5.1275616,5.1183324,5.1037006,5.058650016784668
2,23.0,5.5236588,4.9355617,4.9481635,4.937737,4.9379973,4.9381337,4.938231,4.938458,4.9384627,4.938427,4.938326,4.9384046,4.9382243,4.9372115,4.936663,4.936335,4.935994,4.9355793,4.935204,4.934952,4.934834,4.934727,4.9347053,4.934553,4.934829,4.935818,4.9363256,4.936446666717529
3,25.0,4.544059,4.4635644,4.369487,4.280467,4.237061,4.1826425,4.158962,4.138421,4.11379,4.08493,4.057462,4.0292206,4.054633,4.1970787,4.341745,4.445317,4.502221,4.5312047,4.5546217,4.5473332,4.5455785,4.5420623,4.538715,4.535313,4.4991846,4.4289083,4.3042235,4.172430515289307
4,34.0,5.3294463,5.3313966,5.332783,5.3360634,5.346083,5.3417573,5.3400674,5.338407,5.3366294,5.3347144,5.332552,5.330505,5.322916,5.328826,5.324077,5.310232,5.294501,5.282536,5.270765,5.258725,5.246496,5.2342505,5.2222285,5.2105384,5.202738,5.178409,5.1600795,5.159048080444336
5,39.0,4.666305,4.692826,4.708135,4.723586,4.6897335,4.6465473,4.5967765,4.5395265,4.4767113,4.4111586,4.339291,4.2598214,4.16833,4.0569105,4.0435715,4.003576,4.057683,4.0992846,4.1352305,4.1661816,4.1932907,4.217569,4.2386494,4.256884,4.275616,4.2938523,4.299824,4.299762725830078
6,43.0,5.325798,5.195811,5.024105,4.895968,4.8964067,4.896056,4.895952,4.8969383,4.934343,4.9721007,5.0071583,5.03964,5.0785785,5.1089606,5.144835,5.186558,5.2237487,5.258575,5.288673,5.322691,5.333945,5.3484864,5.360188,5.384173,5.3987503,5.4244046,5.4382367,5.44642448425293
7,46.0,5.5318236,5.600433,5.6572495,5.693607,5.7152023,5.712563,5.7107644,5.7094884,5.682324,5.6403947,5.5815563,5.532976,5.4764442,5.40464,5.3852196,5.349074,5.2798705,5.156657,4.9082336,4.9228997,4.936693,4.9613867,4.973269,4.9762025,4.97471,4.965339,4.9616885,4.965729236602783
8,51.0,4.1934905,4.1641536,4.1395106,4.1327233,4.1369157,4.1431975,4.1560955,4.163749,4.166101,4.165151,4.1746774,4.1836686,4.1966147,4.2096496,4.2298985,4.2533336,4.2622714,4.2692432,4.2723217,4.278714,4.2885795,4.286138,4.2746496,4.266086,4.2520957,4.238399,4.2200327,4.198121547698975
9,57.0,5.055067,5.0343337,4.958181,4.792908,4.7671742,4.7619066,4.756597,4.7513385,4.7461457,4.740955,4.7327175,4.7283998,4.734408,4.733069,4.731896,4.730404,4.728758,4.727543,4.726604,4.7256665,4.7246633,4.7233343,4.734216,4.78269,4.8151135,4.8442674,4.8754888,4.889127731323242
10,71.0,5.2765217,5.253654,5.2120595,5.155533,5.076573,4.934405,4.7702622,4.6318994,4.633014,4.6335335,4.625019,4.614433,4.5954194,4.5978856,4.6001987,4.602618,4.605226,4.6086926,4.612225,4.6156173,4.6189876,4.6470985,4.6490617,4.655019,4.6602354,4.66828,4.6743603,4.678816318511963
11,72.0,5.2431254,5.2391205,4.306875,4.303972,4.3047566,4.33938,4.5451293,4.5797114,4.5897813,4.5967765,4.5958,4.5869536,4.567661,4.539737,4.505372,4.4539924,4.372561,4.236423,4.112677,4.114657,4.3153496,4.3811035,4.436025,4.484067,4.5260854,4.5654235,4.600227,
12,77.0,4.0673165,4.2270045,4.3368583,4.4373536,4.5225477,4.547113,4.520052,4.5148473,4.5170617,4.5165176,4.526913,4.59356,4.5059223,4.411486,4.3135247,4.187264,4.0292025,3.9603577,3.9450388,3.928917,3.9107907,3.8904572,3.8540423,3.6973276,3.7014713,3.7050886,3.7084024,3.7088193893432617
13,78.0,4.919603,4.9438977,4.9811664,4.986659,5.007403,5.043788,5.047554,5.036507,5.0126967,5.013989,5.013967,4.978396,4.933173,4.907366,4.880792,4.864398,4.8398385,4.7908955,4.78997,4.8039546,4.8078656,4.7976413,4.8248878,4.81434,4.817705,4.7959237,4.7734485,4.774485111236572
14,79.0,5.1006875,5.1036167,5.1096435,5.1132298,5.1070414,5.0824676,5.0926414,5.1390324,5.1327963,5.1524377,5.197291,5.2358546,5.26737,5.299626,5.345613,5.3515115,5.350591,5.363186,5.3572125,5.343744,5.3560944,5.3432946,5.312469,5.294171,5.2770796,5.2649817,5.217341,5.230081558227539
15,80.0,5.191513,5.186653,5.1873927,5.1825957,5.1509647,5.1002936,5.0473404,4.9898467,4.929109,4.864277,4.794998,4.7146688,4.6414094,4.5602536,4.4715214,4.3779044,4.3434725,4.355597,4.3667655,4.377062,4.386822,4.400686,4.4119678,4.4211416,4.427817,4.434353,4.4329324,4.434902191162109
16,82.0,4.974751,4.907623,4.837294,4.831558,4.8730083,4.932502,4.988235,5.0366178,5.0861106,5.131524,5.148399,5.1261954,5.0872912,5.043862,4.994925,4.9422393,4.884396,4.854975,4.841088,4.833935,4.8228326,4.8198943,4.7992663,4.8075547,4.860614,4.903324,4.9434085,4.97785758972168
17,83.0,4.98756,5.06066,5.118667,5.156803,5.2554803,5.375689,5.4569726,5.7082505,5.7388453,5.7602077,5.757374,5.7543015,5.767981,5.7651687,5.760849,5.7615857,5.7208314,5.6554093,5.5788803,5.323208,5.3222804,5.329346,5.341849,5.3478775,5.320083,5.313329,5.3161473,
18,84.0,4.519161,4.4125857,4.308909,4.1763206,4.1004825,4.1261916,4.1395407,4.1534786,4.163147,4.146008,4.1285133,4.108212,4.0922837,4.0752196,4.0673842,4.048376,4.019517,3.991174,3.9712732,3.9421613,3.9049006,3.903454,3.9199612,4.083652,4.1821322,4.2553315,4.3128123,4.334333896636963
19,85.0,5.2252917,5.1890597,5.18523,5.185413,5.1548724,5.0213547,4.9418235,4.9404855,4.9401665,4.9374127,4.9303746,4.6962647,4.6892133,4.6976867,4.6972756,4.704546,4.706991,4.7126393,4.7139416,4.71489,4.7135983,4.710028,4.708037,4.7070403,4.703669,4.6935287,4.695477,
20,87.0,4.49311,4.4404497,4.3966746,4.333066,4.228862,4.2168427,4.2013154,4.1919713,4.193308,4.312162,4.413616,4.4265647,4.4487543,4.4546185,4.455498,4.471187,4.4869266,4.502072,4.5115795,4.499586,4.668347,4.8910108,4.912311,4.984981,4.993417,5.0103106,5.025966,5.048006057739258
21,88.0,4.507066,4.5304894,4.5367446,4.5331616,4.520927,4.500079,4.4558487,4.418926,4.3921666,4.362087,4.4466147,4.459809,4.4463954,4.399532,4.3653326,4.322437,4.2923636,4.264071,4.271733,4.260967,4.2312446,4.2014003,4.0329294,3.9869645,3.9596603,3.9410655,3.9141095,3.895801544189453
22,89.0,3.9805753,3.9484978,3.9214199,3.9361343,3.9329042,4.024359,4.0930476,4.1515,4.1774917,4.2187653,4.2453647,4.2725277,4.3325143,4.3836966,4.436318,4.4837556,4.5297103,4.526049,4.5303807,4.5558667,4.6848674,4.8157725,4.9087067,4.979752,5.0174003,5.033743,5.037394,5.031562328338623
23,91.0,5.2676024,5.3167124,5.349018,5.3836346,5.4059463,5.4210925,5.4696937,5.463768,5.4836993,5.4437943,5.447719,5.43272,5.4310803,5.4029827,5.392471,5.375038,5.376164,5.379973,5.3438187,5.337587,5.3313155,5.3518043,5.330536,5.3281283,5.326322,5.309082,5.3111167,5.3056230545043945
24,92.0,4.9412436,4.9436493,4.9402776,4.9320593,4.9277873,4.988132,5.024448,5.121483,5.1528068,5.1454296,5.1446347,5.1443405,5.149012,5.153388,5.183871,5.2036924,5.221091,5.2030144,5.174437,5.0778546,4.9409986,4.9172106,4.9238186,4.9295735,4.9398212,5.0685353,5.0805225,5.074569225311279
25,93.0,5.05456,5.0386624,5.0316486,5.025191,5.025972,4.9539924,4.8854804,4.7350097,4.549146,4.30549,3.90481,3.7733624,3.7732706,3.7730296,3.7728665,3.7807226,3.9264889,4.061706,4.1691437,4.266986,4.350929,4.4252076,4.492553,4.611709,4.698656,4.7488465,4.7951317,4.8422627449035645
