,0,1,2,3,4,5,6,7,8,9
0,14.0,1737.6870474436053,2052.0845904969233,988.1973917035012,611.0952974031007,73.41377661663327,160.07374484174989,323.6161986586194,,
1,21.0,5275.099630405266,2900.7447485297153,3610.861714453239,3939.309042498964,1563.6825045515438,,,,
2,23.0,1981.0952250495684,1615.9865786860346,2358.3089394267295,2175.3190012635464,3670.1005651851606,4233.096958220661,6243.790351685016,,
3,25.0,13963.036269116014,18537.66099751616,8856.838768673191,7749.071241292521,8199.104578677357,6800.388124145653,8223.825992875245,,
4,34.0,3262.7390397546483,1682.9548143983488,1423.3853553344845,713.8019260089266,2527.807346984181,2851.7112682126976,470.21136400442026,,
5,39.0,6573.401484779922,28167.30832575683,19288.489590685323,7354.0162959648715,5309.580094981389,6827.397803215782,8058.385173890711,,
6,43.0,5735.806943568639,10093.794752389384,6817.13809302971,8037.297208910413,7590.9370724465025,1341.0327376587832,1430.5373580077323,,
7,46.0,890.7777282754588,299.798740117044,233.32421180845208,176.5373349173646,670.0025691744326,438.6432938179771,93.90614865825667,,
8,51.0,6283.972355862477,2847.401395684208,4321.096956937994,2767.917357228638,5181.371839155493,48963.236065398494,4907.758190063015,3428.276483258186,1872.4628045015818
9,57.0,4231.556123977674,5516.790043579936,10317.502226429544,9461.80943043441,3095.7576183717774,2596.8282592864957,2755.7515559685294,374.188239437174,183.16672178613865
10,71.0,4984.865184896356,1018.5748987719976,961.6542818053969,1731.8045306686747,2396.1215925427537,2132.590071338257,572.3712258696498,,
11,72.0,14710.687887020877,7702.261953262367,15406.845151342715,26622.253401602473,7285.332883883722,2518.4583337247923,1936.8776428305812,1580.5125272888224,758.411332374918
12,77.0,1490.5216234684376,1137.58217602143,1303.961385928458,4226.5243140968605,5073.411166025937,1637.199235094407,1873.4801481296458,,
13,78.0,6256.380433757606,5531.1535160847825,7609.600422904004,9285.803328395987,8955.043325990084,6657.171405422359,6441.113912197079,,
14,79.0,1129.9819399376393,1560.1582381199632,2408.6992083506843,1605.688056027853,2983.114161661716,4902.020840142457,2960.2391874042223,,
15,80.0,29287.396778231432,22859.951022293757,15740.315995034021,14294.122388346617,11269.104293104036,4918.844997918577,4468.746543808861,,
16,82.0,4535.769152402984,2386.855641401893,1136.0126377898384,2950.4909674203263,2455.2085219108208,723.045428189503,764.4810162236256,,
17,83.0,826.2614011995546,353.9099413386219,193.71684784214847,333.93907765710406,275.38389852483647,233.55251468170897,347.3516903000387,,
18,84.0,10744.67616021199,10666.92401455246,12408.504915547612,12033.95440929958,5556.558540106067,6129.649148691351,5930.0307894791795,,
19,85.0,12981.35409775314,25950.638680874486,33888.88730986519,15042.234560210327,17018.928919815105,21908.398382588646,29045.053521718266,,
20,87.0,11837.214866000038,2652.8451858594767,2193.989460462133,6541.138473112407,5693.047757497299,12299.93732740276,10320.916917568335,,
21,88.0,12287.56391433262,10137.839917866932,8486.413748019713,8132.769102945196,8862.173957916224,34673.20359755901,119380.27858604326,,
22,89.0,22710.37603947393,17527.265475843073,8893.818421076066,6489.306536338942,4746.688725909112,13151.741184477782,15339.868160124135,,
23,91.0,1150.2931869058712,904.0095533253811,560.28179132713,1370.1054026015709,2299.3868491680623,3108.104207871026,1209.6411449907403,,
24,92.0,1205.384627173607,1706.397699775576,1013.0851133259143,51.82786352432876,62.297093183667144,555.1526641740797,691.9542574519501,,
25,93.0,3251.876419783114,5999.099871986576,1480.6009599962663,2196.805878690272,1683.8280616634488,2505.0885182612546,4422.854303615402,,
