,0,1,2,3,4,5
0,14.0,2.899902512138195,2.7450566287491265,2.4045114363442144,2.263986966419006,2.3072281829030077
1,21.0,14.537463044898004,14.703797557148029,15.054197830142215,14.955337605503438,14.750161179525065
2,23.0,14.937130657393002,15.036754148255941,14.943077250621748,15.042883675978544,15.267826612156362
3,25.0,8.969521561311447,9.224131956545616,9.66256992682576,9.563919915457664,9.203816494347542
4,34.0,28.054900065753102,28.28142584429275,28.777545398375764,28.78006020731014,27.710035841671687
5,39.0,11.232735455220867,14.609846862537005,14.346336980432746,14.295601716234636,14.327631575315863
6,43.0,9.602110278864084,9.746154375301751,9.691044031953489,10.120574153975282,10.365510685107637
7,46.0,10.355788838732751,9.930088373058087,9.810429751101669,9.311569763561833,8.507569418159061
8,51.0,14.811306484077981,15.092693610910018,14.684432051692678,14.434149163892481,14.169502875460449
9,57.0,23.023340488050117,24.460466775519542,4.706036224728007,4.6007736173040845,4.295285839259825
10,71.0,8.563681748993234,8.479143222188796,7.908029111985442,7.935503240930581,7.703225558329226
11,72.0,7.866365476075863,7.523056066797636,7.525729643862368,7.016210983992259,6.794373663421451
12,77.0,10.660190595872894,10.02897203157971,10.806621969086612,10.967944130012532,11.099149800370055
13,78.0,10.017018426499881,9.326538558541689,8.934197543286311,9.415845187378723,9.41887250619435
14,79.0,8.664862397649987,11.022030309089358,10.495950465240368,9.146813625357854,7.421604746761307
15,80.0,2.6261722565505314,2.8056845915542032,2.9016688484646185,2.6627402731421563,2.3079026411948727
16,82.0,7.798593404950749,7.950398797962389,7.649873122011657,7.957227909126056,8.978587459522345
17,83.0,22.88589194253941,15.20782693728503,20.40147120177797,19.176002223802893,12.837326920663262
18,84.0,14.546268286071374,14.280055441679114,14.112712609392855,14.648334095686192,14.575211638733414
19,85.0,16.614140227316405,15.790642569972462,15.586577843142074,15.38298899946539,15.448731424064341
20,87.0,2.720596195395043,2.540901537876194,2.6691280819791308,2.6110848655177543,2.5347101709428843
21,88.0,7.419535931616972,7.447553879737505,7.693497656833296,7.396293088688919,6.850909918953997
22,89.0,40.683600276203435,12.952040051234805,12.005980470344985,13.049281709807477,13.942104221548139
23,91.0,11.578478113861827,12.086497848083967,12.331019550956814,12.02571261275356,11.182625002155026
24,92.0,8.381981142711563,7.646824679499593,7.619100652434396,7.467526622535916,7.312375168674526
25,93.0,20.139165237604068,21.997620643913617,20.737310753375603,19.680824398398265,20.566160758899475
