,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,10,41,49,51,53,54,51,51,48,46,43,40,43,46,43,46,43,40,38,39,44,46,45
1,12,46,52,53,56,56,56,58,57,58,58,60,59,60,60,63,64,67,67,64,63,63,62
2,15,44,47,48,49,47,49,49,52,50,50,51,51,55,54,54,53,53,51,55,55,57,55
3,16,43,45,49,49,54,56,58,59,60,64,66,65,68,71,71,70,69,69,66,65,64,64
4,18,42,47,52,46,52,48,46,47,42,42,40,40,42,40,39,43,42,45,44,43,45,46
5,22,48,52,55,57,57,58,59,60,62,64,66,66,66,66,65,63,66,65,66,66,66,62
6,26,30,36,37,37,40,42,45,49,50,50,51,52,53,52,55,58,59,57,58,57,59,59
7,27,49,55,58,58,57,56,59,62,63,63,66,64,62,59,56,57,57,62,63,63,62,59
8,29,45,48,49,47,51,59,58,59,55,62,63,64,69,80,92,97,96,95,100,101,100,91
9,31,31,36,36,37,32,31,30,31,32,32,31,36,40,38,39,36,36,38,42,43,44,45
10,32,41,43,45,44,45,45,46,45,45,43,43,46,46,46,46,50,50,50,50,48,48,48
11,33,26,33,33,32,36,42,40,41,45,48,51,48,48,43,44,49,49,50,56,62,64,61
12,35,35,38,43,40,46,49,47,47,51,52,51,50,50,47,47,49,50,50,48,49,48,43
13,4,40,44,46,45,48,49,50,50,52,52,54,53,54,55,57,57,56,54,53,53,54,55
14,42,28,30,32,29,32,33,35,35,36,37,38,38,41,43,44,45,48,51,52,54,55,53
15,45,39,41,42,43,43,44,46,46,46,45,46,46,46,47,47,46,46,46,45,44,40,40
16,47,33,34,38,42,45,46,50,50,52,52,52,54,57,59,61,63,66,67,63,65,66,65
17,48,30,33,36,36,40,40,39,41,40,41,42,42,45,44,44,48,46,46,49,48,50,48
18,49,37,40,43,43,48,50,53,52,52,52,53,52,54,53,56,57,56,55,56,58,61,60
19,54,34,40,44,44,44,43,45,48,47,50,49,50,56,58,57,56,56,59,57,60,61,64
20,55,37,40,43,44,44,45,48,49,52,54,52,53,55,54,51,49,48,48,51,53,54,51
21,6,33,37,41,42,44,46,46,44,47,48,49,50,50,48,48,49,45,42,40,38,33,33
22,66,41,46,47,42,46,48,47,47,55,53,44,45,46,45,47,49,49,51,55,56,52,53
23,69,46,52,55,56,60,57,58,59,60,60,55,52,50,48,46,44,40,41,39,37,37,39
24,7,51,56,59,58,59,61,62,62,63,64,64,64,61,59,58,58,58,56,58,60,60,58
25,8,36,39,40,38,40,40,42,43,47,49,51,51,51,52,53,55,54,56,54,54,54,53
