,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0,14.0,-8.116667,-8.35,-7.8166666,-7.3166666,-6.6833334,-6.233333,-6.05,-5.8333335,-5.5,-5.266667,-5.0,-4.75,-4.5,-4.1833334,-3.9166667,-3.6666667,-3.5333333,-3.2666667,-2.9333334,-2.6666667,-2.5166667,-2.3166666,-1.9166666,-1.4166666,-0.9166667,-0.56666666,-0.25,0.25,0.8,1.3,1.8,2.25,2.65,2.65,2.2666667,,,,,,,,,,,
1,21.0,-24.316668,-24.383333,-24.433332,-24.466667,-24.366667,-24.2,-24.2,-24.233334,-24.216667,-24.216667,-24.133333,-24.216667,-24.216667,-24.3,-24.666666,-24.883333,-25.2,-25.45,-25.683332,-25.816668,-25.866667,-25.916666,-26.216667,-26.35,-26.5,-26.4,-26.083334,-25.933332,-25.766666,-25.683332,-25.483334,-25.35,-25.45,-25.45,-25.516666,,,,,,,,,,,
2,23.0,-22.05,-21.883333,-21.683332,-21.55,-21.433332,-21.283333,-21.183332,-21.1,-21.0,-20.966667,-20.966667,-20.966667,-20.966667,-20.966667,-21.0,-21.0,-20.933332,-20.9,-20.9,-20.866667,-20.866667,-20.8,-20.633333,-20.466667,-20.266666,-20.05,-19.916666,-19.8,-19.683332,-19.466667,-19.216667,-19.066668,-18.9,-18.8,-18.8,,,,,,,,,,,
3,25.0,-15.5,-15.533334,-15.45,-15.366667,-15.316667,-15.316667,-15.316667,-15.35,-15.333333,-15.266666,-15.25,-15.266666,-15.25,-15.2,-15.266666,-15.35,-15.433333,-15.516666,-15.6,-15.683333,-15.716666,-15.716666,-15.716666,-15.666667,-15.266666,-14.95,-14.633333,-14.3,-13.95,-13.5,-13.15,-12.85,-12.666667,-12.583333,-12.466666,,,,,,,,,,,
4,34.0,-23.766666,-23.216667,-22.65,-22.233334,-22.2,-21.9,-21.733334,-21.716667,-21.95,-22.2,-22.616667,-23.033333,-23.316668,-23.7,-24.033333,-24.316668,-24.216667,-24.133333,-24.066668,-24.083334,-24.016666,-23.8,-23.466667,-23.133333,-23.05,-22.966667,-22.866667,-22.783333,-22.75,-22.816668,-22.95,-23.666666,-24.266666,-24.85,-25.416666,-26.016666412353516,-26.633333206176758,-27.183332443237305,-27.816667556762695,-28.5,-29.100000381469727,-29.649999618530273,-30.21666717529297,-30.25,-30.41666603088379,-30.561403274536133
5,39.0,-18.683332,-18.816668,-18.9,-19.05,-19.416666,-19.666666,-19.95,-20.183332,-20.35,-20.45,-20.55,-20.7,-20.883333,-21.066668,-21.316668,-21.383333,-21.5,-21.583334,-21.65,-21.65,-21.7,-21.783333,-21.85,-21.916666,-21.966667,-22.066668,-22.15,-22.25,-22.333334,-22.383333,-22.55,-22.683332,-22.783333,-22.95,-23.066668,-23.21666717529297,-23.366666793823242,-23.450000762939453,-23.53333282470703,-23.616666793823242,-23.66666603088379,-23.91666603088379,-24.0,-24.21666717529297,-24.299999237060547,
6,43.0,-35.983334,-35.65,-35.6,-35.65,-35.75,-35.766666,-35.533333,-35.333332,-35.1,-34.916668,-34.816666,-34.783333,-34.65,-34.483334,-34.366665,-34.366665,-34.2,-34.033333,-33.716667,-33.583332,-33.4,-33.216667,-33.05,-32.883335,-32.683334,-32.516666,-32.4,-32.316666,-32.316666,-32.283333,-32.416668,-32.383335,-32.583332,-32.45,-32.366665,,,,,,,,,,,
7,46.0,-14.366667,-14.25,-14.15,-14.1,-14.2,-14.216666,-14.166667,-14.083333,-13.966666,-13.916667,-13.866667,-13.866667,-13.883333,-14.15,-14.416667,-14.666667,-14.916667,-15.166667,-15.416667,-15.666667,-15.95,-16.25,-16.5,-16.75,-16.983334,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-16.983334,,,,,,,,,,,
8,51.0,-31.583334,-30.35,-29.216667,-28.35,-27.966667,-27.866667,-28.966667,-30.083334,-30.266666,-30.35,-30.433332,-30.516666,-30.666666,-31.533333,-32.4,-33.016666,-33.266666,-33.566666,-33.6,-33.716667,-34.65,-35.65,-36.683334,-37.683334,-38.583332,-38.783333,-38.95,-39.083332,-38.983334,-38.85,-38.8,-38.8,-38.833332,-38.833332,-38.183334,-37.36666488647461,-36.58333206176758,-35.75,-34.91666793823242,-34.13333511352539,-33.43333435058594,-32.63333511352539,-31.883333206176758,-31.100000381469727,-30.46666717529297,-30.41666603088379
9,57.0,-26.216667,-25.033333,-24.066668,-23.25,-23.383333,-23.616667,-23.75,-23.683332,-23.683332,-23.733334,-23.733334,-23.733334,-23.7,-23.683332,-23.616667,-23.666666,-23.483334,-23.416666,-23.416666,-23.75,-23.983334,-24.216667,-25.15,-26.45,-27.783333,-29.133333,-30.533333,-31.85,-33.366665,-34.866665,-36.45,-37.916668,-39.116665,-39.0,-38.216667,-37.099998474121094,-35.93333435058594,-34.70000076293945,-33.5,-32.266666412353516,-30.933332443237305,-29.5,-28.149999618530273,-27.200000762939453,-26.66666603088379,-26.946428298950195
