,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
10,32.0,135.81687016796633,180.0,,210.68118093460555,141.28300990879578,168.949696655543,,167.75378783602275,176.7330189862664,140.18202452525787,124.79805910171663,143.17690689027566,138.40128451555483,0.0,89.41476388158725,188.65724358093317,155.88136514670379,85.60373823613078,4.0,28.00956104982871,132.07405330175777,127.73953090215277,151.72919956290548,94.14881836751856,190.1386127053695,88.66651002492429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,33.0,69.50376261578562,58.81826642843308,38.92937314869069,46.99796764692792,63.14217642185167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,35.0,82.30871126811113,80.35877391037458,54.90266869928119,84.99975990362249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,4.0,132.03612738586716,130.0868002277814,150.00210882871355,136.85316626094647,83.66573152360506,74.23718557584347,177.05335040289097,64.21151106312958,175.57524502806956,132.05956568491692,178.68816282453542,81.07441781776664,49.226668566094425,96.4480477849189,53.18983361508099,61.6273417907859,71.27975167430453,65.39235216921183,132.96233451620802,101.3702045344042,61.89353439576706,41.34981894244307,42.807628473854464,153.6413050646141,211.42374511865975,44.67586011141119,51.30545779934139,31.42426172507012,66.501805156363,76.98129489241923,45.959812875210616,53.389405048460425,42.47424189423274,70.03267211379766,131.09426633787868,128.3584391027286,81.02224950551447,56.73165484239839,126.70067570652414,149.41289242429303,84.18131060725744,184.41190308654157,155.52726091874985,145.62911796752735,70.64331534107188,179.79116108000807,128.91261202249197,137.41187973155021,134.39441363988522,59.996694123802556,136.96920222545157,189.66625755837103,156.61966354281466,131.08784714320032,122.93817557557301,166.91285234219777,31.370348506704524,
14,42.0,165.76235104749628,171.08542375732137,179.37372531486693,176.94683495332714,205.4455871352714,69.8060806011116,140.24817653149063,190.07914888339724,169.98070478733757,131.86659925849304,146.3715819413044,156.9411754269054,224.17017110830594,191.72026788453277,155.74966832604645,151.41664373509275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,45.0,103.1367400374748,147.50728795554477,62.90616174259231,51.70077633347441,19.955506062794353,29.286906768951866,25.814920197640255,21.821565874556253,30.309358722278645,32.42980174966371,27.639419313726545,16.028951584208148,30.0817801137115,21.329860828494944,36.94950244725963,24.93092498099826,107.54801870109281,29.04180894274092,79.83107164506812,37.109274108396015,47.39002790462897,119.42082453798974,222.12128197299208,212.1423421510504,69.71266282618173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,47.0,34.476858029875466,17.932658668295126,16.22070008079525,30.062023986422634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,48.0,26.47089039525055,10.740577265678041,56.0,198.0,32.87687468250121,214.38905444697187,173.93740892120422,19.250961175298222,7.855519312780625,11.576653384794865,119.34822998268554,14.411977795214446,14.519861875682182,10.339902332561635,10.253919111386491,169.73705154345845,11.686011314314777,112.25368095919568,31.408802582423746,61.523081408707824,106.7707825203131,13.552987317297386,89.63570717074754,10.350274266568277,129.42264957194402,185.95870509336206,197.791398953544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,49.0,47.93913496463015,44.84935100661197,92.27050532995987,78.96967371333875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,54.0,76.14944709972487,55.25556546442087,67.1829966682219,52.48085170725002,67.09519033427706,60.78554992409656,57.35194453406209,62.604973069726846,64.18760208945089,56.5176078757762,56.006611011898336,34.4071482667752,68.59523396307486,55.56787059566135,59.77622670352792,37.85172168431867,36.46797426422734,54.59217393130132,39.70471554809446,58.405393586551575,42.57486773029631,40.902268342422715,55.95068277975309,36.378551692847466,42.158101896972966,52.00060245563869,41.810222129955406,69.33010810640508,65.13084112022779,221.67893679916494,131.59517185747487,220.6137194807714,216.89895585027796,70.65465283108077,180.20468472007525,,,,,,,0.0,,,,,,,,,,,,,,,,
20,55.0,168.7683780573208,39.010509550098384,46.170425793068055,43.75991979286158,164.75881601790326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,6.0,145.7772273024837,193.35521715226616,36.871188611684275,,0.0,137.27694635298383,0.0,23.170862929310356,,218.0,16.110727964792762,0.0,18.0,103.06645369639443,175.29936816978443,0.0,197.32653141430322,153.22314881679378,181.57092278225608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,66.0,18.39565166010707,23.508043286789178,207.82016798718604,19.42053101213735,83.66451377407212,19.8239913931444,70.72146334196628,17.838169030156163,51.349294055517454,245.0661790185774,101.22045369841798,29.345474946079236,20.752291352327386,28.127566549561305,18.263625050903777,18.607784851090468,139.39865450256917,29.575224049041793,26.76084559842714,14.979821818980191,143.7346307666759,26.491045849571165,150.28415700387345,21.469633894971775,116.34147516245102,151.8692104702164,159.8334313020053,196.05894805162836,80.14379167315457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,69.0,25.39215626921038,25.68764051608179,41.45528485877424,42.11833426944438,23.04655888278537,31.49034137636491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,7.0,,33.20348483154558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,8.0,34.31393885872038,40.3315061147923,173.43203383490263,181.25107066520727,160.05697227862333,36.1266633176818,111.79267876106498,38.23200165323839,32.5955658660411,76.26401354628453,171.04118365233066,222.326689861549,203.293590709763,136.1649326694979,94.6059496769929,19.75050998400039,0.0,31.33304964410582,203.3233935553504,183.6090521288878,62.76145313805282,161.53838209196255,151.50445538003163,209.30752112621275,98.54211041889603,,,,,,,,,,,95.84225760666166,,,,,,,,,,,,,,,,,,,,,,
