,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,14.0,0.014999999,0.015666666,0.0151666645,0.0151666645,0.015333331,0.01983333,0.021333331,0.021999998,0.022333331,0.022166666,0.022166666,0.022333331,0.02283333,0.022499999,0.022333331,0.021833332,0.021833332,0.018499998,0.017166665,0.016833331,0.016333332,0.017192982
1,21.0,0.033499997,0.035166662,0.035,0.033833332,0.032166664,0.030666666,0.030499997,0.029999996,0.028666666,0.027666664,0.026666665,0.025499998,0.024833329,0.022666665,0.021833332,0.021166664,0.021,0.020833334,0.019499997,0.019166665,0.018666664,0.018771928
2,23.0,0.016166665,0.015499998,0.01533333,0.0151666645,0.015499998,0.015666666,0.015166665,0.015333331,0.014666664,0.014999998,0.014333332,0.013999998,0.013833332,0.013833332,0.013666664,0.013666665,0.013166664,0.012833331,0.012499998,0.012499998,0.012833331,0.012456139
3,25.0,0.0134999985,0.0134999985,0.012499998,0.012833331,0.011833332,0.011666666,0.011666666,0.011999998,0.012999998,0.013333333,0.013166665,0.014499999,0.014999998,0.015666666,0.015833331,0.015333331,0.016666666,0.0175,0.017666666,0.018833334,0.017833332,0.017719299
4,34.0,0.020333331,0.022166664,0.022999998,0.021833332,0.021999998,0.022499999,0.021666666,0.021499995,0.021833329,0.02233333,0.021999998,0.021666665,0.022499997,0.020833332,0.019833332,0.02,0.02,0.018499998,0.018,0.017833332,0.016999999,0.016491227
5,39.0,0.013999999,0.014166665,0.013999998,0.013999998,0.014999999,0.0151666645,0.015666666,0.015999997,0.015999999,0.015833331,0.015499999,0.015166665,0.014999998,0.014999998,0.01533333,0.014999998,0.013833331,0.013166665,0.012666664,0.012499998,0.012166665,0.012280701
6,43.0,0.019166665,0.019166665,0.019666664,0.01983333,0.020166663,0.019999998,0.019999998,0.020166663,0.019499997,0.018833332,0.018499998,0.018166665,0.01733333,0.01733333,0.017166665,0.01733333,0.017499996,0.01733333,0.016833331,0.016666664,0.016833331,0.01719298
7,46.0,0.0134999985,0.013666665,0.013833331,0.010999998,0.010333331,0.010333331,0.010333331,0.010333331,0.010333331,0.010333331,0.010833331,0.010999999,0.010999998,0.011166664,0.011499998,0.011499999,0.011499998,0.011499999,0.011499999,0.011666666,0.012166665,0.012456139
8,51.0,0.014666664,0.014666664,0.014833331,0.014499998,0.014333332,0.014333332,0.014166665,0.014166665,0.013999999,0.014166665,0.013833332,0.013833331,0.0134999985,0.013666664,0.0134999985,0.0134999985,0.013333333,0.012999998,0.013333332,0.013666664,0.013833332,0.01368421
9,57.0,0.026999999,0.02383333,0.02383333,0.024999999,0.025166662,0.025166664,0.024666663,0.025999997,0.025833331,0.02633333,0.026166664,0.025833331,0.025333332,0.025999997,0.026333332,0.024999997,0.024999999,0.026999999,0.026166666,0.02483333,0.025833333,0.025614036
10,71.0,0.013333331,0.013666665,0.013833331,0.013833331,0.013333332,0.0129999975,0.012666664,0.012166665,0.012166665,0.011833332,0.011666666,0.011666666,0.010999997,0.010666665,0.010166665,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999
11,72.0,0.020166665,0.021166665,0.020833332,0.020333331,0.017666666,0.015333331,0.013333333,0.013333332,0.013333332,0.013333332,0.013166665,0.012333332,0.011999997,0.011166664,0.0113333315,0.011333331,0.010999997,0.011166664,0.011499998,0.011666666,0.011833332,0.011754385
12,77.0,0.01783333,0.018166665,0.018333333,0.018499998,0.018499998,0.018833332,0.019166665,0.019499997,0.019166665,0.018999998,0.019166665,0.018666664,0.018333333,0.018499998,0.018333333,0.018499998,0.018666664,0.018999998,0.018666664,0.018833332,0.01933333,0.019298244
13,78.0,0.012333332,0.011833331,0.011833332,0.011833332,0.0113333315,0.010999998,0.010499998,0.010499998,0.010499998,0.010333331,0.010666665,0.010666665,0.010499998,0.010333331,0.010333331,0.010499998,0.010333331,0.010333331,0.010499998,0.010666666,0.011166666,0.01122807
14,79.0,0.023666663,0.023666663,0.02433333,0.025166664,0.025499998,0.025333328,0.024833329,0.024666663,0.025499998,0.024999997,0.024499996,0.024166664,0.023666663,0.023666663,0.02383333,0.023499997,0.023499997,0.02283333,0.02283333,0.022666665,0.021333331,0.021403506
15,80.0,0.014833331,0.013833332,0.013666665,0.0146666635,0.014499998,0.0134999985,0.013666664,0.013333333,0.013666664,0.013833332,0.013833332,0.013833332,0.013833332,0.018333334,0.018833332,0.018666664,0.018999998,0.019666664,0.01983333,0.019999998,0.02233333,0.022982456
16,82.0,0.018333333,0.018166665,0.018333333,0.018,0.017666664,0.017833332,0.019166665,0.018666664,0.018,0.018,0.017833332,0.0175,0.017666666,0.017833332,0.017999997,0.018,0.018,0.017999997,0.01733333,0.017999997,0.018666664,0.01859649
17,83.0,0.018666664,0.018166665,0.017833332,0.018166663,0.019833332,0.020666663,0.020499997,0.020499999,0.021166662,0.021166664,0.020833332,0.020499999,0.020166665,0.021166662,0.021833332,0.021499999,0.020166665,0.019166665,0.019499997,0.019499997,0.019499997,0.024035089
18,84.0,0.010166665,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.010166665,0.010333331,0.010333331,0.010333331,0.010333331,0.010333331,0.010333331,0.010333331,0.010344826
19,85.0,0.009999999,0.009999999,0.009999999,0.009999999,0.010333331,0.010333331,0.010333331,0.010333331,0.010333331,0.010333331,0.010499998,0.010499998,0.010666665,0.010666665,0.010666665,0.010833332,0.010666666,0.010666666,0.011499998,0.011833332,0.011833332,0.011929824
20,87.0,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999
21,88.0,0.011999998,0.011999998,0.012166665,0.012833331,0.012499998,0.012333332,0.013833332,0.013666665,0.016166665,0.016833333,0.017166665,0.016833333,0.016499998,0.016499998,0.016333332,0.015666666,0.015666666,0.017166667,0.018499998,0.01983333,0.0175,0.017192982
22,89.0,0.01733333,0.017666664,0.017666666,0.016499998,0.016833331,0.016499998,0.016166665,0.015833331,0.015833331,0.016166665,0.016666664,0.016499998,0.016666664,0.016999997,0.018,0.018166665,0.017333332,0.017833332,0.018999998,0.018999998,0.019166665,0.019473683
23,91.0,0.05716666,0.056166664,0.056333326,0.055333328,0.048333336,0.046333328,0.046833333,0.04883333,0.0435,0.040666666,0.038333334,0.03733333,0.036166668,0.035666663,0.036666665,0.03883333,0.03533333,0.031166667,0.036666665,0.037666664,0.036166664,0.037543856
24,92.0,0.015499998,0.015833331,0.016333332,0.016166665,0.016166665,0.016499998,0.016833331,0.016999997,0.017499996,0.0175,0.015999999,0.015333331,0.014499998,0.013999999,0.013666664,0.013666664,0.012833331,0.012999998,0.013166664,0.0129999975,0.012166665,0.012105262
25,93.0,0.024666665,0.025666663,0.02433333,0.02433333,0.023666663,0.023333332,0.023166662,0.023166664,0.02283333,0.022499999,0.02233333,0.022166664,0.022166664,0.02183333,0.021666665,0.021666663,0.021666663,0.021666663,0.02083333,0.020166663,0.020166663,0.020350875
