,0,1,2,3,4,5,6
0,14.0,92.23845112873339,92.2365198553352,92.22724887628628,92.23119033749572,92.22921227438019,92.21557172884712
1,21.0,92.25406776848922,92.24377969002762,92.24262751788028,92.2438619688808,92.24866437047197,92.25129614902177
2,23.0,92.30044504779323,92.31722612853599,92.33810873442997,92.30062079320491,92.2888596987113,92.3025806126809
3,25.0,92.3824576457259,92.36033025969789,92.32100973470682,92.25572885072063,92.22403449368008,92.18631925944504
4,34.0,92.24672627917622,92.25159732532704,92.24615220057507,92.24563319942744,92.2549227864231,92.28038437868163
5,39.0,92.29434820643212,92.29234102396006,92.28956356439625,92.29233885209904,92.28518306159694,92.27209030542808
6,43.0,92.49301255006868,92.5492048641825,92.49897875104097,92.43011086429716,92.38419312095169,92.20994237463799
7,46.0,92.25561622141404,92.26573318184683,92.25128697101859,92.2466933474027,92.24211908066958,92.2357646600116
8,51.0,92.23581298551606,92.2453883701153,92.1979880321054,92.19312461227625,92.23412136783698,92.24353742143852
9,57.0,92.24746221808165,92.2420279865209,92.24608916362229,92.25061063946522,92.25044407214357,92.24859724194569
10,71.0,92.26988193193523,92.26615799401908,92.26146531616978,92.27562072963462,92.2769947292402,92.27057434691021
11,72.0,92.3325155925168,92.32738425770228,92.32305152758734,92.32659166493684,92.33594302583886,92.33209862856664
12,77.0,92.3170924373128,92.31879395714803,92.30627419688075,92.30878790044738,92.3134769748629,92.316999448289
13,78.0,92.39842238825197,92.39129692778454,92.39913502996977,92.398614702653,92.38688598836566,92.39090095449583
14,79.0,92.19807238508544,92.19859455463948,92.19248790093248,92.19115880032506,92.1923653879383,92.20032305657605
15,80.0,92.24443951318116,92.23533930576174,92.23789462919264,92.24341376871803,92.24732851924396,92.24563660493703
16,82.0,92.2813508704722,92.28638598407142,92.28085526187729,92.27407314226845,92.29877792975014,92.30765061459894
17,83.0,92.31212556425044,92.31039366181743,92.30463267593433,92.28583813223236,92.30372074411531,92.34762346209358
18,84.0,92.19437890490815,92.1947251785494,92.19545384566385,92.19978027000424,92.19537256845435,92.1848303907021
19,85.0,92.24277520538097,92.22249871319246,92.21632369531656,92.22090029320674,92.22118653806339,92.22604854278481
20,87.0,92.31130448465136,92.31741320024916,92.29817352968377,92.31364874393239,92.33845935077888,92.32749710609212
21,88.0,92.29650455820573,92.34610658140447,92.32613589633338,92.31466727391766,92.35932587130786,92.30054858901993
22,89.0,92.30709858924897,92.34585773811227,92.34280921858581,92.29362444356329,92.2843483568469,92.28675578892788
23,91.0,92.21482114521989,92.24634983181954,92.33521054434046,92.40603736913944,92.35799016325716,92.29320273099893
24,92.0,92.27374168005849,92.28345140381263,92.26748900950349,92.26499044574476,92.27730686125706,92.29273580799827
25,93.0,92.4298400700241,92.3286276906077,92.11655198986811,92.15958663147084,92.20142153635516,92.2040306298814
