,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,14.0,31.100000381469727,31.899999618530273,32.78333282470703,32.25,31.516666412353516,31.066667556762695,30.816667556762695,31.066667556762695,30.899999618530273,31.850000381469727,32.650001525878906,34.21666717529297,35.63333511352539,36.20000076293945,37.46666717529297,38.16666793823242,38.0,37.016666412353516,34.71666717529297,32.11666488647461,31.5,29.549999237060547,27.91666603088379,26.016666412353516,24.28333282470703,23.600000381469727,22.350000381469727,22.766666412353516,23.733333587646484,24.83333396911621,27.559322357177734
1,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,25.0,-4.083333492279053,-2.1666667461395264,-0.25,1.5833333730697632,1.6333333253860474,1.350000023841858,0.8999999761581421,-0.44999998807907104,-2.5,-4.449999809265137,-6.5,-8.699999809265137,-10.866666793823242,-13.0,-14.966666221618652,-16.96666717529297,-17.366666793823242,-17.316667556762695,-17.33333396911621,-17.41666603088379,-17.483333587646484,-17.483333587646484,-17.350000381469727,-17.049999237060547,-16.799999237060547,-16.616666793823242,-16.566667556762695,-16.600000381469727,-16.683332443237305,-16.71666717529297,-16.423728942871094
4,34.0,-28.600000381469727,-28.350000381469727,-28.100000381469727,-27.816667556762695,-27.46666717529297,-26.983333587646484,-26.46666717529297,-26.25,-25.883333206176758,-25.600000381469727,-25.366666793823242,-25.683332443237305,-26.116666793823242,-26.41666603088379,-26.733333587646484,-27.116666793823242,-27.733333587646484,-28.316667556762695,-28.91666603088379,-29.233333587646484,-29.766666412353516,-30.08333396911621,-30.483333587646484,-30.5,-30.5,-30.58333396911621,-30.399999618530273,-30.33333396911621,-30.183332443237305,-30.200000762939453,-30.152542114257812
5,39.0,8.300000190734863,7.633333206176758,7.199999809265137,5.099999904632568,2.450000047683716,0.01666666753590107,-2.616666555404663,-5.366666793823242,-5.9666666984558105,-5.650000095367432,-7.516666889190674,-9.399999618530273,-10.399999618530273,-11.816666603088379,-13.5,-13.899999618530273,-13.483333587646484,-12.283333778381348,-9.916666984558105,-6.849999904632568,-4.0,-2.816666603088379,-1.100000023841858,-0.23333333432674408,-0.1666666716337204,-0.1666666716337204,-0.1666666716337204,-0.1666666716337204,-0.5833333134651184,-1.7833333015441895,-3.96610164642334
6,43.0,-15.449999809265137,-15.533333778381348,-15.449999809265137,-15.283333778381348,-15.116666793823242,-15.050000190734863,-15.033333778381348,-15.050000190734863,-15.25,-15.266666412353516,-15.583333015441895,-15.949999809265137,-16.08333396911621,-16.049999237060547,-16.133333206176758,-16.316667556762695,-16.600000381469727,-16.616666793823242,-16.66666603088379,-16.799999237060547,-16.850000381469727,-17.03333282470703,-17.21666717529297,-17.433332443237305,-17.516666412353516,-17.566667556762695,-17.649999618530273,-17.71666717529297,-17.683332443237305,-17.816667556762695,-17.915254592895508
7,46.0,10.566666603088379,10.966666221618652,11.699999809265137,13.350000381469727,14.866666793823242,16.299999237060547,17.383333206176758,17.816667556762695,18.0,17.683332443237305,17.350000381469727,17.21666717529297,17.200000762939453,16.983333587646484,16.866666793823242,16.899999618530273,16.46666717529297,15.533333778381348,14.600000381469727,14.266666412353516,14.066666603088379,13.766666412353516,13.300000190734863,12.916666984558105,12.649999618530273,12.449999809265137,12.216666221618652,11.833333015441895,11.733333587646484,11.666666984558105,10.084745407104492
8,51.0,-23.71666717529297,-21.683332443237305,-19.983333587646484,-18.53333282470703,-17.25,-16.28333282470703,-15.449999809265137,-14.75,-15.0,-15.483333587646484,-16.266666412353516,-17.733333587646484,-19.266666412353516,-20.950000762939453,-22.549999237060547,-23.75,-24.766666412353516,-25.516666412353516,-26.183332443237305,-27.16666603088379,-28.25,-28.883333206176758,-29.33333396911621,-29.633333206176758,-29.83333396911621,-29.879310607910156,,,,,
9,57.0,-24.483333587646484,-23.33333396911621,-22.433332443237305,-21.53333282470703,-20.733333587646484,-20.03333282470703,-19.46666717529297,-18.683332443237305,-18.066667556762695,-17.983333587646484,-15.266666412353516,-14.133333206176758,-13.433333396911621,-11.066666603088379,-10.466666221618652,-9.949999809265137,-7.683333396911621,-4.5333333015441895,-1.6833332777023315,-0.15000000596046448,0.9833333492279053,2.3499999046325684,0.949999988079071,1.649999976158142,2.5833332538604736,1.2333333492279053,1.7999999523162842,2.5333333015441895,1.6666666269302368,0.18333333730697632,-1.9322034120559692
