,0,1,2,3,4,5
0,10.0,22930.04735338688,9491.55688369414,14376.242502179315,4053.5959738506817,8478.024959515462
1,12.0,3050.500316927038,5059.995958872256,25103.75984228337,37398.72234048351,11459.550929823712
2,15.0,16298.349251789783,15980.743464883803,6356.831281094662,16490.062302454888,9810.500294613817
3,16.0,13173.045734264193,8689.569393433072,4720.718614685313,15971.815543668785,12009.010448870238
4,18.0,26437.412114492854,27447.80493069448,31269.82903420047,21421.744407208258,16641.860517698755
5,22.0,30495.5024989929,10593.682607917544,8247.457099132,14722.621262492728,8162.017433539934
6,26.0,21649.40642360416,20937.784433712855,41993.6007711839,56417.0263866507,14979.32889504111
7,27.0,23577.89680065835,9661.855895856066,8481.874938403049,4686.145368309802,856.4012158692728
8,29.0,20838.06426640911,14060.976269796742,20084.408128226234,19242.467764817677,7368.86602269545
9,31.0,35008.20799929967,16713.637339826575,16034.861827236966,22020.762706058104,19627.41550453469
10,32.0,28207.36854338187,41354.01088317747,7925.576614792058,15175.405984156936,7454.84881482373
11,33.0,16638.53328027431,9160.245727821153,15765.01778486581,47584.5718962119,18826.42667579218
12,35.0,14645.651240460003,19279.483954892065,64245.88472833441,66999.17025052199,21146.97613271995
13,4.0,53064.25818296928,20973.493863866082,13864.782584881674,3474.290684492597,3930.6653813140406
14,42.0,34425.74381110691,44722.62362226495,37213.83334753984,18887.576161933095,187.2869761816214
15,45.0,14946.344014028311,7430.632884486489,35196.317277877715,21322.647864383744,4225.479055624119
16,47.0,16644.340500488728,53298.2339803208,106418.91365155985,53905.0555324432,11239.425498046616
17,48.0,6974.539002359145,5160.58656783798,1861.0857059432963,157.45349798797116,140.08365956696673
18,49.0,77701.87443521128,11469.919493663689,11715.372059538757,27714.01283060195,5295.540625611588
19,54.0,77478.73268129774,24691.793345666578,31284.025907373263,18083.53318534049,1855.516674900233
20,55.0,23840.76707614839,10975.356727312552,13780.774990003025,10517.585198910247,1592.5468194466976
21,6.0,7836.400017382044,24565.232904189434,27177.638685489153,17423.332714982043,30690.782072872393
22,66.0,5674.806336490036,800.8742478862318,7045.556507219943,18295.05396781117,2088.100671901814
23,69.0,40912.42481842931,38992.803792915794,2486.79030777598,3625.9458254334095,1346.7747881818946
24,7.0,21471.139298401275,8523.208155387256,6566.614905614729,9674.722640658774,1994.258558043955
25,8.0,13562.940675934375,39325.96606193923,8898.272610038472,7845.5488574904975,3968.3857536318646
