,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,14.0,4.8342533,4.8323493,4.8325343,4.827798,4.826807,4.823857,4.8225265,4.8191247,4.816828,4.8139753,4.8071227,4.8035502,4.7983165,4.794642,4.7922497,4.793453,4.78764,4.781845,4.780236,4.7890077,4.7975497,4.8071647,4.964541,4.9731236,4.978221,4.9835434,4.9887013
1,21.0,4.2405453,4.242242,4.236513,4.2302184,4.2241774,4.222379,4.2214866,4.218829,4.2164598,4.2137017,4.216351,4.2160788,4.2163525,4.213775,4.2084317,4.2065697,4.20462,4.201198,4.1963882,4.191372,4.186182,4.1814957,4.173177,4.167296,4.1586866,4.1549716,4.1556497
2,23.0,5.095458,5.0896897,5.0852,4.9326553,4.676047,4.661748,4.6655374,4.6699553,4.673536,4.6774077,4.680776,4.6838474,4.6870303,4.690226,4.693544,4.6953654,4.697965,4.700563,4.7030616,4.7052684,4.708828,4.7115135,4.7145286,4.7175107,4.719541,4.7215123,4.723266
3,25.0,5.4776683,5.47844,5.4800854,5.4729342,5.4717636,5.470118,5.4710517,5.4750233,5.479172,5.481716,5.4792647,5.477114,5.4739137,5.464545,5.4549804,5.445106,5.4343257,5.423456,5.4123135,5.400786,5.388574,5.3760886,5.3632617,5.3505845,5.337644,5.334393,5.3318996
4,34.0,5.6772313,5.677324,5.6776752,5.6777077,5.677463,5.677174,5.6765847,5.6755548,5.6743584,5.6734085,5.6725087,5.671374,5.6704345,5.669245,5.668058,5.667111,5.6662335,5.664923,5.663922,5.6632867,5.662523,5.661199,5.6599326,5.6588326,5.657334,5.655663,5.653877
5,39.0,5.1769447,5.1795287,5.1779447,5.176798,5.1766624,5.176464,5.1760545,5.1753716,5.1750402,5.1744213,5.1735806,5.1719103,5.1703978,5.1687894,5.1673594,5.165968,5.164639,5.1637187,5.162946,5.1619506,5.161086,5.160313,5.1594915,5.1588187,5.1583123,5.158134,5.1577067
6,43.0,5.281298,5.2518067,5.1936126,5.1528087,5.14959,5.1532245,5.1561103,5.158627,5.161337,5.163697,5.166761,5.1710973,5.176109,5.1800904,5.1963305,5.2158813,5.23451,5.25142,5.267486,5.28301,5.2576118,5.2200356,5.180492,5.1378503,5.104895,5.0797787,5.0385184
7,46.0,4.617941,4.6274004,4.634022,4.63983,4.645458,4.65016,4.6488194,4.648401,4.64833,4.6482496,4.648115,4.647942,4.647747,4.6480384,4.648154,4.6483054,4.64817,4.64793,4.647661,4.64726,4.646725,4.646201,4.6458097,4.6451592,4.6446853,4.6427517,4.6413646
8,51.0,4.8275456,4.817829,4.81652,4.814605,4.8128896,4.8118463,4.8115153,4.8114614,4.812657,4.8123436,4.8113174,4.810146,5.3888106,5.388697,5.388786,5.3972487,5.4079576,5.4168487,5.423963,5.429895,5.4332833,5.4365172,5.4395294,5.44162,4.843287,4.8368964,4.827084
9,57.0,5.2784114,5.229154,5.1496224,5.0340724,4.838418,4.6915536,4.6265674,4.5211444,4.48822,4.533979,4.5828648,4.6294765,4.6788363,4.727586,4.772363,4.808076,4.8471055,5.415689,5.4348254,5.466624,5.447719,5.4346924,5.421613,5.408876,5.3971047,5.3737235,5.3528657
10,71.0,5.2076497,5.213718,5.2159443,5.217102,5.218141,5.2191253,5.2203927,5.2214513,5.2221484,5.222899,5.2235465,5.22455,5.2255244,5.226751,5.2285724,5.2291675,5.2293243,5.2300544,5.2316265,5.2327847,5.233768,5.2345634,5.236052,5.2377305,5.2396345,5.2416883,5.2434998
11,72.0,4.917215,4.898954,4.877851,4.8548026,4.8284297,4.799167,4.7664695,4.7310066,4.715105,4.7155895,4.715337,4.7154717,4.7154565,4.7150273,4.715033,4.7151628,4.7153873,4.7154694,4.7157035,4.7155724,4.716285,4.718424,4.720081,4.7205462,4.7219677,4.7232285,4.724132
12,77.0,5.530703,5.496055,5.4452496,5.475214,5.4617524,5.4539933,5.46668,5.470321,5.4804597,5.491588,5.520415,5.5463157,5.5531325,5.5483704,5.543348,5.4893413,5.465023,5.462147,5.456049,5.486355,5.4937873,5.4908013,5.472772,5.393581,5.3168654,5.335794,5.3752275
13,78.0,4.7534666,4.746494,4.747788,4.739715,4.7224007,4.70257,4.6889763,4.674745,4.6570945,4.6341653,4.597881,4.5784593,4.562571,4.5467925,4.529169,4.511723,4.4923577,4.471686,4.4488125,4.4235992,4.392757,4.3895893,4.3873234,4.3850613,4.3826194,4.3804364,4.377881
