,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,10.0,-15.4,-15.533334,-15.583333,-15.466666,-15.383333,-15.816667,-16.316668,-15.983334,-15.716666,-15.516666,-15.566667,-15.566667,-15.3,-14.9,-14.933333,-15.05,-15.133333,-14.7,-14.2,-14.316667,-14.45,-14.333333,-14.116667,-13.883333,-13.816667,-13.816667,-13.637931
1,12.0,-22.216667,-22.283333,-21.833334,-21.233334,-20.966667,-20.983334,-21.116667,-21.1,-21.05,-21.05,-21.183332,-21.283333,-21.533333,-21.65,-21.766666,-21.866667,-21.883333,-21.883333,-21.866667,-21.916666,-21.983334,-21.866667,-21.75,-21.65,-21.566668,-21.483334,-21.465517
2,15.0,-25.0,-25.083334,-25.283333,-25.283333,-25.266666,-25.233334,-25.266666,-25.483334,-25.883333,-25.883333,-26.066668,-26.116667,-26.116667,-26.1,-26.083334,-26.216667,-26.266666,-26.45,-27.166666,-27.466667,-27.7,-27.933332,-27.816668,-27.766666,-27.85,-27.85,-27.758621
3,16.0,-29.6,-29.466667,-29.4,-29.3,-29.25,-29.616667,-29.933332,-30.333334,-30.366667,-30.4,-30.7,-30.6,-30.366667,-30.283333,-30.283333,-30.25,-30.6,-30.433332,-30.433332,-30.283333,-30.366667,-30.416666,-30.233334,-30.416666,-30.8,-31.083334,-31.189655
4,18.0,-37.433334,-36.85,-35.266666,-34.983334,-34.983334,-34.833332,-34.666668,-34.5,-34.333332,-34.433334,-34.55,-34.616665,-34.583332,-34.583332,-34.583332,-34.583332,-34.583332,-34.683334,-34.85,-35.016666,-35.183334,-35.083332,-34.933334,-34.883335,-34.916668,-34.95,-34.948277
5,22.0,-28.7,-28.7,-28.583334,-28.266666,-28.016666,-27.816668,-27.65,-27.483334,-27.316668,-27.25,-27.233334,-27.1,-27.1,-27.1,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0
6,26.0,-36.866665,-36.633335,-36.3,-36.133335,-36.133335,-36.066666,-36.133335,-36.166668,-36.166668,-36.1,-36.1,-36.133335,-36.166668,-36.466667,-36.733334,-36.933334,-36.966667,-37.033333,-37.033333,-37.033333,-37.016666,-37.016666,-37.016666,-37.016666,-36.983334,-36.916668,-36.982758
7,27.0,-15.0,-15.016666,-15.016666,-15.016666,-15.016666,-15.016666,-15.016666,-15.016666,-15.016666,-15.016666,-15.0,-15.066667,-15.066667,-15.066667,-15.066667,-15.066667,-15.066667,-15.066667,-15.066667,-15.066667,-15.066667,-15.066667,-15.066667,-15.0,-15.0,-15.0,-15.0
8,29.0,30.2,33.616665,34.666668,34.116665,33.216667,32.3,31.116667,30.116667,29.033333,28.133333,27.133333,26.183332,25.766666,26.016666,26.266666,26.783333,27.233334,27.583334,28.083334,28.716667,29.6,30.433332,31.5,32.666668,33.366665,33.466667,33.41379
9,31.0,13.1,14.683333,14.833333,13.133333,9.55,5.883333,2.2166667,-1.45,-5.116667,-8.783334,-12.45,-16.166666,-17.266666,-17.116667,-17.0,-15.066667,-11.283334,-7.4666667,-3.75,-0.083333336,3.6333334,7.4166665,11.233334,15.066667,16.3,16.183332,16.103449
