,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,14.0,4.91916,4.8918095,4.894817,5.0899835,5.2337823,5.217933,5.2228584,5.209087,5.161616,5.1737604,5.205889,5.2260537,5.190851,5.1838627,5.1723604,5.0856943,4.9721313,4.966694,4.9561553,4.909177,4.8641557693481445,4.85488748550415,4.847963333129883,4.925736904144287,4.957431793212891,4.937654972076416,4.915018558502197,4.874269008636475,4.833188533782959,4.80601692199707,4.785031795501709,4.754056453704834,4.718292713165283,4.670500755310059,4.6440815925598145,,,,,,,,,,
1,21.0,5.270943,5.296362,5.303168,5.29536,5.256836,5.227451,5.212214,5.195828,5.1729865,5.1503925,5.130541,5.0975814,5.070972,5.041966,5.027647,5.0276103,5.0390754,5.040915,5.0488243,5.044216,,,,,,,,,,,,,,,,,,,,,,,,,
2,23.0,5.0521045,5.0202203,4.9863505,4.955199,4.9422536,4.6762805,4.656735,4.665079,4.624519,4.5979533,4.611718,4.62875,4.527265,4.500734,4.471238,4.4410286,4.470365,4.442617,4.455526,4.4377837,4.437079429626465,4.4433274269104,4.466987609863281,4.487537860870361,4.507181167602539,4.525166034698486,4.541736125946045,4.55774450302124,4.5441575050354,4.5471110343933105,4.8067946434021,4.808535099029541,4.810897350311279,4.809847831726074,4.829915523529053,,,,,,,,,,
3,25.0,4.727384,4.781076,4.8450513,4.891164,4.942498,4.9781337,4.9780116,4.9839163,4.9822907,4.971785,4.94945,4.896552,5.283266,5.2482147,5.243023,5.221445,5.2104726,5.2061896,5.1979947,5.1732483,5.164705276489258,5.227365970611572,5.284076690673828,5.323782444000244,4.907743453979492,4.9079813957214355,4.974985122680664,5.005943775177002,5.066219329833984,5.156601905822754,5.208071231842041,5.219945907592773,5.209178447723389,5.216129779815674,5.210659980773926,,,,,,,,,,
4,34.0,5.7717247,5.7682495,5.750173,5.7473474,5.745678,5.747436,5.750277,5.7548943,5.759262,5.7355537,5.911722,5.8946977,5.8810744,5.8855014,5.890648,5.8707175,5.8456826,5.815531,5.770773,5.713934,5.644604206085205,5.650061130523682,5.388420581817627,5.40629768371582,5.356692790985107,5.278346538543701,5.2472662925720215,5.208275318145752,5.158852577209473,5.10517692565918,5.045847415924072,4.980494976043701,4.907281398773193,4.875148296356201,4.85183572769165,,,,,,,,,,
5,39.0,5.2222443,5.2105894,5.223967,5.2425857,5.301281,5.3836694,5.444123,5.515163,5.5241895,5.518432,5.496317,5.463894,5.4789853,5.5034003,5.525039,5.525955,5.5583806,5.5408745,5.4890876,5.357672,5.328420162200928,5.3254499435424805,5.218222141265869,5.169144153594971,5.461711406707764,5.4379963874816895,5.423844814300537,5.423498153686523,5.438714504241943,5.45868444442749,5.5477471351623535,5.594537258148193,5.5689377784729,5.530415058135986,5.529946804046631,,,,,,,,,,
6,43.0,5.376966,5.3765883,5.4355736,5.444263,5.4619656,5.4952583,5.510261,5.519402,5.548076,5.5624814,5.5521493,5.5346236,5.531111,5.4833884,5.4956717,5.4808884,5.482197,5.495768,5.492987,5.477913,5.4671630859375,5.449787616729736,5.442342758178711,5.400662899017334,5.299999237060547,5.289620399475098,5.283557415008545,5.284206867218018,5.297708511352539,5.331690311431885,5.369176864624023,5.4019083976745605,5.427909851074219,5.43690299987793,5.4376220703125,,,,,,,,,,
7,46.0,5.526272,5.507396,5.4635262,5.419355,5.3934765,4.866899,4.7671227,4.6091943,4.300995,4.1898627,4.1868644,4.180151,4.1934733,4.210819,4.229881,4.2495313,4.25118,4.2681937,4.32437,4.363734,4.375345706939697,4.329801082611084,4.417863368988037,4.417963027954102,4.455786228179932,4.592924118041992,4.635818958282471,4.662853717803955,4.7286763191223145,4.779211521148682,4.893853664398193,4.965155124664307,5.037585258483887,5.096579074859619,5.0880584716796875,,,,,,,,,,
8,51.0,5.434074,5.4302535,5.427233,5.423801,5.4183793,5.4106765,5.40768,5.389646,5.355945,5.327433,5.298447,5.2961297,5.285604,5.2766404,5.2696877,5.655117,5.648683,5.640739,5.627189,5.6230416,5.619261264801025,5.6157450675964355,5.612715244293213,5.610202312469482,5.613363265991211,5.6149468421936035,5.613759517669678,5.203762531280518,5.207518577575684,5.21386194229126,5.220890045166016,5.227602958679199,5.230004787445068,5.234360218048096,5.239972114562988,5.247020721435547,5.2602620124816895,5.27683687210083,5.2906012535095215,5.306914329528809,5.333578586578369,5.333845615386963,5.331329822540283,5.327341556549072,5.3293070793151855
9,57.0,5.205241,5.187413,5.181446,5.1857,5.1945252,5.188629,5.1681795,5.198377,5.20515,5.154974,5.0746207,4.9804416,4.880386,4.767627,4.6449656,4.5510335,4.4660153,4.415705,4.3573403,4.609646,4.627964019775391,4.591546058654785,4.595386505126953,4.600451946258545,4.60762357711792,4.65190315246582,4.746876239776611,4.938930988311768,5.010159969329834,5.140153408050537,5.254401683807373,5.061851978302002,5.129204273223877,5.183529376983643,5.236884593963623,5.305417537689209,5.339813232421875,5.375799655914307,5.353945255279541,5.33671236038208,5.3177056312561035,5.2944865226745605,5.260560512542725,5.210998058319092,5.1738600730896
10,71.0,5.3263245,5.4096413,5.486027,5.5499043,5.618479,5.620254,5.6264234,5.6406007,5.6469913,5.6528735,5.6531224,5.6374383,5.612207,5.5893135,5.583,5.5671315,5.510973,5.5513268,5.5660796,5.5441575,5.562728404998779,5.569105625152588,5.571954250335693,5.58375358581543,5.590139865875244,5.5911335945129395,5.573417663574219,5.5388617515563965,5.473957061767578,5.383113384246826,5.268575191497803,5.127630710601807,5.2069091796875,5.092153549194336,5.114421367645264,,,,,,,,,,
11,72.0,5.0009217,4.954001,4.8981414,4.9091144,5.083973,5.117513,5.1477094,5.119115,5.089952,5.0698113,5.072843,5.0855374,5.0891595,5.121945,5.1415715,5.0868974,4.815512,4.646141,4.4500566,4.346023,4.302419185638428,4.279000759124756,4.24713134765625,4.220970630645752,4.353917598724365,4.577253818511963,4.72990608215332,4.864525318145752,4.912378311157227,4.9116339683532715,4.975992679595947,5.041549205780029,5.134075164794922,5.230659008026123,5.295913219451904,5.339955806732178,5.369394779205322,5.363112926483154,5.329354763031006,5.279853820800781,5.265125751495361,5.287630558013916,5.281274318695068,5.250112533569336,5.200438022613525
