,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,14.0,4.9192963,4.935587,4.9554,4.947956,4.9496264,4.950021,4.950255,4.945984,4.9350815,4.926578,4.9170413,4.9065876,4.899513,4.8950067,4.884533,4.878309,4.872061,4.86564,4.864182,4.866492,4.87451
1,21.0,4.741569,4.751402,4.679042,4.713076,4.7516265,4.778354,4.801407,4.8220963,4.840689,4.821176,4.796601,4.7782917,4.7759256,4.773246,4.768484,4.765467,4.753782,4.7450466,4.738264,4.7380524,4.769448
2,23.0,4.0940323,3.945573,3.8017483,3.774185,3.763437,3.7641165,3.7679255,3.769371,3.7694664,3.77123,3.7717788,3.7733734,3.775287,3.7757978,3.7748957,3.7745535,3.7741253,3.7725592,3.7695663,3.7685528,3.7677288
3,25.0,5.408249,5.334212,5.292233,5.2553477,5.1901417,5.2099166,5.1424775,5.1826673,5.2139864,5.2407594,5.2640963,5.2824416,5.3036475,5.3215556,5.323273,5.3212695,5.3225207,5.3174243,5.299868,5.2856507,5.280643
4,34.0,5.6599393,5.656979,5.9654965,5.966717,5.9682155,5.9694257,5.97059,5.971664,5.9729447,5.9745193,5.974116,5.9736238,5.9736347,5.973903,5.6696706,5.6698146,5.669679,5.669729,5.66979,5.6696362,5.6695
5,39.0,5.141054,5.09989,5.0526357,4.9977956,4.927573,4.8462634,4.610071,4.353827,4.097029,4.0936313,4.0919647,4.091507,4.0902524,4.0890403,4.0896463,4.0905147,4.0912876,4.091507,4.0915775,4.091923,4.0922227
6,43.0,5.4909363,5.425041,5.4039273,5.3807693,5.370119,5.35737,5.3429904,5.326816,5.3099036,5.2818146,5.2310843,5.214395,5.228086,5.240536,5.2482257,5.240948,5.235708,5.2298484,5.2390933,5.2404666,5.2283
7,46.0,4.4388404,4.458468,4.4920373,4.526282,4.5665812,4.6047044,4.6397214,4.6730566,4.704811,4.7352424,4.7638307,4.7907243,4.730325,4.735687,4.7413864,4.746218,4.744884,4.7769017,4.794169,4.7941976,4.7948527
8,51.0,4.957227,4.9727693,4.987822,4.998445,5.0148892,5.0334535,5.0512156,5.0689692,5.0752816,5.079198,5.0827875,5.085645,5.0888824,5.0919876,5.093575,5.0953465,5.097317,5.099466,5.1019635,5.1034775,5.1050105
9,57.0,5.039809,5.0068583,4.996544,4.9389796,4.872044,4.8748446,4.8789535,4.8817506,4.883831,4.9183116,4.941992,4.9554915,4.9648113,4.9602966,4.989031,4.978334,4.9467354,4.9004397,4.843731,4.7741446,4.7160354
10,71.0,5.253476,5.2622104,5.2645802,5.2680483,5.268677,5.2687454,5.269021,5.2693834,5.2697825,5.2704577,5.271241,5.2721143,5.2732844,5.2742667,5.275444,5.276262,5.2770596,5.27764,5.278357,5.2790437,5.279625
11,72.0,4.8873043,4.8889093,4.889288,4.890351,4.8915195,4.894646,4.8851714,4.8740077,4.860706,4.8454013,4.828146,4.8084593,4.786999,4.763221,4.7368145,4.7088223,4.678377,4.64199,4.6419272,4.6423974,4.642937
12,77.0,5.4818177,5.4492955,5.3921776,5.3160233,5.3052177,5.3028593,5.297528,5.2875853,5.2536397,5.182455,5.087929,4.80489,4.6029067,4.417762,4.4115186,4.384541,4.342319,4.346932,4.3509097,4.5624356,4.6943583
13,78.0,5.1203365,5.0814767,5.1022477,5.120507,5.066578,5.0682855,5.167748,5.1699944,5.1708636,5.1702495,5.167893,5.1652284,5.1603923,5.156048,5.1507077,5.1443906,5.1373386,5.1292467,5.021193,5.008473,5.0011053
14,79.0,4.9224315,4.8785195,4.8510814,4.8373,4.83005,4.7088785,4.615658,4.652772,4.691363,4.7016015,4.695356,4.6920943,4.7117133,4.747583,4.7617908,4.748925,4.741558,4.732639,4.7237277,4.7256684,4.719575
15,80.0,5.338901,5.346295,5.371886,5.3954835,5.416948,5.435984,5.45014,5.4625154,5.464545,5.4651947,5.4648633,5.4640923,5.4634933,5.4626613,5.46175,5.460411,5.4588637,5.4569016,5.4555306,5.4510365,5.4473042
16,82.0,5.3444,5.2505374,5.273596,5.298976,5.3219337,5.3425922,5.361065,5.368078,5.3570347,5.3560205,5.35894,5.361819,5.3649125,5.3649254,5.3644557,5.378679,5.383293,5.382557,5.3814054,5.3806596,5.3810306
17,83.0,5.5322223,5.527664,5.5295777,5.530054,5.530824,5.5309987,5.531286,5.531915,5.532421,5.5323396,5.532148,5.5313096,5.5313687,5.5320277,5.532698,5.5336013,5.5340176,5.5347314,5.535326,5.5353904,5.5356903
18,84.0,4.61244,4.5953326,4.5924644,4.5871587,4.5814624,4.576746,4.572705,4.570027,4.569676,4.5696893,4.570931,4.5879016,4.586992,4.5892243,4.589271,4.5891023,4.588491,4.587779,4.586699,4.6063013,4.6092763
19,85.0,5.53274,5.5263443,5.5266266,5.52754,5.527923,5.5277467,5.527191,5.5259895,5.5241013,5.5214543,5.5184097,5.5142817,5.5068393,5.504869,5.502857,5.500887,5.499117,5.4972816,5.495071,5.493542,5.4922714
20,87.0,5.438252,5.435562,5.4383645,5.4402785,5.4428906,5.4456367,5.4481544,5.450623,5.4535313,5.4561753,5.4586577,5.460876,5.4631615,5.46487,5.465612,5.466209,5.4664817,5.466717,5.466759,5.4670653,5.4668307
21,88.0,5.4446034,5.4363265,5.430034,5.42501,5.419918,5.414528,5.4090576,5.403929,5.3988037,5.398023,5.3918214,5.388683,5.38784,5.3837924,5.3785996,5.377161,5.372234,5.36792,5.3638835,5.359812,5.3561587
22,89.0,4.947533,5.062754,5.18492,5.228927,5.218426,5.1634526,5.1903057,5.2158084,5.2390304,5.260423,5.279178,5.295502,5.3104024,5.253114,5.1849055,5.177295,5.17821,5.186376,5.1839576,5.180937,5.1785145
23,91.0,5.6896396,5.630205,5.550959,5.4654765,5.3757973,5.3411803,5.2789044,5.187813,5.1676702,5.14469,5.1632304,5.192223,5.18827,5.1894107,5.1952186,5.3305264,5.398779,5.416134,5.412459,5.395046,5.3848853
24,92.0,5.1110663,5.061391,4.853726,4.8266234,4.80637,4.785484,4.7676773,4.7492185,4.7310367,4.707805,4.521958,4.5041013,4.502549,4.500961,4.4999523,4.499319,4.499193,4.499508,4.4997425,4.499913,4.4971538
25,93.0,5.212157,5.135584,5.133842,5.130791,5.1315703,5.131034,5.1299987,5.130221,5.1300664,5.1287513,5.1275864,5.1253705,5.1224694,5.1196346,5.117496,5.115122,5.1085625,5.1064897,5.1041965,5.102913,5.1003327
