,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
0,14.0,0.5980861244019139,0.20815986677768525,0.5952380952380952,0.18076644974692696,0.4892367906066536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21.0,0.2,0.2,0.18754688672168043,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.2,0.3,0.13333333333333333,0.1,0.23333333333333334,0.13333333333333333,0.26666666666666666,0.3,0.13333333333333333,0.16666666666666666,,0.3,0.3,0.26666666666666666,0.3,0.778816199376947,0.1,0.23333333333333334,0.31928480204342274,0.13333333333333333,0.2527805864509606,,0.39556962025316456,1.0204081632653061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23.0,0.13333333333333333,0.13333333333333333,0.16666666666666666,0.2,0.26666666666666666,0.23333333333333334,0.26666666666666666,0.1,0.13333333333333333,0.13333333333333333,0.2,0.1,0.13333333333333333,0.13333333333333333,0.41050903119868637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,25.0,0.22754854368932037,0.18422991893883567,0.23421397789020051,0.25242326332794834,0.13333333333333333,0.24038461538461536,0.18477457501847744,0.24623610524834671,0.16666666666666666,0.1443209698369173,0.16666666666666666,0.13031013812874642,0.10924186148131965,0.23057412958266085,0.2134927412467976,0.24485798237022524,0.2,0.25066844919786097,0.08526603001364257,0.1966955153422502,0.2861503243037009,0.28216704288939054,0.1,0.15703517587939697,0.27137042062415195,2.6881720430107525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,34.0,0.2,0.26666666666666666,0.5707762557077626,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,39.0,0.3073140749846343,0.2632964718272775,,,0.4816955684007707,,,0.3506311360448808,,,,0.23333333333333334,0.47258979206049145,,,0.23333333333333334,0.8038585209003215,,0.6203473945409429,0.23333333333333334,0.16666666666666666,,0.16666666666666666,,0.13333333333333333,,0.16666666666666666,,0.13333333333333333,0.23333333333333334,,,,0.2,,,0.2,,0.23333333333333334,0.1,0.16666666666666666,0.9259259259259258,0.16666666666666666,,,,,0.5197505197505198,0.0,0.26666666666666666,0.3,0.13333333333333333,,,0.13333333333333333,0.1,,0.4378283712784588,0.6157635467980295,0.10912265386294195,0.1038637307852098,0.10615711252653928,0.3382949932341001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.208333333333333,,,,,,
6,43.0,0.16666666666666666,0.1,0.13333333333333333,0.16666666666666666,0.1,0.16666666666666666,0.13333333333333333,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.16666666666666666,0.1,0.13333333333333333,0.16666666666666666,0.13333333333333333,0.13333333333333333,0.2,0.16666666666666666,0.13333333333333333,0.19844419749166534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,46.0,0.0,0.3,0.29605819658264254,0.21454623471358075,0.1453488372093023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,51.0,,,0.3496503496503497,0.382262996941896,,0.23333333333333334,,,,,0.16666666666666666,0.1,0.16666666666666666,0.2,,,0.0,0.13333333333333333,0.20815986677768525,0.2,,0.13333333333333333,,,,0.2179598953792502,0.13440860215053763,2.7472527472527473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,57.0,0.4930966469428008,0.3953610964681076,0.3401360544217687,0.3968253968253968,0.21079258010118046,0.28153153153153154,0.13089005235602094,,0.40584415584415584,0.3045066991473812,0.15394088669950737,0.15842839036755385,,,,,0.163826998689384,,0.2626050420168067,0.2983293556085919,0.25960539979231567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,71.0,0.2787068004459309,0.3423719528896193,0.39896269698783166,0.15302999387880023,0.1452643811737362,0.13333333333333333,0.23741690408357077,0.25380710659898476,0.26666666666666666,0.17869907076483202,0.2220248667850799,0.25510204081632654,0.37593984962406013,0.3333333333333333,0.303030303030303,0.20990764063811923,0.33557046979865773,0.24422012373819602,0.32446463335496434,0.37387836490528414,0.23333333333333334,0.2847380410022779,0.5773672055427251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,72.0,,,,,,0.27598896044158233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,77.0,0.12759441987070433,0.3505328098710039,0.17393320964749537,0.15518311607697083,0.21008403361344538,0.18319491939423546,0.10216591744993869,0.28924026224450444,0.202757502027575,0.16666666666666666,0.14113662024840046,0.2554371624580353,0.23683854378129648,0.14245014245014245,0.250501002004008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,78.0,0.10659465605457645,0.12040455931931288,0.13333333333333333,0.1,0.2628811777076761,0.2630471380471381,0.17068730086481565,0.15337423312883436,0.24625689519306537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,79.0,0.1635055591890124,0.18102824040550325,0.2631578947368421,0.16666666666666666,0.2,0.21422450728363324,0.5530973451327433,0.3342245989304813,0.24900398406374502,0.19485580670303976,0.26455026455026454,0.2840909090909091,0.2410800385728062,0.32679738562091504,0.28058361391694725,0.4681647940074906,0.3209242618741977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,80.0,0.29171528588098017,0.21385799828913601,0.2260397830018083,0.3993610223642173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,82.0,0.29667721518987344,0.3,0.16666666666666666,0.24752475247524752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,83.0,0.19888623707239458,0.17158544955387783,0.1922337562475971,0.4699248120300752,0.335345405767941,0.33134526176275675,0.13758943313153552,0.1388888888888889,0.4448398576512455,0.27932960893854747,0.14662756598240467,0.2135839384878257,0.2032520325203252,0.11814744801512286,0.196078431372549,0.24719841793012523,0.10271158586688578,0.35014005602240894,0.10950503723171266,,0.28153153153153154,0.362143891839691,0.16233766233766234,0.20064205457463885,0.13123359580052493,0.35868005738880915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,84.0,0.4629629629629629,0.43177892918825567,0.1365374112506827,0.4012841091492777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,85.0,0.18960940462646947,0.2000800320128051,0.254841997961264,0.21331058020477817,,1.2886597938144329,,,0.1521375323292256,0.20311992200194998,0.2,0.2569901315789474,,0.2101723413198823,,0.8771929824561403,,,,,0.12794268167860798,0.12260912211868562,0.2976190476190476,0.3731343283582089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,87.0,0.12321340561853131,0.23719165085388993,0.17667844522968199,,,0.2651113467656416,0.11473152822395595,0.25453064548971693,0.5020080321285141,0.1699524133242692,0.26032627559875043,0.328515111695138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,88.0,0.1,0.1,0.16666666666666666,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,89.0,,0.22084805653710246,0.13333333333333333,0.3021148036253776,,0.3660322108345534,0.13333333333333333,,,,0.34153005464480873,0.30788177339901474,0.8223684210526316,0.16429353778751368,0.1,0.23333333333333334,,0.30864197530864196,0.4051863857374392,0.17373175816539263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,91.0,0.11978917105893626,0.33921302578018997,0.29655990510083036,0.2753303964757709,0.4177109440267335,0.753012048192771,0.2986857825567503,0.5040322580645161,0.28724626579854456,0.4448398576512455,0.11101243339253995,0.19201228878648233,0.29770765108663294,0.23320895522388058,0.26624068157614483,0.23084025854108958,0.5277973258268824,0.16202203499675957,0.38819875776397517,0.8833922261484098,0.1808972503617945,0.3980891719745223,,0.15365703749231716,0.11180679785330946,0.33156498673740054,0.3676470588235294,0.24236548715462916,0.7062146892655368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,92.0,0.13333333333333333,0.2,0.21298347248253538,0.23333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,93.0,0.2349624060150376,0.31928480204342274,0.17869907076483202,0.315059861373661,0.2556237218813906,0.15271838729383017,0.21920210434020168,0.36666666666666664,0.16339869281045752,0.21514629948364888,0.26567481402763016,,0.30303030303030304,0.3,0.0,0.20955574182732606,0.29550827423167847,0.11856770215793216,0.2252252252252252,0.14438348252959862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
