,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,10.0,4.2381864,4.238318,4.238238,4.2383933,4.238067,4.2368793,4.236361,4.235831,4.2255673,4.208002,4.1852193,4.1569834,4.125913,4.09029,4.050114,4.0038705,3.950368,3.887379,3.8102195,3.7072504,3.7064693,3.7072165,
1,12.0,4.201311,4.2061996,4.217342,4.22794,4.219343,4.1817245,4.1472406,4.1088223,4.0873513,4.1127105,4.1273494,4.1415033,4.1554747,4.1690555,4.1820683,4.1948647,4.230795,4.2747498,4.3075852,4.362324,4.3821216,4.3691597,
2,15.0,4.497096,4.4954586,4.49352,4.491457,4.489138,4.4864717,4.4836354,4.480764,4.477499,4.474069,4.4703164,4.46661,4.4630065,4.4591355,4.455497,4.4520054,4.4536757,4.460015,4.450217,4.431129,4.4098,4.3909607,
3,16.0,4.989523,4.98075,4.9781604,4.9794955,4.9867377,4.9907594,4.993468,5.000445,4.996987,4.99333,4.989611,4.9860253,4.982322,4.9785614,4.977981,4.98266,4.975534,4.9713445,4.9682517,4.962441,4.9719467,4.979753,
4,18.0,3.9514935,3.9510784,3.9360688,3.9389668,3.9440334,3.9504306,3.9489746,3.9474277,3.9466445,3.9499362,3.9526129,3.9563959,3.9593241,3.9612179,3.9652393,3.9620838,3.9609344,3.9596264,3.9586666,3.9674454,3.969958,4.013012,
5,22.0,3.7972536,3.7936056,3.7888033,3.7868774,3.7880719,3.7825677,3.7828846,3.783886,3.7854111,3.7871897,3.7892244,3.7907493,3.793048,3.7930768,3.7993882,3.8020172,3.7956336,3.79026,3.7855332,3.7809725,3.7763813,3.772569,
6,26.0,4.3784823,4.3666434,4.3538575,4.340094,4.3093977,4.269518,4.225389,4.206188,4.2023854,4.198363,4.193222,4.189581,4.188599,4.187811,4.188704,4.187964,4.186686,4.1847796,4.183411,5.144865,5.144571,5.162392,
7,27.0,4.0167847,4.018675,4.0182595,4.0143523,4.0193214,4.02351,4.0276446,4.0293756,4.0313187,4.0329733,4.0336227,4.0353127,4.0367036,4.036614,4.0368853,4.0395103,4.0350595,4.0320034,4.028175,4.026812,4.026546,4.0262504,
8,29.0,4.7361746,4.7252507,4.7297683,4.735462,4.7279882,4.718642,4.7060847,4.691339,4.668208,4.6394835,4.6055694,4.591129,4.537292,4.472299,4.3860273,4.41398,4.405565,4.397063,4.3823004,4.3615246,4.3412547,4.3258047,
9,31.0,4.341844,4.3418655,4.341882,4.3418727,4.34209,4.3423886,4.342682,4.3476005,4.352342,4.357451,4.3628983,4.368492,4.3751836,4.3812966,4.3872237,4.393066,4.3985524,4.4037905,4.408522,4.40882,4.4092503,4.4089017,
10,32.0,5.381821,5.3811812,5.380572,5.380029,5.3794975,5.043674,5.043114,5.04262,5.0422707,5.0417542,5.0414853,5.0412626,5.0411763,5.0411716,5.0410852,5.0410213,5.0409007,5.0407524,5.040774,5.0407553,5.0406237,5.0408497,
11,33.0,4.295525,4.290238,4.2859807,4.2802153,4.2762165,4.2788973,4.278792,4.2803097,4.280419,4.2805996,4.2861896,4.2889233,4.28941,4.289313,4.2900553,4.2905064,4.2937217,4.2919583,4.291942,4.289008,4.2905307,4.2924857,
12,35.0,4.7189555,4.732434,4.7456193,4.7584395,4.7707458,4.7720246,4.772715,4.7729783,4.772882,4.7730246,3.9863586,3.9860146,3.9851592,3.9837322,3.9821532,3.9805472,3.9798698,3.9816017,3.986844,3.991441,4.0022664,4.0112863,
13,4.0,4.806938,4.798905,4.7919774,4.7825074,4.777758,4.761914,4.7605376,4.74581,4.73627,4.703175,4.7128215,4.2283015,4.2069135,4.2144165,4.254964,4.3492007,4.503641,4.623546,4.6926312,4.7346673,4.745749,4.749833,
14,42.0,5.794954,5.7914042,5.7900906,5.788948,5.7880445,5.787212,5.786389,5.785769,5.785045,5.7842307,5.7832274,5.284497,5.283077,5.2817607,5.28055,5.2798734,5.2798085,5.2792234,5.278025,5.2765107,5.275146,5.274133,
15,45.0,5.053017,5.044138,5.0357547,5.05044,5.0946426,5.134987,5.173549,5.1838408,5.214557,5.230429,5.259426,5.2324386,5.2152085,5.178913,5.1610317,5.1265388,5.0789924,5.0316043,5.0302215,5.0622873,5.1325502,5.180496,
16,47.0,4.8689113,4.8339696,4.793423,4.747004,4.711065,4.663716,4.664651,4.6720757,4.6736336,4.6730843,4.6715903,4.6697154,4.66773,4.6707263,4.6759267,4.6803555,4.6665535,4.65935,4.696008,4.7685585,4.7997746,4.8191094,
17,48.0,4.221772,4.222017,4.222245,4.2542024,4.2819695,4.302923,4.318846,4.3304706,4.3385687,4.3435526,4.345462,4.3442984,4.340386,4.331204,4.3180795,4.3046246,4.3040013,4.30186,4.2933903,4.306759,4.305079,4.29975,
18,49.0,4.1084056,4.1191506,4.1294,4.1380134,4.14269,4.1459937,4.146251,4.1471667,4.1483874,4.148817,4.149196,4.1467338,4.1442733,4.142922,4.141491,4.140723,4.140096,4.1393676,4.1387305,4.3857093,4.385149,4.390146,
19,54.0,4.811241,4.804395,4.8125634,4.8050137,4.7853174,4.7801275,4.7751017,4.777847,4.779398,4.7745986,4.7630286,4.754434,4.755441,4.75313,4.739144,4.7354245,4.738737,4.743398,4.742005,4.735773,4.7350464,4.7369504,
20,55.0,4.1432166,4.143368,4.1434245,4.1432896,4.143291,4.1432405,4.14328,4.1431775,4.143149,4.143079,4.1431904,4.1431346,4.1430106,4.1429496,4.142967,4.143271,4.14319,4.1430335,4.142343,4.1393547,4.1354985,4.1311803,
21,6.0,4.710369,4.7082376,4.7163806,4.718227,4.7174697,4.7170734,3.9289656,3.932373,3.936142,3.9468029,3.955722,3.9584093,3.964447,3.9710867,3.9697056,3.9743426,3.979047,3.9863546,3.9912164,4.0020328,4.003994,4.0105405,4.015221118927002
22,66.0,4.5715146,4.5560517,4.5785785,4.5864773,4.594349,4.5999403,4.5937595,4.584593,4.573979,4.570168,4.584344,4.588716,4.610023,5.12492,5.1053977,5.107214,5.110383,5.11406,5.1268153,5.1401587,5.1494355,5.1764007,
23,69.0,3.814745,3.8153222,3.816477,3.817438,3.817704,3.8186567,3.8185387,3.8202944,3.8202899,3.820042,3.819783,3.8188498,3.8191226,3.8200428,3.8223479,3.8239202,3.8244903,3.8258026,3.8269072,3.8282528,3.828885,3.8303318,
24,7.0,5.1292567,5.1355577,5.1385875,5.133618,5.1209946,5.1088834,5.104749,5.105398,5.107346,4.5250087,4.520305,4.5056915,4.4980564,4.496001,4.517661,4.5375295,4.548548,4.5588684,4.559542,4.5513606,4.56924,4.660864,
25,8.0,4.5981755,4.5900726,4.623148,4.6221366,4.620117,4.622538,4.605639,4.6022987,4.604321,4.5954328,4.6015663,4.6264386,3.7882283,3.7984698,3.7356465,3.7659671,3.8399842,3.8400772,3.8542635,3.858162,3.8749359,4.208231,
