,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,10.0,9.565414,9.709124,9.629994,9.825091,9.394443,9.422323,9.54182,9.615666,9.538429,9.51497,11.967116,19.083948,11.988299,9.854285,9.862017,10.104949,9.87039,9.914817,10.35133,9.946507,9.643269,10.075062,10.555062,6.173788,14.294672,14.865239,8.512493,10.375155,13.854321,14.560987,182.9982,8.914582,9.218409,8.844494,9.067468,8.980913,9.023721,9.374542,8.905188
1,12.0,10.401536,9.758024,17.009727,7.0883093,7.445889,7.5878067,6.9853206,6.8600736,7.3361506,6.892022,6.911159,6.925154,7.293087,6.9963713,7.3213654,7.3262305,7.082038,6.9576173,6.943367,6.943263,6.9480615,6.948048,6.957632,6.9576583,6.938503,6.9578953,7.3838,7.4703703,7.2975893,7.302501,11.888972,10.235766,18.071732,18.784313,109.948906,22.518211,9.031498,10.157539,13.216269
2,15.0,8.020727,7.723309,11.907032,6.5357757,6.1331534,5.149328,5.9536653,6.312845,7.818805,5.5528126,14.061295,5.7968173,5.2429004,6.0426216,14.328688,10.229251,13.077716,5.1896977,5.791441,5.723649,5.983858,6.1378613,14.276527,5.684639,5.825837,5.8337727,5.6475325,5.2019205,5.657443,5.4266143,5.3780236,5.6676474,5.851602,11.557731,5.2459717,4.3637795,7.396163,11.627556,15.36363
3,16.0,9.242071,9.215467,9.817033,9.943994,15.073437,11.661849,11.831045,16.807184,12.981807,11.466802,10.899853,12.41566,12.839381,16.072392,7.193007,7.0319085,7.7879767,7.3193336,7.4849715,7.016816,6.8303556,6.872024,6.7779064,6.9314256,6.7977014,8.171193,8.055129,6.7595477,6.786239,6.800315,6.773924,6.7902465,6.9204845,6.936808,6.773363,7.208272,6.7783575,6.598139,6.581517
4,18.0,8.349189,8.393499,8.336485,8.145287,8.697163,8.68063,8.548793,8.551096,8.612394,8.519245,8.549084,8.66561,8.59572,8.56056,8.571466,8.589611,8.653676,8.691489,11.267905,16.128641,8.016433,7.76218,7.664918,7.606833,7.6505833,7.676351,7.7710953,7.000764,7.720468,8.075525,8.068986,7.8726525,7.9614253,8.133106,8.180238,8.222955,8.164751,8.199286,8.233825
5,22.0,10.058809,14.153883,11.169147,9.9757185,9.970282,9.977903,10.084055,10.450637,9.965141,9.968891,9.964006,9.94857,9.952952,9.948037,9.946507,9.954286,9.942266,9.937646,9.929448,9.92859,9.933839,9.936331,9.926962,9.926389,9.921853,9.916863,9.92375,9.923086,9.922464,9.9243555,9.935038,9.923156,9.918688,9.922464,9.932537,9.931352,9.934599,9.960605,9.948943
6,26.0,6.7977586,6.610421,145.23695,6.8039103,6.7231584,6.4962773,6.463981,6.526887,6.498413,6.497821,6.5409603,6.8545437,6.818478,6.542947,6.5469084,6.537879,6.530721,6.6263494,6.6750393,6.562927,6.776599,6.584857,6.5964,6.753849,17.412973,17.744368,6.7150083,6.6116176,6.6222916,6.5970435,6.6036887,6.688603,6.6502204,6.6543136,6.6524773,6.6819186,6.699979,6.6735344,6.6848497
7,27.0,5.041395,5.3074374,12.339788,13.841949,10.107503,9.792824,10.131743,9.728584,12.319972,11.678331,9.776637,9.766261,9.766522,9.7850065,9.773515,9.772439,9.751057,9.807498,9.771904,9.756569,9.767347,10.34501,11.512445,11.628718,9.606811,9.627579,9.576639,9.580206,9.79202,9.6971655,9.576356,9.889634,10.22785,10.369708,9.746959,9.604367,9.723555,9.624739,9.617169
8,29.0,17.66277,9.548587,9.963998,10.069253,12.47416,18.259594,9.622049,13.818095,11.246849,15.320854,7.3055735,10.330932,14.910744,7.690747,7.1774025,7.1326714,7.335151,7.17161,7.1291857,7.176956,7.62678,7.0114055,6.8966126,6.74139,6.685685,6.7016864,6.6753273,6.690574,11.5173645,6.597896,6.4704547,6.4333735,6.5520325,6.4347596,6.423749,6.430397,6.4182553,6.41688,6.4022455
9,31.0,10.260252,10.485693,11.140708,21.28036,10.358051,9.806653,9.709705,9.704528,10.641917,7.9192524,7.226671,7.775244,7.094581,7.004823,7.6206737,7.0564313,7.210003,6.960269,6.754502,6.672857,6.653856,6.634134,6.6235294,6.6213856,6.6364856,7.016612,6.6594586,7.2570515,15.410962,12.351416,7.863012,7.8550243,7.8275228,7.8209567,7.8133616,7.812443,7.800321,7.800321,7.796283
10,32.0,12.797324,10.910159,11.643331,15.169546,9.431024,9.421782,11.248693,9.615552,9.832858,10.012012,10.025944,9.560634,9.4937935,9.758938,9.75023,9.690429,9.54348,9.6053,9.522083,9.583023,9.652505,9.676148,9.668971,9.65833,9.853038,9.699035,9.743496,9.664295,9.695298,9.655641,9.702826,9.586106,9.653263,9.707166,9.546743,9.597895,9.591356,9.50772,9.524564
11,33.0,9.344522,11.629464,22.862484,16.833378,12.061671,9.456056,9.272909,10.940849,14.02832,8.907348,18.292608,12.026902,8.680175,10.55933,11.781883,10.773317,12.261861,12.377803,12.720146,10.873913,11.417553,11.281253,10.255663,11.277087,13.304876,24.027262,16.352661,15.504889,12.697921,11.147472,9.942269,10.589429,9.183882,9.217718,8.437159,8.710378,9.385809,9.414626,4.899133
12,35.0,9.544776,7.7181177,9.051635,8.999906,9.294614,8.330419,4.873385,4.8217497,4.6310077,4.573418,4.5861125,4.9627423,5.029807,5.0853515,5.1199226,6.4618034,105.36544,11.901114,10.6757965,10.5828285,9.79931,11.740512,6.3592587,5.4103274,5.3235807,5.9231205,6.1878138,6.005743,6.3887734,7.4737,7.8066196,8.004188,7.539177,7.41973,7.439849,7.7036734,6.778723,5.8255224,6.1529183
13,4.0,9.825654,9.976064,10.004352,9.746902,9.784877,10.150381,9.84031,9.765407,9.751226,9.827929,9.766151,9.926875,9.874074,9.936017,9.744341,9.747665,9.7469635,9.916142,109.43518,9.734022,9.740287,9.728733,9.831486,9.757132,9.726122,9.753358,9.736298,9.738199,9.736298,9.86595,9.750999,9.749783,9.737497,9.968584,9.849173,9.979338,9.95122,10.03278,11.01471
14,42.0,6.4322276,6.466958,7.338951,10.226856,11.604828,11.026836,10.887494,4.1542788,3.9498997,3.9313169,4.482427,4.1841097,4.1220665,4.0855737,4.062992,7.4811444,10.774508,10.211243,9.471003,9.495531,9.616546,9.951599,9.689497,10.064735,10.061701,10.506128,15.307231,13.401194,16.08486,9.987827,9.885842,10.005335,11.849039,11.862487,9.884707,9.666756,9.682826,9.822342,9.947006
