,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,14.0,-0.93333334,-0.8,-0.5,0.38333333,1.3166667,1.8,2.5833333,3.3833334,4.0666666,4.85,5.6,6.1,6.5,6.9333334,7.2833333,7.4333334,7.366667,7.6666665,7.6833334,7.7833333,7.866667,7.8245616
1,21.0,-23.0,-23.016666,-23.116667,-23.183332,-23.3,-23.416666,-23.4,-23.483334,-23.583334,-23.616667,-23.683332,-23.633333,-23.566668,-23.666666,-23.733334,-23.766666,-23.6,-23.5,-23.466667,-23.433332,-23.433332,-23.421053
2,23.0,-33.966667,-34.083332,-34.133335,-34.15,-34.133335,-34.15,-34.116665,-34.15,-34.166668,-34.016666,-33.9,-33.75,-33.7,-33.583332,-33.483334,-33.433334,-33.383335,-33.35,-33.316666,-33.266666,-33.183334,-33.19298
3,25.0,-15.5,-15.55,-15.616667,-15.75,-15.783334,-15.8,-15.866667,-15.866667,-15.9,-15.8,-15.783334,-15.716666,-15.783334,-15.733334,-15.65,-15.516666,-15.433333,-15.35,-15.333333,-15.266666,-15.15,-15.157895
4,34.0,-26.916666,-26.5,-26.066668,-25.683332,-25.583334,-25.5,-25.25,-25.066668,-24.916666,-24.583334,-24.383333,-24.433332,-24.366667,-24.116667,-23.933332,-23.866667,-23.8,-23.65,-23.716667,-23.866667,-23.716667,-23.877193
5,39.0,-23.4,-23.466667,-23.533333,-23.433332,-23.283333,-23.15,-22.916666,-22.833334,-22.716667,-22.65,-22.566668,-22.65,-22.733334,-22.733334,-22.65,-22.7,-22.933332,-23.1,-23.333334,-23.466667,-23.616667,-23.649122
6,43.0,-20.466667,-20.6,-20.766666,-20.883333,-20.866667,-20.783333,-20.816668,-20.8,-20.833334,-20.833334,-20.816668,-20.8,-20.75,-20.7,-20.6,-20.45,-20.366667,-20.416666,-20.366667,-20.366667,-20.35,-20.280703
7,46.0,-11.35,-11.183333,-11.05,-11.05,-11.0,-11.0,-11.0,-10.95,-10.866667,-10.783334,-10.65,-10.65,-10.65,-10.65,-10.65,-10.583333,-10.566667,-10.566667,-10.566667,-10.583333,-10.516666,-10.578947
8,51.0,-36.85,-36.9,-36.9,-37.0,-37.0,-37.05,-37.15,-37.2,-37.2,-37.233334,-37.283333,-37.283333,-37.283333,-37.283333,-37.316666,-37.316666,-37.316666,-37.3,-37.3,-37.25,-37.25,-37.22807
9,57.0,-33.783333,-34.166668,-34.916668,-35.0,-34.85,-34.816666,-34.6,-34.4,-34.45,-34.65,-34.716667,-34.966667,-35.55,-35.833332,-35.8,-36.133335,-36.816666,-37.083332,-37.416668,-37.683334,-37.8,-37.77193
10,71.0,-12.033334,-12.016666,-12.05,-12.033334,-12.1,-12.2,-12.3,-12.333333,-12.366667,-12.416667,-12.5,-12.583333,-12.683333,-12.733334,-12.716666,-12.75,-12.683333,-12.583333,-12.483334,-12.416667,-12.416667,-12.421053
11,72.0,-32.4,-32.6,-32.816666,-33.0,-33.016666,-32.85,-32.75,-32.866665,-32.783333,-32.75,-32.666668,-32.533333,-32.55,-32.466667,-32.433334,-32.366665,-32.216667,-32.1,-32.116665,-32.05,-32.116665,-32.105263
12,77.0,-32.85,-33.116665,-33.233334,-33.216667,-33.266666,-33.5,-33.633335,-33.683334,-33.75,-33.75,-33.783333,-33.783333,-33.75,-33.583332,-33.55,-33.533333,-33.516666,-33.333332,-33.333332,-33.333332,-33.35,-33.36842
13,78.0,-18.0,-17.95,-17.8,-17.633333,-17.466667,-17.3,-17.133333,-16.966667,-16.766666,-16.516666,-16.283333,-16.033333,-15.816667,-15.666667,-15.583333,-15.5,-15.416667,-15.333333,-15.25,-15.183333,-15.15,-15.175439
14,79.0,-28.9,-29.15,-29.433332,-29.666666,-29.95,-30.233334,-30.2,-30.183332,-30.3,-30.35,-30.166666,-30.083334,-30.016666,-30.033333,-29.983334,-29.866667,-29.816668,-29.583334,-29.583334,-29.616667,-29.5,-29.421053
15,80.0,-25.883333,-25.983334,-26.0,-26.0,-26.0,-26.066668,-26.083334,-26.083334,-26.083334,-26.083334,-26.083334,-26.083334,-26.083334,-25.833334,-25.066668,-24.35,-23.583334,-22.866667,-22.166666,-21.383333,-20.666666,-20.31579
16,82.0,-27.583334,-27.683332,-27.816668,-27.916666,-27.833334,-27.933332,-27.866667,-27.733334,-27.583334,-27.55,-27.516666,-27.416666,-27.416666,-27.35,-27.266666,-27.05,-26.883333,-26.75,-26.766666,-26.8,-26.8,-26.824562
17,83.0,-10.166667,-9.916667,-9.616667,-9.25,-8.866667,-8.716666,-8.35,-8.15,-7.983333,-7.866667,-7.55,-7.2833333,-7.1666665,-7.35,-7.4,-7.366667,-7.266667,-7.016667,-6.983333,-6.8333335,-6.8,-6.982456
18,84.0,-37.8,-37.866665,-37.9,-37.866665,-37.8,-37.766666,-37.633335,-37.566666,-37.466667,-37.466667,-37.466667,-37.333332,-37.266666,-37.233334,-37.35,-37.35,-37.35,-37.35,-37.35,-37.316666,-37.25,-37.189655
19,85.0,9.516666,9.583333,9.55,9.566667,9.55,9.55,9.6,9.7,9.783334,9.833333,9.9,9.95,9.95,9.95,9.983334,9.983334,10.016666,10.016666,10.0,9.933333,9.933333,9.929825
20,87.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0
21,88.0,-8.533334,-8.45,-8.416667,-8.4,-8.383333,-8.366667,-8.033334,-7.983333,-7.633333,-7.5833335,-7.5833335,-7.55,-7.5333333,-7.5333333,-7.483333,-6.9333334,-6.6666665,-5.1666665,-4.516667,-4.6666665,-5.0833335,-5.0
22,89.0,-42.55,-42.416668,-42.2,-42.083332,-42.183334,-42.133335,-42.033333,-41.883335,-41.916668,-41.95,-42.0,-42.0,-42.05,-42.216667,-42.55,-42.7,-42.683334,-42.866665,-43.216667,-43.383335,-43.533333,-43.63158
23,91.0,1.0333333,3.7666667,6.6,9.366667,9.783334,9.65,9.816667,10.05,10.65,11.05,11.3,11.4,11.516666,11.5,11.466666,11.433333,12.25,13.25,13.233334,13.083333,12.866667,12.368421
24,92.0,-53.833332,-53.866665,-53.833332,-53.75,-53.666668,-53.583332,-53.5,-53.416668,-53.366665,-53.333332,-53.4,-53.416668,-53.4,-53.333332,-53.283333,-53.3,-53.383335,-53.4,-53.483334,-53.566666,-53.616665,-53.63158
25,93.0,-20.666666,-21.233334,-21.45,-21.533333,-21.516666,-21.85,-22.116667,-22.166666,-22.183332,-22.133333,-22.15,-22.15,-22.2,-22.133333,-22.033333,-21.966667,-21.766666,-21.433332,-21.0,-20.633333,-20.283333,-20.122807
