,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,10.0,0.051,0.052166663,0.052666664,0.04916667,0.046166666,0.04583333,0.046166666,0.04633333,0.04683333,0.04766667,0.0465,0.02483333,0.017666664,0.016666664,0.016999997,0.017166665,0.01783333,0.020333331,0.02133333,0.021333333,0.021166665,0.020666666,0.020499999,0.020000001,0.019499997,0.019,0.018166665,0.018214285
1,12.0,0.022333331,0.020499999,0.017166665,0.016166665,0.014333332,0.0129999975,0.012666664,0.012499998,0.011999998,0.012166665,0.012166665,0.012166665,0.011833332,0.011666665,0.011999998,0.012499998,0.012833331,0.013499997,0.015499998,0.027333332,0.048333336,0.0695,0.071499996,0.075500004,0.0775,0.08099999,0.08100001,0.086428575
2,15.0,0.06266667,0.064666666,0.05633333,0.051166665,0.048666663,0.042166665,0.03833333,0.0365,0.03683333,0.038,0.03933333,0.039166667,0.039333332,0.033833332,0.02883333,0.026333332,0.02383333,0.022999998,0.023333332,0.025333332,0.024999999,0.023999998,0.021666666,0.021333333,0.022833334,0.037,0.041666664,0.044464286
3,16.0,0.048666663,0.048499998,0.04133333,0.033,0.029000001,0.029999997,0.029166665,0.027999999,0.026833331,0.027499998,0.027833331,0.020999998,0.018999998,0.018833332,0.018999998,0.019166665,0.01933333,0.017333332,0.016666664,0.016166665,0.016166665,0.015999997,0.01583333,0.016166663,0.016666664,0.016166665,0.016666664,0.016607141
4,18.0,0.040333334,0.033833332,0.025999999,0.013999999,0.013333332,0.027,0.035833333,0.03983333,0.040166665,0.04033333,0.039666668,0.039666664,0.03983333,0.054166667,0.057499997,0.071666665,0.07383333,0.062499996,0.05466666,0.05133333,0.05283333,0.053666666,0.054499995,0.054833334,0.055499997,0.04233333,0.039666664,0.026250001
5,22.0,0.012666664,0.011999998,0.011999998,0.011999998,0.011999998,0.0113333315,0.0113333315,0.0113333315,0.010999997,0.011166664,0.010833331,0.011166665,0.010999997,0.010999997,0.010499998,0.010499998,0.010666665,0.010833331,0.010833331,0.011166664,0.011166666,0.010999998,0.010999997,0.010666666,0.011333331,0.015333333,0.019333333,0.02017857
6,26.0,0.017166665,0.016999997,0.014666664,0.013499999,0.012833332,0.013166665,0.013666664,0.013499997,0.013499999,0.013499999,0.013666664,0.012833331,0.013833332,0.015499997,0.015499999,0.015499998,0.015499999,0.015499997,0.014999999,0.014999999,0.014833331,0.014833332,0.014666664,0.014333332,0.012333332,0.010666665,0.010666665,0.010714284
7,27.0,0.018833332,0.015333331,0.012166665,0.011999998,0.011499998,0.011499998,0.011499998,0.010333331,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.010166665,0.010166665,0.010166665,0.010166665,0.010166665,0.010166665,0.010833332,0.010892856
8,29.0,0.058166668,0.056166664,0.05333333,0.03983333,0.035,0.032666665,0.029000001,0.026499998,0.015833331,0.014999998,0.013833332,0.011833332,0.010499998,0.010333331,0.010333331,0.014666665,0.016666664,0.016666668,0.016666664,0.016333332,0.016333332,0.016333332,0.016333332,0.016333332,0.016333332,0.016333332,0.016333332,0.012142857
9,31.0,0.025833333,0.024666665,0.022166668,0.0175,0.016333334,0.016166665,0.016166667,0.016166665,0.011499999,0.009999999,0.009999999,0.009999999,0.009999999,0.010833331,0.010666666,0.017833332,0.029333333,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.029166665,0.031999998,0.027321428
10,32.0,0.042166665,0.038333334,0.030499998,0.027833331,0.023166664,0.02283333,0.021333333,0.018999998,0.021666666,0.022666665,0.022999998,0.02283333,0.02383333,0.024666665,0.024166666,0.025166666,0.025166666,0.025833333,0.025999999,0.025666665,0.021666666,0.020333331,0.020666664,0.02283333,0.02733333,0.02683333,0.026333332,0.026071427
11,33.0,0.09200001,0.08416668,0.06900001,0.061333332,0.06283333,0.062333334,0.05433333,0.046333328,0.043833334,0.029833334,0.033833332,0.04566667,0.056166667,0.063999996,0.06533333,0.0655,0.064166665,0.062333334,0.061666664,0.063666664,0.063666664,0.06283333,0.054833334,0.03783333,0.041499995,0.040166665,0.03933333,0.040892858
12,35.0,0.030166665,0.028499998,0.020833332,0.012333332,0.011166664,0.0113333315,0.010833332,0.010833332,0.010833332,0.010833332,0.010999998,0.010999998,0.010999998,0.010999998,0.010999998,0.010833332,0.010166665,0.011999998,0.012499998,0.012499998,0.012499998,0.012499998,0.012333332,0.012333332,0.012333332,0.011999998,0.011999998,0.012321427
13,4.0,0.019499997,0.013999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999
14,42.0,0.037333332,0.03633333,0.033999998,0.028333332,0.028166663,0.018,0.016666664,0.016333332,0.0165,0.016666666,0.023999998,0.03983333,0.05116666,0.0595,0.06233333,0.059833333,0.0585,0.058333334,0.0585,0.060499992,0.061999995,0.062,0.054166663,0.0385,0.027499998,0.019333333,0.016999997,0.016785713
15,45.0,0.026666665,0.024999999,0.020499997,0.020666664,0.020499997,0.02033333,0.02033333,0.020666664,0.019999998,0.018666664,0.018499998,0.018666664,0.018833332,0.018833332,0.019499997,0.019166665,0.018666664,0.026499998,0.030666666,0.03083333,0.030833332,0.03133333,0.032666665,0.03283333,0.033,0.033666663,0.03266667,0.03375
16,47.0,0.053,0.051,0.04966666,0.048499998,0.046666663,0.049999997,0.05333333,0.047833335,0.043,0.038999997,0.031833332,0.034666665,0.03333333,0.0335,0.033833332,0.036666665,0.033166666,0.027166666,0.0345,0.039999995,0.04033333,0.0385,0.038000003,0.036,0.036166668,0.037333332,0.047333337,0.046785716
17,48.0,0.03633333,0.0335,0.0325,0.02633333,0.012666664,0.011833332,0.011833332,0.011499999,0.011166665,0.011166665,0.011166665,0.011166665,0.010833331,0.010833332,0.010166665,0.010166665,0.010333331,0.010833331,0.011499999,0.012333332,0.012333332,0.012333332,0.012666664,0.012666664,0.012666664,0.012666664,0.012833331,0.013035713
18,49.0,0.037166663,0.024333332,0.014166665,0.014333331,0.014833331,0.014833331,0.016333332,0.016666664,0.016833331,0.016999997,0.018,0.018333333,0.018333333,0.018333333,0.018666664,0.018833332,0.018333333,0.018333333,0.017166665,0.016833331,0.016666664,0.016333332,0.015999997,0.015833331,0.015833331,0.015999999,0.016333332,0.015892856
19,54.0,0.011333332,0.010666666,0.010833331,0.010833332,0.010999998,0.010999998,0.010999998,0.010999998,0.010999997,0.010999998,0.010999998,0.010333331,0.010166665,0.010166665,0.010499998,0.010499999,0.010333331,0.010333331,0.010333331,0.010333331,0.010333331,0.010333331,0.010833331,0.0113333315,0.011333332,0.011333332,0.010999999,0.011071428
20,55.0,0.029833334,0.027833333,0.022666665,0.020499997,0.019833332,0.019666664,0.020333331,0.02033333,0.020666664,0.020666664,0.018166665,0.016999997,0.016333332,0.016166665,0.015666666,0.015333331,0.01533333,0.0151666645,0.014666664,0.01533333,0.01533333,0.015999997,0.017166667,0.016666666,0.01733333,0.017333332,0.016999999,0.017142856
21,6.0,0.034833327,0.033666667,0.031833336,0.019666668,0.012833331,0.012833331,0.0134999985,0.014833332,0.014666664,0.017166667,0.017666666,0.0175,0.0175,0.017833332,0.017833332,0.017833332,0.017833332,0.021166665,0.021333333,0.020333331,0.019833332,0.0175,0.019833332,0.031999998,0.038833328,0.04083333,0.041999996,0.044464286
22,66.0,0.038833335,0.024666667,0.018166665,0.016499998,0.015833331,0.014999998,0.014333332,0.011999998,0.011666666,0.013666664,0.017666666,0.018333333,0.02033333,0.02033333,0.020666666,0.021166665,0.021166665,0.023166666,0.033999998,0.03483333,0.035,0.035166666,0.03283333,0.032,0.03,0.029666666,0.029166667,0.030000001
23,69.0,0.05533333,0.04483333,0.050166663,0.046499994,0.049999993,0.055333328,0.048666663,0.042999998,0.041166667,0.041666668,0.039666664,0.038833335,0.040999997,0.042333327,0.03483333,0.027166666,0.021999998,0.016166665,0.015999999,0.016333332,0.016333332,0.022666667,0.039166667,0.040166665,0.038166665,0.03683333,0.037,0.038928572
24,7.0,0.037666664,0.037333332,0.037166663,0.035499997,0.032666665,0.029000001,0.028,0.02733333,0.025333332,0.023333332,0.0235,0.024166666,0.028666666,0.031999998,0.033833332,0.036,0.031999998,0.027999997,0.027166665,0.02733333,0.031,0.031166665,0.031666666,0.03133333,0.026833333,0.023500001,0.021833332,0.020357141
25,8.0,0.023499997,0.015833331,0.014499998,0.016666664,0.015999997,0.015999997,0.015833331,0.015666664,0.015833331,0.015833331,0.015499997,0.01583333,0.015833331,0.015833331,0.015833331,0.011166665,0.010833332,0.010833331,0.010833331,0.010833331,0.010999998,0.010999997,0.010999997,0.010666665,0.010666665,0.011666664,0.011833332,0.011607142
