,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,10.0,0.0255,0.033833332,0.038166665,0.039499998,0.04283333,0.043666665,0.04233333,0.0385,0.037833333,0.037666667,0.037833333,0.034333337,0.029833335,0.021499999,0.017166667,0.015833331,0.012499998,0.010833331,0.010833331,0.011666664,0.011666666,0.011666666,0.011333332,0.011166665,0.012999999,0.014499999,0.016499998,0.018666664,0.020833332,0.021,0.022333331,0.021499999,0.021333333,0.021333335
1,12.0,0.042666666,0.039499998,0.0335,0.033166666,0.032499995,0.032666665,0.031999998,0.024833333,0.019166665,0.017499996,0.028999997,0.033999998,0.033499997,0.03333333,0.03333333,0.033,0.033666667,0.0335,0.038833328,0.041833334,0.042999998,0.040999997,0.030499997,0.026999997,0.027666664,0.02883333,0.028999995,0.029666662,0.029166665,0.029499996,0.024833329,0.025666662,0.027833331,0.02833333
2,15.0,0.0585,0.06966667,0.074666664,0.07516667,0.07333334,0.073,0.071333334,0.07066666,0.076666676,0.09200001,0.091833346,0.09650001,0.08633335,0.07450002,0.076000005,0.0745,0.075,0.07383334,0.06950001,0.060500003,0.05283333,0.03833333,0.039499998,0.03516667,0.033666667,0.035666663,0.030666662,0.043500002,0.064333335,0.067,0.063999996,0.063833326,0.06566666,0.06516666
3,16.0,0.0385,0.040833335,0.04766667,0.048499998,0.05033333,0.05133333,0.04883333,0.053499993,0.053166665,0.051666666,0.0475,0.047666665,0.041666664,0.037166666,0.030499998,0.032333333,0.0325,0.035,0.035833333,0.0325,0.031999998,0.03483333,0.034666665,0.033333335,0.0315,0.030499998,0.032333333,0.029000001,0.027666666,0.0255,0.02733333,0.03166667,0.032166667,0.032833334
4,18.0,0.017666666,0.017333332,0.015833331,0.015166665,0.0151666645,0.015833331,0.015166665,0.014499998,0.014166665,0.013999999,0.0129999975,0.015999999,0.025166666,0.0475,0.056833334,0.05833333,0.070999995,0.07383334,0.07533334,0.075833336,0.07566668,0.07583334,0.07666666,0.07716667,0.0685,0.0465,0.0385,0.036999997,0.023666667,0.019999998,0.018833332,0.018833332,0.018999998,0.018833332
5,22.0,0.059333332,0.070999995,0.06866667,0.07333334,0.07500001,0.078833334,0.07816668,0.08116667,0.08433334,0.07866668,0.072833344,0.062166665,0.057666663,0.040333334,0.03666667,0.030166665,0.028333334,0.025833331,0.027499998,0.028666666,0.026666664,0.027999999,0.028666666,0.030666666,0.03816666,0.04316666,0.0435,0.044499997,0.045166664,0.04483333,0.044166666,0.039499998,0.037,0.0355
6,26.0,0.08000001,0.079833336,0.07566668,0.076500006,0.063499995,0.056666665,0.049999997,0.051666662,0.055499997,0.067,0.07733332,0.07383333,0.08183333,0.09133334,0.09566667,0.09683333,0.0935,0.09083334,0.08916667,0.09933333,0.10733333,0.106500015,0.10883333,0.11600001,0.10616668,0.09933335,0.09633333,0.09666667,0.09900001,0.10000001,0.099500015,0.08900001,0.0775,0.06283333
7,27.0,0.046666663,0.047333334,0.047333337,0.047833335,0.050499994,0.051666666,0.051833328,0.046666667,0.040666662,0.035166666,0.033833332,0.028166665,0.026666665,0.027666666,0.027999997,0.0285,0.026833331,0.02483333,0.0205,0.020333331,0.018999998,0.021999998,0.022166666,0.021833332,0.021333331,0.020499997,0.020833332,0.01983333,0.021499995,0.020833334,0.020666666,0.022999998,0.023666663,0.0205
8,29.0,0.038166665,0.043333333,0.04033333,0.04183333,0.04633333,0.045333333,0.044000003,0.045166664,0.043333337,0.039333332,0.039833333,0.037499998,0.041666664,0.035666663,0.039666664,0.04933333,0.053166665,0.05799999,0.0595,0.067999996,0.068333335,0.06816668,0.068,0.07149999,0.06683334,0.06583333,0.063499995,0.0645,0.06116666,0.060833335,0.05783333,0.047333334,0.047999997,0.04866666
9,31.0,0.027833333,0.028499996,0.030166663,0.0325,0.037333332,0.03666667,0.033666667,0.026166666,0.028499998,0.028666668,0.028666668,0.028666668,0.028666668,0.027999999,0.026333332,0.023166666,0.018333333,0.018833332,0.015333331,0.014166665,0.010999997,0.010833332,0.010833332,0.010833331,0.010833331,0.010833331,0.010833332,0.010833331,0.010833331,0.010166665,0.009999999,0.009999999,0.009999999,0.009999999
