,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0,14.0,9.056501388549805,11.407710075378418,9.609514236450195,11.68045711517334,172.28952026367188,175.2204132080078,11.217418670654297,9.488839149475098,9.493404388427734,9.514952659606934,9.524246215820312,9.593607902526855,10.219956398010254,10.145709037780762,10.531355857849121,10.792437553405762,11.704363822937012,10.631199836730957,11.141804695129395,10.606801986694336,9.961920738220215,11.77926254272461,15.491003036499023,8.36653995513916,8.300965309143066,8.304893493652344,8.466089248657227,8.94917106628418,8.744338989257812,9.372645378112793,9.640571594238281,8.829474449157715,9.546074867248535,8.562971115112305,8.685005187988281,8.841293334960938,8.842467308044434,8.985075950622559,8.575166702270508,8.84923267364502,8.88005542755127,9.241226196289062
1,21.0,9.15472412109375,9.220111846923828,9.204328536987305,9.24255657196045,9.121467590332031,9.348516464233398,9.656489372253418,9.13977336883545,9.24305534362793,9.428892135620117,13.360735893249512,11.764878273010254,22.964311599731445,14.393485069274902,9.59153938293457,9.308586120605469,9.529409408569336,8.870348930358887,9.950581550598145,9.123958587646484,9.10028076171875,8.94649887084961,12.746280670166016,17.28313636779785,18.337190628051758,12.563569068908691,11.368507385253906,8.955279350280762,8.560676574707031,8.734326362609863,15.170141220092773,18.333276748657227,10.022909164428711,10.84207534790039,13.301179885864258,18.17401885986328,12.477444648742676,9.208342552185059,8.55618667602539,8.621464729309082,8.707391738891602,8.31276798248291
2,23.0,6.552332878112793,6.549900054931641,6.545948505401611,6.561819076538086,6.639708995819092,6.9766526222229,6.7723774909973145,6.589667320251465,6.67197322845459,6.59008264541626,6.625705242156982,6.656250476837158,6.641176223754883,6.6224141120910645,6.789932727813721,6.647581100463867,6.611721515655518,6.595127105712891,6.619906902313232,6.582762718200684,6.713021755218506,6.636009216308594,7.792943954467773,6.7457499504089355,6.6498541831970215,6.8998517990112305,6.872530460357666,6.6489996910095215,6.501872539520264,6.95048713684082,6.544940948486328,7.317359924316406,8.20483684539795,6.503039836883545,6.918907165527344,6.7566962242126465,6.54278039932251,6.878894805908203,6.788491249084473,6.67212438583374,6.945662021636963,6.601868152618408
3,25.0,15.154501914978027,10.521261215209961,10.227965354919434,10.351372718811035,9.940999984741211,10.55433464050293,11.048482894897461,13.450787544250488,10.166709899902344,10.515722274780273,9.64526653289795,10.488015174865723,9.924941062927246,11.804366111755371,10.583905220031738,10.416071891784668,16.392820358276367,17.310115814208984,9.88195514678955,9.71072769165039,10.627464294433594,9.729079246520996,10.423876762390137,11.39626693725586,9.539697647094727,9.576925277709961,9.846977233886719,10.336533546447754,10.986895561218262,9.817131042480469,10.206343650817871,9.987126350402832,10.812728881835938,10.192091941833496,16.399587631225586,11.007091522216797,10.09241008758545,9.894408226013184,9.941802024841309,10.469978332519531,11.594793319702148,9.818138122558594
4,34.0,9.473896026611328,9.477456092834473,9.48325252532959,9.472900390625,10.408154487609863,8.185154914855957,8.249656677246094,7.891815185546875,8.089954376220703,7.985019683837891,7.804781913757324,7.855059623718262,7.845463275909424,7.8597412109375,8.000994682312012,7.865354061126709,7.863241195678711,7.828072547912598,7.844786167144775,7.778558254241943,7.876181125640869,7.883930683135986,7.927907466888428,8.051130294799805,7.874531269073486,7.8919806480407715,7.9518656730651855,7.918937683105469,7.908184051513672,8.327327728271484,7.850038051605225,8.124367713928223,8.121402740478516,8.045560836791992,8.12582778930664,8.399836540222168,8.039685249328613,9.433769226074219,9.179314613342285,9.187203407287598,9.199878692626953,9.205880165100098
5,39.0,7.742502689361572,7.584925174713135,7.558065891265869,7.518350124359131,7.51343297958374,8.277545928955078,7.806613922119141,16.68025016784668,10.532968521118164,9.788186073303223,9.123600006103516,8.522072792053223,8.55507755279541,9.101217269897461,9.994827270507812,8.617334365844727,8.560783386230469,8.527149200439453,8.69301700592041,8.53219223022461,8.509602546691895,8.548824310302734,8.49981689453125,8.588417053222656,8.876707077026367,8.579893112182617,8.687200546264648,8.558606147766113,8.505990982055664,8.531848907470703,9.878357887268066,8.476306915283203,8.925044059753418,8.417159080505371,8.530203819274902,8.665993690490723,8.600897789001465,8.782992362976074,8.762482643127441,8.748706817626953,8.569632530212402,8.544612884521484
6,43.0,9.955338478088379,13.47281551361084,10.103278160095215,11.945253372192383,11.915655136108398,11.391117095947266,9.868087768554688,14.262837409973145,12.196050643920898,12.453850746154785,10.442611694335938,16.221609115600586,10.11361026763916,9.011975288391113,9.675604820251465,8.744234085083008,11.084440231323242,9.545331001281738,9.63548469543457,9.852349281311035,9.221989631652832,14.835775375366211,8.943532943725586,10.530327796936035,17.449119567871094,10.261126518249512,10.614845275878906,11.602023124694824,9.898212432861328,11.761214256286621,11.451457977294922,9.832443237304688,9.283223152160645,13.161138534545898,9.972028732299805,14.519906044006348,9.860543251037598,10.85322093963623,10.790802001953125,13.159834861755371,11.239322662353516,8.533695220947266
7,46.0,8.070049285888672,115.70177459716797,8.674480438232422,8.993645668029785,13.316171646118164,10.600444793701172,18.91442108154297,9.931859970092773,11.127622604370117,16.273664474487305,12.959914207458496,11.40975570678711,10.361906051635742,16.43351173400879,9.035269737243652,15.235078811645508,9.756962776184082,9.99721622467041,9.744650840759277,10.050387382507324,9.862821578979492,14.892059326171875,10.131044387817383,12.258790016174316,9.824713706970215,10.694071769714355,9.92913818359375,10.186162948608398,11.717620849609375,13.799454689025879,9.656563758850098,14.889970779418945,10.135075569152832,9.963630676269531,10.202567100524902,10.127391815185547,10.016985893249512,10.977214813232422,10.056373596191406,10.196184158325195,10.9194974899292,10.06982421875
8,51.0,9.955370903015137,9.918058395385742,10.122895240783691,9.917582511901855,9.952491760253906,10.059340476989746,9.922795295715332,9.988605499267578,10.003527641296387,9.912105560302734,9.92835521697998,9.954626083374023,10.460930824279785,9.912105560302734,10.016671180725098,9.939452171325684,9.910038948059082,9.927847862243652,9.935617446899414,9.933359146118164,9.922163009643555,10.399819374084473,11.526487350463867,9.915243148803711,9.928511619567871,9.961645126342773,9.907909393310547,9.900456428527832,9.914589881896973,10.043781280517578,10.004566192626953,9.908413887023926,9.918353080749512,16.06833839416504,10.00644302368164,14.44046688079834,9.94521713256836,9.934991836547852,9.877037048339844,9.887175559997559,9.886581420898438,9.927901268005371
9,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
