,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,10.0,-15.183333,-15.066667,-15.0,-15.0,-15.0,-15.0,-15.0,-15.133333,-15.416667,-15.966666,-16.45,-16.633333,-16.566668,-16.533333,-16.516666,-16.483334,-16.483334,-16.45,-16.383333,-16.183332,-15.816667,-15.183333,-14.616667,-14.35,-14.333333,-14.35,-14.344828
1,12.0,-19.45,-19.516666,-19.6,-19.666666,-19.716667,-19.716667,-19.733334,-19.683332,-19.65,-19.666666,-19.633333,-19.616667,-19.65,-19.9,-20.216667,-20.483334,-20.75,-21.016666,-21.2,-21.45,-21.683332,-21.866667,-22.066668,-22.316668,-22.45,-22.45,-22.293104
2,15.0,-26.2,-26.2,-26.2,-26.233334,-26.3,-26.266666,-26.216667,-26.183332,-26.15,-26.033333,-26.0,-26.0,-26.0,-26.0,-26.033333,-26.033333,-26.033333,-26.033333,-26.05,-26.05,-26.05,-26.05,-26.05,-26.05,-26.05,-26.05,-26.01724
3,16.0,-22.883333,-22.2,-21.433332,-20.883333,-20.466667,-20.3,-20.233334,-19.95,-19.783333,-19.616667,-19.45,-19.4,-19.333334,-19.3,-19.283333,-19.283333,-19.283333,-19.1,-18.966667,-18.966667,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0
4,18.0,-27.15,-27.083334,-27.066668,-27.033333,-27.0,-26.983334,-26.966667,-26.866667,-26.85,-26.833334,-26.8,-26.8,-26.766666,-26.783333,-26.716667,-26.65,-26.633333,-26.65,-26.666666,-26.733334,-27.166666,-28.25,-28.9,-29.316668,-29.75,-30.066668,-30.344828
5,22.0,-27.016666,-27.016666,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-26.983334,-26.983334,-26.983334,-26.983334,-26.983334,-26.966667,-26.966667,-26.95,-26.916666,-26.916666,-26.883333,-26.816668,-26.75,-26.666666,-26.583334,-26.5,-26.431034
6,26.0,-26.966667,-26.983334,-26.983334,-26.95,-26.95,-26.933332,-26.9,-26.883333,-26.9,-26.883333,-26.866667,-26.833334,-26.833334,-26.783333,-26.75,-26.783333,-26.783333,-26.766666,-26.766666,-26.766666,-26.766666,-26.783333,-26.766666,-26.766666,-26.766666,-26.8,-26.810345
7,27.0,-13.966666,-14.216666,-14.466666,-14.716666,-14.85,-15.0,-15.116667,-15.1,-15.1,-15.1,-15.1,-15.033334,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0
8,29.0,-14.816667,-15.283334,-15.283334,-15.3,-15.333333,-15.333333,-15.216666,-15.05,-15.05,-14.883333,-14.833333,-14.766666,-14.733334,-14.683333,-14.733334,-14.733334,-14.733334,-14.733334,-14.733334,-14.783334,-14.766666,-14.933333,-14.983334,-14.983334,-14.983334,-14.95,-14.827586
9,31.0,-15.716666,-15.8,-15.95,-16.033333,-16.116667,-16.2,-16.283333,-16.283333,-16.2,-16.2,-16.2,-16.183332,-16.116667,-16.066668,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.183332,-16.35,-16.55,-16.716667,-16.8,-16.896551
