,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,10.0,-15.35,-15.333333,-15.383333,-15.433333,-15.25,-15.1,-14.966666,-15.016666,-14.916667,-14.833333,-14.766666,-14.766666,-14.716666,-14.716666,-14.65,-14.6,-14.533334,-14.466666,-14.383333,-14.166667,-14.1,-14.105263
1,12.0,-21.05,-20.883333,-20.7,-20.75,-20.85,-20.95,-21.016666,-21.266666,-21.316668,-21.333334,-21.383333,-21.433332,-21.383333,-21.333334,-21.266666,-20.966667,-20.7,-20.4,-20.183332,-19.766666,-19.55,-19.40351
2,15.0,-26.683332,-26.75,-26.833334,-26.916666,-27.0,-26.983334,-26.9,-26.816668,-26.733334,-26.65,-26.566668,-26.483334,-26.433332,-26.383333,-26.3,-26.25,-26.233334,-26.283333,-26.35,-26.433332,-26.516666,-26.578947
3,16.0,-28.183332,-28.133333,-28.05,-27.883333,-27.7,-27.516666,-27.316668,-27.233334,-27.05,-26.866667,-26.783333,-26.616667,-26.433332,-26.35,-26.25,-26.083334,-26.016666,-26.1,-26.066668,-26.0,-25.933332,-25.912281
4,18.0,-25.75,-25.783333,-25.716667,-25.7,-25.733334,-25.766666,-25.75,-25.716667,-25.733334,-25.833334,-25.916666,-26.0,-26.05,-26.016666,-26.05,-26.166666,-26.333334,-26.383333,-26.633333,-26.85,-26.95,-27.0
5,22.0,-26.733334,-26.483334,-26.3,-26.216667,-26.1,-25.933332,-25.8,-25.716667,-25.633333,-25.6,-25.5,-25.383333,-25.266666,-25.316668,-25.4,-25.4,-25.433332,-25.516666,-25.583334,-25.783333,-26.033333,-26.192982
6,26.0,-28.183332,-28.516666,-28.65,-28.6,-28.933332,-29.283333,-29.333334,-29.3,-29.166666,-29.0,-28.966667,-28.866667,-28.766666,-28.583334,-28.383333,-28.25,-28.066668,-28.0,-27.833334,-27.7,-27.633333,-27.649122
7,27.0,-10.5,-10.533334,-10.666667,-10.75,-10.833333,-10.9,-10.866667,-10.816667,-10.75,-10.666667,-10.583333,-10.533334,-10.483334,-10.483334,-10.383333,-10.25,-10.166667,-10.083333,-10.016666,-9.933333,-9.933333,-9.982456
8,29.0,24.55,25.133333,25.733334,26.666666,27.75,28.133333,28.7,29.55,30.433332,31.25,31.983334,32.616665,33.166668,33.15,33.15,33.166668,33.216667,33.283333,33.166668,32.966667,32.75,32.54386
9,31.0,-13.6,-13.6,-13.55,-13.616667,-13.65,-13.133333,-10.8,-8.466666,-6.15,-3.8666666,-2.0166667,-2.0666666,-0.26666668,1.9166666,3.6666667,5.0333333,6.8166666,8.633333,8.633333,8.616667,8.65,7.9298244
10,32.0,-28.333334,-28.266666,-28.266666,-28.216667,-28.216667,-28.216667,-28.116667,-28.05,-27.983334,-27.816668,-27.65,-27.683332,-27.75,-27.716667,-27.583334,-27.5,-27.5,-27.5,-27.5,-27.466667,-27.5,-27.526316
11,33.0,-12.033334,-12.116667,-12.133333,-12.1,-12.1,-12.1,-12.1,-12.1,-12.033334,-11.966666,-11.933333,-11.9,-11.816667,-11.683333,-11.633333,-11.55,-11.466666,-11.383333,-11.316667,-11.25,-11.266666,-11.263158
12,35.0,-14.533334,-14.45,-14.3,-14.25,-14.25,-14.25,-14.2,-14.166667,-14.133333,-14.083333,-14.016666,-13.966666,-13.9,-13.816667,-13.766666,-13.583333,-13.416667,-13.183333,-13.0,-12.833333,-12.7,-12.631579
