,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,10.0,8.905303955078125,8.917646408081055,8.90825080871582,9.099260330200195,9.035089492797852,9.060720443725586,9.071416854858398,9.086465835571289,9.142024040222168,9.06375503540039,13.538114547729492,13.872026443481445,11.673735618591309,10.451627731323242,10.302197456359863,10.263713836669922,10.148078918457031,13.257290840148926,10.825617790222168,11.382722854614258,13.301379203796387,11.626431465148926,10.353788375854492,10.942978858947754,9.846619606018066,9.943559646606445,9.638046264648438,9.970873832702637,10.387044906616211,10.18063735961914,14.668977737426758,9.973869323730469,12.742575645446777,49.334346771240234,14.62243938446045,10.003199577331543,11.505714416503906,10.057894706726074,9.938267707824707
1,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15.0,10.135571479797363,9.962645530700684,16.09109115600586,20.088478088378906,13.177583694458008,10.447339057922363,10.233884811401367,12.127898216247559,9.868855476379395,9.974067687988281,11.150290489196777,20.990278244018555,12.18275260925293,15.204745292663574,10.538644790649414,9.961837768554688,13.295051574707031,9.402749061584473,9.409435272216797,9.379166603088379,11.24776554107666,10.50332260131836,9.665600776672363,9.524438858032227,9.520783424377441,9.759020805358887,9.875065803527832,9.666390419006348,9.748668670654297,9.64186954498291,15.469992637634277,18.456443786621094,18.323274612426758,10.760129928588867,9.681479454040527,9.689123153686523,11.576765060424805,9.826984405517578,9.151887893676758
3,16.0,9.730104446411133,9.72261905670166,9.725454330444336,9.72604751586914,9.887648582458496,9.804163932800293,9.782282829284668,9.81994915008545,9.846447944641113,9.751592636108398,9.728382110595703,9.918760299682617,9.771468162536621,9.728382110595703,9.697446823120117,9.688130378723145,12.518877983093262,9.817770957946777,9.82262134552002,9.770465850830078,9.764264106750488,9.762792587280273,9.92468547821045,9.731982231140137,9.705731391906738,13.480400085449219,9.90105152130127,9.713150024414062,9.799410820007324,9.792717933654785,9.813435554504395,9.674076080322266,9.89168643951416,9.797752380371094,9.84810733795166,9.771364212036133,9.746790885925293,9.706242561340332,9.695319175720215
4,18.0,9.078596115112305,10.189187049865723,9.425569534301758,10.615311622619629,10.482975959777832,10.42394733428955,8.616312980651855,8.684035301208496,9.830385208129883,8.617715835571289,8.688948631286621,9.678584098815918,9.78825855255127,8.669669151306152,9.4931640625,8.636988639831543,9.268009185791016,10.628488540649414,8.703161239624023,10.237471580505371,8.322393417358398,8.268784523010254,8.263312339782715,8.299962043762207,8.645686149597168,8.383028984069824,13.809215545654297,8.75964641571045,10.179071426391602,9.039499282836914,9.261780738830566,9.42460823059082,10.306815147399902,12.087187767028809,8.907751083374023,8.973100662231445,8.954367637634277,9.296721458435059,8.9671049118042
5,22.0,11.023659706115723,9.782099723815918,12.971478462219238,9.831856727600098,9.826610565185547,9.830887794494629,9.854211807250977,9.833268165588379,9.832331657409668,9.833268165588379,9.835648536682129,9.828036308288574,9.828505516052246,9.828505516052246,9.842791557312012,9.832798957824707,9.832798957824707,9.828977584838867,9.828036308288574,9.838030815124512,9.827103614807129,9.831404685974121,9.827103614807129,9.832331657409668,9.830945014953613,9.832798957824707,9.846619606018066,9.831404685974121,9.828036308288574,9.827103614807129,9.828036308288574,9.827103614807129,9.831867218017578,9.830945014953613,9.827103614807129,9.831867218017578,9.832331657409668,9.835708618164062,9.810977935791016
6,26.0,7.85434103012085,7.854289531707764,7.9715189933776855,105.6562271118164,7.771992206573486,7.6981730461120605,7.703455448150635,7.7340826988220215,7.692510604858398,7.693060874938965,7.738122940063477,7.710710525512695,7.703341007232666,7.681576728820801,7.677934646606445,7.678474426269531,7.684680938720703,7.709387302398682,7.711892127990723,7.726235866546631,7.688318252563477,7.717304229736328,7.682119369506836,7.744269371032715,7.901371002197266,7.695068836212158,7.659223556518555,7.655080795288086,7.658709526062012,7.664443492889404,7.645213603973389,7.658709526062012,7.651453018188477,7.648844242095947,7.647826671600342,7.668576717376709,7.661323547363281,7.64261531829834,7.634836196899414
7,27.0,9.428478240966797,9.435127258300781,10.750197410583496,14.954963684082031,9.896501541137695,9.887504577636719,10.939013481140137,9.90239429473877,9.934749603271484,9.901296615600586,9.901296615600586,9.901912689208984,9.896551132202148,9.897168159484863,9.899460792541504,9.906658172607422,9.895936965942383,9.899460792541504,9.903600692749023,9.90068244934082,10.206666946411133,11.561417579650879,9.89824104309082,9.902405738830566,9.897075653076172,9.902007102966309,9.904272079467773,9.896495819091797,10.277981758117676,9.901824951171875,10.182341575622559,12.236042022705078,9.897092819213867,13.426043510437012,9.910408973693848,10.027172088623047,10.280414581298828,9.914498329162598,9.901163101196289
8,29.0,15.602627754211426,11.884098052978516,9.875923156738281,29.805814743041992,12.657954216003418,11.702556610107422,10.052986145019531,9.900470733642578,9.878705024719238,96.17253875732422,8.626718521118164,8.723742485046387,8.575996398925781,24.67619514465332,22.78616714477539,8.351447105407715,8.341971397399902,8.344001770019531,8.334527015686035,9.948399543762207,36.39339065551758,9.876943588256836,10.359892845153809,9.921354293823242,9.826181411743164,9.830032348632812,9.831404685974121,10.820728302001953,30.529008865356445,8.101472854614258,8.083636283874512,8.08236026763916,8.157011032104492,8.072921752929688,8.07421875,8.086030006408691,8.069613456726074,8.068921089172363,8.06234073638916
9,31.0,14.421394348144531,8.945612907409668,9.074456214904785,11.955351829528809,9.550434112548828,7.848235607147217,7.851278781890869,7.836948394775391,8.342194557189941,13.375079154968262,12.42158031463623,11.437873840332031,11.259509086608887,12.116954803466797,12.167316436767578,12.125892639160156,8.47021484375,8.497000694274902,9.000170707702637,11.55239486694336,11.052175521850586,8.48157787322998,8.482583045959473,8.477904319763184,8.479574203491211,9.196850776672363,8.480574607849121,11.001218795776367,19.302295684814453,12.72962474822998,9.660296440124512,9.667764663696289,9.664539337158203,9.668783187866211,9.665054321289062,9.663515090942383,9.663006782531738,9.667764663696289,9.652984619140625
10,32.0,9.97557258605957,9.62818717956543,8.308884620666504,10.40303897857666,9.029692649841309,12.293648719787598,12.862531661987305,9.644719123840332,13.498579978942871,10.008996963500977,9.806896209716797,8.170100212097168,9.603381156921387,9.849431991577148,11.184503555297852,9.625969886779785,9.303152084350586,8.92573356628418,8.03907585144043,10.261433601379395,9.456816673278809,11.83279800415039,9.81942367553711,9.816905975341797,9.818891525268555,10.200078964233398,16.090856552124023,10.369071960449219,10.127874374389648,10.188420295715332,10.327046394348145,9.999658584594727,9.977288246154785,15.153257369995117,20.11058235168457,10.084794998168945,12.597245216369629,9.863211631774902,9.547404289245605
11,33.0,9.916977882385254,10.006658554077148,10.165119171142578,15.29310417175293,9.946687698364258,9.331212043762207,9.336440086364746,10.19827651977539,14.688615798950195,9.123939514160156,14.192037582397461,10.61242961883545,9.974618911743164,10.00226879119873,9.929525375366211,9.929845809936523,9.919914245605469,9.983384132385254,9.976967811584473,9.92421817779541,9.92817497253418,9.932714462280273,9.924383163452148,10.12276840209961,20.854700088500977,18.033897399902344,11.1198148727417,9.476361274719238,8.543407440185547,8.528368949890137,8.528368949890137,8.532051086425781,8.661703109741211,8.625475883483887,8.595293045043945,8.649004936218262,8.616922378540039,9.237167358398438,9.138646125793457
12,35.0,9.539077758789062,9.521939277648926,9.549456596374512,9.60496711730957,10.684954643249512,13.013958930969238,9.489049911499023,9.489988327026367,9.494694709777832,9.486141204833984,9.487421989440918,9.491710662841797,9.489988327026367,9.48442268371582,9.487004280090332,9.489130973815918,9.482712745666504,165.59051513671875,9.61282730102539,9.531156539916992,9.524524688720703,9.528241157531738,9.52342700958252,9.52342700958252,9.524385452270508,9.525345802307129,9.522586822509766,9.5731840133667,9.518869400024414,9.532425880432129,9.533934593200684,9.53842830657959,9.530182838439941,9.522586822509766,9.529211044311523,9.53184986114502,9.532927513122559,9.521620750427246,
13,4.0,9.940016746520996,10.251323699951172,10.002349853515625,10.0809326171875,10.068901062011719,10.024468421936035,9.913759231567383,9.910873413085938,9.918059349060059,9.915162086486816,9.91992473602295,9.932616233825684,9.945610046386719,9.926740646362305,9.914224624633789,9.919454574584961,9.919987678527832,9.933741569519043,9.917598724365234,9.959915161132812,10.034463882446289,11.04226016998291,9.545206069946289,9.423840522766113,10.117612838745117,10.766097068786621,10.101587295532227,9.990640640258789,10.268783569335938,8.570749282836914,8.892346382141113,8.626580238342285,8.894957542419434,7.947718143463135,8.80379867553711,8.285177230834961,9.554466247558594,8.752161026000977,8.752062797546387
14,42.0,9.377412796020508,9.372151374816895,9.382305145263672,9.447175979614258,9.821969032287598,10.55993366241455,10.891562461853027,13.29537296295166,10.139917373657227,9.915399551391602,10.39410400390625,13.234785079956055,12.205733299255371,9.98163890838623,9.978955268859863,10.104053497314453,13.391143798828125,14.284672737121582,10.002886772155762,10.008190155029297,10.01030158996582,10.233606338500977,11.52277660369873,11.157486915588379,10.21141529083252,11.141192436218262,10.13323974609375,5.748988151550293,6.2437214851379395,5.583889961242676,5.56433629989624,5.956491470336914,6.464662551879883,6.685891151428223,5.88178825378418,5.860019207000732,5.845780849456787,5.840702056884766,5.839184761047363
15,45.0,9.66425895690918,10.190258979797363,9.820638656616211,9.822686195373535,10.54230785369873,10.103614807128906,10.129728317260742,9.91686725616455,9.875570297241211,9.8178129196167,10.338349342346191,9.804503440856934,9.83958625793457,9.710972785949707,10.146613121032715,10.180870056152344,9.811033248901367,9.832395553588867,9.834549903869629,9.817340850830078,9.826918601989746,9.922698974609375,9.805578231811523,9.805913925170898,9.810237884521484,9.961169242858887,9.787510871887207,9.551337242126465,9.920662879943848,9.846405982971191,9.759750366210938,9.756660461425781,9.854731559753418,9.548759460449219,9.751219749450684,9.854477882385254,10.522589683532715,9.554931640625,9.407987594604492
16,47.0,10.386159896850586,17.60679054260254,10.072190284729004,9.991630554199219,11.524572372436523,12.981486320495605,8.336237907409668,8.820361137390137,18.46745491027832,16.398975372314453,11.8889799118042,10.107287406921387,10.997478485107422,11.40558910369873,11.218844413757324,10.261878967285156,19.374975204467773,10.438615798950195,10.280351638793945,11.645182609558105,10.069132804870605,16.63020896911621,24.743505477905273,25.388803482055664,11.515226364135742,9.430416107177734,9.414094924926758,9.78744125366211,9.105745315551758,9.013030052185059,9.682069778442383,9.328231811523438,9.678048133850098,9.340591430664062,9.353270530700684,9.375587463378906,9.393294334411621,9.637333869934082,10.15864372253418
17,48.0,9.795555114746094,9.763656616210938,9.816301345825195,9.836868286132812,13.413677215576172,9.752487182617188,9.728845596313477,9.920293807983398,14.209321022033691,9.040090560913086,9.036033630371094,9.034266471862793,9.045938491821289,9.086519241333008,9.051438331604004,151.37290954589844,9.040090560913086,9.039386749267578,9.036033630371094,9.036033630371094,9.040090560913086,9.035319328308105,9.035319328308105,9.048913955688477,9.040446281433105,9.039737701416016,9.279172897338867,9.029074668884277,9.027454376220703,9.231106758117676,10.071939468383789,10.424707412719727,8.428533554077148,8.429625511169434,9.017642974853516,8.673762321472168,8.666584968566895,8.431671142578125,
