,0,1,2,3,4,5,6
0,10.0,809.5410609571429,857.5541026606118,916.6596202124501,948.7092996020363,945.6936296816247,968.7760444770261
1,12.0,931.7484402594094,934.7022655608506,950.3588356592608,965.3425345900539,974.6060436722787,950.1846718566308
2,15.0,802.0439005630493,873.7488924547195,918.1384078277039,937.3664628257245,983.1244238378514,1003.4284391222086
3,16.0,945.7067178583982,947.1325301586978,947.4450876247137,948.5601149522176,949.8428814967563,951.0540391577699
4,18.0,849.6362465488842,897.161567628789,905.6641264830687,949.538965658637,980.5290891986342,987.9252144793512
5,22.0,852.9355961444635,884.2019187299898,925.8743514958512,946.0354915225362,968.9940868671438,987.8284098750757
6,26.0,910.3662931199502,942.6410278918738,969.9294193988693,984.4714242200582,998.8915493494985,1012.8877170458998
7,27.0,913.6014450516475,903.0532199230556,902.4598643676312,915.1597512339899,925.5860417886186,927.1093126762598
8,29.0,690.3089294163933,751.8214554308504,828.0210678872165,865.4646901964986,929.5008541636191,977.5841680695609
9,31.0,854.793187494016,894.5798656779547,903.3064083990766,939.3714981910528,962.7865178562245,1000.3242911458786
10,32.0,726.1064625299953,729.4928866384082,749.1331370407856,786.5509598484347,800.1953296988659,792.124479651982
11,33.0,615.3026670426045,626.1204537189158,637.5636726523461,629.4489136560187,653.1246941239017,705.9143440836733
12,35.0,832.1757394904728,916.4728514619201,936.4637179300602,937.2376208754474,953.1909474289555,968.3041388268975
13,4.0,680.2885369068399,770.3968896382721,832.2874346772112,915.4091663014904,935.6910659233004,939.6056970998716
14,42.0,837.1716215888734,839.5085461929392,865.9195196698747,879.6563674226154,938.9424852302793,951.4740687366027
15,45.0,844.3032180162559,876.6572393901904,914.437681919046,948.2392916970969,973.126220381934,990.5222411866735
16,47.0,532.0350427133278,589.2239218880803,665.8899531907196,809.6676552554281,862.0181165063731,805.3810278437985
17,48.0,685.302173202838,722.4873712247886,815.3617637213451,905.1951533125352,969.3112272395726,995.8751373518164
18,49.0,682.7615619031956,747.2437012258094,824.5014888995129,924.1017242022153,989.3326508872656,1000.63205303199
19,54.0,819.626614443178,881.7109733727543,943.1784123162495,975.2074709042458,948.2719909754483,935.0452429129731
20,55.0,930.5424971422544,939.9366504141325,952.0764619505051,968.7916761940403,978.5757864278703,977.152221832486
21,6.0,938.4776329251061,949.3646015720245,949.3611414135571,948.9219596646595,949.7576099863987,957.0098652288212
22,66.0,214.90060002930488,196.35010654560784,271.38135221948846,276.7817282331178,266.42392814091346,265.1076609678953
23,69.0,902.4215610435742,893.5193808014121,888.1057041860527,889.1507682978922,900.5232246928346,904.4927526615089
24,7.0,943.9534684241437,945.0137593129489,943.6409577443535,936.8121031240182,933.277656888363,929.6572234119627
25,8.0,958.9313260004943,958.9204087199578,951.8684576828557,934.957406395514,929.7220236116143,925.0474822068652
