,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,14.0,5.130135,5.144911,5.189264,5.22889,5.266117,5.300134,5.331839,5.3610344,5.3863735,5.408398,5.4275203,5.445778,5.462752,5.4661717,5.4556403,5.444797,5.4345555,5.427159,5.411903,5.3955193,5.382702
1,21.0,5.239369,5.2833104,5.3120866,5.316815,5.319258,5.3168826,5.2955174,5.25465,5.214004,5.211255,5.2166395,5.2273197,5.2527404,5.2869015,5.308583,5.319594,5.3123465,5.298909,5.2963467,5.301372,5.302508
2,23.0,4.9491286,4.9201317,4.883678,4.876204,4.874391,4.870542,4.8629603,4.8523865,4.841843,4.836274,4.837621,4.842233,4.8467493,4.851022,4.855429,4.859817,4.864163,4.868416,4.872541,4.8767576,4.8806663
3,25.0,4.0860887,3.9801285,3.8810768,3.8784053,3.882541,4.138428,4.287742,4.401046,4.4926167,4.567221,4.630052,4.6840634,4.7318387,4.768255,4.808822,4.843494,4.871164,4.844409,4.847796,4.8512816,4.853605
4,34.0,5.3837895,5.367798,5.4837494,5.4779396,5.471849,5.4657874,5.4595222,5.453245,5.4467444,5.4402466,5.435023,5.4324646,5.431683,5.4314284,5.3092346,5.308989,5.30879,5.3084793,5.3083606,5.308215,5.308252
5,39.0,4.0076294,4.0223346,4.032108,4.0411468,4.0498376,4.0586667,4.069397,4.0794506,4.0843706,4.0856,4.086634,4.087855,4.0889516,4.089948,4.0916142,4.0930414,4.094423,4.0959177,4.0974975,4.099119,4.1003585
6,43.0,5.0533433,5.0609536,5.0614243,5.0624137,5.063835,5.06547,5.067064,5.068766,5.0704865,5.07214,5.0738463,5.0756187,5.076776,5.0775776,5.0783863,5.0789332,5.0801907,5.0783334,5.0764313,5.074564,5.0735188
7,46.0,5.7274117,5.7338405,5.7236733,5.7168393,5.712835,5.7052746,5.697122,5.687933,5.6775355,5.666353,5.654179,5.6410174,5.6266723,5.608707,5.602136,5.5955367,5.591753,5.5920825,5.595077,5.597071,5.5979767
8,51.0,4.038825,4.0577464,4.0733757,4.087665,4.068461,4.049906,4.030416,4.01696,4.008142,3.999073,3.9887803,3.980387,3.9718235,3.9601433,3.9511044,3.9397938,3.9407425,3.943652,3.9484663,3.9521844,3.9535797
9,57.0,4.692292,4.703565,4.713235,4.717021,4.72132,4.7241874,4.7156024,4.7105722,4.705574,4.700097,4.6948113,4.6915092,4.6876225,4.6812453,4.687776,4.6957035,4.7068686,4.7185106,4.7396617,4.7567086,4.7677355
10,71.0,4.3707356,4.3781815,4.374986,4.3763275,4.3736405,4.3724356,4.370973,4.369622,4.368515,4.3667955,4.365029,4.3634496,4.3618674,4.3601317,4.3586936,4.357312,4.3559875,4.3545403,4.35325,4.351462,4.350251
11,72.0,3.8184414,3.8182738,3.8183126,3.8182576,3.8181973,3.8182049,3.8180428,3.8179476,3.8177223,3.817578,3.8172054,3.8167632,3.8164513,3.8160994,3.8158944,3.8156967,3.815653,3.8155138,3.815485,3.8153963,3.815402
12,77.0,3.8591096,3.8490007,3.8500013,3.8525393,3.8549826,3.8573282,3.8595464,3.8618097,3.8632076,3.8645027,3.8658857,3.8671854,3.8684337,3.8631146,3.8621407,3.86041,3.8554728,3.8502777,3.8452141,3.8402252,3.8374615
13,78.0,4.0220857,4.0250173,4.0262976,4.027346,4.028648,4.0296445,4.0275908,4.026422,4.0168986,4.007155,3.9970322,3.9867306,4.000326,4.0157228,4.0283957,4.0391207,4.047789,4.054833,4.0632,4.0696206,4.0796657
