,0,1,2,3,4,5,6,7,8,9
0,14.0,0.010421191082496981,0.0025259415987642355,0.0037312316473924654,0.001280362124443999,0.004726573681223538,0.00042924186284597215,0.002498286307705504,,
1,21.0,0.002833214759112056,0.010016290953470355,0.0013147113180106789,0.008265975242297389,0.00020332495360536233,6.627170419318234e-06,0.010819207753664732,,
2,23.0,2.2165582877577796e-05,0.0009499855008928984,0.00021458740313220115,4.1391153366151685e-05,0.0023324327021490795,0.00020097835244165161,0.00014458981548877897,,
3,25.0,0.0042690958355989855,0.00036847611610581546,2.278089724881769e-05,3.105978529679077e-05,0.0007641570267495584,0.0005624207272740448,0.06133312806403226,,
4,34.0,0.004485064153668419,0.004073842615215135,7.314075710568887e-05,7.183231192282386e-06,4.843062258880756e-05,0.0002037133354516091,4.7335891313162233e-05,8.376286451622922e-06,0.0020660702770994408
5,39.0,0.0003863910770047318,0.0022016304273621556,3.648929184780656e-05,0.00687163246369489,1.6946931976265723e-06,0.006610728530220039,2.9222433221178382e-05,1.568752537908105e-05,0.01241422602496519
6,43.0,0.0011891778584530918,6.111104726958238e-05,0.00011604255737702912,7.57052836826606e-08,0.00023535267064159866,0.0002279686532868414,0.004413797841297815,,
7,46.0,0.17697610503016614,0.00011871101270870544,0.009318099208793324,1.1857020613463344e-05,0.009552751273301109,0.00010508914029490373,0.00044882900706303823,,
8,51.0,0.0015002436406766695,6.798280394545624e-05,2.506351071778226e-06,0.0010359540002360115,3.8297105385661206e-05,0.0003465490354740526,0.0002194541504883683,0.0001558411472551567,1.908301934201275e-05
9,57.0,0.04603040070204226,0.0007203788844746912,0.0015758841812156797,0.008131788627309688,0.0009413280027157577,0.005694152039467476,0.00020622279095691674,0.0018369907795179495,0.005737661675165499
10,71.0,0.01717285345785919,0.004172713123320055,7.102457252592222e-05,0.009811903348784597,7.860992886179707e-05,0.00082956473355638,0.0002916985715976767,0.0029434848002113747,0.00254039202488297
11,72.0,0.00045628081826230653,0.0006925193339064509,0.0004936750324520759,3.5077338980782445e-06,2.2461872746505946e-06,0.00027133412771122796,0.0031082608053844486,,
12,77.0,0.06513138708092234,0.0028160360046470983,0.0001579701170144625,0.00022950252412044927,0.0005346927656148126,0.0005566353588680549,0.31447457674715595,,
13,78.0,0.0017341097981513802,0.0006448823759115438,1.4616469216092762e-05,9.647934291431406e-05,1.0706505780741937e-05,0.0004919360286702756,0.05838524396204762,,
14,79.0,2.25899950877137e-06,6.559897888791797e-05,1.9332352333516848e-05,2.313658463022791e-05,1.6533563952242624e-05,2.8469515403193487e-05,4.676897413975947e-06,,
15,80.0,0.0042244682400465385,0.0020247335720905727,0.0026543407439477747,6.593181393407967e-06,5.073970191249295e-05,0.00021993506886704736,0.0002558087175574901,,
16,82.0,0.0064578804607567705,0.0005898696679413136,0.008836529475170045,2.2189256240022392e-05,0.0004997473757604717,8.52009791071046e-07,0.0006323647412093119,0.0001858495303826015,0.27086210852490067
17,83.0,0.0007247103620476429,0.0003455192329403148,0.000659816206497252,6.111377646421816e-06,2.551802615626039e-07,0.0008546470545577405,0.05790233552045618,,
18,84.0,0.00029122148471710926,1.0555175797357585e-05,0.00017368523261098134,3.7207815096729526e-07,0.0001416748759425441,1.860144981653335e-05,0.0005617049650235794,,
19,85.0,2.3500623037131707e-06,0.0005670360017509105,4.664750665864565e-05,0.0010891405089881636,6.89746288473094e-05,1.3020628850903178e-05,0.0002458021255091092,,
20,87.0,0.008155636155960664,0.006849213060601914,0.0007657746964191513,0.001223341284086261,0.00028260388892991425,0.002984805232596969,1.0875558736286879e-05,,
21,88.0,0.0003089288571438268,0.00021320133270228255,1.69649020118697e-05,9.76112800228888e-05,2.412877412589133e-05,1.5680266197077379e-07,9.611248744320489e-05,,
22,89.0,0.005196680690682872,4.668677393219057e-05,0.002466894948511463,9.249918687294612e-05,0.0014805037572119886,0.00011189266457153709,0.00011415832516338179,,
23,91.0,0.0010991167997054666,0.0017533305910680274,0.0009505133983990742,0.0023252076876032713,5.891577605370551e-05,0.004338157749225451,0.008508710923131758,,
24,92.0,0.006877482704685767,8.565574784861575e-06,0.0001421505387624857,9.01013652192413e-07,0.00010945700880086479,1.3438690328831216e-05,0.0002503411106982854,,
25,93.0,1.5417322102341614e-07,3.104235130270389e-05,0.0005021683326509482,1.3622478679613034e-06,0.00043217370591321,0.0021511766500665265,0.00016211610419975426,,
