,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
10,71.0,8.767597,8.774313,146.12766,8.789686,8.89957,8.81419,11.103386,9.220498,8.305506,10.810498,9.948921,8.771851,8.615727,8.744271,8.71471,8.969249,11.288088,9.32212,9.899753,10.433449,9.347466,8.497931,8.560489,9.03503,9.045338,8.951933,8.425932,9.486715,8.874639,8.658825,8.23829,8.11579,8.133736,8.226419,8.588635,8.5063925,7.472277,7.7173758,8.119644,8.746711,8.962149,9.408026,8.409926,7.441632,7.5270567,7.9231453,8.607719,8.2970609664917,7.887361526489258,7.926188945770264,8.632891654968262,8.419596672058105,7.594415187835693,7.503918170928955,7.473128795623779,9.617140769958496,7.49208927154541,
11,72.0,8.58781,7.3164396,7.4512644,7.2864466,7.2729745,7.521756,12.035414,10.30751,10.326412,10.90603,11.340728,11.843773,11.920666,8.515906,8.465337,8.515889,13.556125,11.741199,12.461712,12.929002,12.762141,12.052731,11.797764,9.752413,8.909966,12.884948,10.937967,12.502208,12.116069,11.793329,11.523738,12.614552,12.516099,13.6861925,13.77686,10.014986,9.003752,8.727733,8.723891,9.0663,11.187443,9.723311,9.815667,7.243092,7.2247458,7.229027,7.2161074,,,,,,,,,,,
12,77.0,5.9438844,5.9613543,13.424759,12.001096,10.228047,5.4072285,10.075885,8.894775,7.002049,14.588699,11.379596,13.351465,10.139313,5.0770397,6.83263,5.6167316,7.00071,7.1323247,9.8166895,10.365415,9.12996,8.8887615,9.060252,20.163813,11.2918825,10.65742,7.186464,6.835919,6.924391,6.915789,7.4256697,9.264108,8.076676,8.786569,8.581327,8.193017,8.046671,9.744596,8.373527,11.128814,11.367662,12.225919,13.395583,12.605686,8.831104,9.089517,9.37054,,,,,,,,,,,
13,78.0,8.979343,9.092446,8.772267,8.925999,18.907066,21.937405,12.17908,14.061542,13.745721,9.052104,9.226003,8.496648,17.085371,12.813337,10.254527,8.039524,8.381191,7.4893675,7.688984,11.867361,10.647112,10.742404,7.526266,17.615454,8.672546,8.175904,10.107839,9.199817,8.699709,14.748086,17.44064,10.370688,9.447932,9.100815,16.373642,18.07325,14.824588,13.005253,15.693814,17.509869,10.262188,9.637567,13.236095,11.9085,9.856894,10.531911,15.328137,,,,,,,,,,,
14,79.0,7.4537716,7.085849,10.504041,7.4090614,13.837457,10.977147,5.600604,5.546665,5.691512,16.593702,13.328467,5.2037954,4.3447556,11.885817,15.515943,21.088028,5.8724184,4.2492,6.531221,6.9046736,5.2665443,6.551146,5.900509,6.3794317,8.860729,5.7163534,7.3771157,5.719118,13.54094,13.308828,13.53091,23.209032,10.9657545,9.414702,16.015686,10.3094015,11.070193,11.983455,15.025479,13.100403,22.827448,10.016854,10.225056,10.381079,15.268048,22.717989,45.467033,,,,,,,,,,,
15,80.0,8.271053,8.465753,8.347207,10.251956,12.471359,14.011772,11.4955435,10.83657,14.856585,12.8079605,10.185399,11.862186,15.767162,8.9265995,8.4007845,9.332102,13.350599,11.277773,15.781355,11.505181,9.097583,8.692195,8.621067,8.616625,8.684312,9.656222,14.062356,10.447189,11.186089,13.186149,16.838345,10.0999775,11.677282,10.128124,12.613516,13.725264,9.398596,10.091527,9.771333,8.672183,9.007553,8.951157,8.4356985,12.036405,160.97786,9.704487,9.692995,,,,,,,,,,,
16,82.0,5.698896,5.0143437,5.1155286,5.223988,5.7585373,7.726805,8.209816,5.7927675,4.2076573,3.886964,4.230078,4.806558,4.4721045,3.986871,3.8687327,8.966962,13.774115,4.8163233,6.5547013,6.8478327,8.07278,7.334939,5.050335,5.3146048,6.7807975,3.1725585,3.8506088,3.5701885,3.4967806,3.2763648,5.204,4.458741,4.6333804,3.33432,5.2132998,3.79873,4.3324933,4.28742,3.3897421,5.0044246,4.273991,4.307345,6.744886,6.0245595,4.0106034,7.7583456,7.5179496,3.2993366718292236,5.441741466522217,3.6350090503692627,1.5076584815979004,3.225142240524292,4.932799816131592,4.489007472991943,3.656116247177124,1.6249321699142456,1.536400318145752,1.205906867980957
17,83.0,7.853956,6.6152062,8.401322,8.129663,9.338905,14.040574,8.926073,8.821167,8.694907,11.09432,4.046242,4.4937334,5.21694,2.235426,3.5182648,4.88913,5.807709,3.0768592,4.5635066,5.011119,4.4461546,4.305418,3.8323934,4.785092,4.179609,5.0288234,4.3135495,4.9288807,4.0175285,12.621186,5.0273256,5.780996,4.0482535,3.748708,4.5315657,5.0998945,1.3843086,1.5796887,1.4818308,1.4190954,1.5268472,5.106488,1.5862052,17.96398,9.116576,8.432044,8.3691,,,,,,,,,,,
18,84.0,7.8509655,7.827743,7.8201838,7.8356547,7.85244,7.930302,7.7686844,7.776556,7.770724,7.7987185,7.795091,7.8867345,7.844103,7.8481245,7.8602643,7.749191,12.414929,15.655149,8.523255,9.82007,9.00902,9.189159,8.765964,9.413425,8.449909,7.8313465,7.636073,7.609658,8.360424,9.2021675,11.466263,8.324461,9.47693,111.994896,8.42541,7.8896956,10.26392,7.1871853,7.0802264,9.116457,7.4867573,8.737802,8.379116,7.5658784,8.676989,7.6005697,7.581047,,,,,,,,,,,
19,85.0,15.840781,15.316962,11.518443,10.608867,9.815867,10.5914545,13.283938,12.17319,10.207349,17.229664,10.131099,9.2656355,9.605263,9.44542,10.574131,9.592567,11.166046,10.2826605,12.303444,10.234192,10.351986,9.364444,9.200114,7.476185,7.6174545,14.006999,10.888308,14.288801,9.447212,10.5409565,11.095063,9.757548,9.046185,8.465148,9.158605,10.405928,9.895788,6.4478626,6.5448008,9.052631,6.6898556,14.114459,13.40921,12.83297,9.829717,9.630474,107.96383,,,,,,,,,,,
20,87.0,19.740374,9.1814,9.182212,9.180202,10.121319,6.875462,7.3342643,5.539444,6.916473,5.4666615,5.635543,6.1527233,5.4556427,6.500358,6.2618303,5.5999355,5.7942953,7.6143684,6.2859726,5.609773,8.883298,5.592947,6.450428,8.932166,6.099738,6.156397,5.608303,5.5365577,6.054138,5.7270865,8.41476,6.2164354,7.4765058,4.706777,5.2033486,6.6894107,6.350207,7.479458,7.1447396,6.584292,7.6162915,25.324697,7.802643,7.6131296,14.5179615,14.757422,8.106349,,,,,,,,,,,
21,88.0,9.440899,9.629733,9.827785,10.573687,11.076202,9.298072,8.831,7.153655,7.981001,8.1230545,9.991628,7.2090435,8.302631,7.264625,8.709201,8.578409,6.8613873,7.1541224,137.61601,6.8683243,6.306382,7.276989,7.7255754,7.1122313,6.1227007,6.3487935,6.3610725,7.9729104,8.37578,7.465914,7.2823634,7.656371,7.2798333,7.5929694,6.5934,8.486317,7.8790197,6.8476005,7.743555,9.27506,10.835125,6.17795,13.862174,10.938177,11.246156,10.305041,9.563232,,,,,,,,,,,
22,89.0,9.397142,9.383974,9.410078,9.337797,9.354705,11.588516,10.8004465,12.7256365,10.241408,10.952077,112.392456,14.06019,11.399717,10.45646,9.437342,8.977761,9.747312,8.895926,8.836081,8.872574,9.0674095,8.324556,8.347931,8.248149,8.301784,8.291239,11.603013,10.983687,9.086966,10.985579,11.440146,8.296755,9.990143,7.11965,7.595299,7.693342,7.516093,7.4935794,7.4759717,7.480681,7.541055,7.560312,7.5871096,10.566524,8.757804,8.593567,6.8594995,,,,,,,,,,,
23,91.0,8.249593,23.092117,10.646018,8.911626,10.300068,18.683006,8.215032,7.716285,5.5799127,9.236052,5.7823477,7.560512,10.532756,11.298938,10.37822,8.931457,8.951496,9.197411,7.3052835,6.7715964,8.938615,10.511995,10.357985,9.0467615,14.946287,10.783217,9.375493,9.613323,10.608022,7.574771,8.695586,11.371063,9.208535,18.126743,8.409648,10.593391,8.654629,6.615738,8.649042,8.310655,10.820432,14.646819,8.473042,13.280705,13.629605,10.30955,11.904909,,,,,,,,,,,
24,92.0,9.560331,9.153105,9.116457,11.068936,8.833456,12.007929,11.87391,5.1907496,5.1635756,5.3374662,5.0771475,4.619342,3.5924828,5.012017,5.9945555,4.5442004,150.98189,4.1368775,4.217993,6.3616095,8.250455,5.75911,5.2617683,5.180636,6.0581856,5.232664,4.1259146,4.734464,6.83594,4.741981,11.2592325,10.36251,8.81761,8.646209,8.569108,13.364359,11.750841,12.5092125,8.977027,8.499867,8.463124,8.428268,8.416898,8.464973,8.561759,8.766407,8.40956,,,,,,,,,,,
25,93.0,4.168926,5.5405927,5.3635864,5.274623,5.369798,5.900799,4.859443,18.68194,4.9375763,3.5124512,3.6039882,4.384908,4.581724,4.318391,3.910433,5.1116805,9.115553,7.6281486,4.44993,4.8952055,16.924673,2.6520343,3.1491892,156.39761,7.7085285,5.9221315,5.4166894,5.6728086,5.3564453,5.7434893,7.907094,8.77486,4.434913,5.5695868,5.1583943,5.2615767,6.5581856,7.96524,2.1488123,3.387015,2.9841,3.391795,2.5495229,5.371857,12.333768,11.31288,10.000166,,,,,,,,,,,
