,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,10.0,0.018,0.017333332,0.017333332,0.017166667,0.017666666,0.015166665,0.014666664,0.014666664,0.012166665,0.010666666,0.010666665,0.010666665,0.010666665,0.010666665,0.010666665,0.010666665,0.010166665,0.009999999,0.009999999,0.009999999,0.009999999
1,12.0,0.02483333,0.02733333,0.027166665,0.026499998,0.025,0.024333334,0.024,0.023333333,0.022333333,0.022166666,0.020333333,0.018499998,0.014999999,0.011499999,0.011166665,0.011499999,0.011499999,0.011499998,0.0155,0.016166665,0.016491227
2,15.0,0.016333332,0.0151666645,0.014833331,0.0151666645,0.01533333,0.014999998,0.014833332,0.014499998,0.014833332,0.015166665,0.015666666,0.015499998,0.015499998,0.015333331,0.0151666645,0.014833331,0.014666664,0.014999998,0.0151666645,0.015666664,0.015438594
3,16.0,0.0245,0.024166664,0.027666666,0.027999997,0.027666664,0.029999997,0.030666666,0.030333333,0.030333333,0.029666664,0.026666665,0.024666667,0.024333334,0.023833334,0.020166665,0.018666666,0.017833332,0.014999998,0.011999998,0.0113333315,0.011754385
4,18.0,0.016999997,0.017166667,0.01733333,0.017999997,0.018666664,0.018499998,0.018333333,0.018166665,0.017666666,0.017333332,0.016999997,0.016999997,0.016666664,0.016166665,0.015833331,0.014999999,0.014333332,0.014333332,0.014333332,0.014333332,0.014561403
5,22.0,0.010833332,0.011499998,0.012999999,0.016166667,0.01983333,0.020999998,0.021166664,0.021166665,0.021333333,0.021166665,0.021,0.021166665,0.021,0.020333333,0.018499998,0.015833331,0.012166665,0.010999997,0.011999997,0.011999998,0.011929824
6,26.0,0.021333333,0.016499998,0.016999997,0.016666664,0.016499998,0.01633333,0.016499998,0.018333329,0.019499997,0.018833334,0.018166665,0.018333333,0.018,0.017666666,0.017166667,0.016833331,0.016499998,0.016499998,0.016166665,0.014333332,0.012456139
7,27.0,0.012833331,0.010833332,0.010833332,0.010666665,0.010666665,0.010666666,0.010666665,0.010666665,0.010666665,0.010666666,0.010499998,0.010499998,0.009999999,0.009833332,0.009833332,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999
8,29.0,0.024,0.023499997,0.023999996,0.026666665,0.031999998,0.032499995,0.032666665,0.043833334,0.060000002,0.06033333,0.058833327,0.06283333,0.063666664,0.06233333,0.063499995,0.06033333,0.052999992,0.053999998,0.05583333,0.045999996,0.03122807
9,31.0,0.016333332,0.014999999,0.014999999,0.014999999,0.0129999975,0.011833332,0.011833332,0.010499998,0.009999999,0.014499999,0.0165,0.016833333,0.016833331,0.016833333,0.016833333,0.016833333,0.016833333,0.016833333,0.016833333,0.016833333,0.017192982
10,32.0,0.015833331,0.0151666645,0.014666664,0.014666664,0.014666664,0.014833331,0.015666664,0.015666666,0.015166665,0.014333332,0.014166665,0.014333332,0.014166665,0.013666665,0.014666664,0.014666664,0.014499998,0.014666664,0.013499999,0.0134999985,0.01350877
