,0,1,2,3,4,5,6,7,8,9
0,14.0,0.011647974540974312,0.008219218995279637,0.006137515526458903,0.00493857074941235,0.004149630187039851,0.0034360679419103927,0.0037828497402494395,,
1,21.0,0.011080133534350743,0.007281518991713591,0.005080588586811484,0.0033600625619271177,0.0021770084439414828,0.0014495556685329228,0.002055511808615815,,
2,23.0,0.04659531612972035,0.02999016729332995,0.019764927663292475,0.011660075208933848,0.005836299322140635,0.0021802296415952983,0.005538299031048327,,
3,25.0,0.023886750714832525,0.015587264555662618,0.010286752046584994,0.006176052870541864,0.0032513984849301884,0.0014342054624942478,0.003323182190117637,,
4,34.0,0.005461760452750019,0.003885325014054629,0.0028319038954688395,0.001943944604562626,0.0012958694469375582,0.0007830542399933142,0.00040831939787209717,0.00020445768828417936,0.0006779999413554282
5,39.0,0.05096088437485984,0.03624527366456032,0.02653110007813456,0.018446292419511876,0.011795443426600695,0.0067999366737061685,0.0033805142051991604,0.0014382570253377621,0.005620571448952207
6,43.0,0.023909670143870312,0.015233902985903854,0.009968165009069723,0.005922799357763686,0.002993495638502575,0.0011259379462130485,0.003090851398694307,,
7,46.0,0.04299591531061406,0.027336023941824918,0.017861326523813743,0.01053781954823769,0.005227559061491425,0.0019128413323407797,0.0051460762900353944,,
8,51.0,0.018621633502058598,0.013382597919318081,0.009877451585239994,0.0068008116157285735,0.004377852980466333,0.002602830684432876,0.0013503438788391746,0.0005815011473975361,0.0016089760124682094
9,57.0,0.032298473827735624,0.022992955895319325,0.017068434874943878,0.01225630251398367,0.008107098500627739,0.004749926788591628,0.002502243614284551,0.0013431211330622755,0.0037475822040141937
10,71.0,0.017332354640388965,0.012296151752584377,0.00915432024589921,0.006475613760845053,0.004401913166585853,0.002829527110340341,0.001706826845553645,0.0010976697393096457,0.0033341437445535186
11,72.0,0.009668335376781693,0.01030438383598569,0.009926171035114138,0.007085234316962091,0.004835899784828886,0.005527032363330711,0.006589817412122235,,
12,77.0,0.044329992390599725,0.02870540317275298,0.01889806986606597,0.011329623989967558,0.005927699527387317,0.0024725671148371313,0.005680462790111689,,
13,78.0,0.015172603811056362,0.00980639500341811,0.006560342373309538,0.004010879382635392,0.0022145604306101413,0.0010080562055088062,0.0022213853186919224,,
14,79.0,0.023049232606553345,0.014720394824544503,0.009599481599283399,0.005617782355274238,0.0027351307798946516,0.0008830660277676008,0.002695068043450732,,
15,80.0,0.014158215066593281,0.009373761169566949,0.006636459506215355,0.004649029796058043,0.0033172081874305254,0.0024753154171197386,0.003679648227867825,,
16,82.0,0.013438864171579403,0.010003558964478623,0.007648850766791446,0.005649935217190295,0.0043136635553500825,0.0033091122211554827,0.002340165130373245,0.001726604776232017,0.00264726743999793
17,83.0,0.04903216236533658,0.031103773622213445,0.02031049404249564,0.011851400121231377,0.005729449969442409,0.0019447324647363642,0.006531674948577754,,
18,84.0,0.02265853599838259,0.014742869697613617,0.009846549952013527,0.0057707126913011525,0.0028358119992995664,0.0010245540938210443,0.0019186095124702895,,
19,85.0,0.04302491273932591,0.027295175983855224,0.017913011315754294,0.01060316738836452,0.005303352069142913,0.0019440768312906076,0.0052356488738746374,,
20,87.0,0.021236798393502676,0.013744204559136419,0.009242437754053428,0.005766115276902546,0.0033235334455408755,0.0018389033320000733,0.003389540308795398,,
21,88.0,0.011889959379782912,0.007453624434877095,0.004828308982616292,0.0028803729028111713,0.0014597260515984227,0.0007540814485894634,0.0016492163817709395,,
22,89.0,0.02625383437242295,0.017186459499707776,0.011329532194880918,0.006727323768833232,0.0032917838129400212,0.001155347805766391,0.003332850010543735,,
23,91.0,0.030573938812041478,0.01950605010774703,0.012933524546516329,0.008035466201629895,0.004495103605794048,0.0021606821208804044,0.004304729001185966,,
24,92.0,0.0016602577033856126,0.0010746133717210711,0.0007154380951039722,0.0004400074841798632,0.00025974282413401346,0.0003404003623537655,0.00047497731206177417,,
25,93.0,0.0025266484481883088,0.0016554688680721198,0.00112317611280305,0.0007097777301325757,0.00038958837045910286,0.00018317342899592048,0.00037430816670270113,,
