,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,14.0,5.3911266,5.400471,5.243786,5.247266,5.250913,5.2542896,5.2573147,5.26047,5.2641697,5.264183,5.265939,5.2674136,5.2695713,5.2710214,5.2732005,5.2747197,5.2773967,5.279074,5.2803288,5.283893,5.2843375,5.285359,5.2877097,5.2896056,5.2899756,5.290693,5.290524,
1,21.0,5.022015,5.0112224,5.0023265,4.996631,4.991458,4.98477,4.9771695,4.9705014,4.9636054,4.9583797,4.958966,4.9556255,4.953482,4.9566536,4.957807,4.9569106,4.955656,4.955346,4.9562993,4.9576187,4.9600563,4.961301,4.957807,4.9570007,4.9557834,4.954674,4.95459,
2,23.0,3.8685143,3.8791542,3.8347511,3.8118687,3.7731364,3.7563791,3.7553685,3.7553227,3.7559235,3.7563448,3.7566745,3.7569873,3.7577095,3.7593892,3.7604456,3.761319,3.7623522,3.7633584,3.765374,3.767187,3.7681017,3.7691689,3.770447,3.7716398,3.772728,3.7731073,3.7739334,
3,25.0,5.2809253,5.271295,5.2783146,5.4272995,5.4329753,5.439153,5.444624,5.4497685,5.454283,5.458681,5.4638786,5.4676414,5.4706383,5.472946,5.4748254,5.3217816,5.3234067,5.322962,5.319712,5.3173676,5.315615,5.313439,5.311098,5.3088217,5.3061213,5.303555,5.3010964,5.297895908355713
4,34.0,5.69467,5.687786,5.681946,5.6776004,5.6746764,5.671652,5.6685276,5.665629,5.6629586,5.6606483,5.6583023,5.6557393,5.6528983,5.6503634,5.648285,5.646442,5.6443977,5.6423607,5.6407623,5.6395316,5.6381326,5.637394,5.640862,5.643309,5.645935,5.6480694,5.649694,
5,39.0,4.1256776,4.1277447,4.129105,4.1307597,4.1322002,4.133778,4.1349425,4.1362686,4.137585,4.138819,4.1393876,4.141414,4.1429195,4.1443295,4.14545,4.146314,4.1472173,4.147989,4.148441,4.1490107,4.1493516,4.1494846,4.150379,4.149813,4.149763,4.150068,4.150386,
6,43.0,5.246641,5.2547803,5.2596664,5.26264,5.2647414,5.2683854,5.2719784,5.273308,5.2745914,5.276012,5.277367,5.2783775,5.2792835,5.2815576,5.2841554,5.286889,5.288957,5.290653,5.292158,5.294621,5.295673,5.296132,5.295967,5.2953553,5.295153,5.2952213,5.2945905,
7,46.0,4.7631984,4.779495,4.7704735,4.772337,4.772345,4.7687154,4.76395,4.7593684,4.755117,4.7505546,4.746002,4.7415347,4.7367015,4.731888,4.7265935,4.7212,4.717674,4.7184224,4.7186813,4.7291107,4.729753,4.7290425,4.727009,4.7230577,4.7182364,4.7125697,4.7056637,
8,51.0,5.152484,5.152303,5.1515684,5.1516595,5.150603,5.1507096,5.150602,5.1504583,5.150389,5.149657,5.149174,5.149428,5.149261,5.14945,5.1494412,5.1492133,5.1495013,5.1488585,5.1490836,5.1494565,5.149598,5.1499877,5.1507792,5.150571,5.1510997,5.151175,5.1516294,
9,57.0,5.3334546,5.286581,5.270162,5.2408924,5.216779,5.190956,5.162302,5.147611,5.1333823,5.1221366,5.1104007,5.097887,5.084974,5.0716586,5.0611067,5.0584407,5.05882,5.057935,5.058317,5.0569396,5.054914,5.0490875,5.046297,5.044375,5.040237,5.034469,5.0297494,
