,0,1,2,3,4,5,6
0,10.0,7.054986805719352,0.4790671272643401,2.043381644635966,1.2049622134369429,0.43066679539595,-0.17521291387527915
1,12.0,137.84711450288532,-1.39454317039567,-0.4689971007683087,-1.2156955929660271,-1.1811744272755564,-1.2411967796646974
2,15.0,123.58302489564365,-1.1838357132907003,-0.8651010524675762,-1.016241861428408,-0.7970766183630666,-1.4224170259806972
3,16.0,211.92976412718758,2.106836238973721,-1.2560727103074931,-0.18091190220456088,-0.8458056597148782,-0.016783496611808335
4,18.0,23.212221263299437,0.1844475567050563,-0.4730049304117432,-0.05427566375581616,0.7565846083708605,2.1139880563138096
5,22.0,6.185548038292133,0.10568320739269499,-0.5991609755497205,-1.6425572709094733,2.0955947876827423,-1.3149577047591914
6,26.0,148.45925025482615,-0.4361464035129692,-1.3315505699327759,-0.43500190322018684,-1.0292974172533838,-0.9651235581681159
7,27.0,144.3075847860503,-0.594760452528492,-0.9574319933632953,-1.3836081949610037,-1.5096445528682643,3.981705144865316
8,29.0,-0.5056300146480277,1.0354700519087991,-0.6271110750089077,1.1498086979244198,0.3956268057564496,-0.3517059342744595
9,31.0,0.47796808034664373,1.8132477051489078,-1.3052494944950201,-0.6688244735752495,-1.1823622885796115,0.4613216380532865
10,32.0,104.66841848534756,-1.573922280982698,-0.9183402436342711,-1.0592463955278995,-0.5192353956751914,-1.1677398531958063
11,33.0,0.2304732003902097,0.28712000527658876,0.48439899394446995,0.34218237627585824,-0.9021242745533562,1.3778352593463792
12,35.0,2.317934950674374,-0.8241784014169542,-0.23751449292863525,-0.26331761811086585,-0.11053481365855378,-1.159599178884374
13,4.0,5.853239186152351,-0.9899696716841251,-1.0475894637163081,-0.2851859510692534,-0.7188065184288392,-0.621032380226465
14,42.0,11.788629116265817,-0.03550323804492139,-1.310640860799261,-1.068339221000331,-1.1482953023924178,0.3215977104115919
15,45.0,35.540049508741674,-1.2787540767104058,-0.5093743121205647,-1.1399973249637947,-1.2219698648973065,-1.0390508484049894
16,47.0,-0.8653655640737861,-1.2658321883010564,-1.0030577858639513,-0.9328535355885155,-1.518656177146566,-0.0038784306767341015
17,48.0,27.859827982953846,-1.2713788596699056,-1.132865625733863,-1.2436526005224364,-1.1785504349787845,-1.2011660368886596
18,49.0,-0.08610596614442301,-1.1762340956215611,-0.7057168766113056,-0.9765396133633382,-1.2086386820536088,-1.184268580914365
19,54.0,2.298681300681574,0.5472669852574645,-0.8835128253765667,-0.5421044932620585,0.709562299703697,-0.1781282710483243
20,55.0,5.52172356145587,0.3256187770931893,-0.9210918238036472,-0.3910414988618749,-0.4506502071160594,-0.7824712904030133
21,6.0,178.81691652033828,0.2103686717995381,0.42885544486594096,-1.7988354807137341,-1.4187345651850312,-1.3544868236057888
22,66.0,7.6984463813264945,11.232267898559876,-0.41069459583485113,-0.6536366280360699,13.962771784103921,7.598786979176797
23,69.0,172.00339926345043,8.353822577989384,-0.9124587785289164,-0.11105550395869912,1.2439113410479914,3.1576999359244144
24,7.0,205.7731939784405,-0.21488137693270426,-0.7012809423194577,-0.5200786889940878,1.039309301994547,-1.398921669896465
25,8.0,85.34143788609961,-0.10296625180507002,-0.5009122789990883,0.10183204110970756,-0.8034943039874656,-1.1673726358406722
