,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,14.0,0.012166665,0.010666665,0.010666665,0.010499998,0.010666665,0.010666665,0.010666665,0.010666665,0.010499998,0.010166665,0.010166665,0.010166665,0.010166665,0.010166665,0.010166665,0.010166665,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.010689654
1,21.0,0.017333332,0.018999998,0.018833332,0.018666664,0.016833331,0.016833331,0.016499998,0.017166665,0.017333332,0.017166665,0.015999999,0.015333331,0.015499998,0.013833332,0.0134999985,0.013166665,0.0134999985,0.012999998,0.013333332,0.012833331,0.0129999975,0.012833331,0.013333332,0.013499997,0.01383333,0.014666664,0.015172412
2,23.0,0.011333331,0.011499998,0.011499999,0.011333332,0.011499998,0.011666666,0.011833332,0.011666666,0.011833332,0.011666666,0.011666665,0.011499998,0.011499997,0.0113333315,0.011166665,0.011166665,0.010833331,0.010499998,0.010333331,0.010333331,0.010333331,0.010333331,0.010333331,0.010333331,0.010166665,0.010166665,0.010172413
3,25.0,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.010166665,0.010499998,0.010499998,0.010999997,0.010999998,0.010999998,0.010999998,0.010999998,0.010999998,0.010999998,0.010999998,0.010999998,0.010833331,0.010499998,0.01051724
4,34.0,0.0134999985,0.011833332,0.011666665,0.011833332,0.011833332,0.011666665,0.012166665,0.012166665,0.012333332,0.012166665,0.012166665,0.011999998,0.011999998,0.011999998,0.012166665,0.011833332,0.011499998,0.011833331,0.011333332,0.011333332,0.011166665,0.011999999,0.011833332,0.011666666,0.011833332,0.011999998,0.012068965
5,39.0,0.011499999,0.011666666,0.011666666,0.011833332,0.011833332,0.011833332,0.011666666,0.011666666,0.011499999,0.0113333315,0.011166665,0.010999997,0.010999997,0.010999997,0.010999998,0.010833332,0.010999997,0.010999997,0.010833332,0.010666665,0.011166664,0.011166665,0.011666666,0.011999997,0.012166665,0.011999998,0.012068965
6,43.0,0.015833331,0.015166665,0.014333332,0.014499997,0.014333332,0.014833331,0.014999998,0.0151666645,0.015499997,0.015666664,0.015999997,0.016333332,0.016499998,0.016833331,0.017166665,0.017166665,0.017666666,0.017166667,0.016666664,0.016499998,0.016166665,0.016166665,0.015666666,0.014833331,0.014833331,0.014666664,0.014310343
7,46.0,0.010666665,0.009833332,0.009833332,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.010166665,0.010166665,0.010166665,0.010166665,0.010166665,0.010166665,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.010166665,0.010172413
8,51.0,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999
9,57.0,0.010999998,0.011166665,0.011333332,0.011333332,0.011166665,0.0113333315,0.011833331,0.011833332,0.011833332,0.011666666,0.011999998,0.011999998,0.011833332,0.011833332,0.011833332,0.011833332,0.011999998,0.011833332,0.011833332,0.012833331,0.013333331,0.013333331,0.012999998,0.012833332,0.012833331,0.013499997,0.0137931015
10,71.0,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999
11,72.0,0.011499999,0.010999998,0.010999998,0.010166665,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.009999999,0.010833331,0.013499999,0.013666665,0.013833331,0.013833332,0.013833332,0.013833332,0.013965516
