,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478
0,14.0,5.4261703,5.434241,5.4611087,5.0055184,5.022178,5.0859857,5.1513224,5.2251887,5.2202787,5.2171645,5.243912,5.276091,5.3641624,5.431671,5.4235787,5.436896,5.435529,5.4191337,5.3321486,5.220243,5.2269773,5.276995,5.4110374,5.434807,5.4070907,5.36999,5.384426,5.3961577,5.4049416,5.3704567,5.376532,5.391415,5.408018112182617,5.402657985687256,5.325835704803467,5.320810794830322,5.324167251586914,5.3238654136657715,5.325237274169922,5.313884258270264,5.263798236846924,5.220607757568359,5.176669597625732,5.113527774810791,5.045641899108887,4.9770426750183105,4.903844356536865,4.826112270355225,4.739109516143799,4.642045021057129,4.532435417175293,4.4359450340271,4.458032131195068,4.477341175079346,4.493836879730225,4.50777006149292,4.621676921844482,4.7175703048706055,4.791772365570068,6.344709873199463,6.38202428817749,6.413505554199219,6.442129611968994,6.466832637786865,6.487757205963135,6.503541946411133,6.515379428863525,6.528680801391602,6.529538631439209,6.531364440917969,6.529871463775635,5.138243198394775,5.1246724128723145,5.108824729919434,5.090295314788818,5.0723795890808105,5.057783603668213,5.051305294036865,5.055393695831299,5.055295467376709,5.049834728240967,5.0288848876953125,5.019741535186768,5.013644218444824,5.018163204193115,5.035624027252197,5.047304630279541,5.064307689666748,5.081955432891846,5.089636325836182,5.085418224334717,5.070995330810547,5.054975986480713,5.065657615661621,5.070263862609863,5.101059436798096,5.1184515953063965,5.11974573135376,5.117495059967041,5.103567600250244,5.09681510925293,5.090253829956055,5.088822841644287,5.091365814208984,5.095895290374756,5.086827278137207,5.081509590148926,5.051153182983398,5.016909122467041,4.967047214508057,4.925840377807617,4.931941509246826,4.932497024536133,4.935177803039551,4.937856197357178,4.939565658569336,4.931798458099365,4.9283576011657715,4.919212818145752,4.910253524780273,4.899947643280029,4.894184589385986,4.898190021514893,4.909389972686768,4.928640842437744,4.945248126983643,4.957055568695068,4.959722995758057,4.961511611938477,4.962855815887451,4.964456081390381,4.967160701751709,4.970945835113525,4.979237079620361,4.97247838973999,4.956141948699951,4.9350905418396,4.917236328125,4.904428005218506,4.899023056030273,4.894188404083252,4.889477252960205,4.890700817108154,4.897096157073975,4.90056037902832,4.902889251708984,4.906022548675537,4.9082465171813965,4.908987045288086,4.909494400024414,4.908870220184326,4.909643650054932,4.910454273223877,4.9112725257873535,4.9104437828063965,4.906545639038086,4.902276515960693,4.895331859588623,4.888326168060303,4.942562580108643,4.967337131500244,4.988928318023682,4.998939037322998,5.002453327178955,5.000220775604248,4.992183208465576,4.982554912567139,4.994694232940674,4.971668720245361,4.939353942871094,4.904682636260986,4.877033710479736,4.86067008972168,5.044734477996826,5.027662754058838,5.020747661590576,5.0500359535217285,5.122323036193848,5.16845178604126,5.266277313232422,5.259424209594727,5.300684928894043,5.326167583465576,5.348385334014893,5.365095138549805,5.128339767456055,5.10636568069458,5.106900691986084,5.061142444610596,4.998056888580322,5.025545120239258,5.124616622924805,5.179328441619873,5.183113098144531,5.198744773864746,5.222849369049072,5.294034481048584,5.380188465118408,5.448383331298828,5.540733814239502,5.572943210601807,5.573699951171875,5.558555603027344,5.449184894561768,5.386634826660156,5.291629314422607,5.192646026611328,5.04127836227417,4.82113790512085,4.685042381286621,4.430149555206299,3.7677719593048096,3.6294586658477783,3.6295297145843506,3.6293113231658936,3.629185438156128,3.6289939880371094,3.6288301944732666,3.6286516189575195,3.6286566257476807,3.62856388092041,3.628567934036255,3.628450632095337,3.6283767223358154,3.6281578540802,3.6279804706573486,3.6279566287994385,3.6277923583984375,3.627664804458618,3.6276113986968994,3.627600908279419,3.6275417804718018,3.627573013305664,3.6276423931121826,3.6276843547821045,3.627711534500122,3.6277427673339844,3.6278038024902344,3.627828598022461,3.6279802322387695,3.6280133724212646,3.6281025409698486,3.6280975341796875,3.628068685531616,3.6279380321502686,3.6277363300323486,3.6275923252105713,3.627460479736328,3.6274538040161133,3.6320698261260986,3.6349270343780518,3.6377642154693604,3.640791177749634,3.6435601711273193,3.6462771892547607,3.6489627361297607,3.6516835689544678,3.654315710067749,3.6569411754608154,3.6595709323883057,3.662062883377075,3.660465955734253,3.66032338142395,3.660167932510376,3.6597726345062256,3.659585952758789,3.659499406814575,3.6593353748321533,3.6591198444366455,3.6589653491973877,3.6588199138641357,3.6587181091308594,3.6586673259735107,3.658527374267578,3.6585214138031006,3.6584417819976807,3.6584527492523193,3.658341646194458,3.6582396030426025,3.658221483230591,3.6582345962524414,3.6583335399627686,3.6583662033081055,3.6583564281463623,3.6582651138305664,3.658332586288452,3.6582775115966797,3.6582839488983154,3.6582067012786865,3.6582510471343994,3.6581172943115234,3.657996892929077,3.6578643321990967,3.6577396392822266,3.657686471939087,3.6575610637664795,3.657531976699829,3.657339096069336,3.657259225845337,3.6570942401885986,3.65706729888916,3.657076120376587,3.657093048095703,3.6571261882781982,3.6572256088256836,3.6571829319000244,3.657057046890259,3.657022476196289,3.6570234298706055,3.657086133956909,3.657194137573242,3.65732741355896,3.6574041843414307,3.6573803424835205,3.6574392318725586,3.657374143600464,3.6573646068573,3.6574008464813232,3.6575424671173096,3.657613754272461,3.657589912414551,3.6575872898101807,3.6574831008911133,3.657470703125,3.6574294567108154,3.657404661178589,3.657393455505371,3.6574394702911377,3.657377243041992,3.657212495803833,3.6571788787841797,3.867494821548462,3.8757050037384033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21.0,4.9712305,4.962269,4.9551845,4.9450555,4.929824,4.9034495,4.880166,4.837304,4.796421,4.9363008,4.8965397,4.8736124,4.8555803,4.837317,4.8277516,4.821899,4.8237925,4.837633,4.8365183,4.855021,4.8558936,4.6937685,4.6942325,4.7078633,4.735824,4.720882,4.6993365,4.6983266,4.664658,4.630053,4.5947213,4.551729,4.5245280265808105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23.0,4.5533423,4.6870284,4.678357,4.668468,4.6587434,4.648341,4.6356587,4.622638,4.6106715,4.6781054,4.656595,4.626345,4.597392,4.4511995,4.4198575,4.38733,4.3503304,4.307979,4.2623925,4.208786,4.142822,3.9274433,3.8941734,4.3196535,4.4182925,4.418141,4.4126396,4.4068465,4.5334,4.7422338,4.792504,4.8334765,4.875293254852295,4.911855697631836,4.9551100730896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,25.0,5.6120377,5.625309,5.635147,5.6412635,5.681686,5.694263,5.716867,5.7324767,5.750162,5.7633395,5.3523693,5.3626084,5.362493,5.385424,5.402002,5.4087415,5.4158263,5.4157033,5.41136,5.4005666,5.404122,5.398088,5.3929687,5.391676,5.3693314,5.3366623,5.3321476,5.3141284,5.295609,5.303903,5.3161426,5.3220844,5.3479461669921875,5.366813659667969,5.3871073722839355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,34.0,5.3472037,5.353161,5.366389,5.3781486,5.388387,7.344881,7.3465652,7.34919,7.351049,7.352981,7.3556137,7.3576946,7.3583755,7.3589973,7.358917,7.3590035,7.3599925,5.4786277,5.4822526,5.483443,5.48052,5.473297,5.465016,5.4624305,5.4628797,5.4605937,5.457395,5.457066,5.453036,5.444757,5.4447784,5.4399605,5.437807559967041,5.432165622711182,5.425113677978516,5.413183689117432,5.398958683013916,5.3863654136657715,5.374206066131592,5.361148834228516,5.352194309234619,5.349447727203369,5.3379387855529785,5.331910610198975,5.327369213104248,5.3293561935424805,5.344113826751709,5.465248107910156,5.525777816772461,5.548498630523682,5.538133144378662,5.500270843505859,5.436922073364258,5.354074001312256,5.243746280670166,5.0990681648254395,4.9267897605896,4.721896648406982,4.422590732574463,4.440402507781982,4.45196008682251,4.606815814971924,4.61928129196167,4.614949703216553,4.617286205291748,4.587905406951904,4.567225933074951,4.56533670425415,4.573406219482422,4.567013263702393,4.581338405609131,4.584270477294922,4.605254650115967,4.498734951019287,4.523658275604248,4.5521697998046875,4.576471328735352,4.594823360443115,4.6095805168151855,4.6408772468566895,4.6587910652160645,4.678224086761475,4.682946681976318,4.688345432281494,4.692786693572998,4.710927486419678,4.717864036560059,4.732054233551025,4.750257968902588,4.776566982269287,4.801639556884766,4.809899806976318,4.816371440887451,4.827960014343262,4.853381633758545,4.879969120025635,4.899888038635254,4.904961109161377,4.9176483154296875,4.924716949462891,4.924921035766602,4.911327362060547,4.900905609130859,4.88932991027832,4.8928704261779785,4.885007381439209,4.85954475402832,4.8342108726501465,4.802211761474609,4.773829460144043,4.744620323181152,4.700455665588379,4.664710521697998,4.642050743103027,4.616544246673584,4.601085186004639,4.568587779998779,4.535940647125244,4.540257930755615,4.554659366607666,4.567631244659424,4.575403213500977,4.5958123207092285,4.614231109619141,4.63049840927124,4.671630382537842,4.705383777618408,4.745676040649414,4.7703375816345215,4.804944038391113,4.820492267608643,4.829940319061279,4.83395528793335,4.847984790802002,4.851873874664307,4.85992956161499,4.862278938293457,4.8617329597473145,4.863290309906006,4.850038528442383,4.865790843963623,4.865763187408447,4.8610453605651855,4.854561805725098,4.853443622589111,4.846107006072998,4.851384162902832,4.864070415496826,4.886687278747559,4.892172813415527,4.899308681488037,4.912485599517822,4.901693344116211,4.883809566497803,4.878275394439697,4.876018047332764,4.881099224090576,4.8980560302734375,4.910404205322266,4.910290241241455,4.9037909507751465,4.909070014953613,4.917690277099609,4.921524524688721,4.932898044586182,4.9510955810546875,4.976230144500732,5.001231670379639,5.016152858734131,5.015487194061279,5.012685298919678,5.015834331512451,5.015165328979492,5.048938274383545,5.020990371704102,4.992640972137451,4.960378170013428,4.930970668792725,4.886325836181641,4.83294153213501,4.78103494644165,4.756658554077148,4.715087413787842,4.70918083190918,4.704555988311768,4.661098480224609,4.673680305480957,4.685414791107178,4.691959857940674,4.6939520835876465,4.700077056884766,4.706993103027344,4.713592052459717,4.691858768463135,4.687711238861084,4.664277076721191,4.643912315368652,4.659053325653076,4.671773910522461,4.676944255828857,4.683933734893799,4.69504976272583,4.7007222175598145,4.70550012588501,4.710521221160889,4.714073181152344,4.718119144439697,4.723380088806152,4.72901725769043,4.718796253204346,4.7111711502075195,4.710488796234131,4.7100138664245605,4.709460735321045,4.710426330566406,4.71886682510376,4.7121734619140625,4.70785665512085,4.714319705963135,4.744288444519043,4.756643772125244,4.794361591339111,4.923791885375977,4.998762130737305,5.052116394042969,5.159252643585205,5.294013977050781,5.395469665527344,5.463050365447998,5.559708118438721,5.641101360321045,5.70600700378418,5.755130767822266,5.774868011474609,5.77465295791626,5.768411636352539,5.759035587310791,5.758175373077393,5.747087478637695,5.719207286834717,5.662443161010742,5.626691818237305,5.887779235839844,5.86194372177124,5.838335037231445,5.795668125152588,5.760865688323975,5.793385982513428,5.825845718383789,5.856010437011719,5.898428440093994,5.947141647338867,5.977386474609375,5.988412380218506,5.699918746948242,5.6793212890625,5.622559070587158,5.595452785491943,5.527946472167969,5.525854110717773,5.516176223754883,5.508140563964844,5.495296478271484,5.479094982147217,5.471364498138428,5.433979034423828,5.462103366851807,5.455103397369385,5.372678756713867,5.354529857635498,5.348789215087891,5.284831523895264,5.211084365844727,5.102148056030273,5.011816024780273,4.861629009246826,4.732193470001221,4.523127555847168,3.86013126373291,3.5704915523529053,3.5705997943878174,3.5707008838653564,3.5708906650543213,3.571758985519409,3.5727784633636475,3.5736358165740967,3.574561834335327,3.575347900390625,3.57616925239563,3.577009916305542,3.575108289718628,3.5750300884246826,3.575077772140503,3.575091600418091,3.575103759765625,3.575171709060669,3.57519268989563,3.5752556324005127,3.575272560119629,3.575327157974243,3.575408697128296,3.5754623413085938,3.5755465030670166,3.5757017135620117,3.5756847858428955,3.575819253921509,3.575942277908325,3.575911521911621,3.5759623050689697,3.575923204421997,3.575918197631836,3.575881242752075,3.575960397720337,3.5759775638580322,3.5759880542755127,3.5760068893432617,3.5761430263519287,3.5760819911956787,3.5759589672088623,3.5759947299957275,3.5760014057159424,3.5760767459869385,3.5762414932250977,3.5763461589813232,3.576356887817383,3.5764124393463135,3.576521158218384,3.576479196548462,3.576512336730957,3.5767431259155273,3.57702374458313,3.5771148204803467,3.5771541595458984,3.577232599258423,3.577306032180786,3.577326536178589,4.92925500869751,5.90844202041626,5.908485412597656,5.908559322357178,5.90859842300415,5.908572673797607,5.908616542816162,5.908681869506836,5.908802509307861,5.9088287353515625,5.908840179443359,5.908905029296875,5.303648948669434,3.5777833461761475,3.5776660442352295,3.577699661254883,3.5778322219848633,3.5780022144317627,3.578052282333374,3.578099250793457,3.578075647354126,3.5781726837158203,3.5781090259552,3.578016996383667,3.5780842304229736,3.5782458782196045,3.5784718990325928,3.5785114765167236,3.5786235332489014,3.5786545276641846,3.578664541244507,3.578784227371216,3.5788981914520264,3.5788733959198,3.5789711475372314,3.5790841579437256,3.5790345668792725,3.578933000564575,3.5788586139678955,3.5789566040039062,3.5789506435394287,3.580782890319824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,39.0,4.917097,4.9607816,4.9864793,5.0151334,5.0470257,5.093372,5.1209097,5.1459594,5.1665845,5.17457,5.1837163,5.125653,5.100924,5.075083,5.0635705,5.049088,5.02885,4.987816,4.963085,4.9393735,4.9240446,4.922807,4.9197206,4.915981,4.9243126,4.9346976,4.940033,4.9418616,4.9449673,4.951926,4.954617,4.9625154,4.977410793304443,4.98731803894043,4.996467113494873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,43.0,5.527736,5.5375533,5.5428414,5.5459294,5.5504966,5.5525594,5.5549126,5.5548463,5.552477,5.5483184,5.543976,5.5511346,5.5489154,5.533413,5.533709,5.538901,5.5435586,5.5407696,5.541952,5.5555816,5.5464687,5.535978,5.511553,5.462977,5.4362483,5.4409313,5.3859124,5.3442173,5.2808614,5.232013,5.1822352,5.1340256,5.149860382080078,5.179110050201416,5.20667839050293,5.2228522300720215,5.290353298187256,5.320432186126709,5.6666741371154785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,46.0,4.985478,4.9798713,5.0856256,5.119515,5.1337705,5.141146,5.144776,5.035355,4.9388494,4.908817,4.781569,4.7395377,4.750177,4.7580585,4.6343684,4.618235,4.6202626,4.621021,4.626337,4.6274548,4.6254134,4.6903057,4.7028546,4.7334437,4.73024,4.718629,4.69548,4.657442,4.6621175,4.65332,4.6464934,4.6410375,4.630736827850342,4.552999019622803,4.529466152191162,4.503172874450684,4.509117603302002,4.5018181800842285,4.480287551879883,4.460983753204346,4.406211853027344,4.369431018829346,4.3349609375,4.31367826461792,4.31259298324585,5.04710578918457,5.0481343269348145,5.030416965484619,5.001731872558594,4.977262020111084,4.972620487213135,4.975058555603027,4.975788116455078,4.981699466705322,4.9849629402160645,4.980833530426025,4.966923236846924,4.148626327514648,4.127784252166748,4.094268321990967,4.09157133102417,4.102173328399658,4.116997241973877,4.15887975692749,4.201904773712158,4.243974208831787,4.273566722869873,4.279502868652344,4.286255359649658,4.283504486083984,4.2818284034729,4.2838664054870605,4.29562520980835,4.30049991607666,4.31200647354126,4.283410549163818,4.248226165771484,4.207852363586426,4.1663970947265625,4.146739482879639,4.155561923980713,4.15139102935791,4.159753322601318,4.175411701202393,4.182460308074951,4.18759298324585,4.18475866317749,4.187659740447998,4.185946941375732,4.1813483238220215,4.177177429199219,4.180382251739502,4.1674885749816895,4.169050216674805,4.170360088348389,4.1662468910217285,4.159915924072266,4.274712085723877,4.520964622497559,4.8206048011779785,4.861944675445557,4.9025559425354,4.949409484863281,4.99596643447876,5.038647651672363,5.078453540802002,5.116755962371826,5.15291166305542,5.173404693603516,5.241750240325928,5.247417449951172,5.148146629333496,5.185325622558594,5.226940631866455,5.2613749504089355,5.293965816497803,5.33003568649292,5.35256814956665,5.366300106048584,5.373474597930908,5.4025492668151855,5.369792938232422,5.277734756469727,5.253225803375244,5.211542129516602,5.178404331207275,5.273306369781494,5.352346420288086,5.416194915771484,5.535636901855469,5.572672367095947,5.558086395263672,5.529489994049072,5.496385097503662,5.481137752532959,5.462406635284424,5.43866491317749,5.408744812011719,5.292901515960693,5.123161315917969,4.798196792602539,4.288239002227783,3.6940643787384033,3.6941449642181396,3.689938545227051,3.6899573802948,3.6898841857910156,3.689795732498169,3.6896324157714844,3.6895179748535156,3.6894423961639404,3.6893882751464844,3.6893694400787354,3.6893198490142822,3.6892149448394775,3.6892173290252686,3.689190626144409,3.689297914505005,3.68929386138916,3.689215898513794,3.689276933670044,3.6895198822021484,3.689647674560547,3.6897666454315186,3.689718246459961,3.689753532409668,3.6897366046905518,3.689702272415161,3.689621686935425,3.6895408630371094,3.689521551132202,3.689534902572632,3.6894397735595703,3.6890923976898193,3.6888113021850586,3.688713312149048,3.6887457370758057,3.68868088722229,3.688669443130493,3.6886146068573,3.6886894702911377,3.688595771789551,3.6885364055633545,3.688460111618042,3.6884191036224365,3.688373565673828,3.6884450912475586,3.688448905944824,3.688396692276001,3.6883490085601807,3.6883580684661865,3.6884336471557617,3.6882898807525635,3.6883461475372314,3.6882107257843018,3.6882755756378174,3.6883037090301514,3.688322067260742,3.6883561611175537,3.688377618789673,3.688309907913208,3.6883609294891357,3.688291549682617,3.6882669925689697,3.688356399536133,3.6882588863372803,3.688347578048706,3.688260793685913,3.688250780105591,3.6882102489471436,3.688176155090332,3.6880486011505127,3.688084363937378,3.6880080699920654,3.6879613399505615,3.6879100799560547,3.6877944469451904,3.687781572341919,3.6878128051757812,3.6878433227539062,3.6878271102905273,4.1403632164001465,5.672939300537109,5.659234523773193,5.645410060882568,5.631540775299072,5.617588520050049,6.658456325531006,6.64487886428833,6.631305694580078,6.617679595947266,6.603996276855469,7.671628475189209,7.867316722869873,7.241701602935791,7.241479396820068,7.241255283355713,7.241087436676025,7.240891933441162,6.369190216064453,6.368968486785889,6.369010925292969,6.369028568267822,6.3690185546875,4.598485469818115,3.495518445968628,3.5002634525299072,3.505004644393921,3.5096356868743896,3.5140552520751953,3.518575429916382,3.522785186767578,3.527082681655884,3.5290143489837646,3.5288002490997314,3.5288631916046143,3.528688430786133,3.528623342514038,3.5286357402801514,3.528733015060425,3.528750419616699,3.528848648071289,3.528759241104126,3.5286481380462646,3.5285847187042236,3.528454542160034,3.528407096862793,3.5281341075897217,3.528092622756958,3.5279767513275146,3.5277020931243896,3.5274317264556885,3.5282602310180664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,51.0,5.304089,5.3178296,5.330462,5.345703,5.340451,5.336015,5.325012,5.3076916,5.2894096,5.271344,5.2528043,5.232016,5.211331,5.1884055,5.163633,5.133177,5.1382923,5.139541,5.1420994,5.1446795,5.1440463,5.1435523,5.153538,5.13821,5.1120014,5.0806146,5.0487523,5.0152335,4.976479,4.936832,4.8998475,4.860966,4.828006267547607,4.806219577789307,4.749711990356445,4.7582926750183105,4.784510135650635,4.808392524719238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,57.0,5.103084,5.0901613,5.08637,5.083914,5.082885,5.0652385,5.071592,5.0553193,5.0475764,5.0365834,5.031601,5.032905,5.015037,4.9956365,4.9719257,4.931621,4.9148088,4.911617,4.892513,4.8962855,4.9424095,5.004604,5.0307374,5.0627894,5.0810447,5.10371,5.1203675,5.1502233,5.146483,5.1607056,5.173267,5.1692157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
