,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,10.0,5.253214,5.2329006,5.2700896,5.3057227,5.338167,5.3652587,5.3737926,5.3877244,5.3303585,5.2865176,5.286229,5.2865663,5.2940254,5.305886,5.310761,5.313123,5.3150806,5.3183675,5.330994,5.34061,5.3446712,5.3505845,5.3592854,5.3654823,5.370095,5.3712444,5.3744397,
1,12.0,4.759123,4.7267537,4.71486,4.4264503,4.132549,4.100537,4.071737,4.0396504,3.997947,3.9085658,3.8283033,3.8157299,3.7785854,3.7871063,3.7100503,3.707122,3.7208536,3.7584136,3.7996194,3.8330357,3.8606796,3.894003,3.9279544,3.951455,3.9756575,4.0000296,4.024695,
2,15.0,4.894251,4.895106,4.821302,4.705454,4.828337,4.8379197,5.0329194,5.384146,5.453816,5.508074,5.507009,5.5067825,5.507297,5.5076194,5.50926,5.504702,5.4821906,5.481659,5.433197,5.171288,5.330878,5.383774,5.5207324,5.5816956,5.5797977,5.578211,5.580748,
3,16.0,5.077959,5.054058,5.045433,4.908199,4.8352456,4.795528,4.8453603,4.9170346,4.946347,4.9510837,4.972645,5.022432,5.0633526,5.0937953,5.1205587,5.146581,5.1667695,5.1767583,5.154098,5.122188,5.1104712,5.120646,5.1252904,5.1202006,5.120238,5.1228843,5.122132,
4,18.0,5.392198,5.407393,5.4234776,5.414654,5.3528557,5.3619304,5.370449,5.3754387,5.3776984,5.3842206,5.389499,5.3915963,5.391439,5.3936343,5.391058,5.38768,5.385342,5.381848,5.378124,5.3742776,5.3733826,5.3785434,5.385073,5.393984,5.403952,5.408772,5.4128737,
5,22.0,5.2753477,5.193107,5.083348,4.916753,4.823483,4.8359113,4.847725,4.860016,4.872339,4.884682,4.8964295,4.9069963,4.91672,4.9257693,4.9344745,4.9423833,4.9496827,4.9559684,4.961147,4.9650135,4.9676213,4.9697175,4.971499,4.9732003,4.9750285,4.976711,4.9782577,
6,26.0,5.0693364,5.0899796,5.101272,5.1137547,5.115357,5.123845,5.132076,5.140202,5.1473336,5.154138,5.1601133,5.1672077,5.1734676,5.179154,5.1842785,5.1837063,5.179501,5.1729827,5.167059,5.1619983,5.156798,5.151277,5.1462426,5.140835,5.1351256,5.129351,5.124586,
7,27.0,4.657697,4.685616,4.6043468,4.573514,4.556359,4.550986,4.567428,4.5807366,4.5935035,4.605035,4.6149087,4.6204057,4.6208296,4.664605,4.698774,4.7264075,4.7507973,4.7767034,4.802317,4.8246093,4.8449497,4.866733,4.8863587,4.9051547,4.924104,4.9198885,4.9189086,
8,29.0,5.0715785,4.9760947,4.82221,4.5671325,4.3917255,4.382781,4.3613343,4.368295,4.3800464,4.384511,4.420391,4.4397573,4.451694,4.4854217,4.5147614,4.5222306,4.558106,4.5609016,4.5839524,4.582644,4.5839214,4.5772257,4.5811124,4.555381,4.5399733,4.501139,4.462193,
9,31.0,4.903322,4.9374833,4.9695907,4.9931216,4.985735,4.97322,4.971267,4.93753,4.85109,4.81094,4.7900615,4.7645907,4.7417903,4.7934675,4.749686,4.612551,4.4353943,4.418836,4.400147,4.384361,4.383104,4.429752,4.4325185,4.4319196,4.423881,4.322997,4.3022914,
10,32.0,4.857349,4.9193144,4.962406,4.999273,5.032664,5.053507,5.0568905,5.0577197,5.0610576,5.0582595,5.0484424,5.040148,5.028602,5.019667,5.0098395,4.999239,4.9860787,4.977408,4.980951,4.9842315,5.000783,5.015414,5.0312696,5.048157,5.656916,5.6679215,5.6847444,
11,33.0,5.3585796,5.3496737,5.332928,5.231586,5.111089,4.9285264,4.5992618,4.537302,4.501463,4.5281763,4.4208713,4.508858,4.4282956,4.489204,4.480853,4.4624853,4.4538383,4.450126,4.4390044,4.4152246,4.4078336,4.460257,6.3459396,6.3284492,6.3476944,6.3441443,6.364351,
12,35.0,5.1460776,5.0794654,5.0566673,4.9892163,5.001558,4.990457,4.9883003,5.0036387,5.026224,5.035153,5.034621,5.023906,5.005352,4.9812016,4.9772153,4.973471,4.9686418,4.962015,4.955033,4.9495792,4.9460387,4.9423523,4.9387865,4.935821,4.932371,4.9285417,4.925587,
